chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr3+9868620,LOC_Os03g17730,79,85,81,97,90,98,97,93,85,41,38,33,80,84,80,92,100,81,35,36,43,16,15,16,34,38,33,46,43,38,60,76,75,50,71,25,48,49,45,77,41,47
Chr3+10009379,LOC_Os03g17980,3,3,3,5,4,1,5,4,3,5,3,2,12,8,3,2,2,2,1,2,2,5,2,1,1,2,1,2,2,2,1,1,0,7,30,5,1,1,1,0,0,0
Chr3+10011737,LOC_Os03g17980,64,64,105,89,56,57,126,103,114,21,20,11,21,24,27,31,29,29,47,40,43,67,68,65,71,59,62,86,82,75,35,31,33,37,16,16,69,71,77,198,205,203
Chr3+10012024,LOC_Os03g17980,9,6,8,7,0,5,7,10,8,1,1,0,0,3,2,4,4,1,1,1,0,3,3,4,5,6,5,6,3,4,5,5,6,3,3,1,7,7,5,8,10,6
Chr3+10012160,LOC_Os03g17980,8,3,7,11,7,10,4,11,7,0,0,0,1,0,0,0,0,1,2,0,6,4,5,8,0,6,2,4,5,0,0,1,4,1,0,0,2,1,1,3,3,3
Chr3-11808351,LOC_Os03g20860,31,13,14,15,23,12,23,2,14,17,17,16,0,20,0,7,4,2,11,14,11,30,20,26,8,11,8,28,29,26,39,32,37,85,45,45,6,8,17,7,11,5
Chr3-11808461,LOC_Os03g20860,55,46,95,67,75,46,46,43,42,34,33,21,10,15,12,24,21,20,17,20,15,36,41,41,21,15,30,38,39,53,75,74,106,77,69,114,27,26,26,63,53,72
Chr3+13155370,LOC_Os03g22770,4,7,6,5,13,1,0,0,0,0,0,0,2,1,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Chr3+13155316,LOC_Os03g22770,10,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,8,2,11
Chr3+13155493,LOC_Os03g22770,235,373,290,284,471,450,150,81,242,109,112,117,487,461,499,611,640,600,576,555,554,227,172,150,46,58,58,260,288,319,70,79,74,326,154,62,92,38,66,267,246,276
Chr3+13222150,LOC_Os03g22870,22,27,27,63,44,8,6,13,20,39,40,42,78,66,49,92,89,92,46,35,58,32,31,32,23,26,22,32,39,28,39,38,39,4,15,23,22,23,24,79,66,27
Chr3+13222006,LOC_Os03g22870,7,10,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7
Chr3+13219446,LOC_Os03g22870,0,0,0,0,0,0,0,0,0,2,4,2,2,2,0,0,0,0,1,0,1,2,2,1,2,1,2,2,3,3,3,5,3,4,4,0,1,1,0,3,0,1
Chr3-13608912,LOC_Os03g23980,10,5,17,5,23,33,13,18,8,101,109,116,1030,926,950,456,495,425,202,205,205,9,15,12,16,16,13,82,72,81,37,29,36,60,76,107,53,50,45,24,28,24
Chr3-13608691,LOC_Os03g23980,6,2,4,16,9,3,0,1,0,9,7,7,80,66,89,41,45,44,19,16,17,3,1,3,0,0,2,15,18,17,12,8,17,1,11,5,12,22,19,14,18,19
Chr3-13841130,LOC_Os03g24339,169,139,163,100,155,136,60,51,61,55,45,50,86,83,120,121,123,121,71,102,72,30,39,36,46,66,56,50,79,43,46,52,58,74,18,24,59,70,72,131,177,132
Chr3-13849918,LOC_Os03g24339,0,0,1,6,4,7,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Chr3-13858462,LOC_Os03g24339,3,3,3,11,10,6,5,4,3,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Chr3+14530837,LOC_Os03g25400,4,2,1,1,0,7,6,8,2,0,4,5,1,1,1,7,7,7,6,5,5,1,0,0,18,0,32,8,14,15,7,6,6,1,0,0,3,3,3,0,0,0
Chr3+14528136,LOC_Os03g25400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,3,0,1,0,0,0
Chr3+14530595,LOC_Os03g25400,0,1,1,13,5,5,1,2,1,9,5,9,7,4,3,17,19,18,9,5,6,9,8,5,30,31,21,2,19,0,3,6,3,0,0,0,5,4,10,1,0,1
Chr3+14530491,LOC_Os03g25400,15,22,24,8,11,7,24,51,45,81,63,75,76,79,80,135,195,182,93,98,109,33,35,35,185,180,132,101,55,75,29,19,22,10,38,92,37,47,32,13,13,13
Chr3-16181651,LOC_Os03g28140,0,0,0,0,0,0,1,2,4,5,9,5,34,47,30,24,20,20,17,19,20,8,6,11,0,0,0,16,1,12,24,25,27,54,47,66,1,0,0,0,0,0
Chr3-16181723,LOC_Os03g28140,4,9,10,9,4,2,1,0,1,6,5,4,9,22,6,22,21,21,15,0,3,3,5,4,0,0,0,6,9,4,41,47,43,336,157,307,6,8,3,4,0,2
Chr3+16632280,LOC_Os03g29240,0,1,6,0,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,8,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chr3+16631923,LOC_Os03g29240,112,106,106,127,89,98,178,118,92,164,120,134,41,52,39,65,71,65,228,228,240,373,368,356,1276,1820,782,296,300,272,150,144,168,329,241,272,153,139,168,35,30,37
Chr3+17049034,LOC_Os03g29920,2,0,1,4,4,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0
Chr3+17049168,LOC_Os03g29920,29,6,35,48,34,44,35,29,28,407,388,532,8,7,5,3,2,3,59,49,55,277,329,436,101,113,114,124,103,102,32,34,35,38,37,38,24,23,25,0,2,2
Chr3-17900834,LOC_Os03g31430,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-17902704,LOC_Os03g31430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,12,0,0,0,1,1,0,0,1,4,0,0,0,6,3,3,0,0,0,0,0,0
Chr3+20487484,LOC_Os03g36910,7,9,10,3,5,5,6,6,4,6,5,6,0,0,0,0,0,0,6,0,5,11,19,15,6,6,7,5,5,5,12,25,19,3,0,2,10,12,13,7,3,3
Chr3+20487405,LOC_Os03g36910,0,1,0,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,5,2,2,10,7,10,7,11,10,3,1,1,0,2,1
Chr3+20487638,LOC_Os03g36910,0,5,1,2,6,0,1,2,0,3,7,4,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0,2,4,0,1,0
Chr3-21097593,LOC_Os03g38000,1040,1364,1121,995,929,988,1442,1449,1515,1092,1028,955,447,443,433,442,468,429,668,637,671,2143,2214,2208,1353,1418,1348,833,693,703,560,684,626,531,405,497,1177,1249,1188,1275,1279,1285
Chr3-21098670,LOC_Os03g38000,10,13,10,3,2,9,4,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,22,22,22
Chr3-21099113,LOC_Os03g38000,14,16,11,6,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7
Chr3-22219266,LOC_Os03g40010,1242,1309,1161,945,1093,1028,497,544,522,340,298,252,262,317,269,346,384,334,303,346,503,249,219,214,210,207,208,198,195,192,110,172,148,332,148,214,388,382,351,660,1252,1220
Chr3-22225533,LOC_Os03g40010,6,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0
Chr3-22219480,LOC_Os03g40010,38,34,40,25,29,24,3,15,15,1,2,1,0,2,0,3,2,0,3,3,3,2,2,2,0,0,0,6,3,10,2,3,3,0,0,0,10,7,8,31,32,22
Chr3-22225655,LOC_Os03g40010,35,1,21,6,45,40,20,5,8,56,40,37,0,3,8,28,45,35,44,33,36,41,33,5,11,18,7,44,47,40,33,84,7,3,14,12,18,17,9,97,79,87
Chr3-22226061,LOC_Os03g40010,2,2,12,4,9,2,9,9,8,5,10,1,2,0,3,4,1,1,0,2,2,4,3,7,2,9,5,4,5,15,4,15,3,8,5,0,3,5,7,18,14,13
Chr3-22219531,LOC_Os03g40010,5,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,29,10
Chr3-22258369,LOC_Os03g40070,0,0,0,0,0,0,12,37,22,0,1,1,0,0,0,0,0,0,0,0,0,1,8,7,8,11,14,0,1,3,0,0,1,0,0,0,4,1,5,0,0,0
Chr3-22255219,LOC_Os03g40070,1,9,8,0,0,0,70,91,80,35,22,24,1,7,3,5,6,6,16,18,27,193,199,211,154,154,185,13,9,11,39,38,37,8,27,31,1,21,9,2,0,3
Chr3+23858085,LOC_Os03g42820,0,2,2,0,0,0,2,2,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,10,13,0,0,0,0,0,0
Chr3+23861717,LOC_Os03g42820,25,72,43,37,35,41,51,34,31,114,112,104,131,128,129,93,86,97,110,111,107,132,138,101,69,73,87,118,152,169,74,69,93,111,66,99,41,41,41,60,39,28
Chr3-25102516,LOC_Os03g44580,14,16,18,2,3,2,19,17,20,91,83,96,77,60,82,33,39,45,43,41,44,69,50,52,20,20,19,77,81,81,121,222,87,411,329,132,113,86,90,12,22,26
Chr3-25101780,LOC_Os03g44580,12,8,13,7,0,1,3,1,1,25,26,25,36,38,40,13,12,10,2,9,8,13,16,15,4,4,11,14,16,16,11,8,14,17,65,34,9,6,10,19,17,16
Chr3+25579633,LOC_Os03g45300,0,1,0,1,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,8,3,0,0,0,0,0,0
Chr3+25582542,LOC_Os03g45300,48,50,59,60,45,76,53,25,49,24,29,27,74,68,63,122,139,102,67,65,74,47,41,57,35,47,45,35,38,47,120,151,117,245,94,670,9,0,8,34,32,33
Chr3+25582835,LOC_Os03g45300,2,0,2,4,5,4,0,1,1,1,1,1,2,0,2,0,2,0,0,1,2,5,9,4,2,2,3,3,5,6,9,5,6,4,12,9,0,0,0,3,3,4
Chr3+26461079,LOC_Os03g46770,2408,2813,2808,2671,3044,2900,2254,1422,1769,1629,811,1371,1853,1619,1903,1304,1728,1528,3826,4041,5018,1270,1228,1270,2020,2409,2904,2244,2130,2702,1071,1129,1011,29,1628,2103,1641,2405,1399,275,1166,3747
Chr3+26461143,LOC_Os03g46770,8438,5841,9851,11556,10430,8916,10862,12048,12419,5928,5751,5959,6400,6629,6562,7578,6666,7393,16580,17986,16902,6019,6062,6092,10539,10455,9965,11752,11741,13581,5055,4718,4855,9125,11027,8417,17095,17266,17749,13367,24093,28801
Chr3+27120063,LOC_Os03g47780,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,10,4,0,0,0,0,0,0
Chr3+27123759,LOC_Os03g47780,76,13,97,28,33,25,26,28,10,55,59,52,30,19,27,43,41,50,34,28,41,42,57,24,28,34,42,40,41,42,40,45,38,3,12,10,34,33,31,45,80,75
Chr3+27334949,LOC_Os03g48060,7,6,7,0,2,4,30,30,15,0,0,1,12,19,3,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
Chr3+27335938,LOC_Os03g48060,0,0,1,3,8,2,1,3,0,0,0,0,0,4,3,1,2,0,1,1,1,1,1,0,6,2,5,3,1,2,0,0,0,34,16,49,0,0,0,3,1,0
Chr3+27337883,LOC_Os03g48060,71,58,31,73,80,78,29,49,32,96,113,90,267,249,268,105,93,108,102,57,71,73,61,49,131,155,129,95,129,102,90,77,70,328,262,222,60,40,60,51,51,51
Chr3+27334819,LOC_Os03g48060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,30,0,0,0,0,0,0
Chr3-27546208,LOC_Os03g48380,102,92,98,73,79,65,47,45,93,95,101,91,49,52,55,96,101,98,185,198,183,44,43,51,63,61,64,36,43,46,21,19,18,48,27,31,31,19,25,124,121,138
Chr3-27546621,LOC_Os03g48380,2,1,1,0,2,3,0,1,0,1,0,1,1,0,2,2,2,1,1,1,1,0,0,1,1,1,1,3,2,2,0,0,1,0,0,0,1,0,0,2,4,3
Chr3-27545908,LOC_Os03g48380,10,18,16,44,25,48,4,26,13,45,39,42,36,29,7,33,31,44,37,33,39,30,30,30,32,24,22,24,32,23,22,21,21,31,23,31,10,20,14,13,3,5
Chr3-28825862,LOC_Os03g50490,0,0,1,0,0,0,0,1,1,2,3,5,8,1,6,1,0,1,0,1,2,3,3,1,3,2,2,3,2,1,2,3,3,3,0,6,0,0,0,0,0,0
Chr3-28823264,LOC_Os03g50490,4,4,3,2,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5
Chr3-28822461,LOC_Os03g50490,366,314,244,281,291,311,266,248,269,1,1,0,0,0,0,0,0,0,11,6,7,8,1,6,40,61,38,7,10,13,1,1,2,0,1,0,6,1,2,51,62,17
Chr3-28822404,LOC_Os03g50490,16,11,26,5,16,15,12,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0
Chr3+29425437,LOC_Os03g51430,4,8,2,2,5,0,7,8,5,98,104,83,57,90,80,71,61,56,91,89,99,203,210,199,55,65,92,179,91,140,142,169,131,27,40,15,10,12,10,20,11,29
Chr3+29425277,LOC_Os03g51430,0,2,2,3,1,1,0,0,2,17,6,12,7,11,2,4,2,4,8,8,7,15,18,0,3,7,4,12,15,16,13,15,7,1,1,0,1,2,0,9,7,12
Chr3-29838487,LOC_Os03g52000,28,25,43,38,54,31,23,53,33,54,62,74,61,66,70,35,37,32,47,49,67,58,58,64,29,35,34,15,25,21,53,66,40,104,137,30,33,32,24,24,17,23
Chr3-29838694,LOC_Os03g52000,2,1,3,4,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,17,17,22,49,66,24,0,0,0,7,5,6
Chr3-30936638,LOC_Os03g53960,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,7,7,4
Chr3-30935686,LOC_Os03g53960,270,280,271,309,315,362,195,194,224,138,180,140,184,199,218,229,218,195,189,201,200,159,137,181,155,179,164,109,107,126,116,132,135,86,170,8,216,196,198,245,242,242
Chr3-30938040,LOC_Os03g53960,61,23,35,31,24,23,26,15,52,11,10,11,14,17,7,14,1,9,9,10,9,19,7,10,3,0,5,36,4,9,4,7,8,0,0,0,11,4,8,14,26,40
Chr3-31860795,LOC_Os03g55970,52,114,79,28,29,38,6,6,11,29,33,28,20,20,22,23,22,28,11,11,13,4,3,3,1,2,1,13,9,24,28,23,25,60,22,65,22,13,19,62,60,64
Chr3-31860522,LOC_Os03g55970,124,148,118,94,59,134,79,67,97,197,178,190,103,138,99,140,169,180,55,92,65,29,26,21,21,26,24,81,74,83,95,92,85,68,107,104,48,46,3,65,73,74
Chr3+32866482,LOC_Os03g57660,2,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Chr3+32861968,LOC_Os03g57660,10,10,7,1,10,27,0,3,4,0,0,0,0,0,2,4,9,2,0,0,0,1,1,0,0,0,0,2,2,0,2,0,1,0,0,0,1,0,1,3,13,4
Chr3+32862048,LOC_Os03g57660,11,4,5,11,10,0,2,2,0,0,0,0,0,2,0,5,2,7,2,0,0,1,2,2,1,0,0,0,0,5,1,2,1,0,0,0,1,1,0,7,9,10
Chr3+32866544,LOC_Os03g57660,346,290,468,173,161,159,65,126,74,23,22,24,42,58,51,55,54,62,75,63,72,35,40,39,84,74,61,99,102,89,26,22,17,9,18,16,21,19,28,623,617,635
Chr3+32860514,LOC_Os03g57660,39,40,36,19,33,22,16,13,18,4,4,6,9,5,0,9,9,10,6,4,5,3,2,7,1,2,15,29,28,30,0,7,0,1,1,0,2,3,2,41,26,19
Chr3+32862298,LOC_Os03g57660,7,7,6,21,12,6,2,2,2,2,0,0,0,0,0,5,6,5,1,1,1,1,2,1,1,2,1,9,13,6,3,1,5,2,2,0,3,1,1,3,4,7
Chr3+32866631,LOC_Os03g57660,0,0,1,0,0,0,0,0,0,0,1,0,4,12,8,0,0,0,0,1,0,1,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,6,1,2
Chr3-32879423,LOC_Os03g57690,1265,1521,1017,1134,1129,1069,2,440,421,451,412,410,652,770,663,673,649,823,542,590,474,449,383,566,174,163,187,679,667,589,30,39,25,76,101,101,136,132,145,706,720,726
Chr3-32879363,LOC_Os03g57690,11,3,19,3,1,1,2,0,1,29,23,13,31,8,7,26,29,31,8,12,12,11,12,11,6,16,11,23,13,22,1,0,1,0,0,0,1,1,2,7,7,8
Chr3-32879497,LOC_Os03g57690,21,12,13,17,15,12,1,5,1,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,6
Chr3-32885514,LOC_Os03g57690,1,1,1,1,1,2,5,5,5,3,2,5,7,6,6,1,1,2,4,2,0,0,1,0,1,5,2,1,1,1,0,1,3,12,11,8,0,1,0,1,3,3
Chr3+33338508,LOC_Os03g58540,7,6,9,4,4,4,26,22,16,227,214,175,97,110,63,76,65,74,35,26,27,17,12,9,2,3,5,24,41,27,12,12,14,3,6,3,40,36,44,16,17,17
Chr3+33337391,LOC_Os03g58540,0,0,0,0,0,3,0,5,1,0,1,0,2,1,2,0,2,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,5,3,0,1,0,0,0,0
Chr3-33433907,LOC_Os03g58710,8,6,9,1,0,0,0,2,0,6,5,6,7,6,7,4,6,3,3,5,3,2,2,3,2,1,2,0,0,1,0,0,0,0,0,1,2,8,5,7,3,10
Chr3-33433384,LOC_Os03g58710,2,5,2,6,10,5,3,9,9,17,13,10,18,0,1,18,30,16,12,11,11,5,5,5,0,3,3,13,6,6,5,3,1,0,6,1,10,11,11,13,13,13
Chr3-33433691,LOC_Os03g58710,4,1,2,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1
Chr3-33433223,LOC_Os03g58710,0,0,0,1,1,1,0,0,0,2,1,3,7,10,1,6,6,4,0,0,1,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,1,3,6
Chr3+35427965,LOC_Os03g62580,2,3,1,3,2,3,8,8,10,18,6,10,25,15,22,20,28,38,21,23,21,1,5,8,0,0,17,17,26,6,27,50,36,35,24,26,11,12,10,2,4,5
Chr3+35427195,LOC_Os03g62580,57,36,1,45,31,41,35,39,36,50,47,45,63,63,64,48,61,36,54,54,49,32,44,24,47,37,37,46,51,33,97,105,103,6,68,50,39,38,38,54,53,54
Chr3+35427638,LOC_Os03g62580,0,1,0,2,12,13,1,0,3,6,8,9,1,12,7,14,16,16,13,8,4,6,4,0,0,0,1,17,12,10,14,16,15,2,5,21,18,16,18,3,2,5
Chr3+36131980,LOC_Os03g63940,89,62,175,159,139,81,117,110,160,195,152,138,232,248,294,160,163,183,130,132,132,239,217,231,184,142,135,277,135,268,242,246,243,16,122,122,203,197,187,191,206,152
Chr3+36131611,LOC_Os03g63940,21,19,15,30,35,35,32,20,40,14,8,8,15,14,13,14,11,4,7,4,2,15,10,11,20,8,13,8,35,13,13,18,21,3,41,25,22,21,15,19,16,18
Chr3+36128656,LOC_Os03g63940,5,7,11,0,1,2,2,2,2,4,1,3,2,3,5,2,1,2,0,0,1,2,1,1,1,0,1,2,2,2,3,3,3,68,38,11,1,0,0,2,1,0
Chr3+36131778,LOC_Os03g63940,33,1,28,4,1,7,1,2,2,3,0,6,1,0,0,3,4,0,0,0,0,4,5,2,1,2,3,2,6,5,10,4,1,0,0,0,13,27,8,8,9,9
Chr3+36297592,LOC_Os03g64250,2,5,1,1,8,13,4,2,1,6,2,9,15,18,14,11,6,9,4,4,2,5,4,5,3,4,2,2,3,2,4,4,5,0,0,0,5,9,20,9,3,3
Chr3+36299515,LOC_Os03g64250,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Chr3+36299433,LOC_Os03g64250,3,0,5,1,1,0,0,2,3,2,1,3,4,5,6,3,0,12,5,6,10,4,4,3,2,1,2,2,0,1,1,3,2,0,0,0,0,1,1,2,2,1
Chr3+36299346,LOC_Os03g64250,2,5,5,4,20,14,0,6,2,14,17,15,10,16,12,10,14,1,12,8,8,18,15,12,12,7,7,22,26,20,4,6,10,16,32,17,12,15,12,18,22,29
Chr3+36298674,LOC_Os03g64250,11,2,9,10,3,9,2,3,1,11,11,11,0,1,0,2,0,1,0,0,0,1,2,2,6,8,12,4,0,5,2,2,5,0,0,0,9,8,8,3,0,4
Chr3+36299021,LOC_Os03g64250,5,5,6,14,2,11,6,2,2,4,3,0,10,12,6,7,4,6,8,2,12,4,3,5,3,0,6,2,1,10,5,3,6,1,1,4,3,9,5,2,2,2
Chr4-226904,LOC_Os04g01300,109,126,55,170,59,118,107,360,228,858,857,835,174,156,166,191,196,220,285,272,262,745,751,767,508,506,506,222,309,291,94,66,110,243,133,82,267,251,227,162,176,182
Chr4-227055,LOC_Os04g01300,25,18,33,30,17,43,36,28,41,34,51,51,7,2,7,14,7,10,18,29,17,45,44,46,20,32,24,24,14,21,5,10,15,2,5,4,12,16,18,35,50,48
Chr4-682329,LOC_Os04g02110,1,0,7,2,2,1,5,4,8,18,17,34,13,9,13,14,10,19,25,20,21,13,15,15,18,19,15,34,41,12,11,11,11,0,0,0,31,21,35,12,22,5
Chr4-682128,LOC_Os04g02110,1,1,11,0,0,0,6,4,7,0,2,6,12,5,1,9,10,8,6,4,6,4,7,6,6,5,5,4,1,4,4,3,7,0,0,0,9,9,8,4,5,4
Chr4-683797,LOC_Os04g02110,1,2,1,7,4,11,1,2,3,4,5,3,0,2,0,17,9,18,5,4,8,3,2,3,2,5,1,0,4,1,1,1,2,0,0,0,2,0,0,1,7,4
Chr4-682484,LOC_Os04g02110,2,1,3,2,2,1,2,0,1,3,2,2,5,5,4,5,7,6,7,7,8,2,3,2,2,6,8,6,8,4,2,3,3,40,82,67,5,4,2,3,1,0
Chr4+4455602,LOC_Os04g08340,0,0,0,0,0,0,2,2,3,0,3,0,1,1,1,2,1,0,3,0,2,0,3,3,3,1,0,1,0,0,2,1,2,0,0,0,2,2,2,0,0,0
Chr4+4455326,LOC_Os04g08340,1,0,6,16,9,13,21,14,11,5,1,0,3,1,4,2,3,3,4,4,3,12,1,0,5,6,6,6,10,11,8,4,7,0,5,9,19,20,10,10,10,0
Chr4+4455129,LOC_Os04g08340,1,3,14,7,0,0,4,0,5,0,2,1,4,3,0,1,0,1,3,4,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,15,17,9,18,18,18
Chr4+4455445,LOC_Os04g08340,0,0,0,3,1,0,4,3,5,1,1,1,3,3,2,0,0,3,7,8,8,10,4,8,4,5,4,1,3,2,4,2,4,0,0,0,7,9,7,0,1,0
Chr4-5112047,LOC_Os04g09530,12,13,18,15,14,8,13,12,10,0,2,4,2,2,2,8,13,6,8,9,14,4,2,6,1,3,1,10,2,7,5,5,5,0,0,0,10,10,10,44,33,45
Chr4-5111872,LOC_Os04g09530,28,15,24,28,41,35,56,39,17,5,14,10,4,5,1,32,34,33,36,39,49,21,27,24,8,9,7,17,12,29,14,19,18,6,13,43,37,37,40,31,30,23
Chr4-7137040,LOC_Os04g12920,9,3,7,4,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,11,11
Chr4-7136835,LOC_Os04g12920,13,14,17,26,32,20,3,2,12,25,25,38,31,27,24,24,31,30,12,14,20,0,2,1,2,2,3,18,16,8,11,12,8,2,5,2,8,8,10,27,20,18
Chr4-11265069,LOC_Os04g20210,0,0,1,0,0,0,0,3,0,5,2,4,1,5,11,5,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Chr4-11264934,LOC_Os04g20210,0,0,0,0,0,0,4,3,0,8,10,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,2,0,3
Chr4-11264549,LOC_Os04g20210,1,3,0,6,6,5,8,7,8,5,4,5,1,8,2,4,0,5,9,8,13,2,1,0,0,0,2,2,4,0,20,12,29,0,0,0,9,4,11,13,2,7
Chr4-11263896,LOC_Os04g20210,7,7,7,2,2,4,31,37,8,11,11,10,13,19,14,2,9,7,11,14,11,6,5,6,4,3,5,14,10,12,12,13,11,0,0,0,11,9,7,8,9,7
Chr4-11265211,LOC_Os04g20210,9,10,10,1,0,1,3,1,1,3,3,3,0,0,0,2,3,3,4,0,1,2,0,1,0,0,0,0,1,0,4,2,3,1,0,4,3,3,0,2,3,4
Chr4-11263969,LOC_Os04g20210,6,2,3,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,6
Chr4-11270875,LOC_Os04g20210,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,18,9,0,0,1,0,0,0
Chr4+13803481,LOC_Os04g24140,740,607,792,345,473,317,656,537,677,134,150,128,1047,1144,890,960,915,946,601,577,538,593,648,567,394,408,400,422,406,362,249,244,228,309,442,198,490,569,467,771,775,779
Chr4+13803839,LOC_Os04g24140,7,24,17,11,9,14,7,2,9,5,5,5,48,47,47,42,43,46,1,10,6,19,9,31,23,20,7,19,28,32,18,23,14,13,1,2,6,7,6,34,35,37
Chr4+16586455,LOC_Os04g28090,0,0,0,0,0,0,0,2,3,5,2,4,0,0,0,0,0,0,0,0,0,5,8,0,1,6,4,2,3,0,1,9,4,0,0,0,1,0,0,1,4,3
Chr4+16587159,LOC_Os04g28090,67,47,100,56,61,65,70,69,74,146,144,147,70,109,61,106,106,100,96,95,93,114,109,113,84,90,80,74,78,61,74,73,73,7,91,36,170,156,165,128,128,128
