chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14
Chr1+2795487,LOC_Os01g05830,502.4966593,408.9792516,244.6676095,389.3071597,405.3762518,451.6227963,489.3661692,375.5581403,550.9186795,387.1359009,667.7659656,555.3997127,262.4920023,404.9907263,326.1852824,285.4377929,325.5956158,293.4613957,301.8909149,364.0526285,390.70163,314.9869485,351.6130081,362.3452081,341.3716537,451.5033187,298.1151083,394.826432,51.29048462,19.33632355,36.27946128,114.3677047,101.9593555,43.9944315,4.938131951,66.76423494,77.52138683,79.00238508,17.08910692,18.14303253,72.02324717,2.663735782,6.633353195,12.79124997,7.567596714,15.12144045,12.83193247,13.28940171,9.751152549,8.367142438,7.472961063,10.78809935,10.45217144,8.292912003,10.77443717,9.753062806,22.45961394,14.37718138,12.29347691,18.95304179,11.66832408,22.89309361,15.10083297,21.25003837,31.41690751,16.40029998,24.52143825,6.983184978,12.9468991,18.86986808,17.61052156,14.63458455,18.31442279,5.812239209,8.674194068,18.72561446,9.051401785,4.318797689,8.970075833,21.27388552,5.615172544,21.07272553,11.55327111,12.48337343,15.69665489,17.26051522,10.34058555,12.74305897,10.43064973,10.48748824,10.62388487,10.26699549,13.93380472,8.065260714,7.783420588,7.69720944,14.40256417,12.04110416,11.47249577,9.509319547,5.826340831,14.51713487,17.54927392,17.068665,7.776011617,17.42738702,10.44574907,14.96151819,14.9830342,13.75822139,15.94516709,18.51538248,18.35331712,8.341601644,5.400457548,18.16889326,15.90171571,12.20638497,11.27470178,12.78451838,8.824710114,9.844138685,13.1376048,15.47225307,13.73378876,7.417276359,11.96970461,11.90416867,11.4685204,10.15045012,11.2129346,10.23538906,11.01729284,9.83552914,13.60585144,8.185403569,10.84603059,12.06596531,10.01282444,10.58128303,59.38848916,52.72460141,47.54287181,56.1267929,54.85564115,49.00222931,62.7428486,52.29101771,56.91206544,47.20215692,53.75024849,50.92710852,49.70672638,53.53210973,132.4304522,216.3378243,172.2045391,144.0873544,57.50369209,144.0194444,24.42648211,45.61691955,147.6772187,144.8286039,185.7721799,128.0721894,155.7176651,4.235397173,11.79424158,7.50119722,1.668278527,11.12461062,1.066197787,2.214416843,8.318689471,14.79131285,0.8983565,6.169294744,5.042352093,10.69507829,11.84223739,4.884418749,192.1970725,192.2963957,195.1235468,193.2929125,194.2099453,190.1248287,186.6710745,191.596739,189.3207142,188.0247375,192.0547667,191.6891282,186.469456,190.508357
Chr1-2830078,LOC_Os01g05900,30.75977285,32.21434563,25.10898747,22.24173703,28.56418023,36.9873836,26.22003359,24.42226385,17.08481869,29.0450255,27.48472028,23.48964001,14.77925748,32.39631663,29.70415415,25.90093644,39.46077334,8.977857139,46.78085156,30.72375958,31.58198492,32.49922624,38.67517371,2.829333608,29.04086166,33.94665617,13.42165976,14.99100989,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2.688020437,4.959988325,1.489132424,1.92504187,1.30939164,4.613751654,3.254117786,5.742008342,12.75387541,4.851909401,2.079133951,6.7882524,2.325257475,1.710884468,0.796676796,3.995311763,2.25925425,2.575167964,9.528310102,0.870362551,2.12270429,0.628880822,0.930261004,5.432737112,4.747540057,0.970208665,5.787965632,3.266367879,0.063463061,2.623166803,1.332112027,0.22713204,1.42864011,0.169365203,1.623060671,1.722768453,0.440477755,0.409727697,0.008308146,1.007768649,1.129304991,1.011802935,1.987252359,1.218873339,1.464794943,2.823052279,0.71806215,2.770394101,1.759453235,1.06154485,1.712449567,1.455435219,0.980141358,1.686890729,1.833501077,1.748240499,2.568751956,2.586684421,2.95164569,2.468663798,2.994657778,2.349473047,2.982686467,1.801173482,2.038398129,3.76926434,3.558485443,2.850795142,2.228874335,2.221093112,1.976096287,3.012988612,1.657419447,3.985807846,5.211180076,1.534195734,1.236019704,1.938019735,1.051539738,3.888225607,1.411196599,3.427676265,1.904572465,2.205004868,0.686492539,0.252221643,0.108306176,2.181082699,0.785749568,1.208368093,0.790936449,2.200697791,2.173536464,0.83610874,0.154084772,1.493436074,2.364602777,2.433620041,0.831280068,0.172879176,0.605105796,0.558255241,0.022545639,1.022859645,1.28853869,0.715060639,0.629634363,0.847531642,0.643972803,0.869005251,1.344588476,0.479875213,8.479714726,6.64378619,2.867263667,5.530378271,5.761609,12.14045303,7.02813637,2.442186457,5.156487009,7.267528387,20.29373107,5.49346133,8.68283167,4.97738799,1.486322264,1.840380303,1.695302029,2.633786909,2.712425509,1.202583672,1.345151608,1.580170837,2.134915585,2.375781181,0.498362224,2.676177661,1.746302453,2.35434168,17.12612069,27.98156488,21.88150042,21.55829268,21.37783484,21.06000501,22.37338517,13.07433562,18.1857778,23.35272633,8.792331552,18.06656497,18.58737059,14.69598267
Chr1-2820091,LOC_Os01g05900,53.15273279,63.86290332,62.99133801,43.27585469,51.73865937,73.33602606,51.49374879,65.21830056,52.00011692,62.03264329,39.4500468,63.82580193,67.5897511,63.50255383,77.16350739,97.65381095,82.30266814,82.57037415,73.8748178,68.40409,71.65651583,102.2600603,99.26685665,85.18712456,81.13317739,80.139862,84.16705569,79.05370152,57.31209675,82.19436379,65.22619736,40.52078827,38.62475233,56.8698365,57.06629777,47.55666657,59.45986028,44.58810211,50.70631362,58.40176155,67.12587998,39.35880508,133.4026075,131.2233804,130.9985791,130.9914646,134.8570142,132.8202409,126.8558287,137.397054,128.6834654,130.4526523,140.6634021,123.8765236,133.7668063,128.0887239,33.07123316,33.66097892,26.00894953,35.21217495,29.30267883,20.68628023,32.1455596,31.18494257,37.36609691,34.19170516,32.85775246,33.50712084,29.06308707,32.00684126,35.94764248,34.76496322,33.79402791,27.89144209,35.35547439,31.26841908,35.24730921,33.76772196,34.70741707,29.8868943,33.54913623,28.54002393,32.08406211,36.35522,69.67867542,66.23883239,73.23059941,56.52759974,74.03335138,66.33769806,61.52593194,63.13222117,57.73257685,68.65565594,64.32363327,85.4176854,73.82110733,61.78827062,134.3146525,148.4237112,133.392577,133.7724734,135.9428125,124.9382008,130.0760131,129.6072529,144.0338108,159.3275651,142.301568,139.7407173,148.4592707,158.0991529,132.6547913,132.9394258,133.0534668,131.2046477,127.3745944,148.842383,124.9864599,130.9631801,148.1818841,128.8170043,140.6168527,130.797995,142.4217307,135.8105852,52.41131087,54.57903537,55.56603289,53.44104738,59.63550818,55.62287842,51.98591967,51.8525853,56.90674561,51.7088017,53.53337265,51.67206256,54.71463064,51.35910047,55.55238909,42.36090063,41.03760272,50.69998308,30.97402325,48.77613525,56.0748971,47.58643273,49.54356304,49.2701869,57.71429323,57.94937436,57.98680882,43.09815652,56.64066702,110.132783,94.9059351,115.6067415,75.46796989,109.5851487,99.3711951,28.98685161,50.34728883,57.97183292,97.74963316,131.4466867,90.41791913,100.7905348,86.39862764,86.5051335,81.91240434,83.9023996,92.17120845,88.50651445,82.65287961,78.97151699,88.15753315,88.79907206,89.76815993,86.0601022,90.38816179,95.185475,21.34873221,25.24943497,21.6716386,21.10716038,20.89169286,24.08706885,24.73543798,21.64993583,23.57777497,19.17965397,20.13714485,19.36049675,25.06944256,22.26001086
Chr1-2828357,LOC_Os01g05900,21.78328182,6.538902331,10.52361348,16.24053425,12.83860068,4.412580146,25.76379985,8.426801732,20.34037356,10.15529061,4.019075329,14.57681164,16.30971891,13.85110161,13.30077543,13.51789736,14.05499597,12.05482163,13.04184833,15.84569503,13.44062092,12.4298555,9.19517651,9.252960937,13.98720688,14.83302151,14.31721612,9.999834569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164550653,0.353465978,0.739252867,0.852316419,0.187810972,0.612776963,1.075078386,0.390057257,0.753111269,1.600808926,3.041764528,0.59600204,0.03198183,0.240923772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662797893,0.16730537,0.018638553,0.399147926,0.059743305,0.398171307,0.246841718,0.291988847,0.028022809,0.500241703,0.290496639,0.989901099,0.133368118,0.452927864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078266512,0.752633976,0.061425592,0.910716826,1.186137932,0.53098336,0.543879051,0.320563258,0.504519901,0.175554595,0.159022491,0.099285792,0.091759247,0.776812989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.805123805,9.204906103,9.572403137,8.810305291,8.690637784,10.03238099,10.46815404,8.269607837,10.01608152,9.379172821,9.640856211,10.3988277,9.935008245,8.800309671
Chr1-2837849,LOC_Os01g05900,299.742497,259.2214426,331.3219071,298.8170894,296.9764132,314.5492629,335.8463411,272.7691485,302.7692087,321.954181,368.3509782,293.8843672,346.775115,296.1901868,353.7425249,346.1232893,402.6356934,404.4593272,340.8913818,387.7812988,312.1975801,393.5940279,340.4353329,339.6039581,392.9831979,395.0344975,321.9310334,346.5547325,1094.880065,832.8305504,839.3919222,907.7857916,1037.359018,898.334886,948.1660574,881.473091,952.5148127,946.712571,920.6890301,924.0605347,952.19906,887.2117534,693.5772482,662.7130038,719.3254206,677.8488177,751.0044391,708.0693354,617.4479425,642.5313643,605.5837033,586.6590571,761.2133875,618.7686049,719.0783426,662.2085999,360.8040988,361.1272241,378.7725978,350.0024288,341.0464855,339.8222853,344.2284803,361.9059503,341.5177421,323.0013305,320.7633885,315.885857,336.7900437,303.7074826,269.2552883,257.1171352,274.4798513,251.5719869,286.7706916,274.2610674,292.2579294,242.8671178,257.9794316,242.6678739,253.0321885,273.9803084,277.0819114,280.6037734,441.6656185,473.771062,447.5631884,436.2339223,424.1362327,484.2352919,438.3916885,494.2755209,490.9333825,480.1764247,440.9347912,426.6111528,473.3566864,485.3043238,805.3023161,753.3657267,842.6424842,799.3414698,841.8563682,876.6906428,891.2773207,903.7794735,762.1973489,787.8473594,757.7733318,777.9148835,793.8422011,841.8977671,597.1732412,613.0945404,639.6489393,748.6817063,558.9699075,697.0375326,659.1036451,661.43031,680.5292529,641.924194,552.8559471,652.2928483,589.3213486,634.5778065,337.6811916,371.0863292,402.5658068,447.6671121,365.1072651,456.8844557,398.0216534,347.0802235,384.956854,435.8532476,448.4810704,483.391526,371.9030595,426.8105453,505.7855863,407.4316735,484.6548171,504.2826503,403.9185211,440.6521319,453.9830862,395.3915575,436.6162975,438.9855576,483.7312893,401.3908725,401.5674349,475.1214955,1166.8986,504.5886955,1070.804822,701.4400021,1011.012101,558.3868192,833.236933,873.3688302,998.0153015,781.5463207,992.1645087,1019.063402,390.4935903,603.5364911,366.0452819,417.9170946,483.937458,294.233694,429.2520132,389.1363589,388.7988656,348.1854629,430.2119459,426.52184,308.9534087,339.9865004,375.4515051,431.9210664,164.1872472,187.9801198,238.4120697,248.2683242,214.2161683,194.8669642,160.7898664,172.5910291,240.1839259,183.9432554,186.258264,245.108961,207.2773287,181.0357596
Chr1+3648483,LOC_Os01g07590,3.702310633,4.958215908,7.231594227,9.845137092,2.439037462,1.963587379,2.143802973,6.674898104,6.075886163,5.83670346,1.347592517,5.45058155,0.509314221,0.437275598,0.671105815,2.362995906,2.242947931,3.848843487,3.877754112,4.329762647,5.927298006,1.392992155,1.462294058,0.241583817,1.113007757,3.527449644,5.040265439,2.714108261,3.010192104,3.357391209,3.330560959,3.63648304,3.267711625,3.048717086,3.807236086,3.691104251,4.970079073,2.432608993,4.431247529,2.533525742,2.824877168,3.869348664,0.890799183,1.259482807,0.18335938,1.604781984,0.679596707,0.1908427,1.694588824,0.876258999,0.143800262,1.531069372,0.292551754,1.548467409,1.246054644,1.135970799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.840780573,7.202968108,4.861265214,3.642327942,4.550856758,4.915210136,5.031759779,4.128866888,4.955403985,4.159559687,5.640735344,4.556851781,4.394589371,5.124796757,3.112014016,2.884774217,4.006181177,3.38237841,3.113262083,3.285645243,3.591978885,3.02602393,4.039368297,2.597635762,0.053180187,1.954908931,3.431788926,3.95407677,9.61101867,3.54559399,1.095617513,6.085091022,1.803116004,3.876752024,4.421473739,4.116191975,7.397947051,3.880561695,5.414220497,0.872199794,0.152146166,2.873502601,1.635435272,2.762566749,2.480780246,0.245906704,0.170307683,0.202307162,1.433694557,0.216902351,2.95164251,2.87251987,2.135815446,2.583583106,2.688780979,2.132934738,3.363273066,6.501445714,7.056961741,4.330511662,7.350854512,8.320952134,3.113765999,7.589677314,8.748954076,5.680932431,7.40626794,7.44364488,7.361907437,6.834877843,2.074050712,2.324543157,2.322911852,2.739168134,3.935755612,2.155070326,2.529942538,2.469248925,2.207082156,3.426497691,2.078349963,2.913294753,2.645343715,2.750082137,3.713283458,3.091998803,2.18185045,3.390428635,3.050209109,7.835474686,4.540156832,0.500403472,7.880117039,3.12098768,5.329458591,10.38945237,8.086580653,7.444403298,12.91363705,10.87713074,11.99436126,15.28010153,12.67798674,11.03409148,11.58003537,13.11828719,14.94907091,14.88932517,12.40248974,11.97319354,13.97083167,13.06256403,5.508110349,4.141399482,1.053386462,0.481722346,1.441036914,2.416425862,8.522310725,0.533966636,0.677895184,6.851002207,6.749701634,3.831210114,0.956414276,1.654422254
Chr1+3650606,LOC_Os01g07590,14.19695846,25.16742317,25.70142687,31.88513129,27.46779161,35.15079496,14.20649505,22.87855563,26.75873148,28.79799216,29.92506547,19.11376265,25.82318021,20.50568392,18.87418242,22.86718149,15.94122683,25.54588208,18.15590979,25.00352556,15.77774684,14.2118709,23.03615574,19.93093908,17.72592967,22.62226301,17.31875311,20.00054419,6.03440419,0.542327906,2.405385,9.425988719,2.50965391,8.065912461,6.186970034,10.53084445,9.907043912,1.804468786,3.705737692,5.813440593,6.713037246,10.31420468,14.91130298,20.86942592,18.0441867,28.59141774,28.70695349,25.65940538,22.40023237,21.07400548,26.70271872,21.11795954,21.37147676,21.40196943,26.91485841,19.02936097,2.687756604,7.520307237,15.06435761,12.93455011,8.870879238,13.21330514,10.7331661,12.70478769,8.382937934,22.27158067,19.06512159,11.92755404,5.500526845,9.667206241,81.79666008,107.4901962,72.28779156,85.97685039,90.23231381,92.01979798,80.20395897,79.21356258,95.47781917,94.62540633,89.54366903,95.38310975,101.2551027,77.84393252,80.87278481,97.92073531,71.65389066,65.19259668,81.6283158,78.98216186,101.5858794,94.35130951,77.15111261,88.51933402,89.23160636,80.73054107,93.9048389,108.3079469,1.217728462,3.837418243,2.757368694,3.720546616,2.684744895,2.742059272,2.100428743,2.326384133,2.363159157,2.064055022,2.861923846,3.196812861,3.718355064,1.929738369,2.79653162,0.395054772,0.113341112,2.23316647,4.083933691,3.16934767,6.088628958,1.900367078,2.817690376,7.417802802,2.853087069,4.306098256,6.084069816,2.297568042,25.33416434,20.17230256,18.74778622,30.33810969,30.48432486,33.03562185,24.09897103,24.90348672,27.08849203,19.32221802,22.79908519,22.28978735,25.45924814,28.68046172,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.407764623,5.837891301,16.59820698,2.203223362,1.612788032,0.265265504,6.549371355,3.877052253,5.999647132,2.733434497,13.32071774,2.187223808,5.930037093,9.186515371,10.8172645,0.623270071,4.432799214,4.90694334,9.574014167,14.44413183,13.94757173,1.815759052,6.959082309,1.856260597,1.78708289,11.39669167,11.58779085,2.925918624,38.98714504,45.87210616,37.19687443,42.04519431,43.2900355,41.95168705,43.79548721,36.7397753,40.36924928,39.13872665,43.11964537,40.43207044,32.72066743,35.31919166
Chr1+3648397,LOC_Os01g07590,38.04564871,47.02704169,33.71700535,8.084817974,11.84597616,28.12305665,17.54983562,14.87135632,11.0168547,19.68865191,22.51649414,16.00592129,11.46496148,32.71674025,35.23475481,9.399732125,13.48962648,0.862857386,15.18628334,7.233756275,7.141676305,9.633604415,10.24748901,12.80776389,9.718251685,10.22292449,25.18359898,8.677732693,21.16813644,4.503052352,4.62676337,13.45709377,12.28557921,13.19287364,10.72956069,11.23457273,5.663303878,11.66273037,15.038625,16.65677729,15.50727124,15.0724303,1.445528985,2.740148749,1.024387144,0.287838641,2.623392124,1.388608507,3.500818583,1.670177404,2.010913674,0.773920097,3.1008335,0.745334931,2.490698823,1.874503814,12.84346607,7.785089267,6.253822854,9.624060925,12.48881956,9.921974147,11.3972953,13.78655098,13.99450287,14.03354704,8.772175735,10.56042109,13.79721517,14.62700578,2.906296762,4.227823022,3.426361238,5.724546717,3.869039389,4.005128518,4.166295558,4.99360566,3.710793814,0.832566025,5.414158069,4.374973006,4.614943416,5.412494245,5.317486904,4.516305976,8.288039928,5.180857018,5.332751748,5.186322674,5.72046702,6.889516234,5.408736908,4.817623136,5.039739206,3.647436104,2.215652874,6.039917538,7.312165622,6.136469618,10.67619335,4.497019743,6.06179056,6.683782477,6.249762538,6.078015546,8.862551252,7.977441211,4.959962813,5.967002414,8.330477441,6.720959592,0.073116598,0.166312297,2.831621841,1.994340728,4.550519436,0.664973593,1.21640283,4.977461404,1.995356296,5.632297583,7.098002012,1.971505145,4.268304581,1.874427236,12.00643672,9.812257705,8.977043666,10.07851192,11.9960426,9.991556062,16.01850986,7.131822166,13.84646694,8.868780864,11.67633496,13.74871421,11.49328263,11.00153936,4.722122311,4.012533138,4.931962297,4.325494684,6.160722119,5.689228513,6.605186787,4.762231903,6.206166965,4.93353493,4.299236813,4.375250604,3.987861314,4.024729332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.40928039,21.19431879,22.25126879,20.15435394,22.71614871,22.09632115,20.79417359,22.16092463,20.71547707,20.23437947,21.47523422,20.2430135,19.70086047,21.43853337,28.13069393,24.09363891,25.66114126,27.46096408,26.76899173,26.78659071,28.52743004,26.83571272,28.59950997,25.56140815,27.05354379,24.80955126,27.56227409,26.9469751
Chr1+3650692,LOC_Os01g07590,0.316177093,0.586245722,0.704265515,1.154028236,0.890434655,1.072029755,2.063257759,2.147899519,0.948922008,0.33509959,1.390367226,2.169076112,0.212693251,1.813563975,5.787235159,5.918151961,7.500807907,0.419380998,0.522337579,2.615097249,2.667444996,1.411441724,4.209660127,0.07199582,3.52068416,3.301720684,5.701160585,0.358034783,0.156959477,0.088912986,0.076094082,1.79441082,0.133491431,1.945037611,1.02526981,0.388259502,2.211414537,0.332234479,0.996332399,1.990233645,1.081990825,0.581071368,5.882847521,1.5832685,7.3535248,3.072252681,3.299212143,8.69596788,2.572010647,1.687191214,2.411082261,4.42822213,3.433357996,0.236928883,3.908754991,7.444135042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.320421711,6.529848978,4.764410925,5.441402514,6.573547604,12.75855943,6.466370054,5.453285544,7.950705339,6.8612272,8.889796263,5.713461873,9.174291706,6.44199187,6.108987389,6.314349239,6.512676552,5.488291505,6.49202703,5.593913584,6.387716287,7.679756854,6.867737889,6.649929459,6.658331425,5.767331537,5.59742026,6.124280426,0.521094918,0.74918384,0.256800996,0.59845626,1.067527172,0.376827341,0.037724077,1.296378319,0.318615721,0.469579997,0.578754931,0.674796225,0.419784512,0.041934956,1.172411135,0.699614222,0.534550072,0.476762277,0.626926486,0.288243125,1.678817341,1.664668308,1.420739688,1.013160005,1.072361106,2.997434459,1.239220141,1.38645105,0.46255552,3.292991968,3.657427285,4.708641558,3.896918815,4.216571592,4.449305026,3.795391932,4.398780712,1.276539704,4.15895348,1.876020231,4.430813617,5.064131141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433843349,1.613722934,2.246277996,1.742281523,1.90076688,1.395349874,0.538587857,1.129500525,1.072128827,1.351913187,2.137268566,1.177807292,1.093599771,1.701310815,8.111281282,2.862942644,3.098405728,5.178006924,1.191359991,8.690013112,6.329105368,1.143044106,2.012197109,1.537420141,7.58554536,6.772395304,1.865425529,3.41743005
Chr1-3671562,LOC_Os01g07630,2.669830058,1.826083473,0.69439185,0.48753712,0.834192522,0.623048663,1.458873435,1.043826318,1.006107919,1.413401017,1.47158135,1.465629022,1.283245942,1.064200013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375990183,0.980473551,1.050717633,0.109262875,0.212604075,0.994407335,0.352988232,0.219788463,0.234478372,0.966618766,0.885118206,0.680713378,0.674963352,0.211973455,0.623913845,0.028626362,0.125386291,0.243736064,0.172017513,1.070660121,0.431562063,0.374918285,0.895899913,0.390276535,0.694983583,1.514341069,0.158981168,0.309227462,3.64307088,0.036698377,0.469298224,0.209353742,0.509983115,0.126007283,1.70120122,1.003112926,0.22755878,0.180448324,0.078762918,0.200465788,1.002652345,0.095301024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.317188786,8.662800478,18.13451748,11.89710902,19.30152346,7.024369385,17.86629604,0.366610913,1.654302268,2.22492458,34.36584847,37.48978574,26.52370792,39.200967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745841491,1.156528089,0.624250197,0.190705591,2.134498627,0.087155355,0.07656275,0.298501563,0.068269432,0.808832818,0.847284567,0.147642997,0.013936141,0.409027786
Chr1-3667505,LOC_Os01g07630,48.50898763,21.83169459,78.68938155,32.62936022,47.99588953,12.48149993,42.54366155,8.019621104,10.00114833,32.87064287,45.84678551,51.94932663,43.79717582,20.37642687,37.69029334,34.22627161,31.12225312,19.52929782,28.42724453,14.98184574,28.18146999,28.6497429,40.09073542,38.76367634,28.04158095,21.35885357,23.35592129,13.99189366,28.90760519,23.62658515,20.32260001,11.03153557,17.24099371,21.23713628,16.34293706,27.3017823,28.53536787,38.25499118,17.300838,14.53922877,13.89633251,31.23881767,75.86647094,77.975435,68.05200807,77.91645383,71.42994382,84.39279454,76.64184468,74.21343669,76.80794246,77.71531448,75.92352413,73.87570049,75.82990291,75.71443372,28.34120531,34.25891681,19.53650296,25.20913287,22.83643954,29.18464635,20.35231404,16.71205649,11.22146424,7.834256221,26.77762504,24.36206292,21.24770697,33.41145066,12.69170827,12.45965548,10.31177571,13.36059414,13.08812575,13.21235167,11.21555931,14.69609399,14.38385114,11.51557281,15.2813583,14.09921417,17.97956281,13.26836795,20.34826395,18.5557122,21.61191837,32.56590059,29.25901802,26.68240001,21.98253017,23.88297751,18.54653335,19.31596014,20.36892913,20.88508283,23.30976819,17.11057321,53.64871596,46.14840349,54.50772045,36.86381115,41.67736112,49.24760101,53.84685901,40.84300894,49.45687065,56.3188394,55.97204269,50.92441437,51.43607348,50.96244281,17.56641525,21.93555736,16.15608696,16.63091789,20.85662896,16.64858127,19.12927838,15.51945981,16.25198311,21.32588109,23.39276887,22.10102805,18.59239302,16.1916213,58.21044793,35.36316567,50.03957795,84.69171085,53.67316548,61.14624974,79.1401365,74.46075543,2.143745804,38.11226134,60.32060036,52.31121102,83.00601587,43.75144216,24.44410448,25.84132915,21.85648337,24.70653329,25.56650799,25.87851401,23.95468917,20.89947634,21.90265917,20.86524973,23.61271336,23.51342403,19.70181556,22.74558654,41.68565995,22.06398771,36.61732799,30.6880203,31.58863354,7.46738115,8.127186682,35.34746004,20.20494136,24.34957243,32.30323361,1.792818788,35.49074995,32.82400522,63.33518939,66.47301975,53.71082201,65.24365185,49.05930377,43.49013471,53.23122834,66.70680661,57.12946936,50.77285185,61.08442786,65.83984795,76.64859376,50.9581144,56.27662413,40.24935578,46.7354157,52.65000799,23.63489952,46.86957324,76.04163344,27.01507343,22.45595339,2.666895044,60.07080061,6.635618036,44.12433814,31.98579527
