chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15
Chr1+2795487,LOC_Os01g05830,341.334955,560.0680781,323.3300949,423.7495621,466.0492951,344.0603762,641.8477825,343.7452778,322.4387972,250.3146491,346.3624745,138.5510052,513.0940727,157.1390936,591.8990797,407.5572714,339.5119347,314.3527905,406.3116286,410.9613701,388.0339784,389.3051461,386.1909311,290.1205217,276.3573239,409.584487,307.0516398,334.9305724,418.0971631,344.3104883,72.23867096,101.9902161,18.34207274,165.4797747,119.2682437,80.3257719,51.30752597,97.81850173,74.28582471,6.163886917,61.46751203,129.9726886,36.2623159,64.49543898,32.14270421,15.07652206,11.41276855,8.615517516,7.763667398,7.936622322,8.432562615,11.9501365,9.785761601,7.518710311,6.433507512,7.848780334,9.261126371,11.71459318,11.86448845,10.24625204,21.42082787,17.21956584,22.82296556,10.96669534,13.47120194,26.56575889,21.19864389,20.58217836,14.33974501,23.96944204,14.02773238,29.51748015,18.1539378,27.49123869,24.09346515,16.5677856,11.94082112,8.025183032,7.023929702,13.20041491,5.833632392,5.401303879,13.55437098,13.74935031,10.77012128,11.37007427,0.764082207,7.774382582,15.24641172,14.79603323,10.79642491,12.31162832,17.051715,11.44475452,11.11604132,14.0040297,11.86214841,11.393157,8.389021796,10.20266952,6.308114245,12.59439186,11.66407959,6.003295761,11.1023305,13.13710644,12.81374289,12.01796033,14.54107513,9.46400548,12.67677888,13.44381915,13.0638686,12.51648552,13.90628858,11.16620337,10.86370271,13.27571226,10.30882743,14.41982942,13.51124985,7.506498839,11.75906347,10.70865545,11.04313123,14.46821699,10.78981909,14.59162359,8.8715181,14.44151232,14.83116047,12.3609162,8.990353461,10.01421217,8.947742611,10.76610689,12.17585208,13.4050915,13.00905617,10.86127461,13.1913292,8.651193884,10.62478281,13.38095744,10.05133316,10.21602257,9.419732617,12.59023803,11.18967474,11.37865087,55.61629809,51.69714288,60.10037188,55.98290163,54.82374101,52.97923739,51.6328968,55.07493437,48.04872923,54.63126488,51.79407565,62.9811891,56.42552786,53.90867873,58.71784789,231.8628949,32.83367573,44.63901711,148.367848,252.8288367,215.4537717,368.300832,413.0431805,67.52134942,120.5407246,135.118982,171.7493931,63.4616248,110.7932683,29.3104393,1.411716515,2.927206684,6.06419955,14.66896515,7.000359441,15.11704326,5.869156164,11.92840783,7.475497314,0.65903803,4.674770374,11.97819864,4.140228216,2.133605828,7.053089382,189.840962,193.0447438,189.423038,192.9193105,189.9831313,191.4595816,189.3714206,191.1935848,189.5532056,189.4334471,186.7990673,192.0892401,191.5844804,190.2134032,190.2190141
Chr1-2830078,LOC_Os01g05900,16.42877835,31.2618768,36.41554588,27.89038044,42.70414237,18.30611334,33.44877143,18.50834304,31.92107493,23.8197057,31.38827483,31.10655271,26.61625178,24.80361784,18.26563538,1.634485922,29.94317774,42.59080388,60.05606263,11.3698948,21.69745681,10.01657028,25.24174468,9.970001474,20.33790057,39.0398351,7.945020382,10.08752751,2.119205331,17.83612348,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.04784906,7.157275269,0.963433959,0.528723081,0.73339549,0.691778932,2.456679881,5.626518298,6.591844054,4.074363987,4.93629018,0.706576297,3.686689588,2.130611239,5.263045416,0.266601486,1.070524367,1.407866988,2.301026682,4.523617312,2.637858111,4.415233874,1.652106488,2.130858237,2.96862418,3.017049161,5.972324039,3.591794158,1.769256546,1.689804691,1.47901995,1.722355222,1.42507934,2.555961959,0.714293058,0.794897165,1.741463311,0.736937609,3.634483621,1.635007846,0.858386365,1.677582177,0.436792252,1.931942152,1.218081779,1.364435838,2.001595735,1.531909085,2.525658529,0.851695195,1.13644128,0.51568016,2.295009195,2.716959877,1.733815118,1.360946318,0.656583911,2.389587529,1.502686133,0.577911145,2.742463054,2.623820354,2.264685319,1.181102289,1.701490118,2.362555748,2.382573742,1.908115967,2.88554311,1.940596242,2.236729156,1.407389473,2.633567767,1.956462928,2.654741514,3.314741925,2.890568393,1.421886963,2.365268962,1.992722417,3.647093175,2.685327597,2.744290571,3.739873392,3.463022113,0.863468863,2.933337579,1.71720125,8.716655787,1.493939417,1.924871069,2.183864463,2.063341413,1.786783562,3.252509668,3.154913394,1.982778767,0.595703957,0.812894909,2.558589492,2.540803194,0.217878521,2.298895841,1.243635056,0.013241826,1.62727235,0.054521907,0.28147622,1.305717843,0.479823968,1.26166091,1.410111726,1.122995363,0.746047403,0.389579063,1.690455361,0.609747285,0.333399802,0.78430752,1.585766909,4.404078961,15.91012035,13.73559305,17.18340296,8.363310117,18.11818934,22.53116284,0.474326975,0.264934039,3.65495469,9.013325642,11.36249629,10.53098616,8.057410934,5.820995109,2.691288831,1.689698963,3.325231416,0.207588477,3.055187563,2.21763412,1.989773049,1.986881546,1.293685563,3.593705423,2.601476352,1.487842335,2.065775702,2.469371186,2.254887353,18.26107867,25.71668714,16.48499417,21.74810007,15.35053233,18.68784155,26.89318917,25.6425328,28.05593822,17.35362163,13.55439923,18.18839659,27.48081653,20.74041599,29.24565102
Chr1-2820091,LOC_Os01g05900,41.27193909,75.13228966,33.81245151,55.05286847,66.1768382,43.7418726,58.75415688,55.08903501,62.16126394,53.27378093,70.60242368,87.29486143,47.65155233,61.92326284,78.17841287,94.35073098,61.42964917,71.65086741,74.62015156,62.89252294,88.62124891,95.60546843,93.90789657,69.07152782,80.37482372,93.01637019,70.6440174,79.3450162,88.28057206,93.28270293,50.92105187,44.867201,45.79814613,36.33149771,41.40425515,23.60371043,41.75809227,28.44082125,50.22644583,57.57663907,76.87527373,52.996184,79.89216417,44.91766936,43.12031887,138.785282,142.2783254,141.1995166,138.1803812,141.0005544,132.7889497,138.4440809,136.0194848,132.5930976,132.8897717,133.2088761,131.393609,135.6973983,134.2417292,130.5157108,27.9226971,31.44233024,26.4528433,33.81489542,32.63823523,31.78849489,29.36370927,24.29825393,31.2935107,31.64763293,27.22682471,25.72783174,24.0852985,31.52364911,31.84393591,30.47553308,36.97600259,27.81964149,28.94900617,31.40884692,31.1860998,35.37686052,36.74813015,37.15206157,31.30918398,29.12304495,31.1784263,35.14881774,33.47654199,33.61601348,63.34542071,65.77175694,63.15542868,80.03696591,54.45608206,58.66387726,70.10829496,65.44170816,51.35196303,51.07375669,56.34014051,69.06732635,71.4460922,67.81049598,61.51054817,131.2285625,146.1491707,122.1561774,161.6850213,150.2828182,137.2464139,152.3071933,151.7512732,159.9189246,144.2960293,143.9356033,156.199754,126.6911575,141.4201696,149.3440618,127.0588817,146.0621779,133.4851318,141.7315835,127.1019119,134.7887095,134.4961968,133.3383472,148.0483857,133.6143509,131.1301374,137.3839879,140.17495,145.4675532,130.3255637,48.66608737,55.48125373,51.91628296,51.67218922,52.662895,54.76444574,54.48170958,53.64686445,56.05681736,52.46716948,54.83607621,57.38700378,53.36375276,48.61060458,52.76066576,56.198832,44.3203141,45.95531443,48.38448661,61.41417988,36.84763017,60.75770086,60.93476792,64.76177166,62.33659555,49.94541428,51.00977703,36.625715,58.84414043,35.68097884,123.490964,35.08497594,109.7970884,98.71599957,60.46408188,81.5048868,64.1845761,75.13987743,76.21296719,100.7684049,75.14012487,52.53229306,65.4566167,100.3512127,33.97104713,85.12379959,108.0871951,71.39010747,84.29649962,83.89495258,79.93509388,89.94567124,98.46059057,87.89257469,80.7094853,81.02280452,80.27169491,80.17130166,80.98955598,88.73575041,21.77869313,22.54827353,21.51119887,24.98480219,24.00019067,24.12213938,18.06066844,21.4649864,20.92322429,20.16600481,27.00859692,20.4094839,21.82868323,25.72413919,23.72665706
Chr1-2828357,LOC_Os01g05900,6.239557933,9.28860358,26.78436181,5.080571991,6.854341092,0.528011312,8.844850594,8.171021973,6.375496237,21.76985046,7.968414044,26.52063489,1.630854746,3.492418167,10.20997891,13.85991267,16.15691448,12.33720115,12.08864002,9.108696186,14.87828789,8.887459237,19.98083364,18.66816102,10.94663587,13.71814576,13.84361585,9.576912462,12.28552168,10.52100817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427096226,1.525587774,2.454631816,1.082593129,2.056767072,0.122863563,1.649899384,1.334096722,0.639593707,0.917960206,1.881130111,0.389648119,0.929540285,1.997959062,0.809836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630236679,0.695469318,1.203605419,0.956077382,0.005241355,0.526848872,0.137077224,0.516844592,0.712141049,0.720860284,0.09986589,0.147962336,0.652341029,0.166807012,0.159053933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215720755,0.447481846,0.641757251,0.542524812,0.866357376,0.525770165,0.749352868,0.06357564,0.74697003,0.964406424,0.899217461,1.442423783,0.586097574,0.073649015,1.233184831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.044988597,8.67108232,9.131461501,7.883583919,9.149092228,9.567374452,9.225553257,9.48824062,8.632260705,8.85257706,9.121783072,9.733278188,9.202311652,9.613979029,9.113952355
Chr1-2837849,LOC_Os01g05900,295.4447734,314.9589813,323.5300015,260.8548867,304.4058393,295.9281729,348.2976614,298.3139186,309.5577404,317.2668614,338.078249,269.7454995,283.9499598,320.32748,334.6676265,302.8085885,372.5431638,338.1700142,396.9031863,346.033319,335.1550817,321.1096648,286.9340134,224.1762751,330.4691424,340.101635,397.6233391,355.0722345,344.2600176,325.3921282,971.3661546,951.9113187,915.2536057,1003.763448,915.3142918,914.2557202,885.2866428,970.1073154,934.35028,944.2167585,961.0058408,893.3569357,906.8061151,959.1857089,960.2498278,736.3945392,599.8505523,628.7439888,688.193711,625.696003,539.8411453,697.9335548,583.3892133,709.9533481,502.0440968,736.992078,612.1041305,554.7748702,716.0126659,517.7228751,323.9244673,330.2811288,332.7758407,329.3900731,338.9928649,315.9236039,336.9080688,333.7115092,339.839068,331.1039072,300.2203567,356.4252027,326.119144,351.6241369,354.208861,299.9667313,244.6870399,257.5172147,271.6603815,256.4420976,257.355496,281.3395006,266.1141389,248.4115503,274.249849,239.2648219,293.7748346,244.9540788,301.8339693,248.2810987,459.5908263,412.1949019,489.0792085,403.9948566,485.3181953,465.364722,443.6091519,460.5686827,485.1555006,456.3899265,472.4894042,481.4084899,450.1723753,560.5777849,461.5273148,823.5270061,823.7296609,903.0846087,825.8049506,849.5599185,793.1399472,834.2482859,855.7642568,827.7715495,796.3288011,915.2674747,777.05958,802.8435311,805.4346224,796.050442,622.8893475,695.3442744,731.5204417,653.0122304,613.1894859,474.7091669,580.4968439,715.6516186,668.1700727,621.7421845,634.2587948,544.659257,588.8964058,640.854397,642.0705593,366.3319221,328.8879592,356.7040016,415.6062022,361.0942636,361.6747716,402.0982362,391.2075966,451.7673968,459.3096528,424.8609066,394.7146652,349.6632087,410.4726205,452.1729255,460.7855079,425.5738395,456.5299351,436.4626259,460.9865169,508.5008133,402.022701,486.7601189,476.9336378,419.4888832,432.9351804,440.5227831,406.5689257,385.1920667,470.9088587,356.4951754,592.9532587,708.7615952,681.414484,891.6027417,1037.726292,395.6325946,509.3354698,564.8866807,873.0700745,742.9901148,599.6140403,676.5965355,912.6075686,841.0251344,394.084475,320.9069423,348.6903346,370.8093413,364.16571,344.1191519,243.0269451,293.829772,363.1254187,329.4537573,418.6686134,378.3410445,430.1178009,445.6482237,413.8798372,241.8612663,164.406246,203.8850787,185.238127,178.5815078,266.7011634,194.8763251,188.1410434,227.2679036,214.7003478,142.7609526,185.4517515,187.8696343,154.2337225,205.3138809
Chr1+3648483,LOC_Os01g07590,0.8629532,5.127210907,2.972177572,1.346858672,2.793816614,4.07792012,9.210267057,1.903684564,1.390934617,3.984264929,1.315646577,2.939899453,7.320966175,5.24552083,1.448800045,1.908885713,0.628943356,2.193285887,0.451802735,4.277104511,0.313904412,2.106219434,0.541814016,2.995352482,5.940214215,1.44923175,0.171864994,0.457430046,7.347923017,1.232981054,4.149555096,3.016296322,3.971212468,3.392789239,2.235354368,3.290882739,3.452234738,3.479733113,3.249150911,2.088068295,3.816065548,3.209535839,3.40926468,3.340950422,3.283853058,0.463774146,0.894100193,1.626943394,1.204013607,0.535910091,0.177865274,1.504396004,1.074935176,0.647880059,0.731944577,1.074350516,1.217087548,1.335981266,0.821558515,2.220300877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.628107352,3.631690933,4.459549891,4.778256936,5.016378834,3.57464912,6.053795339,4.887429888,7.64293067,5.133528673,4.081515268,5.091810827,6.328644698,6.536606496,3.932728271,2.491700809,1.378371841,4.803999817,3.097485157,1.503060539,4.951328655,5.139095577,7.686433652,2.741286011,4.55865021,2.997916148,3.775653998,2.665794672,3.168293812,3.073390185,4.382172244,0.306990679,1.684137316,6.967774051,6.201090559,7.486410467,4.431363623,1.0959443,8.369546848,1.535784137,7.123449849,8.885492899,5.509050532,4.022882468,10.72665043,0.353082802,0.755384982,0.795423136,0.648520407,1.162260373,0.606910359,0.554209061,0.926399112,0.697965801,1.093002026,1.303327546,0.163927566,0.318251689,1.7892798,1.966239284,5.833901983,5.258995956,6.942549875,7.491445625,6.415725646,6.004969432,7.058121735,7.310872344,7.154858607,7.283029605,7.856035457,9.023947779,7.201357869,8.191198939,4.305712278,2.863387311,1.965505413,3.021320651,2.884365685,3.416169118,2.32919819,2.555787108,2.82762096,3.020652721,3.310978919,2.000878674,3.221841159,2.167552975,2.374023096,2.952438335,10.15090578,10.89907216,1.489640431,3.241728043,8.183476758,3.362768834,8.193196803,1.39447553,3.240324114,0.700093576,0.235404578,2.967470032,0.312190505,3.937874909,0.646351559,14.37763633,13.067739,9.265622883,12.90744724,13.2722279,13.84742111,13.25794738,10.38458301,11.56930065,11.98450241,12.77240264,9.458004222,14.31757098,12.61816279,14.39243139,3.784961609,2.487640861,7.955341659,1.000552631,2.956764195,0.988579807,0.176846849,4.61017611,0.224121549,1.535620789,1.019013033,3.211410335,4.338651574,1.910708739,2.738385525
Chr1+3650606,LOC_Os01g07590,23.05731353,12.34612759,27.3236753,10.62460763,22.87197927,23.26130313,23.20184886,35.15481208,22.01609245,23.48287112,21.9456988,25.29284788,23.86895808,26.69666859,25.28859277,20.2420878,17.47664293,18.77422252,20.34283677,22.81982393,21.4477479,23.36476932,20.71148263,21.99399197,18.13508251,21.23841541,15.19050752,23.50941675,15.88372747,20.78824706,4.270741634,6.81069205,3.889136207,6.113985763,8.129028691,8.365520434,2.817121972,7.895171709,4.266241669,3.522108544,5.768711551,8.997817788,7.208091203,10.45318244,7.126169525,27.81722011,31.86269853,26.18469511,17.79543051,18.18172298,17.42210478,22.80379059,23.97600339,19.19023438,19.97979284,27.9127398,23.24487381,26.9690836,25.93231432,28.35584898,16.12986897,13.86390479,7.949869761,12.04596142,15.45370487,14.62699184,18.10633273,8.18866243,8.09931444,7.949249167,9.844049087,18.79353654,10.40561491,2.37011697,14.64914828,88.06818052,90.90151803,73.57434131,89.69290656,85.25617741,83.95623159,95.31754073,86.72984543,89.01713099,89.77696593,105.695207,99.702866,99.72338771,84.02554693,71.11904694,80.78713461,73.64727278,92.87398337,84.21584781,81.8256072,84.83009377,72.43635446,90.43479733,80.34858922,67.353544,99.87366682,85.36303787,85.33488363,92.33783885,81.19278353,2.018957697,1.977930945,2.808346281,2.848644315,1.67439122,2.115592416,3.209058984,2.309583053,2.283014891,2.824901752,3.150029767,2.887489128,2.241935793,2.437480526,3.364796796,5.039292284,7.146021692,1.897814788,1.527265044,1.068984039,2.915589636,2.821146804,2.465836836,3.325748468,4.652823226,1.591476935,3.908400202,4.831639589,4.926994345,3.542061219,19.74816382,19.41620708,23.18357685,23.34746324,29.69887923,21.8762258,18.5771479,18.51444661,27.22972169,30.42900823,22.06898803,12.77293845,19.32416243,26.77230178,20.40199807,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.361609423,3.473272802,11.67752458,8.230487921,5.343322855,24.62163668,4.004015278,4.717044482,26.30342023,5.123186044,34.61221419,19.57602289,15.06153513,6.062024438,17.27748127,6.885606507,2.845536133,5.218105225,7.854030969,4.916578097,15.41822259,4.834504829,7.934438417,9.95625697,4.308544163,6.292833969,1.39712832,6.905805303,13.74824586,1.668609072,43.07475917,41.43595312,38.70269736,40.02256375,43.5291325,48.54121772,42.93776474,37.88303458,34.00081494,40.28423297,39.14157515,41.8386752,42.84749884,42.76248896,36.77789278
Chr1+3648397,LOC_Os01g07590,36.48275203,6.073165734,37.72737438,23.98092469,12.24145873,39.73450104,28.67427039,14.38324461,21.5996652,29.90916189,25.66573269,28.23531895,13.42063148,10.01175719,14.55307074,18.59195794,18.06971797,21.07375917,2.01578099,23.49479107,35.14698311,10.36765893,17.9995438,7.714235087,13.2573779,7.81250155,5.922791846,27.76993319,15.54283282,17.36018365,10.4306586,18.87729313,5.528578981,14.13279814,13.94968962,15.66899003,11.46695579,9.831740114,7.329883123,13.37266518,10.64229198,15.88789854,12.76060846,11.17225214,16.54575194,2.912593367,2.961615498,2.274544551,0.36970014,2.638224696,1.516442005,0.694354644,0.306097713,1.006054862,2.059696334,2.77267303,1.642529334,0.041473188,2.279344206,0.491381506,10.67011358,14.56275882,11.99062447,11.78258258,5.63602549,15.28735028,10.41286015,10.13085897,6.751588294,12.4258396,7.897877348,11.54519104,10.66158055,6.337814304,14.50158503,3.625832923,5.495940732,3.477694158,6.50358487,4.102075793,4.315424837,2.082051699,5.369095978,4.581096373,3.918434491,5.18122983,2.548466591,5.420551325,4.720147453,2.585643887,4.360056186,6.000507897,4.039891552,4.535108632,5.353080396,4.823198627,4.594147914,4.120473863,5.352373717,5.982066357,5.385719435,4.04319193,6.624020002,6.088838791,4.968696004,4.129976195,5.219208621,6.023057886,4.561247889,7.835401696,6.174931568,8.351007861,5.615663754,10.45338063,5.978936367,6.759388163,9.435625374,7.275415012,5.920537396,5.715430032,0.348163036,5.481836535,2.055793697,6.413736149,0.41937541,5.795550727,0.385725726,3.874958342,3.770308375,9.810545512,2.295448832,4.769841702,3.257797358,8.524015017,4.68844218,13.10632283,9.386087661,10.58410482,11.64016203,11.58322236,14.15183894,16.13596369,14.14128474,13.62406645,8.128516778,3.743533258,14.93625848,17.34945122,8.974307314,11.27695145,3.508648792,5.528275206,5.618401585,4.124582412,4.43031865,3.858772514,4.510417077,5.082836248,4.335083151,3.918668816,4.442869134,4.778381618,4.434864587,4.757099549,5.297286978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.10646717,20.01172186,19.9145787,20.50146464,22.07007127,19.14531092,20.98531094,20.2959149,21.75211741,22.81252092,20.95324277,19.55747458,20.89948189,19.49984206,20.81857332,25.17220453,24.51087051,24.35243478,28.25929491,26.15256577,24.64298632,29.00110419,26.16668025,27.92202562,29.13052985,27.68268223,26.6389925,28.37771097,27.09514532,25.59664646
Chr1+3650692,LOC_Os01g07590,1.851270477,2.617401029,0.880860573,2.542093506,1.515988696,2.30017695,0.485634705,0.054743002,0.286233805,0.597300599,0.620100909,1.68428511,0.710471387,0.270920403,3.362169775,4.18013404,2.980982306,1.970754379,0.082936672,0.467061134,0.565453483,7.582465498,2.389122422,1.221702729,2.110373073,1.644544252,3.501114386,2.347513616,0.089399617,6.875037643,1.304548872,1.426130135,3.843456013,0.324979185,0.795370603,3.085322448,0.048157411,0.814791749,4.627750374,1.392879637,0.664658424,1.487692325,2.685886294,4.185794418,2.465541267,2.982315937,2.736440854,5.591364685,8.033096707,2.780293879,0.060456502,8.690445711,0.229631235,5.320655547,4.986553757,3.802999038,5.893188845,4.791740536,5.22065651,8.93797841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.683038941,6.509997616,8.100735824,5.951024342,6.869891012,5.109133651,6.557281321,4.105071465,5.709793376,4.920355733,7.813829824,8.096973708,10.00648535,5.856214239,6.35067492,6.901367771,7.087377988,6.109841717,6.021542095,6.324988059,4.987342924,6.817144132,5.657541829,6.436049605,7.004623282,6.838286369,6.14739597,5.443566173,7.536256347,7.066281392,0.109176172,0.815819419,0.848557819,1.147344367,0.272832494,0.183744976,1.070772392,0.267558996,0.33706335,1.702995153,0.044041702,1.532619846,0.228614276,0.886838002,0.072312802,1.004658969,1.153842701,0.380557568,1.230904438,2.218730244,0.91837259,1.765329522,1.691274517,1.269097706,2.069407369,1.127244271,0.552402168,1.280958274,0.823243682,2.014151418,0.199038194,4.244264746,1.903894804,4.740392238,1.410785823,3.46214762,0.794737352,4.229306776,0.58177912,0.456410576,2.291654622,1.687270062,5.206032962,1.440294502,1.331490447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443195058,1.842684895,2.095142434,2.626118584,1.479663506,0.096270168,0.770469367,1.445917436,0.457693176,1.404282199,1.366110588,1.129381951,0.274095293,1.217973137,1.169529959,1.875026205,2.566966085,1.830461963,6.017024311,8.001821422,2.059020357,1.291477611,7.295837314,1.019021731,3.309918355,5.878607979,7.874343475,6.799405867,4.145964839,6.709448459
Chr1-3671562,LOC_Os01g07630,0.987717716,2.477317026,1.071707734,1.691889353,1.430578082,0.287819113,0.165311291,0.740449486,1.53239826,2.098579275,0.753467491,2.795321167,1.414133863,0.350419775,0.699243072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718536558,0.279274177,0.608756069,0.100882051,0.864957665,0.803950033,1.267183074,1.358260048,0.033960377,0.212567024,0.930479674,0.286056271,0.126186763,0.621493528,0.350980211,1.3576194,0.691070441,0.779330468,0.143719275,0.135711165,0.328037508,0.040542641,0.271046147,0.071967417,0.078675618,0.152166437,0.395446975,0.108791647,0.05257164,0.901977883,1.48243495,2.055849361,0.780838389,0.925641136,0.187608727,0.060202886,2.359795664,0.035373522,1.134216292,1.493511771,0.875349764,0.935978142,1.742970991,1.467434423,1.236975731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.46927296,48.14897723,14.78630979,12.40274306,22.5810467,35.97597812,0.390724029,17.1558868,31.49148409,12.77128842,13.95255716,8.31057733,39.29161794,14.33325528,3.986193988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392523764,1.070802083,0.799750169,1.052069542,0.347098863,0.496359909,0.384739236,0.299114288,0.769001778,0.319580456,0.154377357,0.350072902,0.408556987,0.108283682,0.10966493
