chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8
Chr7+26545081,LOC_Os07g44410,33.44410981,16.15797137,14.90342855,31.54998341,31.07515646,15.79044711,35.7015917,15.29353753,11.1349403,20.34406433,15.05082184,3.574356641,1.110261397,12.72223909,10.13223847,12.22928556,9.565939264,0.73017085,6.629458825,1.300254555,3.289165995,4.238690845,6.392617954,2.577123263,1.034217208,0.012322902,1.149328269,1.277894365,1.311744201,0.845007655,1.022119444,2.702616108,2.544010348,2.145604766,0.016381163,0.549214464,2.254018163,0.332836304,0.460535547,0.179237371,1.901529779,0.317656899,0.160775591,0.165887779,0.898309386,0.028420833,1.396688715,0.476911762,2.255865397,1.214217623,0.104837948,2.006417341,3.587174327,1.155315431,2.578465617,2.66253815,1.959618283,1.489078514,2.290274115,0.673834335,1.236124909,1.068643539,0.373478381,1.673515479,3.035837385,2.564131846,2.218403159,1.58165096,2.938435143,2.102275673,2.70841492,2.658978814,1,1,1,1,1,1,1,1,0.980277369,1.744416263,3.867649924,0.293897258,0.168851241,1.863068307,3.568702355,0.136845636,0,0,0,0,0,0,0,0,2.766287361,2.07849671,3.002646992,1.661928297,2.489268933,2.094245825,1.882208651,0.827628235,24.84305156,21.81022154,18.74502476,15.72832943,0.08743935,16.29229393,24.37843617,9.278455733
Chr7+26545181,LOC_Os07g44410,878.5635616,318.1606036,802.6635209,934.2571002,756.5675049,588.7042801,709.2415967,1163.764929,758.6496379,744.8761455,744.1324391,743.2155058,765.5980479,747.9691384,748.4998875,754.4388928,158.3081697,212.5622429,231.7385027,173.0828122,180.2824389,189.1879352,144.6408396,46.83413359,66.00046987,57.72003935,49.19444628,48.38561839,42.84090186,45.6272899,47.88557885,35.64129189,233.9983077,161.1745155,219.3925793,256.708357,262.5637589,325.3250751,139.9312058,223.2071475,138.0739801,140.7023472,143.1010446,132.4505017,148.4519329,136.5719355,140.0894909,134.2418235,144.5381843,91.54567124,74.33036269,97.79858031,81.38320257,98.83997547,76.33006002,127.8430361,240.8557865,248.8004709,205.3982579,196.4933416,251.6002038,212.3422675,247.4421999,255.846263,318.236481,437.6536584,351.5796183,324.5871587,373.0881267,369.277211,440.2018138,411.5829294,162.1965205,81.05965206,87.49861996,108.3513861,112.0689037,154.2912674,110.9231816,101.6175339,149.4661875,142.7826748,123.8831251,148.4796164,143.110925,133.1951617,143.376062,170.0113412,91.55186331,138.6082308,55.38413137,81.78550695,75.58874372,51.85226167,54.02228729,48.70620683,300.5151929,308.8597828,107.766066,280.1679062,226.1995221,125.836712,238.7900131,239.0292407,458.5240997,460.5463515,461.2789983,459.0008266,461.4805806,458.7485298,458.6463149,460.193695
Chr7-26922969,LOC_Os07g45100,0.233474599,3.522463052,0.887606005,1.444467394,1.322487275,1.615642697,1.466403354,0.503073097,1.77807509,0.656057556,4.345124787,1.683204833,3.691428035,1.038505582,4.507145019,6.995040715,2.231287995,6.418680222,1.663020366,2.787109449,0.030898095,3.008510013,3.988019456,5.789372973,2.538329996,1.270774476,0.562140037,1.176802049,3.026563066,4.211995646,1.8015707,3.034351258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785149336,0.106107393,0.326793088,0.059950985,1.809826253,0.139402691,0.037647781,1.269232379,0.085417057,1.397915314,1.222464984,1.65418061,1.500991354,1.297585425,2.504538001,0.353134072,1.029475946,2.173352987,1.170500381,1.242704626,1.994190714,1.695860505,0.922306123,1.695759113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.430879918,0.851533213,1.825645606,1.281292112,1.483704788,1.318819522,1.801997797,0.342210056,0,0,0,0,0,0,0,0
Chr7-26918196,LOC_Os07g45100,32.37460853,48.40239743,26.65546223,23.2832179,16.28991516,38.65333686,29.63514663,22.78793805,23.49638325,38.30605766,51.59562647,51.65483367,49.14961409,33.89590443,24.22815709,13.27253325,21.87303777,24.24732408,27.27361534,23.3048856,39.26941953,22.23389722,41.6727145,51.24496719,171.7054142,169.9377887,164.0684285,173.7343521,170.8555063,185.4883562,176.3160094,171.6413771,28.91917753,26.32215012,14.75575721,22.64116899,30.01145642,12.70270726,28.21853662,32.53060554,24.73521814,27.17089049,35.69144958,45.87100573,45.14150655,37.32240369,28.9639353,39.559495,18.2629021,11.06845031,14.75060148,11.10044779,16.12345719,14.28062189,11.29261907,10.02930027,201.8858761,178.7953408,187.7899908,238.7493737,206.7542495,203.1899064,220.7135184,167.6240264,185.2078475,184.388774,199.4672171,180.8782069,212.9720039,203.4328728,197.3335354,197.0136898,184.4622357,177.0247072,120.1919923,141.7382235,173.4956716,160.9001331,131.5764736,176.0697226,61.47446796,86.31925487,83.15496108,71.08080081,86.68176518,81.56449792,79.0277753,78.32527173,15.82983128,6.793781735,8.332335775,26.00806408,1.733550781,39.92739641,4.584774892,6.588841057,92.33958242,91.4150182,106.0660584,101.8699119,96.52462679,101.6238884,107.9460737,103.5017657,2.437514767,0.265580296,2.370305219,1.001846537,2.293947131,1.400610405,1.992196028,1.859046366
Chr7+27884040,LOC_Os07g46660,0.660027868,0.731523029,0.51150947,0.349097197,0.770722568,0.018995753,0.095044082,0.184634021,1.230220199,0.11575531,0.846237175,0.106070408,0.374941514,0.87693662,2.689789127,4.535331185,0.465976647,1.079053936,0.364126917,0.267164956,1.602503702,2.229223106,0.098880147,0.38963284,0.011488476,1.266618723,0.992431261,0.628807983,0.556790012,0.376613053,1.250792599,0.222234621,5.751176617,9.133198182,9.858407916,1.933660628,4.269533501,0.695872949,4.145740786,2.217348245,1.097817308,0.617913895,0.295153139,0.231379691,1.6482525,1.69578684,0.066656395,0.511597524,0.668858878,0.11555917,0.072945363,1.20104927,1.682342398,1.627047863,1.317867353,0.370763978,1,1,1,1,1,1,1,1,2.038636011,0.772291613,0.892994554,1.612154744,1.047289119,1.626416695,1.660698267,1.421116505,0.985541855,1.533199721,1.641581174,5.17375938,3.28163382,4.396846685,0.560924032,2.576082729,1.386001123,1.186454978,0.919380053,1.742313066,1.779588961,1.946651027,0.160301534,1.259435119,20.56123701,45.71868561,34.20121164,18.70726957,51.51777254,20.53713668,33.70553286,6.72241456,0.186393911,0.345409847,0.566067673,0.670760556,0.771692516,9.48E-07,0.216826991,0.36689811,0.099626872,0.913359999,1.029293443,0.993484427,0.961166464,0.686196863,0.436635378,0.839214604
Chr7+27888130,LOC_Os07g46660,122.6168459,120.1859011,87.251729,119.8990988,144.1124115,97.27427427,148.2872489,99.17761189,140.4699987,109.5340032,92.46326374,118.5560618,110.9559934,112.2848584,120.6924524,121.9004217,58.18662885,97.77027944,133.0738653,70.51235122,46.19325368,63.91283174,126.7598084,99.37773993,82.20314839,85.35412142,85.85214328,90.46325495,85.88220282,71.39622015,84.25988445,85.64917111,129.3450441,118.9524086,108.8789661,109.8769511,130.532606,117.7079876,112.8356979,119.0845698,170.573251,180.8638461,141.1718735,163.1763151,189.9303799,189.6860901,157.9946057,177.9618216,151.3643245,149.5933796,165.4310552,149.2698032,154.7393521,184.0384391,174.1265017,147.5129959,132.3816561,124.0280109,129.6989547,125.908061,103.8064976,119.9599561,117.6085818,125.8494638,120.8673927,114.5940961,126.4573856,152.1604488,142.1668577,115.9492914,135.5745426,138.4670024,130.6892456,113.1156124,127.2611323,116.8413942,114.9559346,144.2013063,126.1526598,117.4186531,81.46837467,81.71695012,64.49668026,82.01995803,97.1026658,99.43894015,76.42447223,105.8773268,16.43091039,98.28596011,22.40674235,3.401890549,51.88612135,73.96711891,40.56279465,91.7314236,201.0762618,222.2609657,208.7730726,205.0093898,230.180733,223.5535257,251.7515985,214.6877667,116.3731243,107.9480388,110.3166697,116.8987465,112.6610204,107.0699472,118.4695782,105.505
Chr7-28309090,LOC_Os07g47340,10.11679931,4.74905276,13.50210156,2.647898305,16.05452036,9.673937954,5.391298808,7.125342445,2.568866483,9.15741485,9.834807448,9.624594513,10.12740734,0.947836453,2.692592254,0.370355427,3.569461752,0.28282574,3.81209395,3.60356669,0.881649326,2.378642152,1.767552596,2.647242964,1.937853737,1.770184985,0.554025749,5.230117319,4.127584729,3.748678137,3.644881911,1.846590582,2.819656483,3.074726809,0.567636881,1.454778325,2.259329804,1.862319803,2.357073006,0.62630309,0.318079124,1.251107273,1.382759162,1.745210003,0.631299882,0.01139706,1.288442438,2.364217296,0.710946411,2.017090883,0.228519722,0.651881592,1.232618896,1.719162572,2.605783273,0.408083352,3.586927881,2.93436436,3.193258373,3.949402503,4.112352068,6.139592389,3.093073355,5.336825636,0.474226766,0.835004046,2.823301693,1.768136163,0.92166564,0.099384334,0.82671795,0.642837653,4.578682948,6.098118803,3.39705468,3.268792219,3.209632206,5.320014275,4.956888794,6.352889624,1.597124829,2.816235114,2.357414455,1.330462489,2.795739684,1.295415198,1.804095607,1.34759979,1.030435595,6.5103354,7.923158106,5.466581517,3.003843347,3.537498758,8.287001137,12.66127803,1,1,1,1,1,1,1,1,7.612940487,6.865383756,8.872869349,5.779836201,11.22155269,4.151687146,11.23549153,10.15251069
Chr7-28308344,LOC_Os07g47340,3.5457015,2.231573471,4.406035818,2.264958904,4.300652325,5.102465007,3.191345864,3.222146696,0.953598955,2.295485495,1.713679367,0.054352264,1.249694039,1.972670626,1.528714615,0.517156053,19.10005506,17.10146604,2.155087724,14.81208702,20.38205883,12.79049909,13.35537176,10.39102892,5.896555374,11.26868123,8.669569398,11.56597924,18.53035464,8.86320149,9.121220568,8.510244475,11.92876405,9.291030276,2.529932531,8.738485262,8.479037721,4.3890257,2.002899946,7.640801119,23.39063091,27.32738393,9.181648592,21.82485078,11.67559023,6.48358569,14.07137323,9.276613224,20.20665789,15.64473843,19.16212943,3.353955508,15.10671149,8.030306065,9.867512645,9.066193343,11.80728163,14.28716981,6.688532179,8.848286028,14.85134338,11.19993362,14.49321713,6.541405579,7.921117639,10.00084971,7.903712272,15.66701744,7.090481559,18.22865676,10.2502975,5.45265127,4.349342026,4.564469034,4.097875787,8.108702316,0.935023975,12.51257959,4.321384249,5.138601609,9.553550503,7.445210639,8.493438778,7.825370987,6.798940768,5.021539122,6.495622903,9.741508574,70.21564232,55.53585397,26.3607973,8.21110017,30.43136813,133.8935896,3.010176733,55.67412001,3.173208214,2.790465366,2.015704062,2.670828937,2.637130379,2.101369523,0.644558292,2.506701343,7.030583175,4.990807262,10.5314409,8.236394019,5.230759978,11.22765362,8.642062877,5.855805136
Chr7-28308620,LOC_Os07g47340,23.91963287,24.06197166,20.15063585,32.68542799,11.12507428,31.75336372,28.53820082,17.96449777,22.62870137,27.30482341,52.11781016,30.12960751,18.25354542,8.111806898,17.65566534,56.11825218,19.89330165,19.81699337,11.88658267,14.03570115,12.45194514,22.41249033,19.82805845,16.72468197,1.622634627,0.271162328,1.89075695,2.272581284,0.993121561,1.901653691,1.255856184,0.705436045,0,0,0,0,0,0,0,0,2.74767637,1.004031204,2.267098329,2.168217676,1.525160331,2.364263155,0.896699439,1.77778697,2.668340178,2.509204269,2.283079201,2.214630734,1.499441753,1.752814346,1.401879994,2.724526639,0.460143363,0.684527354,0.371522792,0.870220654,0.200781478,0.76110508,0.053089599,0.583738244,0.820480251,0.008647858,1.678950527,0.187004594,1.16175781,1.019450151,0.127944244,2.057101608,1,1,1,1,1,1,1,1,5.59650962,4.522145604,1.322631237,2.418034708,2.316858412,0.405520938,3.239488115,2.416515058,0.436544897,0.101016567,3.391320663,1.52140375,0.611452844,0.681957264,1.53008875,2.027086614,0.194250216,1.685787586,2.4407445,1.683469855,0.504082335,0.182870352,1.960728442,0.484749513,19,19,19,19,19,19,19,19
Chr7-28309425,LOC_Os07g47340,0.855670104,1.914924433,5.560221962,2.632550284,1.474545881,1.879247434,5.021885346,2.48544941,0.784052418,2.293367453,0.190765644,2.154844864,6.049059195,1.354043451,1.388263145,0.486749963,0.726742327,0.157451196,0.060587551,0.01120031,0.977073564,0.371817582,0.768904617,0.313820612,1.385755813,0.549517621,0.257086925,0.784430846,0.656141396,0.866390608,1.693466442,1.48739511,0,0,0,0,0,0,0,0,0.170129634,0.336515937,1.014142727,0.272404431,0.994101015,0.517928933,0.696626978,1.360872674,0.365521877,1.181083717,1.486820457,2.145391655,0.055012471,1.403366099,1.298270226,0.230323396,0.674731448,1.646717814,1.127472271,0.908119676,1.308921374,0.798181415,1.70899529,2.218895867,0.461692794,0.036910693,2.286118699,0.242696198,0.685152651,2.231069906,1.647686602,1.581973756,0.045371349,0.540077714,0.623817265,0.98924992,1.078923175,0.928147394,0.574529316,0.348959745,1.534767112,0.82478173,2.306999266,0.594656249,0.109654506,0.714080362,0.035750252,1.5945281,12.67729608,1.871338979,6.056490888,10.59701507,6.87554744,8.322591382,9.069852038,9.690593504,0,0,0,0,0,0,0,0,2.101523696,2.334351766,6.244380646,2.044062523,1.052458697,2.425726012,1.338661236,0.226589819
Chr7-28308519,LOC_Os07g47340,91.59682534,111.4539504,132.6937369,101.7568151,92.12270076,158.7664781,160.6020295,89.87712041,122.3795445,47.17840921,179.6515506,188.8347618,172.7636952,155.8498618,204.8638468,287.0165614,179.9613968,140.7169477,168.1508275,161.9083146,138.2057452,169.7381966,145.4196939,165.9343894,68.2011006,84.04044141,68.45832788,60.81887334,76.42152745,81.53005289,57.20037858,56.23760264,93.54819924,103.3046649,96.85161521,110.9822151,105.7435849,105.0624982,89.77114439,99.79652661,95.61872971,87.30802277,80.71097569,106.105738,93.10001355,95.63656598,91.50267342,45.4634967,128.2589437,125.8920925,132.6540169,132.0523555,127.5304699,128.9669107,133.2681578,138.1273298,85.09674701,83.00058873,82.88003595,99.70986112,79.56840087,86.61188458,85.17771517,78.61135752,61.27091534,73.63731353,67.33624845,61.75181698,68.18308779,61.46763756,67.36160085,67.63242736,73.76313365,86.70526585,75.28185021,80.21578001,79.14625999,76.7373062,69.95144135,79.11156426,70.08337461,105.7007325,49.052338,43.91599264,48.02324745,58.70604374,97.87718718,97.51704509,312.5648174,259.6165266,159.2365529,104.6086208,76.74527131,263.8612414,220.0354545,183.3725071,65.62473215,61.69618819,63.07195132,64.35174814,58.90655555,63.57482244,61.46750761,62.04942624,148.5024046,144.3845036,166.0750481,133.5733996,113.2123179,197.8576875,128.2678771,165.9245746
Chr7-29115764,LOC_Os07g48630,1.767246949,1.863810857,0.791606839,0.374161333,1.407283122,4.317481087,0.793955758,0.374857471,0,0,0,0,0,0,0,0,0.387296018,0.757351705,1.897871197,2.169910806,0.819991823,0.982812459,1.391178638,0.064371349,0.737595105,0.337546166,0.69091809,1.038644856,1.696793577,0.994374941,0.31755782,0.325125804,1.244060236,0.821938344,3.881763908,2.32498209,6.213503508,0.403145091,1.766963115,1.554305319,2.660094924,0.451697173,2.23557943,2.87744325,1.967295727,2.183463253,2.220314216,1.603567423,0.862269123,0.324205279,0.134981027,0.333677339,0.136118428,1.228919015,0.011481167,1.485708766,1,1,1,1,1,1,1,1,0.783781626,0.572388388,0.73265392,0.768657612,1.066847197,0.743759422,0.996184533,1.858809154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895041985,5.734809981,9.731174219,3.084613036,0.224963554,3.707632464,2.237346668,7.078230675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-29116080,LOC_Os07g48630,52.19506429,41.06026863,41.15791531,41.88162733,40.16539288,38.08010585,37.71121346,45.35182555,23.12544516,22.34453047,17.3746497,3.435086755,2.600003618,1.172599788,20.52672427,10.29471771,77.65577726,141.4857628,127.3876237,98.42701849,69.14754599,60.42882169,134.5632742,130.8129756,245.0386774,235.280482,207.6231176,225.3036254,228.0336662,214.8674498,197.5972455,226.7084877,647.9855003,599.4585405,596.5904638,581.9478975,647.6047668,521.6017505,548.4413716,574.1346483,645.034595,632.3360931,621.7407356,645.7047119,646.7986938,670.0586014,645.1089907,645.7880453,399.4699418,404.5187075,379.6886572,384.2652527,464.1595148,434.2336856,452.1322331,451.454529,46.1203715,59.84734574,72.78441994,43.47910495,60.33027124,68.63374945,90.34075407,60.68364002,940.621406,1071.501198,1231.279541,1372.294942,1152.017706,1153.408424,961.8236681,1149.872761,241.9297007,240.3256573,250.6858644,170.0100082,258.5327234,394.4515514,255.3270724,313.542489,201.7127632,192.5133955,196.2732743,203.7769887,219.3980558,205.0988656,205.7841199,199.5709436,95.75957531,48.98817387,40.15171724,17.05067126,156.8151316,204.2515648,199.6901179,358.1561701,267.7281318,170.3835625,240.1219255,197.6023291,266.3415334,291.215684,261.6737386,179.4581038,81.54753421,84.14146073,96.54465384,74.38636046,90.72409905,80.71299039,89.64012499,78.11934909
Chr7-29118328,LOC_Os07g48630,0,0,0,0,0,0,0,0,3.791334018,1.921029327,4.191345872,0.270150266,2.061321302,5.171722014,4.511151974,3.942796063,1.784755855,2.939253639,0.226328377,2.132402907,0.112804146,4.019759512,2.740087426,3.096664034,1.200614091,5.509290971,6.96361702,2.305017074,6.123412146,4.292644813,0.868992747,1.110972259,9.898854168,7.12287721,8.762282748,11.59367626,5.685285125,10.83743108,9.170974237,15.66337876,7.418627675,8.005056577,7.173856029,8.158333578,7.212173453,6.995647155,7.285720238,8.046056731,11.62613008,13.55911588,12.23305216,8.524728266,12.12715876,12.19583167,12.40894748,11.92335576,2.424669125,0.164543985,0.546054401,1.405666202,2.145757177,1.124422116,1.998296864,1.417982439,11.34864982,9.775106367,14.54218932,12.48964686,10.25046079,12.97617954,9.989176248,13.17007779,0.259440544,0.809184635,3.476196803,1.372793725,1.777179814,0.265602188,1.438082711,3.00697613,6.631341244,2.343633325,3.5503895,4.310238545,4.13255334,2.868355177,5.91630014,2.193710225,0,0,0,0,0,0,0,0,1.286290871,3.36586115,2.4910842,2.484374277,4.049484263,1.457954507,0.927054527,1.471910872,1.601150659,0.320196882,1.7957301,2.045075505,4.449457789,2.780753519,2.817251139,0.449510882
Chr7-29115869,LOC_Os07g48630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854809283,0.63591756,0.252679554,3.532501566,0.403613215,0.846322531,1.855213826,1.055953459,0.746507671,0.052596052,1.076987699,0.323267519,0.859735995,0.334494812,1.119879379,0.837526159,0,0,0,0,0,0,0,0,0.634786543,0.067412196,0.721945622,1.223665325,0.375916758,0.655237603,1.314162121,0.667168522,0,0,0,0,0,0,0,0,0.183941761,0.551551153,0.474356676,0.794023679,0.112028294,0.05895028,0.759734139,0.234911794,5.195038181,5.03386385,5.123223383,1.615909232,4.576768101,6.863750081,4.916450565,5.908333215,1.888988632,2.915813429,4.198832496,2.530800569,1.521330622,1.412671799,2.446339244,1.338440918,5.518039264,4.35489847,3.825980863,3.620800827,1.703729202,3.372314785,1.863341701,2.484736716,0,0,0,0,0,0,0,0,1.599661083,1.533739769,2.352777386,1.368876784,2.595211891,1.599301522,1.000563042,2.911066987,0,0,0,0,0,0,0,0
Chr7+29227422,LOC_Os07g48840,1.793555192,1.104109416,24.31180911,18.58401962,3.083296348,16.38629511,24.34177585,4.108854257,0.115310354,7.478940587,4.832013464,6.061624815,7.996851054,6.297109392,8.500285463,1.064185959,1.155137131,0.380644154,1.00396682,0.01812842,0.550298945,0.369041975,0.094239774,0.211018866,9.838705563,9.499638382,8.820250286,8.798929735,10.16937601,9.055560045,9.621042057,9.362837352,6.71498701,10.63794951,0.32955405,0.887410082,2.266021431,2.334992536,7.415597039,13.81818682,6.669831972,8.937119,2.886307771,8.289547083,0.288498173,1.459767967,8.160497339,13.10701551,10.09532852,4.679648827,1.778360396,4.393443142,2.959253411,1.462404275,6.256553682,3.29722998,10.1482855,12.05593566,14.76120705,10.39215671,14.86507983,7.988508651,15.42738791,9.483677669,5.58885489,7.884246673,6.777100635,6.455374534,6.018077293,6.855728447,7.245555669,7.367346117,11.19599711,10.92809134,12.25093386,9.180050369,7.70828501,7.391765818,13.25920632,10.22440771,23.62430513,21.84015526,20.9959245,21.7156639,20.29959324,23.55704303,26.52966522,24.04273701,18.51942743,11.81802179,12.00006114,10.83428891,11.72142368,41.96156138,2.30376327,0.182583194,6.90460426,7.659545893,5.429237849,8.288773704,5.956545474,8.939709771,11.12765393,7.913964667,1.106310693,2.889623115,11.80793666,5.595888336,8.68115896,7.875558431,3.513717684,6.800594199
Chr7+29227588,LOC_Os07g48840,0.321166956,1.195917054,0.243951727,0.264561041,0.257215476,0.437075593,0.194530598,0.745991303,0,0,0,0,0,0,0,0,1.697929583,0.581444836,0.73442791,0.865599022,0.34432018,1.439723071,0.87897157,0.636509642,1.920446911,1.726214288,0.01816426,2.16261513,2.247108588,0.012102398,0.878755313,0.774536901,2.504117179,3.901243127,1.072772182,3.096124141,1.00158394,0.274566155,1.820095553,3.190520713,1.119569771,1.12253748,2.355460076,0.542958223,0.031739928,0.851699988,1.312407454,1.913124827,1.512743453,0.077741762,2.164589272,1.430203525,1.273353649,0.10044588,1.195514685,1.118822723,1.015390641,6.591657532,6.583551561,5.602474476,1.887866262,5.396231453,8.13148016,4.227860454,2,2,2,2,2,2,2,2,0.373405746,2.94226529,2.956504397,2.640368889,1.994774723,3.264550597,3.534555844,3.420591922,11.66207862,6.622232789,11.40997212,13.22941576,13.07489008,6.281358601,14.96897275,9.633128165,0,0,0,0,0,0,0,0,2.936182395,1.445112157,1.855343661,2.290737708,2.180219599,2.867598203,2.904649107,2.084344141,0,0,0,0,0,0,0,0
Chr7+29228505,LOC_Os07g48840,10.43904514,9.645612359,7.736344158,11.3549626,13.06088015,5.710989477,14.84815635,11.67825359,4.80904299,8.17333663,0.094325314,10.86259769,6.983306453,9.201317555,0.769097952,11.13387532,7.404588876,9.487188805,12.84035653,0.341231731,0.486418154,13.47220281,3.550268509,4.377816794,0,0,0,0,0,0,0,0,7.314894092,7.481593428,8.160257816,9.556652644,6.558502454,5.723784099,9.064944468,7.762842491,4.240948406,3.474851203,4.964766357,1.685246981,2.32879195,3.512241804,5.143691516,1.875140197,6.029151617,6.912005484,6.017843839,6.703182062,7.27412844,7.112138454,7.057653111,6.669639145,3.083499128,1.895411446,1.474297766,0.931550277,1.440154558,1.930863293,0.899346215,1.358342124,2.505170767,2.158563267,2.449479953,2.995673143,0.879490811,0.011815776,2.450889451,1.896556976,5.949046726,5.499481691,4.864950344,5.592103627,4.459298328,5.549799873,3.91366576,4.700875589,17.4170302,15.81785062,25.62807392,25.92328146,20.30133706,6.708105561,12.56551947,12.89348546,4.108678201,21.44780756,16.11925359,11.95232675,25.72040489,26.10626785,7.10352816,13.04214138,10.00780479,7.510310753,7.228959947,7.947968309,9.276214657,5.585331241,6.968902774,12.05585482,3.104136355,10.59201096,17.62674295,20.03202533,14.88944463,3.142916227,11.80870521,10.99482647
Chr7+29227665,LOC_Os07g48840,0,0,0,0,0,0,0,0,1.010675004,0.042006186,1.31954969,0.300009048,0.337063991,0.019995059,0.256736713,0.500326551,0,0,0,0,0,0,0,0,2.160653498,0.854279627,0.611479934,0.694306898,0.912640965,0.324041213,1.642888943,5.396194601,1.418421598,2.786715461,3.662085692,4.003471213,5.978320121,1.167052809,2.110950426,1.619520158,0.112710907,0.306515116,0.793135817,0.994137925,1.031432108,0.172545194,1.229977917,0.49834384,0,0,0,0,0,0,0,0,0.456975315,1.587380939,1.884474838,0.754017659,1.494008335,1.456506013,0.359306386,1.828865847,0.985354048,0.881262008,0.563209377,0.881418311,0.338822112,0.052111341,0.284599795,1.117682053,3.294916149,3.736712123,4.781468717,5.095896303,6.282406424,1.735817661,0.587625961,1.530839967,1,1,1,1,1,1,1,1,0.521935716,0.610412253,0.602620229,0.003541545,0.226112595,0.142395794,0.858449616,0.076138385,0.968333768,0.36627832,0.418238724,0.444131668,0.211587648,0.245129913,0.171063043,0.467702488,0,0,0,0,0,0,0,0
Chr7-29292454,LOC_Os07g48960,78.76647186,28.17195625,50.16097943,42.52121013,47.66180999,32.30359736,52.87592467,58.48601292,49.1194931,36.27465071,23.24453144,52.7378631,59.19321418,28.77108309,46.91329225,33.22375953,37.1532488,68.82037264,57.3542652,60.77842405,32.68027748,60.21853373,47.13730884,109.8849409,16.43306333,15.867664,16.23534263,21.97715949,15.32678919,23.05082048,20.0292459,13.66719718,6.877634186,5.412287177,4.014862439,4.274297799,4.064275226,7.033824631,7.133904223,4.905964406,6.692548874,6.641278893,6.558742805,7.597882625,6.811374369,3.496285247,6.973011768,5.4205621,16.66155772,19.95761945,16.94649171,14.49974697,24.78492333,26.75076917,18.79108665,12.08669074,45.33266089,37.03989989,37.59324908,43.94287177,44.98478827,41.49227219,39.36857262,45.20792193,29.94199048,42.91988595,27.13489178,26.37583802,36.30406732,18.94625451,33.47877734,25.08662322,21.84508074,18.83864596,18.69860678,11.16595219,20.70087345,19.71654262,17.79734204,21.92908759,23.15722895,26.49147658,31.58743374,23.3930501,32.19784271,15.26783274,26.5962898,25.57393873,17.86763317,17.71827805,30.11623256,39.02116863,15.4412126,36.0464089,81.87342175,30.39490584,42.02339776,48.90427002,40.13081237,37.74858232,43.77786722,49.33708764,45.70583724,51.2385818,81.14923821,82.78828216,79.97769669,79.79918282,80.26147936,83.01831974,81.92923949,80.27289067
Chr7-29295224,LOC_Os07g48960,2.94302976,2.076622107,3.156363732,2.918960367,2.62380663,1.773605639,2.726155853,2.306717081,0.902015714,0.023468099,0.875439992,0.454452415,1.607129038,2.133353394,2.764263481,1.948246111,0,0,0,0,0,0,0,0,1.59960487,1.208360419,0.750900244,1.385678802,1.146587239,1.304606367,1.330749518,1.340235298,2.511517888,1.444971113,1.398794791,4.084101922,6.845335723,3.642698711,6.275815155,4.042941854,2.026725627,1.763035883,3.560119864,1.119047012,2.154314229,0.390117537,1.017738339,2.11103665,1.719057434,6.110133905,1.575979025,0.748209661,3.237720919,1.386652135,6.313212406,2.258123799,3.047485087,6.271198219,2.206561972,2.632762608,2.066687969,6.143585971,1.601693617,0.821918288,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1.496807482,1.736798775,1.179507197,0.811082443,0.258372872,2.575793985,3.199538308,0.224203467,9.598582545,4.266971881,24.67363179,8.379191402,30.03119078,4.000610272,22.45611405,5.224292982,1.3567919,0.650728191,0.179481571,1.029334326,1.734619222,1.095752539,1.396393158,0.355844899,0.773272441,0.324220622,0.081363362,1.927079865,1.028161531,0.924205953,0.840227779,0.410987507
