chrstrandcoord,gene,shoot1,shoot2,shoot3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,anther1,anther2,anther3
Chr6-20223699,LOC_Os06g34790,0,0,0,0,3,1,0,1,0,0,1,1
Chr6-20635351,LOC_Os06g35410,124,167,306,39,46,53,316,302,332,14,10,18
Chr6-20635415,LOC_Os06g35410,1,0,0,0,0,0,4,1,4,0,0,0
Chr6-20998099,LOC_Os06g35960,7,8,6,0,0,0,1,1,8,1,6,8
Chr6-20996340,LOC_Os06g35960,49,63,61,0,0,0,34,40,37,28,28,27
Chr6-21069550,LOC_Os06g36050,23,22,27,13,16,11,22,22,20,22,14,15
Chr6-21066261,LOC_Os06g36050,94,98,96,7,6,6,50,64,51,15,16,15
Chr6-21414841,LOC_Os06g36480,7,1,6,1,1,0,7,5,5,0,0,0
Chr6-21421108,LOC_Os06g36480,1,0,0,0,2,0,0,3,1,3,2,3
Chr6-21414776,LOC_Os06g36480,23,8,3,5,6,4,10,11,12,0,0,1
Chr6-21963477,LOC_Os06g37180,1,1,1,7,9,9,7,7,5,48,27,33
Chr6-21963207,LOC_Os06g37180,876,811,843,1359,1426,1366,1189,1277,1325,1127,1149,1133
Chr6-23087555,LOC_Os06g38910,4,4,3,0,1,1,1,0,4,0,0,0
Chr6-23086909,LOC_Os06g38910,2,2,1,4,1,1,1,2,3,6,7,6
Chr6+23846208,LOC_Os06g40060,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+23846628,LOC_Os06g40060,0,0,0,0,0,0,0,0,0,2,2,4
Chr6+23846762,LOC_Os06g40060,0,0,0,0,0,0,0,1,0,0,0,0
Chr6+23847017,LOC_Os06g40060,107,119,112,196,186,192,93,95,107,369,310,318
Chr6+23844369,LOC_Os06g40060,0,0,0,3,1,5,0,0,0,0,0,0
Chr6+23846874,LOC_Os06g40060,0,0,0,0,1,0,1,1,1,1,0,1
Chr6-25073605,LOC_Os06g41810,40,36,35,12,13,12,9,11,7,9,7,10
Chr6-25073255,LOC_Os06g41810,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,52,57,53,69,57,64,20,16,8,23,35,24
Chr6-25899616,LOC_Os06g43090,1,4,3,0,0,0,0,6,1,3,0,4
Chr6-25899526,LOC_Os06g43090,27,23,21,1,1,1,27,23,16,28,29,38
Chr6-25899445,LOC_Os06g43090,72,51,58,4,4,4,38,47,53,103,102,160
Chr6-25899296,LOC_Os06g43090,0,0,0,0,0,0,0,1,0,3,3,0
Chr6+26303034,LOC_Os06g43680,10,6,7,5,4,5,4,9,7,5,2,3
Chr6+26297637,LOC_Os06g43680,0,0,0,0,0,0,0,0,1,0,0,0
Chr6+26302824,LOC_Os06g43680,5,6,7,3,3,4,0,8,5,6,7,1
Chr6+26303103,LOC_Os06g43680,35,29,33,44,44,45,26,28,23,19,12,19
Chr6-26637991,LOC_Os06g44150,1,1,2,2,6,9,2,2,2,1,1,1
Chr6-26635719,LOC_Os06g44150,5,2,2,14,11,13,10,5,2,15,12,3
Chr6-26635628,LOC_Os06g44150,23,16,48,13,6,11,23,23,20,8,11,11
Chr6-26948705,LOC_Os06g44620,0,0,1,0,2,0,2,1,0,0,0,0
Chr6-26945604,LOC_Os06g44620,0,0,0,0,1,0,1,1,1,0,0,0
Chr6-26943172,LOC_Os06g44620,236,244,228,166,179,166,263,262,236,45,103,80
Chr6+27561599,LOC_Os06g45540,1,4,1,1,0,0,1,1,1,39,40,40
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,0,0,0,11,6,13
Chr6+27561347,LOC_Os06g45540,0,1,0,0,0,0,0,0,0,4,7,4
Chr6+28402076,LOC_Os06g46770,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+28404272,LOC_Os06g46770,2,3,1,1,1,3,0,5,2,1,1,2
Chr6-28641300,LOC_Os06g47230,0,1,0,0,0,0,4,2,9,0,2,3
Chr6-28639437,LOC_Os06g47230,1644,1707,1571,4964,5060,5018,2862,2618,2755,1924,1469,1413
Chr6-28640867,LOC_Os06g47230,0,0,0,0,0,0,0,1,0,0,0,0
Chr6+28706369,LOC_Os06g47350,296,295,303,1637,1653,1683,264,281,258,398,346,316
Chr6+28701964,LOC_Os06g47350,4,5,1,0,23,25,4,7,5,1,0,2
Chr6-29215091,LOC_Os06g48320,1,1,0,0,0,1,0,1,1,1,1,0
Chr6-29217421,LOC_Os06g48320,4,4,3,0,1,0,1,0,1,3,3,3
Chr6-29215435,LOC_Os06g48320,46,47,41,51,39,45,37,33,42,206,217,182
Chr6-29215735,LOC_Os06g48320,5,5,1,1,0,0,0,2,2,1,0,0
Chr6-29215275,LOC_Os06g48320,4,4,6,3,0,3,9,12,9,37,41,30
Chr6-29217696,LOC_Os06g48320,6,2,0,1,0,0,4,3,3,0,1,1
Chr6-29958681,LOC_Os06g49440,1,1,1,1,5,0,1,2,2,0,1,0
Chr6-29955988,LOC_Os06g49440,7,14,8,22,19,22,12,21,10,9,10,19
Chr6-29955619,LOC_Os06g49440,5,7,3,11,15,9,4,10,7,3,5,3
Chr6+31184620,LOC_Os06g51480,4,4,5,18,1,2,8,5,9,3,8,9
Chr6+31184283,LOC_Os06g51480,85,86,100,119,143,88,115,142,133,51,51,46
Chr7+21062,LOC_Os07g01030,21,15,15,3,9,3,0,0,1,2,1,0
Chr7+21337,LOC_Os07g01030,180,211,248,183,235,222,12,23,23,34,22,22
Chr7-451747,LOC_Os07g01770,9,0,9,5,5,3,5,4,6,5272,5552,5062
Chr7-453397,LOC_Os07g01770,2,0,3,0,0,0,0,2,1,0,1,2
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-453618,LOC_Os07g01770,4,4,5,1,3,3,7,9,6,2,1,3
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,366,362,619
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,7,25,16
Chr7-607252,LOC_Os07g01990,2,0,1,0,0,0,0,0,0,0,1,0
Chr7-604708,LOC_Os07g01990,168,171,196,113,121,122,136,138,129,113,133,133
Chr7-604833,LOC_Os07g01990,0,0,0,0,0,0,0,0,0,1,0,0
Chr7+798364,LOC_Os07g02340,0,0,1,1,1,1,0,0,0,1,0,1
Chr7+798246,LOC_Os07g02340,2,2,0,0,1,0,0,0,0,2,1,0
Chr7+799174,LOC_Os07g02340,3,5,6,5,6,0,8,7,8,15,11,10
Chr7+798977,LOC_Os07g02340,870,863,897,738,727,727,764,758,750,809,829,932
Chr7+3244556,LOC_Os07g06644,125,130,123,96,100,94,37,40,33,35,32,31
Chr7+3242941,LOC_Os07g06644,16,17,17,6,9,14,9,9,10,4,4,4
Chr7-3847108,LOC_Os07g07680,3,1,1,3,5,2,3,2,0,3,2,0
Chr7-3847055,LOC_Os07g07680,172,145,142,217,207,214,105,84,108,146,124,133
Chr7-4150686,LOC_Os07g08170,1,1,1,0,0,0,0,1,1,1,1,2
Chr7-4151057,LOC_Os07g08170,29,27,25,37,37,38,50,50,49,25,3,22
Chr7-4150765,LOC_Os07g08170,0,0,1,0,0,0,4,4,4,0,0,0
Chr7-4185358,LOC_Os07g08210,12,13,13,35,29,34,8,7,8,30,37,41
Chr7-4185763,LOC_Os07g08210,20,8,21,35,27,38,7,4,13,27,15,21
Chr7-4185233,LOC_Os07g08210,13,13,12,54,55,49,12,10,9,15,16,28
Chr7-5128827,LOC_Os07g09670,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-5128529,LOC_Os07g09670,1,1,1,0,0,0,4,1,2,0,4,0
Chr7-5128678,LOC_Os07g09670,18,25,27,5,6,5,43,41,72,7,2,9
Chr7-6115520,LOC_Os07g11060,0,0,0,0,0,0,1,1,0,0,0,0
Chr7-6108152,LOC_Os07g11060,152,126,134,94,90,90,175,165,133,258,254,264
Chr7-8939846,LOC_Os07g15440,2,1,1,0,0,0,2,1,2,2,2,0
Chr7-8930453,LOC_Os07g15440,0,0,0,0,0,1,0,0,0,1,1,0
Chr7-8938123,LOC_Os07g15440,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-8930109,LOC_Os07g15440,3,2,5,5,9,3,1,1,0,10,9,9
Chr7-10127947,LOC_Os07g17210,0,0,0,0,0,0,0,0,0,0,2,5
Chr7-10133881,LOC_Os07g17210,4,5,2,1,0,0,1,2,2,6,5,5
Chr7-10127706,LOC_Os07g17210,5,3,3,0,0,0,2,2,2,46,39,32
Chr7-10822540,LOC_Os07g18250,5,0,0,1,0,1,2,1,0,1,1,2
Chr7-10817328,LOC_Os07g18250,36,28,13,29,31,29,33,25,31,19,24,25
Chr7-10817417,LOC_Os07g18250,7,5,5,9,8,10,6,6,6,12,13,10
Chr7+11221181,LOC_Os07g18930,4,6,1,1,8,7,3,4,5,6,3,4
Chr7+11221295,LOC_Os07g18930,3,3,5,5,9,6,5,4,4,1,2,2
Chr7+12566795,LOC_Os07g22390,5,5,8,5,4,4,6,5,5,1,3,0
Chr7+12570172,LOC_Os07g22390,66,65,59,79,80,78,40,40,46,63,60,66
Chr7+12566736,LOC_Os07g22390,5,4,8,13,7,8,5,6,6,13,14,14
Chr7-13058176,LOC_Os07g23169,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13058980,LOC_Os07g23169,0,0,0,1,9,1,0,2,0,2,3,3
Chr7-13057842,LOC_Os07g23169,5,5,3,9,3,6,3,4,2,8,1,9
Chr7-13064601,LOC_Os07g23169,0,0,1,2,0,0,2,1,1,1,1,1
Chr7-13064529,LOC_Os07g23169,2,0,0,4,6,2,3,4,3,3,2,1
Chr7-13064446,LOC_Os07g23169,1,4,2,4,1,1,5,5,3,1,1,3
Chr7-13436763,LOC_Os07g23790,103,106,104,112,119,92,112,110,136,188,182,184
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13439354,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,3,0,0,1,0,0
Chr7-13438691,LOC_Os07g23790,0,0,1,1,0,0,1,0,0,0,0,0
Chr7-13439556,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438573,LOC_Os07g23790,3,1,2,1,2,0,3,1,4,5,6,2
Chr7-13513635,LOC_Os07g23900,0,0,1,5,4,6,4,1,2,5,8,4
Chr7-13513516,LOC_Os07g23900,0,0,0,0,0,0,1,1,3,1,1,0
Chr7+15407379,LOC_Os07g26690,6,8,4,0,1,0,0,2,3,1,1,1
Chr7+15410010,LOC_Os07g26690,97,97,96,18,27,18,101,131,126,8,10,8
Chr7+15409709,LOC_Os07g26690,3574,3263,3546,1042,1040,1125,4603,4315,4538,609,653,621
Chr7-16627446,LOC_Os07g28440,2,3,1,0,0,0,2,0,0,0,0,0
Chr7-16628159,LOC_Os07g28440,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-16627852,LOC_Os07g28440,0,0,0,0,0,0,0,1,0,0,0,1
Chr7-16627620,LOC_Os07g28440,285,265,310,322,333,340,290,342,267,601,761,887
Chr7+16675328,LOC_Os07g28480,68,80,64,68,83,78,6,3,4,0,0,0
Chr7+16675251,LOC_Os07g28480,85,63,83,105,92,94,7,0,6,0,0,0
Chr7-17883269,LOC_Os07g30250,4,5,5,1,4,0,9,9,9,7,7,4
Chr7-17881257,LOC_Os07g30250,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-17881209,LOC_Os07g30250,14,4,19,8,7,5,8,8,9,19,16,13
Chr7-17880997,LOC_Os07g30250,49,50,70,46,41,49,61,66,64,62,42,66
Chr7-18246162,LOC_Os07g30820,1,1,0,0,0,0,0,0,0,2,6,3
Chr7-18241608,LOC_Os07g30820,192,196,206,695,726,717,206,219,204,185,140,182
Chr7-18253476,LOC_Os07g30840,12,5,10,3,8,6,8,9,8,10,1,7
Chr7-18253699,LOC_Os07g30840,106,115,115,91,91,89,124,129,178,144,156,148
Chr7-18253785,LOC_Os07g30840,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-18253842,LOC_Os07g30840,0,0,0,0,0,0,0,0,0,0,0,0
Chr7+18324603,LOC_Os07g30940,179,202,195,119,135,121,170,180,167,67,45,60
Chr7+18324430,LOC_Os07g30940,0,0,0,0,0,0,2,1,1,0,0,0
Chr7+19289539,LOC_Os07g32420,33,36,29,191,185,200,23,32,25,63,66,60
Chr7+19289709,LOC_Os07g32420,73,66,71,351,325,372,68,60,40,85,76,60
Chr7+19288958,LOC_Os07g32420,0,0,0,0,0,0,0,0,1,0,0,1
Chr7+20566854,LOC_Os07g34320,4,2,7,0,0,1,1,2,1,1,0,1
Chr7+20566670,LOC_Os07g34320,18,26,28,0,0,0,0,0,0,0,0,0
Chr7+22571398,LOC_Os07g37640,0,0,0,1,2,0,0,0,1,0,0,0
Chr7+22570551,LOC_Os07g37640,0,0,1,1,1,1,0,0,0,0,0,1
Chr7+22571508,LOC_Os07g37640,22,18,19,26,40,22,47,62,47,43,36,45
Chr7-23507113,LOC_Os07g39270,1,1,1,0,1,2,0,0,0,2,2,1
Chr7-23507310,LOC_Os07g39270,11,12,11,4,0,5,2,2,2,34,33,33
Chr7-23506870,LOC_Os07g39270,4,2,4,1,1,2,0,0,2,24,31,10
Chr7-23507029,LOC_Os07g39270,4,4,3,0,0,0,2,1,0,6,4,1
Chr7-23507510,LOC_Os07g39270,222,219,179,102,102,99,34,34,35,290,293,290
Chr7+23543690,LOC_Os07g39310,13,10,11,4,5,4,9,9,7,5,4,7
Chr7+23544043,LOC_Os07g39310,0,0,0,0,0,0,0,1,1,0,0,0
Chr7+23543533,LOC_Os07g39310,92,109,105,115,112,117,32,20,27,64,72,83
Chr7+23540766,LOC_Os07g39310,6,5,4,0,0,1,5,7,3,3,3,3
Chr7-23893991,LOC_Os07g39850,4,4,4,0,0,0,0,0,0,0,0,0
Chr7-23894122,LOC_Os07g39850,65,59,58,3,5,5,15,6,5,64,63,28
Chr7+23931220,LOC_Os07g39900,136,158,116,214,209,210,147,148,124,166,199,189
Chr7+23926466,LOC_Os07g39900,1,1,2,0,0,0,0,1,0,1,0,0
Chr7+23930644,LOC_Os07g39900,0,0,0,0,0,0,0,4,0,0,0,0
Chr7+26850227,LOC_Os07g45000,31,33,33,173,175,187,34,31,36,28,44,56
Chr7+26850359,LOC_Os07g45000,1,7,8,3,17,0,6,5,5,4,2,0
Chr7+27722459,LOC_Os07g46450,3,0,1,0,0,0,0,0,0,0,0,1
Chr7+27722660,LOC_Os07g46450,139,139,144,19,18,16,29,47,33,39,39,44
Chr7-27783663,LOC_Os07g46520,163,163,165,300,295,310,65,70,68,1529,1662,1654
Chr7-27785620,LOC_Os07g46520,0,0,0,0,0,0,0,1,0,6,2,7
Chr7-27783465,LOC_Os07g46520,0,0,0,0,0,0,0,1,0,7,7,4
Chr7-28191080,LOC_Os07g47150,9,16,16,10,9,13,21,29,31,20,22,20
Chr7-28189797,LOC_Os07g47150,1,0,0,1,2,1,1,0,0,2,0,0
Chr7-29248108,LOC_Os07g48880,0,0,0,0,0,0,0,0,0,1,1,0
Chr7-29247577,LOC_Os07g48880,3,0,0,3,0,0,0,0,0,2,1,1
Chr7-29248465,LOC_Os07g48880,8,6,4,9,10,9,3,3,2,3,6,6
Chr7-29247837,LOC_Os07g48880,8,7,7,7,6,5,5,3,4,3,2,6
Chr7-29295224,LOC_Os07g48960,1,1,1,3,4,1,2,5,0,1,1,2
Chr7-29292322,LOC_Os07g48960,23,22,26,23,32,35,76,77,72,22,22,24
Chr7-29292454,LOC_Os07g48960,16,17,20,22,16,5,43,50,43,20,27,22
Chr7+29370450,LOC_Os07g49040,88,76,89,38,32,27,95,100,86,72,63,70
Chr7+29370153,LOC_Os07g49040,1,2,0,1,0,3,1,4,0,8,12,5
Chr7+29400763,LOC_Os07g49110,0,1,4,0,0,1,0,1,0,0,0,0
Chr7+29401829,LOC_Os07g49110,399,332,339,352,325,330,86,87,78,70,56,62
Chr7+29400050,LOC_Os07g49110,6,4,8,2,0,0,0,0,1,3,2,3
Chr8+191783,LOC_Os08g01290,2,1,11,8,7,8,11,11,9,4,3,5
Chr8+188813,LOC_Os08g01290,0,0,0,0,0,0,1,0,1,0,0,0
Chr8+191880,LOC_Os08g01290,3,3,3,5,0,6,4,5,0,2,1,2
Chr8+190990,LOC_Os08g01290,0,1,2,0,0,0,1,1,0,0,0,0
Chr8+190741,LOC_Os08g01290,69,72,65,59,64,81,63,64,66,15,23,16
Chr8+698542,LOC_Os08g02110,2,0,1,15,15,8,6,4,3,0,0,0
Chr8+698310,LOC_Os08g02110,7,15,5,116,114,113,87,85,85,0,0,0
Chr8+698624,LOC_Os08g02110,10,5,18,54,52,50,67,65,63,0,0,0
Chr8-768390,LOC_Os08g02230,346,332,330,153,160,152,176,160,144,0,0,4
Chr8-768511,LOC_Os08g02230,45,48,50,25,23,27,20,14,5,0,0,0
Chr8-768102,LOC_Os08g02230,16,19,18,7,8,7,7,13,11,0,0,0
Chr8+1621375,LOC_Os08g03450,476,473,461,608,599,617,893,765,788,298,311,350
Chr8+1620274,LOC_Os08g03450,0,0,0,0,0,1,0,0,0,0,0,0
Chr8+1620496,LOC_Os08g03450,0,0,0,0,0,0,0,0,0,1,0,1
Chr8+1620024,LOC_Os08g03450,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-3326360,LOC_Os08g06090,132,131,130,54,55,62,95,145,150,178,184,190
Chr8-3326520,LOC_Os08g06090,0,0,2,0,0,0,1,1,1,0,1,0
Chr8-3326187,LOC_Os08g06090,3,7,7,4,11,2,9,8,10,19,21,19
Chr8+3685466,LOC_Os08g06500,6,5,7,11,13,5,10,12,5,9,4,12
Chr8+3684290,LOC_Os08g06500,0,0,1,0,0,0,1,2,1,1,1,1
Chr8+3685199,LOC_Os08g06500,0,0,0,0,2,0,1,0,1,2,2,2
Chr8-4416522,LOC_Os08g07850,0,0,0,0,0,0,1,1,1,0,3,0
Chr8-4414657,LOC_Os08g07850,0,0,0,1,0,0,0,0,0,1,1,0
Chr8-4416683,LOC_Os08g07850,0,0,0,0,0,0,0,0,0,4,4,4
Chr8-4406637,LOC_Os08g07850,35,40,37,59,58,65,29,30,31,27,32,31
Chr8+4591234,LOC_Os08g08080,17,23,30,34,50,39,32,32,31,31,36,29
Chr8+4588301,LOC_Os08g08080,0,0,0,2,0,1,0,1,1,1,2,2
Chr8+4589022,LOC_Os08g08080,2,2,2,0,1,6,4,4,4,17,5,6
Chr8+4696656,LOC_Os08g08210,101,105,102,138,126,117,63,123,77,151,128,143
Chr8+4696954,LOC_Os08g08210,1,0,0,1,0,0,0,0,0,0,1,0
Chr8-5806505,LOC_Os08g10020,9007,8599,10319,4055,3943,4336,169,163,162,91,166,170
Chr8-5807976,LOC_Os08g10020,0,0,0,0,0,0,1,0,1,0,2,0
Chr8-7991095,LOC_Os08g13430,1,1,0,0,0,1,0,0,0,0,0,0
Chr8-7991393,LOC_Os08g13430,4,2,3,10,14,12,0,0,0,0,0,0
Chr8-7992843,LOC_Os08g13430,30,19,22,13,9,29,2,3,1,3,3,4
Chr8-7991327,LOC_Os08g13430,1,2,0,1,1,1,0,0,0,0,0,0
Chr8-7992674,LOC_Os08g13430,23,14,17,36,39,39,0,0,0,7,5,4
Chr8+12719261,LOC_Os08g21330,4,0,1,1,0,1,1,1,1,0,0,1
Chr8+12718764,LOC_Os08g21330,10,12,11,1,0,2,21,19,14,4,19,8
Chr8+12719218,LOC_Os08g21330,2,2,2,2,0,0,1,2,4,0,2,3
Chr8-12724304,LOC_Os08g21350,90,110,106,123,126,126,147,148,146,87,96,96
Chr8-12724556,LOC_Os08g21350,5,3,1,6,5,3,6,6,6,11,8,8
Chr8+13074572,LOC_Os08g21840,0,1,0,0,1,1,1,0,1,0,0,0
Chr8+13075843,LOC_Os08g21840,3,2,1,0,0,0,2,3,3,5,5,3
Chr8+13076027,LOC_Os08g21840,36,32,32,25,6,14,102,75,77,89,43,67
Chr8-16519397,LOC_Os08g27040,11,11,11,14,2,14,3,4,0,2,4,3
Chr8-16519628,LOC_Os08g27040,126,118,126,82,82,87,28,21,34,59,48,50
Chr8-16522921,LOC_Os08g27040,0,0,1,0,0,0,0,0,0,1,0,0
Chr8-16915204,LOC_Os08g27759,1,1,4,0,0,1,1,0,1,0,0,0
Chr8-16916653,LOC_Os08g27759,9,18,5,18,14,15,3,1,3,3,3,7
Chr8-16946484,LOC_Os08g27824,12,12,23,9,8,8,32,30,38,19,25,31
Chr8-16946671,LOC_Os08g27824,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-18103293,LOC_Os08g29530,86,73,60,100,96,61,129,119,116,175,174,157
Chr8-18108092,LOC_Os08g29530,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+19207763,LOC_Os08g31090,2,2,2,10,10,16,19,18,21,118,125,137
Chr8+19208087,LOC_Os08g31090,0,1,1,0,0,0,0,0,1,6,16,11
Chr8+19548979,LOC_Os08g31580,87,77,102,257,259,263,124,128,105,547,541,581
Chr8+19547661,LOC_Os08g31580,0,2,0,1,2,2,4,3,3,3,5,4
Chr8+19698137,LOC_Os08g31769,8,11,17,10,12,13,18,16,16,69,72,73
Chr8+19693840,LOC_Os08g31769,3,2,3,3,1,4,7,6,7,4,4,2
Chr8+20565942,LOC_Os08g33082,1,0,0,0,0,0,0,0,0,0,2,1
Chr8+20566194,LOC_Os08g33082,22,23,27,29,29,34,20,23,19,39,33,37
Chr8+20560447,LOC_Os08g33082,1,0,1,1,0,0,1,1,2,0,0,0
Chr8-22219629,LOC_Os08g35220,0,0,0,1,1,1,1,2,0,0,1,0
Chr8-22220044,LOC_Os08g35220,14,13,34,18,20,26,26,25,28,23,16,13
Chr8-22219953,LOC_Os08g35220,1,2,2,9,12,6,4,6,0,2,4,0
Chr8-23219154,LOC_Os08g36774,58,59,52,115,114,116,75,80,79,43,41,36
Chr8-23218888,LOC_Os08g36774,3,2,4,0,0,2,2,1,2,0,0,0
Chr8-23229774,LOC_Os08g36774,0,1,0,1,0,0,2,2,2,1,0,0
Chr8-23229595,LOC_Os08g36774,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+23717394,LOC_Os08g37432,30,34,31,53,55,46,41,58,50,8,2,10
Chr8+23717490,LOC_Os08g37432,0,0,0,0,0,1,1,0,1,1,0,0
Chr8+23714230,LOC_Os08g37432,4,4,4,5,5,5,11,10,11,3,0,1
Chr8+24499077,LOC_Os08g38740,0,0,0,2,0,1,0,0,0,187,158,161
Chr8+24498123,LOC_Os08g38740,0,0,0,0,0,0,0,0,0,0,2,1
Chr8+24498068,LOC_Os08g38740,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+24713013,LOC_Os08g39120,0,0,0,1,0,0,0,0,0,0,0,0
Chr8+24715539,LOC_Os08g39120,22,17,23,16,11,8,12,12,10,13,10,24
Chr8+24715695,LOC_Os08g39120,1,0,0,1,2,1,4,5,6,4,1,4
Chr8+24715432,LOC_Os08g39120,0,0,0,0,2,2,4,2,1,2,1,0
Chr8+25940341,LOC_Os08g41010,0,0,0,1,2,4,2,2,1,0,1,1
Chr8+25942290,LOC_Os08g41010,23,16,23,36,46,24,15,15,15,41,37,33
Chr8+25940856,LOC_Os08g41010,13,2,2,3,3,2,4,13,9,3,3,3
Chr8+25940715,LOC_Os08g41010,25,57,42,51,48,55,78,52,53,30,34,32
Chr8+25942446,LOC_Os08g41010,3,0,1,2,8,9,1,1,1,3,0,0
Chr8-26165335,LOC_Os08g41440,1,0,0,0,0,0,0,0,0,1,0,0
Chr8-26165429,LOC_Os08g41440,4,6,7,6,2,4,2,2,1,4,3,0
Chr8-26165225,LOC_Os08g41440,17,20,21,18,21,17,2,11,2,23,10,21
Chr8-26165067,LOC_Os08g41440,62,30,49,64,57,78,13,16,14,72,54,55
Chr8-26842165,LOC_Os08g42470,0,0,0,1,0,0,0,0,0,0,0,0
Chr8-26841065,LOC_Os08g42470,42,33,20,0,0,0,0,1,0,0,0,0
Chr8+28019336,LOC_Os08g44560,2,3,6,0,2,2,2,1,2,1,0,0
Chr8+28019959,LOC_Os08g44560,0,0,2,1,1,0,0,6,5,3,1,0
Chr8+28019221,LOC_Os08g44560,9,9,14,3,1,5,1,2,4,0,0,0
Chr8+28020252,LOC_Os08g44560,14,12,14,13,11,6,6,8,8,5,3,9
Chr8+28345550,LOC_Os08g45140,163,130,175,42,42,45,52,45,44,60,45,48
Chr8+28345480,LOC_Os08g45140,5,4,5,0,2,0,0,0,0,0,2,1
Chr9-3494968,LOC_Os09g07154,6,10,0,0,0,0,0,0,0,2,6,5
Chr9-3494310,LOC_Os09g07154,6,12,11,0,0,0,0,0,0,14,15,12
Chr9-3493970,LOC_Os09g07154,0,0,0,1,0,0,0,0,0,0,0,0
Chr9-4201088,LOC_Os09g08130,3,0,4,3,3,3,0,0,0,7,8,7
Chr9-4201179,LOC_Os09g08130,0,0,0,1,0,0,0,0,0,0,1,3
Chr9-4200791,LOC_Os09g08130,1,1,3,1,1,1,2,2,1,0,1,2
Chr9-4502975,LOC_Os09g08620,3,13,5,8,7,8,1,0,2,13,12,9
Chr9-4504354,LOC_Os09g08620,3,2,2,3,0,3,0,1,3,1,0,0
Chr9-5838299,LOC_Os09g10710,17,14,15,12,15,13,35,24,30,20,46,36
Chr9-5837818,LOC_Os09g10710,52,76,23,96,95,100,52,40,33,83,56,69
Chr9-9970573,LOC_Os09g16330,80,68,80,165,172,170,123,125,129,14,10,10
Chr9-9976956,LOC_Os09g16330,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-9978437,LOC_Os09g16330,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,1,1,1,0,0,0,2,1,0,1,0,0
Chr9+11808918,LOC_Os09g19734,621,626,609,417,392,424,1033,1109,1060,519,437,505
Chr9+11815322,LOC_Os09g19734,25,51,53,22,12,15,9,9,8,5,4,4
Chr9-11913911,LOC_Os09g19910,0,0,0,0,0,1,3,0,1,0,1,1
Chr9-11913665,LOC_Os09g19910,72,84,82,54,51,49,62,63,60,80,76,80
Chr9-11920887,LOC_Os09g19930,98,82,115,0,0,0,1,0,1,22,23,16
Chr9-11920518,LOC_Os09g19930,23,39,26,0,0,0,0,0,0,5,6,5
Chr9-12289976,LOC_Os09g20430,16,16,9,5,4,4,7,11,17,17,1,5
Chr9-12290869,LOC_Os09g20430,0,0,2,0,0,0,6,4,1,1,0,1
Chr9-13141232,LOC_Os09g21689,2,1,1,0,0,2,0,0,2,3,0,2
Chr9-13143923,LOC_Os09g21689,0,0,0,0,0,0,0,0,0,3,4,1
Chr9-13140575,LOC_Os09g21689,23,23,29,35,47,44,30,33,25,22,24,28
Chr9-13144064,LOC_Os09g21689,1,4,6,3,3,2,0,0,0,6,13,0
Chr9-13141141,LOC_Os09g21689,0,0,0,1,0,1,0,1,1,2,3,1
Chr9-13140981,LOC_Os09g21689,1,0,1,0,2,3,1,1,1,0,0,2
Chr9-13146026,LOC_Os09g21689,5,6,8,12,11,12,4,7,4,6,18,19
Chr9-15450591,LOC_Os09g25784,6,6,7,2,1,2,0,0,0,0,6,4
Chr9-15454658,LOC_Os09g25784,1,0,0,0,0,0,1,1,1,0,0,1
Chr9-15451257,LOC_Os09g25784,0,0,0,0,0,0,1,1,0,0,0,0
Chr9-15546421,LOC_Os09g25900,52,51,53,10,8,6,46,42,45,8,4,5
Chr9-15546294,LOC_Os09g25900,7,8,7,1,0,0,3,4,4,0,0,0
