chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_60days1,leaf_60days2,leaf_60days3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3
Chr6-20034649,LOC_Os06g34440,2,11,16,1,0,0,0,0,0,0,0,0
Chr6-20223915,LOC_Os06g34790,178,173,174,346,367,342,636,174,296,360,385,372
Chr6-20223699,LOC_Os06g34790,0,0,0,0,0,1,5,27,1,1,0,1
Chr6-20635351,LOC_Os06g35410,90,57,48,20,27,18,4,6,8,2,1,4
Chr6-20635415,LOC_Os06g35410,3,3,3,0,0,0,0,0,0,0,0,0
Chr6-20998099,LOC_Os06g35960,75,50,44,0,0,0,3,8,0,2,1,2
Chr6-20996340,LOC_Os06g35960,703,662,676,0,0,0,6,7,10,17,21,8
Chr6-21069550,LOC_Os06g36050,44,31,27,29,32,21,107,92,127,6,7,6
Chr6-21066261,LOC_Os06g36050,0,2,0,4,2,2,14,23,35,37,29,37
Chr6-21414841,LOC_Os06g36480,1,2,0,3,0,0,0,0,0,0,0,0
Chr6-21421108,LOC_Os06g36480,2,0,1,0,1,2,6,0,14,1,0,0
Chr6-21414776,LOC_Os06g36480,0,0,2,2,4,0,0,0,0,0,0,0
Chr6-21963477,LOC_Os06g37180,42,5,23,6,2,4,0,0,0,3,1,1
Chr6-21963207,LOC_Os06g37180,690,587,673,590,604,591,530,140,954,247,240,304
Chr6-23087555,LOC_Os06g38910,0,0,0,0,0,1,0,0,0,0,0,0
Chr6-23086909,LOC_Os06g38910,2,12,6,4,2,3,16,13,32,1,1,0
Chr6+23846208,LOC_Os06g40060,3,5,4,0,0,0,0,0,0,2,0,0
Chr6+23846628,LOC_Os06g40060,7,5,3,0,0,0,1,0,0,2,0,1
Chr6+23846762,LOC_Os06g40060,0,0,1,0,0,0,0,0,0,0,2,1
Chr6+23847017,LOC_Os06g40060,138,173,104,144,144,144,464,327,499,86,95,91
Chr6+23844369,LOC_Os06g40060,3,5,8,0,0,0,1,0,0,0,0,0
Chr6+23846874,LOC_Os06g40060,1,5,2,0,0,0,0,0,0,0,0,0
Chr6-25073605,LOC_Os06g41810,10,1,10,19,20,19,0,0,0,12,10,13
Chr6-25073255,LOC_Os06g41810,1,3,3,0,0,0,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,27,28,28,58,63,64,2,2,8,43,46,40
Chr6-25899616,LOC_Os06g43090,0,3,5,1,0,0,2,9,6,7,6,4
Chr6-25899526,LOC_Os06g43090,14,9,14,1,1,1,0,0,0,67,69,56
Chr6-25899445,LOC_Os06g43090,9,11,10,13,12,10,19,27,41,248,232,262
Chr6-25899296,LOC_Os06g43090,1,1,1,0,0,0,0,0,0,1,5,3
Chr6+26303034,LOC_Os06g43680,17,11,16,13,24,11,0,0,0,5,8,14
Chr6+26297637,LOC_Os06g43680,13,14,14,0,0,0,0,0,0,0,0,0
Chr6+26302824,LOC_Os06g43680,11,6,11,7,4,11,8,5,3,11,10,10
Chr6+26303103,LOC_Os06g43680,44,58,26,66,68,65,1,9,33,23,26,13
Chr6-26637991,LOC_Os06g44150,1,0,2,4,1,4,9,38,1,2,0,3
Chr6-26635719,LOC_Os06g44150,1,3,2,39,37,44,0,0,0,9,6,8
Chr6-26635628,LOC_Os06g44150,2,5,3,36,35,30,39,17,58,16,13,9
Chr6-26948705,LOC_Os06g44620,5,1,6,0,0,0,0,0,0,0,0,0
Chr6-26945604,LOC_Os06g44620,2,2,1,1,2,1,0,0,0,1,1,1
Chr6-26943172,LOC_Os06g44620,124,109,98,262,280,272,50,3,12,167,163,113
Chr6+27561599,LOC_Os06g45540,2,2,1,2,2,2,0,0,0,161,162,160
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,15,15,8,18,13,16
Chr6+27561347,LOC_Os06g45540,2,0,1,0,0,3,0,0,0,35,26,21
Chr6+28402076,LOC_Os06g46770,1,22,8,0,0,0,0,0,0,0,0,0
Chr6+28404272,LOC_Os06g46770,6,0,0,2,0,2,0,0,0,4,4,4
Chr6-28641300,LOC_Os06g47230,3,4,3,0,0,0,0,0,0,0,0,0
Chr6-28639437,LOC_Os06g47230,4900,5043,4690,2750,2685,2841,4276,3428,3839,2601,2527,2603
Chr6-28640867,LOC_Os06g47230,1,2,1,0,0,0,42,0,3,0,0,0
Chr6+28706369,LOC_Os06g47350,1199,1339,1586,1052,1141,1023,146,1047,88,905,996,936
Chr6+28701964,LOC_Os06g47350,28,27,18,24,21,19,20,56,2,1,3,2
Chr6-29215091,LOC_Os06g48320,5,5,8,0,0,0,0,0,0,0,0,0
Chr6-29217421,LOC_Os06g48320,18,17,32,0,0,0,0,0,0,2,0,3
Chr6-29215435,LOC_Os06g48320,105,226,71,32,19,32,200,89,106,48,43,60
Chr6-29215735,LOC_Os06g48320,3,0,4,1,0,1,1,1,0,1,0,1
Chr6-29215275,LOC_Os06g48320,30,23,15,1,1,1,43,35,42,5,6,3
Chr6-29217696,LOC_Os06g48320,6,12,1,0,1,0,0,0,0,1,0,1
Chr6-29958681,LOC_Os06g49440,0,1,0,4,3,5,0,0,0,1,1,1
Chr6-29955988,LOC_Os06g49440,17,7,10,20,17,21,19,22,40,30,32,30
Chr6-29955619,LOC_Os06g49440,0,3,5,21,20,17,0,0,0,3,12,5
Chr6+31184620,LOC_Os06g51480,7,4,4,11,13,13,0,0,0,5,3,4
Chr6+31184283,LOC_Os06g51480,46,45,44,141,139,142,166,100,249,65,71,61
Chr7+21062,LOC_Os07g01030,9,5,3,17,14,12,0,0,0,1,1,1
Chr7+21337,LOC_Os07g01030,23,24,25,483,492,477,23,54,44,40,37,36
Chr7-451747,LOC_Os07g01770,16,17,16,3,5,7,67794,71474,44021,29,37,32
Chr7-453397,LOC_Os07g01770,0,0,0,0,0,0,9,19,3,0,4,4
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,22,19,8,0,0,0
Chr7-453618,LOC_Os07g01770,0,0,0,0,1,6,2,0,2,4,3,5
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,235,309,277,0,0,0
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,125,110,110,0,0,0
Chr7-607252,LOC_Os07g01990,0,0,0,1,2,0,6,2,0,0,2,0
Chr7-604708,LOC_Os07g01990,99,99,176,243,194,227,230,212,218,123,102,84
Chr7-604833,LOC_Os07g01990,10,7,8,0,0,0,0,0,0,0,0,0
Chr7+798364,LOC_Os07g02340,6,0,5,2,2,0,34,41,28,17,17,1
Chr7+798246,LOC_Os07g02340,2,9,6,0,1,0,0,0,0,1,1,1
Chr7+799174,LOC_Os07g02340,5,0,6,2,6,2,36,28,72,6,5,9
Chr7+798977,LOC_Os07g02340,330,260,318,834,833,793,1076,1621,1268,729,718,732
Chr7+3244556,LOC_Os07g06644,11,18,14,137,150,136,30,30,19,61,68,91
Chr7+3242941,LOC_Os07g06644,0,0,0,14,17,16,12,1,4,12,23,17
Chr7-3847108,LOC_Os07g07680,0,1,0,3,2,2,1,3,2,7,7,10
Chr7-3847055,LOC_Os07g07680,31,30,32,295,328,279,102,66,31,296,340,346
Chr7-4150686,LOC_Os07g08170,3,5,2,0,1,0,0,0,0,2,0,1
Chr7-4151057,LOC_Os07g08170,50,49,51,44,40,36,31,8,28,51,42,42
Chr7-4150765,LOC_Os07g08170,4,5,2,0,0,0,0,0,0,1,1,1
Chr7-4185358,LOC_Os07g08210,31,19,18,44,49,44,71,32,7,9,19,18
Chr7-4185763,LOC_Os07g08210,3,3,3,57,60,37,29,2,57,6,7,11
Chr7-4185233,LOC_Os07g08210,6,22,6,68,68,69,1,118,23,11,16,10
Chr7-5128827,LOC_Os07g09670,6,3,8,0,0,0,0,0,0,0,0,0
Chr7-5128529,LOC_Os07g09670,8,19,20,0,1,1,0,0,0,2,0,3
Chr7-5128678,LOC_Os07g09670,120,70,26,11,8,6,7,3,23,9,10,12
Chr7-6115520,LOC_Os07g11060,1,1,1,0,2,0,8,17,17,0,0,1
Chr7-6108152,LOC_Os07g11060,156,84,176,104,100,128,109,7,47,73,78,63
Chr7-8939846,LOC_Os07g15440,3,21,18,0,0,0,1,0,0,4,4,3
Chr7-8930453,LOC_Os07g15440,16,14,13,0,0,0,18,29,14,1,4,8
Chr7-8938123,LOC_Os07g15440,3,1,4,0,0,0,0,0,0,0,0,0
Chr7-8930109,LOC_Os07g15440,18,66,35,5,4,1,0,0,0,20,17,21
Chr7-10127947,LOC_Os07g17210,5,3,7,0,0,0,1,0,1,0,1,0
Chr7-10133881,LOC_Os07g17210,4,2,3,0,0,0,1,8,15,0,0,0
Chr7-10127706,LOC_Os07g17210,17,15,20,0,0,0,35,25,24,8,12,20
Chr7-10822540,LOC_Os07g18250,2,0,9,2,2,2,1,2,1,0,0,2
Chr7-10817328,LOC_Os07g18250,6,6,9,34,36,33,34,19,4,53,40,29
Chr7-10817417,LOC_Os07g18250,4,5,9,1,1,3,0,0,0,2,6,5
Chr7+11221181,LOC_Os07g18930,26,22,23,6,8,9,4,1,6,8,7,7
Chr7+11221295,LOC_Os07g18930,2,4,2,5,5,1,0,0,0,4,5,1
Chr7+12566795,LOC_Os07g22390,6,3,3,5,4,6,0,0,0,5,9,5
Chr7+12570172,LOC_Os07g22390,68,51,37,67,74,70,15,12,1,73,88,85
Chr7+12566736,LOC_Os07g22390,2,2,3,6,9,6,0,0,0,5,9,1
Chr7-13058176,LOC_Os07g23169,0,0,0,0,0,0,20,13,5,0,0,0
Chr7-13058980,LOC_Os07g23169,0,0,5,0,0,1,0,0,0,1,2,3
Chr7-13057842,LOC_Os07g23169,18,18,21,0,13,5,0,0,0,15,18,21
Chr7-13064601,LOC_Os07g23169,0,0,2,0,0,0,0,0,0,1,0,1
Chr7-13064529,LOC_Os07g23169,0,11,21,8,6,9,0,0,0,0,5,0
Chr7-13064446,LOC_Os07g23169,2,6,5,4,5,3,0,0,0,5,1,9
Chr7-13436763,LOC_Os07g23790,21,39,54,157,91,165,66,5,405,106,110,106
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,19,27,19,0,0,0
Chr7-13439354,LOC_Os07g23790,19,43,70,0,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,3,4,1,0,0,3,1,1,1,0,0,0
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,47,91,15,0,0,0
Chr7-13438691,LOC_Os07g23790,4,3,1,0,0,0,11,21,18,0,0,0
Chr7-13439556,LOC_Os07g23790,1,0,1,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,0,0,18,3,11,0,0,0
Chr7-13438573,LOC_Os07g23790,11,13,11,0,0,0,0,0,0,2,2,2
Chr7-13513635,LOC_Os07g23900,3,19,8,3,2,3,0,0,0,9,7,10
Chr7-13513516,LOC_Os07g23900,0,0,0,1,0,0,5,2,0,3,3,3
Chr7+15407379,LOC_Os07g26690,0,0,0,1,0,1,0,0,0,1,0,0
Chr7+15410010,LOC_Os07g26690,2,2,3,16,16,22,19,8,8,9,11,10
Chr7+15409709,LOC_Os07g26690,302,357,340,745,765,764,644,584,647,679,686,687
Chr7-16627446,LOC_Os07g28440,0,0,0,1,0,0,16,25,8,0,0,0
Chr7-16628159,LOC_Os07g28440,0,0,0,1,1,0,11,12,6,0,0,0
Chr7-16627852,LOC_Os07g28440,7,7,7,1,2,3,0,11,5,1,1,1
Chr7-16627620,LOC_Os07g28440,307,286,472,476,425,447,12402,11939,10401,286,319,365
Chr7+16675328,LOC_Os07g28480,4,1,2,474,419,338,4,72,1,1,1,1
Chr7+16675251,LOC_Os07g28480,16,15,16,482,431,470,68,118,49,0,1,1
Chr7-17883269,LOC_Os07g30250,10,5,5,4,8,2,21,121,40,1,1,1
Chr7-17881257,LOC_Os07g30250,6,7,15,0,0,0,0,0,0,0,1,0
Chr7-17881209,LOC_Os07g30250,11,10,5,11,13,18,0,0,0,10,16,16
Chr7-17880997,LOC_Os07g30250,6,7,6,102,70,70,27,51,4,70,57,46
Chr7-18246162,LOC_Os07g30820,4,2,3,0,1,0,0,0,0,0,0,0
Chr7-18241608,LOC_Os07g30820,699,678,733,368,423,391,480,16,401,400,347,352
Chr7-18253476,LOC_Os07g30840,4,0,7,10,9,9,5,2,1,4,5,6
Chr7-18253699,LOC_Os07g30840,215,228,197,81,101,87,125,95,59,154,127,150
Chr7-18253785,LOC_Os07g30840,3,1,1,0,0,0,0,0,0,0,0,0
Chr7-18253842,LOC_Os07g30840,13,13,12,0,0,0,0,0,0,0,0,0
Chr7+18324603,LOC_Os07g30940,181,217,270,84,69,74,92,83,52,86,112,108
Chr7+18324430,LOC_Os07g30940,65,155,84,0,0,0,0,0,0,0,2,0
Chr7+19289539,LOC_Os07g32420,140,94,132,147,64,70,97,92,53,69,58,64
Chr7+19289709,LOC_Os07g32420,156,165,170,316,382,301,323,78,83,90,94,87
Chr7+19288958,LOC_Os07g32420,1,2,0,0,0,0,0,0,0,0,0,0
Chr7+20566854,LOC_Os07g34320,1,4,2,1,3,7,1,2,11,0,0,0
Chr7+20566670,LOC_Os07g34320,0,0,0,1,1,1,0,0,0,0,0,0
Chr7+22571398,LOC_Os07g37640,7,4,19,0,1,2,0,0,0,2,1,3
Chr7+22570551,LOC_Os07g37640,0,0,0,1,0,0,7,8,5,0,0,0
Chr7+22571508,LOC_Os07g37640,106,118,107,21,23,26,84,66,7,162,114,139
Chr7-23507113,LOC_Os07g39270,1,1,1,0,0,0,3,2,2,0,0,0
Chr7-23507310,LOC_Os07g39270,20,13,16,5,6,6,19,15,13,2,3,2
Chr7-23506870,LOC_Os07g39270,14,10,11,4,2,3,3,0,4,5,4,6
Chr7-23507029,LOC_Os07g39270,11,20,12,0,0,0,1,17,1,0,0,0
Chr7-23507510,LOC_Os07g39270,16,17,19,56,126,70,100,54,180,55,55,50
Chr7+23543690,LOC_Os07g39310,34,38,43,5,6,7,0,0,0,10,7,6
Chr7+23544043,LOC_Os07g39310,3,0,2,0,0,0,31,23,23,0,0,1
Chr7+23543533,LOC_Os07g39310,169,161,152,94,83,86,4,58,42,110,115,108
Chr7+23540766,LOC_Os07g39310,2,2,4,2,1,1,12,4,5,1,1,3
Chr7-23893991,LOC_Os07g39850,0,0,0,0,0,1,0,0,0,3,4,3
Chr7-23894122,LOC_Os07g39850,12,14,12,0,1,1,36,18,57,164,153,159
Chr7+23931220,LOC_Os07g39900,875,758,798,298,268,246,898,28,1251,245,259,268
Chr7+23926466,LOC_Os07g39900,0,0,0,0,0,0,11,6,4,0,0,0
Chr7+23930644,LOC_Os07g39900,4,5,2,0,0,0,0,0,0,0,0,0
Chr7+26850227,LOC_Os07g45000,214,264,207,195,155,139,109,117,122,55,51,54
Chr7+26850359,LOC_Os07g45000,1,0,0,14,7,11,0,0,0,0,0,1
Chr7+27722459,LOC_Os07g46450,8,8,20,0,0,0,1,0,5,1,2,2
Chr7+27722660,LOC_Os07g46450,51,32,27,28,25,16,11,2,11,81,72,77
Chr7-27783663,LOC_Os07g46520,181,206,172,580,581,522,59,785,1323,52,76,43
Chr7-27785620,LOC_Os07g46520,5,1,0,1,0,0,0,0,0,0,1,0
Chr7-27783465,LOC_Os07g46520,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-28191080,LOC_Os07g47150,13,10,14,2,1,1,17,2,7,45,40,54
Chr7-28189797,LOC_Os07g47150,3,0,2,0,0,0,0,0,0,2,1,2
Chr7-29248108,LOC_Os07g48880,2,0,1,2,2,0,6,0,0,0,0,0
Chr7-29247577,LOC_Os07g48880,0,2,0,1,0,2,0,0,0,0,0,0
Chr7-29248465,LOC_Os07g48880,5,3,6,11,8,4,4,0,0,6,6,8
Chr7-29247837,LOC_Os07g48880,12,15,16,22,12,12,1,10,4,18,17,19
Chr7-29295224,LOC_Os07g48960,3,2,2,3,3,2,10,28,2,0,1,1
Chr7-29292322,LOC_Os07g48960,108,55,83,18,22,19,5,33,13,29,54,39
Chr7-29292454,LOC_Os07g48960,46,44,41,5,6,8,40,4,91,42,39,38
Chr7+29370450,LOC_Os07g49040,19,10,13,18,17,17,216,290,17,153,109,131
Chr7+29370153,LOC_Os07g49040,10,6,9,0,1,1,0,0,0,1,2,0
Chr7+29400763,LOC_Os07g49110,0,0,0,4,3,4,0,0,0,0,0,0
Chr7+29401829,LOC_Os07g49110,7,6,5,1044,930,912,86,53,15,60,49,56
Chr7+29400050,LOC_Os07g49110,0,0,0,0,0,0,0,0,0,2,4,0
Chr8+191783,LOC_Os08g01290,4,3,2,6,7,5,0,0,0,5,5,6
Chr8+188813,LOC_Os08g01290,6,5,6,0,0,0,0,0,0,0,0,0
Chr8+191880,LOC_Os08g01290,0,0,0,5,12,18,0,0,0,4,7,1
Chr8+190990,LOC_Os08g01290,4,0,1,1,1,1,0,0,0,0,0,0
Chr8+190741,LOC_Os08g01290,141,114,131,56,54,51,45,30,45,42,30,33
Chr8+698542,LOC_Os08g02110,0,0,0,0,3,0,0,0,0,0,0,0
Chr8+698310,LOC_Os08g02110,0,0,0,37,23,30,2,1,24,0,0,1
Chr8+698624,LOC_Os08g02110,0,0,0,21,18,10,5,37,107,2,1,2
Chr8-768390,LOC_Os08g02230,0,0,1,0,3,0,24,37,32,0,0,0
Chr8-768511,LOC_Os08g02230,0,0,0,1,0,4,0,0,0,0,0,0
Chr8-768102,LOC_Os08g02230,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+1621375,LOC_Os08g03450,827,813,624,191,203,204,273,208,348,835,828,725
Chr8+1620274,LOC_Os08g03450,11,13,12,0,0,0,0,0,0,0,0,0
Chr8+1620496,LOC_Os08g03450,5,15,1,0,0,0,5,3,3,1,0,1
Chr8+1620024,LOC_Os08g03450,18,14,10,0,0,0,0,0,0,0,0,0
Chr8-3326360,LOC_Os08g06090,7,2,6,22,24,26,532,1329,1606,94,89,108
Chr8-3326520,LOC_Os08g06090,0,0,0,0,0,0,44,47,44,0,0,0
Chr8-3326187,LOC_Os08g06090,1,2,0,1,0,1,1,25,0,10,9,13
Chr8+3685466,LOC_Os08g06500,1,0,3,15,12,12,10,17,24,9,8,9
Chr8+3684290,LOC_Os08g06500,0,0,1,0,0,0,1,0,0,0,1,3
Chr8+3685199,LOC_Os08g06500,3,2,1,1,0,2,0,0,0,4,2,1
Chr8-4416522,LOC_Os08g07850,0,0,1,0,0,0,0,0,0,1,0,0
Chr8-4414657,LOC_Os08g07850,0,0,0,3,1,0,0,5,2,0,0,1
Chr8-4416683,LOC_Os08g07850,1,0,0,0,0,0,0,0,0,1,1,1
Chr8-4406637,LOC_Os08g07850,47,37,71,60,64,59,2,13,17,38,32,43
Chr8+4591234,LOC_Os08g08080,96,21,90,44,50,41,8,35,10,43,56,49
Chr8+4588301,LOC_Os08g08080,0,0,0,0,0,0,0,0,0,4,0,0
Chr8+4589022,LOC_Os08g08080,5,1,3,3,3,3,53,118,43,0,1,1
Chr8+4696656,LOC_Os08g08210,122,127,119,189,176,195,0,38,0,96,107,102
Chr8+4696954,LOC_Os08g08210,4,1,1,0,0,0,0,0,0,0,0,0
Chr8-5806505,LOC_Os08g10020,2,0,2,30749,30375,29913,970,1699,4472,256,236,283
Chr8-5807976,LOC_Os08g10020,1,0,0,0,0,0,0,2,4,0,0,0
Chr8-7991095,LOC_Os08g13430,0,0,0,6,11,11,0,0,0,0,0,0
Chr8-7991393,LOC_Os08g13430,1,3,0,38,49,41,2,7,2,0,0,0
Chr8-7992843,LOC_Os08g13430,4,5,6,32,35,31,7,8,4,9,8,17
Chr8-7991327,LOC_Os08g13430,0,0,0,6,6,3,0,0,0,0,0,0
Chr8-7992674,LOC_Os08g13430,0,3,2,18,75,51,34,9,17,15,11,10
Chr8+12719261,LOC_Os08g21330,0,0,0,1,1,4,0,0,0,3,4,8
Chr8+12718764,LOC_Os08g21330,1,0,3,2,3,1,7,9,9,16,10,4
Chr8+12719218,LOC_Os08g21330,0,0,0,1,1,1,0,0,0,12,14,15
Chr8-12724304,LOC_Os08g21350,227,212,221,163,138,166,424,73,338,145,115,141
Chr8-12724556,LOC_Os08g21350,116,124,137,11,10,0,97,21,70,5,4,3
Chr8+13074572,LOC_Os08g21840,0,1,3,0,0,0,7,4,9,0,0,1
Chr8+13075843,LOC_Os08g21840,1,8,4,0,0,0,0,0,0,3,5,7
Chr8+13076027,LOC_Os08g21840,32,30,36,22,9,25,45,11,59,62,59,62
Chr8-16519397,LOC_Os08g27040,12,3,2,10,6,8,4,26,13,3,20,9
Chr8-16519628,LOC_Os08g27040,94,84,84,115,121,125,138,134,38,96,85,81
Chr8-16522921,LOC_Os08g27040,0,0,0,0,0,0,15,3,12,0,0,0
Chr8-16915204,LOC_Os08g27759,0,0,0,2,1,2,2,0,3,0,0,0
Chr8-16916653,LOC_Os08g27759,21,18,20,9,6,10,82,70,123,8,28,15
Chr8-16946484,LOC_Os08g27824,32,32,36,9,12,7,12,15,10,43,30,44
Chr8-16946671,LOC_Os08g27824,8,10,15,3,0,0,0,0,0,0,0,1
Chr8-18103293,LOC_Os08g29530,173,312,204,74,71,82,41,128,77,133,132,131
Chr8-18108092,LOC_Os08g29530,1,0,1,2,0,2,21,9,4,0,0,0
Chr8+19207763,LOC_Os08g31090,80,76,98,0,1,0,32,9,154,40,30,42
Chr8+19208087,LOC_Os08g31090,8,8,8,0,0,0,0,0,0,0,0,0
Chr8+19548979,LOC_Os08g31580,328,559,567,161,231,280,222,42,125,278,275,247
Chr8+19547661,LOC_Os08g31580,37,31,37,0,0,0,0,0,0,3,1,5
Chr8+19698137,LOC_Os08g31769,96,37,68,8,7,8,36,399,6,21,21,21
Chr8+19693840,LOC_Os08g31769,4,8,3,4,3,3,15,15,27,0,1,1
Chr8+20565942,LOC_Os08g33082,0,1,0,0,1,0,1,0,0,0,0,0
Chr8+20566194,LOC_Os08g33082,58,69,55,41,40,39,12,11,1,53,51,51
Chr8+20560447,LOC_Os08g33082,1,1,1,0,1,0,1,0,4,0,1,0
Chr8-22219629,LOC_Os08g35220,0,0,0,0,0,0,10,6,9,0,0,1
Chr8-22220044,LOC_Os08g35220,61,16,26,62,43,44,84,37,49,33,32,37
Chr8-22219953,LOC_Os08g35220,0,0,0,11,3,4,0,0,0,3,8,2
Chr8-23219154,LOC_Os08g36774,185,174,185,105,105,106,46,18,78,153,153,138
Chr8-23218888,LOC_Os08g36774,1,0,1,0,0,0,0,0,0,1,2,4
Chr8-23229774,LOC_Os08g36774,0,0,0,1,0,0,2,3,0,0,0,1
Chr8-23229595,LOC_Os08g36774,4,4,4,0,0,0,0,0,0,3,1,0
Chr8+23717394,LOC_Os08g37432,54,41,35,96,88,39,14,53,36,0,0,0
Chr8+23717490,LOC_Os08g37432,2,2,0,0,2,3,0,0,0,0,0,0
Chr8+23714230,LOC_Os08g37432,18,20,19,4,2,4,15,22,32,0,0,0
Chr8+24499077,LOC_Os08g38740,16,21,20,0,2,1,179,121,154,2,1,1
Chr8+24498123,LOC_Os08g38740,7,9,13,0,0,0,0,0,0,0,1,0
Chr8+24498068,LOC_Os08g38740,17,2,1,0,0,0,0,0,0,0,0,0
Chr8+24713013,LOC_Os08g39120,0,0,0,1,1,1,7,8,9,0,0,0
Chr8+24715539,LOC_Os08g39120,13,16,12,7,7,7,3,91,1,34,34,34
Chr8+24715695,LOC_Os08g39120,1,4,1,0,0,0,0,0,0,0,2,3
Chr8+24715432,LOC_Os08g39120,4,2,1,0,0,0,0,0,0,3,1,3
Chr8+25940341,LOC_Os08g41010,0,0,0,1,4,1,0,0,0,2,0,0
Chr8+25942290,LOC_Os08g41010,193,273,184,36,47,37,8,4,1,37,33,54
Chr8+25940856,LOC_Os08g41010,0,0,0,2,2,1,0,0,0,0,2,3
Chr8+25940715,LOC_Os08g41010,12,29,22,48,48,30,35,9,27,61,62,66
Chr8+25942446,LOC_Os08g41010,21,17,23,9,11,9,6,27,13,2,1,4
Chr8-26165335,LOC_Os08g41440,0,0,0,0,0,0,19,28,6,2,2,2
Chr8-26165429,LOC_Os08g41440,0,0,0,0,3,0,1,0,1,6,13,5
Chr8-26165225,LOC_Os08g41440,0,0,0,3,5,4,34,3,5,116,123,97
Chr8-26165067,LOC_Os08g41440,5,6,2,23,14,13,65,94,53,268,204,285
Chr8-26842165,LOC_Os08g42470,0,1,0,1,1,1,3,17,34,0,0,0
Chr8-26841065,LOC_Os08g42470,0,0,0,0,0,0,0,0,0,1,1,2
Chr8+28019336,LOC_Os08g44560,5,7,12,0,0,1,0,0,0,1,2,1
Chr8+28019959,LOC_Os08g44560,8,2,2,7,4,3,0,0,0,1,2,2
Chr8+28019221,LOC_Os08g44560,3,6,3,1,1,0,46,33,23,2,3,3
Chr8+28020252,LOC_Os08g44560,31,35,30,23,27,28,7,1,5,9,6,11
Chr8+28345550,LOC_Os08g45140,22,10,4,68,87,109,17,166,181,43,40,36
Chr8+28345480,LOC_Os08g45140,13,11,6,5,4,5,0,0,0,0,3,1
Chr9-3494968,LOC_Os09g07154,0,0,0,0,0,0,0,0,0,16,16,17
Chr9-3494310,LOC_Os09g07154,1,0,0,0,0,0,2,20,4,26,31,25
Chr9-3493970,LOC_Os09g07154,0,1,0,0,0,0,7,6,2,0,0,0
Chr9-4201088,LOC_Os09g08130,7,3,5,4,10,5,0,0,0,3,4,1
Chr9-4201179,LOC_Os09g08130,0,3,2,1,0,1,0,0,0,1,1,1
Chr9-4200791,LOC_Os09g08130,2,1,2,1,2,2,2,1,17,2,0,1
Chr9-4502975,LOC_Os09g08620,6,12,5,17,11,19,12,38,0,28,26,34
Chr9-4504354,LOC_Os09g08620,3,2,1,2,1,2,4,7,8,0,1,0
Chr9-5838299,LOC_Os09g10710,13,25,25,10,14,12,32,36,2,22,23,23
Chr9-5837818,LOC_Os09g10710,90,188,188,126,139,139,109,157,77,113,114,131
Chr9-9970573,LOC_Os09g16330,133,126,133,142,141,164,19,44,18,8,10,10
Chr9-9976956,LOC_Os09g16330,0,0,0,0,0,0,13,18,10,0,0,0
Chr9-9978437,LOC_Os09g16330,1,0,2,0,0,0,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,0,2,1,1,3,1,0,0,0,0,1,1
Chr9+11808918,LOC_Os09g19734,96,65,79,303,296,300,234,293,167,351,385,366
Chr9+11815322,LOC_Os09g19734,1,1,3,31,15,27,2,5,2,15,8,17
Chr9-11913911,LOC_Os09g19910,10,7,5,1,0,1,0,0,0,2,1,1
Chr9-11913665,LOC_Os09g19910,76,76,86,27,22,16,71,82,35,58,44,26
Chr9-11920887,LOC_Os09g19930,0,0,0,0,0,0,0,0,0,84,78,92
Chr9-11920518,LOC_Os09g19930,0,0,0,0,0,0,19,27,4,22,22,21
Chr9-12289976,LOC_Os09g20430,4,15,19,17,17,12,10,1,16,12,14,13
Chr9-12290869,LOC_Os09g20430,2,0,1,0,0,0,0,0,0,1,0,1
Chr9-13141232,LOC_Os09g21689,0,0,2,5,7,3,0,0,0,1,0,2
Chr9-13143923,LOC_Os09g21689,1,0,1,1,0,0,0,0,0,0,0,2
Chr9-13140575,LOC_Os09g21689,11,18,22,36,36,36,25,12,18,24,24,34
Chr9-13144064,LOC_Os09g21689,4,6,3,1,0,4,0,4,0,6,6,5
Chr9-13141141,LOC_Os09g21689,0,0,0,0,1,1,0,1,0,2,2,2
Chr9-13140981,LOC_Os09g21689,0,8,4,0,5,2,0,0,0,4,2,6
Chr9-13146026,LOC_Os09g21689,7,17,5,20,23,20,14,15,11,19,20,20
Chr9-15450591,LOC_Os09g25784,1,0,0,10,11,10,0,0,0,4,2,3
Chr9-15454658,LOC_Os09g25784,2,0,2,0,1,1,10,24,13,0,0,0
Chr9-15451257,LOC_Os09g25784,2,2,0,0,0,0,9,3,1,0,0,0
