chrstrandcoord,gene,endosperm1,endosperm2,endosperm3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,embryo1,embryo2,embryo3
Chr6-20034649,LOC_Os06g34440,2,2,1,1,0,0,1,0,0,9,0,8
Chr6-20223915,LOC_Os06g34790,279,231,245,346,367,342,555,610,544,153,157,157
Chr6-20223699,LOC_Os06g34790,5,12,17,0,0,1,0,3,1,1,1,0
Chr6-20635351,LOC_Os06g35410,111,108,106,20,27,18,39,46,53,15,16,14
Chr6-20635415,LOC_Os06g35410,2,15,1,0,0,0,0,0,0,0,1,1
Chr6-20998099,LOC_Os06g35960,54,37,44,0,0,0,0,0,0,37,49,24
Chr6-20996340,LOC_Os06g35960,919,903,857,0,0,0,0,0,0,728,779,769
Chr6-21069550,LOC_Os06g36050,33,27,19,29,32,21,13,16,11,10,5,8
Chr6-21066261,LOC_Os06g36050,1,3,6,4,2,2,7,6,6,0,1,1
Chr6-21414841,LOC_Os06g36480,2,2,2,3,0,0,1,1,0,0,0,0
Chr6-21421108,LOC_Os06g36480,0,0,1,0,1,2,0,2,0,0,1,0
Chr6-21414776,LOC_Os06g36480,12,15,9,2,4,0,5,6,4,0,0,0
Chr6-21963477,LOC_Os06g37180,23,34,18,6,2,4,7,9,9,20,14,49
Chr6-21963207,LOC_Os06g37180,685,535,535,590,604,591,1359,1426,1366,840,917,848
Chr6-23087555,LOC_Os06g38910,0,0,0,0,0,1,0,1,1,0,0,0
Chr6-23086909,LOC_Os06g38910,3,2,1,4,2,3,4,1,1,1,0,0
Chr6+23846208,LOC_Os06g40060,4,11,0,0,0,0,0,0,0,1,2,0
Chr6+23846628,LOC_Os06g40060,8,2,6,0,0,0,0,0,0,2,1,1
Chr6+23846762,LOC_Os06g40060,7,3,6,0,0,0,0,0,0,1,0,2
Chr6+23847017,LOC_Os06g40060,271,202,316,144,144,144,196,186,192,68,71,64
Chr6+23844369,LOC_Os06g40060,7,4,3,0,0,0,3,1,5,0,0,0
Chr6+23846874,LOC_Os06g40060,14,9,4,0,0,0,0,1,0,0,0,0
Chr6-25073605,LOC_Os06g41810,9,0,2,19,20,19,12,13,12,0,1,0
Chr6-25073255,LOC_Os06g41810,4,0,3,0,0,0,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,41,44,43,58,63,64,69,57,64,57,52,58
Chr6-25899616,LOC_Os06g43090,0,3,1,1,0,0,0,0,0,5,7,5
Chr6-25899526,LOC_Os06g43090,2,4,3,1,1,1,1,1,1,20,15,18
Chr6-25899445,LOC_Os06g43090,3,2,0,13,12,10,4,4,4,18,15,22
Chr6-25899296,LOC_Os06g43090,0,0,0,0,0,0,0,0,0,2,1,3
Chr6+26303034,LOC_Os06g43680,8,16,5,13,24,11,5,4,5,21,9,14
Chr6+26297637,LOC_Os06g43680,9,9,1,0,0,0,0,0,0,5,5,5
Chr6+26302824,LOC_Os06g43680,0,26,60,7,4,11,3,3,4,7,6,13
Chr6+26303103,LOC_Os06g43680,25,25,19,66,68,65,44,44,45,33,34,22
Chr6-26637991,LOC_Os06g44150,2,3,1,4,1,4,2,6,9,1,2,1
Chr6-26635719,LOC_Os06g44150,3,1,2,39,37,44,14,11,13,5,2,4
Chr6-26635628,LOC_Os06g44150,0,0,0,36,35,30,13,6,11,6,8,6
Chr6-26948705,LOC_Os06g44620,8,6,14,0,0,0,0,2,0,0,0,0
Chr6-26945604,LOC_Os06g44620,0,2,3,1,2,1,0,1,0,0,0,0
Chr6-26943172,LOC_Os06g44620,111,126,141,262,280,272,166,179,166,27,27,28
Chr6+27561599,LOC_Os06g45540,0,0,0,2,2,2,1,0,0,14,4,5
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,0,0,0,1,2,2
Chr6+27561347,LOC_Os06g45540,0,0,0,0,0,3,0,0,0,0,1,0
Chr6+28402076,LOC_Os06g46770,5,5,8,0,0,0,0,0,0,5,2,4
Chr6+28404272,LOC_Os06g46770,4,7,7,2,0,2,1,1,3,4,1,1
Chr6-28641300,LOC_Os06g47230,2,1,4,0,0,0,0,0,0,2,0,0
Chr6-28639437,LOC_Os06g47230,3809,4013,4068,2750,2685,2841,4964,5060,5018,6209,6330,6504
Chr6-28640867,LOC_Os06g47230,0,0,0,0,0,0,0,0,0,6,3,6
Chr6+28706369,LOC_Os06g47350,1253,1208,1314,1052,1141,1023,1637,1653,1683,2565,3020,2445
Chr6+28701964,LOC_Os06g47350,26,51,32,24,21,19,0,23,25,20,31,38
Chr6-29215091,LOC_Os06g48320,14,22,27,0,0,0,0,0,1,0,0,0
Chr6-29217421,LOC_Os06g48320,15,34,64,0,0,0,0,1,0,6,4,2
Chr6-29215435,LOC_Os06g48320,140,148,154,32,19,32,51,39,45,66,66,57
Chr6-29215735,LOC_Os06g48320,0,1,0,1,0,1,1,0,0,1,0,0
Chr6-29215275,LOC_Os06g48320,43,39,19,1,1,1,3,0,3,5,6,5
Chr6-29217696,LOC_Os06g48320,13,33,42,0,1,0,1,0,0,3,3,4
Chr6-29958681,LOC_Os06g49440,0,0,0,4,3,5,1,5,0,1,0,0
Chr6-29955988,LOC_Os06g49440,4,20,31,20,17,21,22,19,22,22,30,38
Chr6-29955619,LOC_Os06g49440,3,2,9,21,20,17,11,15,9,1,6,6
Chr6+31184620,LOC_Os06g51480,3,1,1,11,13,13,18,1,2,5,2,1
Chr6+31184283,LOC_Os06g51480,47,61,37,141,139,142,119,143,88,32,61,47
Chr7+21062,LOC_Os07g01030,0,0,0,17,14,12,3,9,3,6,2,0
Chr7+21337,LOC_Os07g01030,37,15,23,483,492,477,183,235,222,32,29,27
Chr7-451747,LOC_Os07g01770,20,10,10,3,5,7,5,5,3,21,18,21
Chr7-453397,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,4,2,6
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-453618,LOC_Os07g01770,0,0,0,0,1,6,1,3,3,0,1,0
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-607252,LOC_Os07g01990,1,0,1,1,2,0,0,0,0,1,0,0
Chr7-604708,LOC_Os07g01990,204,152,181,243,194,227,113,121,122,150,150,151
Chr7-604833,LOC_Os07g01990,1,2,1,0,0,0,0,0,0,3,2,6
Chr7+798364,LOC_Os07g02340,0,0,0,2,2,0,1,1,1,1,0,2
Chr7+798246,LOC_Os07g02340,1,1,7,0,1,0,0,1,0,0,0,0
Chr7+799174,LOC_Os07g02340,0,5,14,2,6,2,5,6,0,1,1,2
Chr7+798977,LOC_Os07g02340,431,475,503,834,833,793,738,727,727,379,372,382
Chr7+3244556,LOC_Os07g06644,7,14,10,137,150,136,96,100,94,28,30,28
Chr7+3242941,LOC_Os07g06644,0,0,0,14,17,16,6,9,14,0,0,0
Chr7-3847108,LOC_Os07g07680,2,0,3,3,2,2,3,5,2,10,10,8
Chr7-3847055,LOC_Os07g07680,19,16,9,295,328,279,217,207,214,62,72,59
Chr7-4150686,LOC_Os07g08170,10,10,10,0,1,0,0,0,0,0,12,12
Chr7-4151057,LOC_Os07g08170,44,75,137,44,40,36,37,37,38,74,75,79
Chr7-4150765,LOC_Os07g08170,1,0,3,0,0,0,0,0,0,14,15,15
Chr7-4185358,LOC_Os07g08210,38,31,37,44,49,44,35,29,34,33,31,30
Chr7-4185763,LOC_Os07g08210,6,13,7,57,60,37,35,27,38,5,0,14
Chr7-4185233,LOC_Os07g08210,6,5,19,68,68,69,54,55,49,14,14,12
Chr7-5128827,LOC_Os07g09670,8,6,4,0,0,0,0,0,0,6,6,6
Chr7-5128529,LOC_Os07g09670,0,0,0,0,1,1,0,0,0,7,9,8
Chr7-5128678,LOC_Os07g09670,78,48,54,11,8,6,5,6,5,25,24,23
Chr7-6115520,LOC_Os07g11060,2,3,1,0,2,0,0,0,0,0,0,0
Chr7-6108152,LOC_Os07g11060,115,110,110,104,100,128,94,90,90,86,67,84
Chr7-8939846,LOC_Os07g15440,0,0,0,0,0,0,0,0,0,6,6,5
Chr7-8930453,LOC_Os07g15440,30,30,1,0,0,0,0,0,1,14,11,10
Chr7-8938123,LOC_Os07g15440,4,4,1,0,0,0,0,0,0,2,2,3
Chr7-8930109,LOC_Os07g15440,35,7,17,5,4,1,5,9,3,51,56,47
Chr7-10127947,LOC_Os07g17210,4,2,1,0,0,0,0,0,0,2,1,1
Chr7-10133881,LOC_Os07g17210,0,0,0,0,0,0,1,0,0,17,4,4
Chr7-10127706,LOC_Os07g17210,13,32,20,0,0,0,0,0,0,12,14,12
Chr7-10822540,LOC_Os07g18250,4,2,2,2,2,2,1,0,1,0,0,1
Chr7-10817328,LOC_Os07g18250,1,27,2,34,36,33,29,31,29,23,15,16
Chr7-10817417,LOC_Os07g18250,11,3,20,1,1,3,9,8,10,13,19,2
Chr7+11221181,LOC_Os07g18930,29,32,44,6,8,9,1,8,7,16,15,15
Chr7+11221295,LOC_Os07g18930,4,2,0,5,5,1,5,9,6,3,1,3
Chr7+12566795,LOC_Os07g22390,16,2,4,5,4,6,5,4,4,1,1,1
Chr7+12570172,LOC_Os07g22390,37,42,121,67,74,70,79,80,78,58,58,56
Chr7+12566736,LOC_Os07g22390,0,0,0,6,9,6,13,7,8,3,1,1
Chr7-13058176,LOC_Os07g23169,0,1,0,0,0,0,0,0,0,1,1,1
Chr7-13058980,LOC_Os07g23169,2,0,1,0,0,1,1,9,1,1,1,0
Chr7-13057842,LOC_Os07g23169,8,3,16,0,13,5,9,3,6,20,4,16
Chr7-13064601,LOC_Os07g23169,7,2,10,0,0,0,2,0,0,0,1,2
Chr7-13064529,LOC_Os07g23169,9,14,8,8,6,9,4,6,2,13,8,3
Chr7-13064446,LOC_Os07g23169,2,1,3,4,5,3,4,1,1,6,6,9
Chr7-13436763,LOC_Os07g23790,45,25,22,157,91,165,112,119,92,46,34,31
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13439354,LOC_Os07g23790,13,8,21,0,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,0,1,2,0,0,3,0,0,0,0,0,0
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,5,0,0
Chr7-13438691,LOC_Os07g23790,0,0,0,0,0,0,1,0,0,0,0,0
Chr7-13439556,LOC_Os07g23790,8,10,8,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438573,LOC_Os07g23790,18,21,33,0,0,0,1,2,0,10,21,12
Chr7-13513635,LOC_Os07g23900,5,7,7,3,2,3,5,4,6,8,12,8
Chr7-13513516,LOC_Os07g23900,1,0,2,1,0,0,0,0,0,0,0,0
Chr7+15407379,LOC_Os07g26690,0,0,0,1,0,1,0,1,0,1,1,1
Chr7+15410010,LOC_Os07g26690,0,0,0,16,16,22,18,27,18,0,0,3
Chr7+15409709,LOC_Os07g26690,122,144,133,745,765,764,1042,1040,1125,392,408,390
Chr7-16627446,LOC_Os07g28440,0,0,0,1,0,0,0,0,0,0,0,0
Chr7-16628159,LOC_Os07g28440,4,9,2,1,1,0,0,0,0,0,0,0
Chr7-16627852,LOC_Os07g28440,3,0,3,1,2,3,0,0,0,1,1,1
Chr7-16627620,LOC_Os07g28440,374,381,375,476,425,447,322,333,340,296,301,290
Chr7+16675328,LOC_Os07g28480,5,10,5,474,419,338,68,83,78,10,8,4
Chr7+16675251,LOC_Os07g28480,31,14,27,482,431,470,105,92,94,14,14,22
Chr7-17883269,LOC_Os07g30250,7,4,3,4,8,2,1,4,0,5,5,0
Chr7-17881257,LOC_Os07g30250,1,4,0,0,0,0,0,0,0,3,3,5
Chr7-17881209,LOC_Os07g30250,11,4,4,11,13,18,8,7,5,12,17,16
Chr7-17880997,LOC_Os07g30250,3,3,4,102,70,70,46,41,49,2,10,8
Chr7-18246162,LOC_Os07g30820,6,0,2,0,1,0,0,0,0,1,1,1
Chr7-18241608,LOC_Os07g30820,674,625,626,368,423,391,695,726,717,968,969,1055
Chr7-18253476,LOC_Os07g30840,13,12,13,10,9,9,3,8,6,6,8,7
Chr7-18253699,LOC_Os07g30840,162,171,174,81,101,87,91,91,89,207,198,209
Chr7-18253785,LOC_Os07g30840,2,13,3,0,0,0,0,0,0,1,0,3
Chr7-18253842,LOC_Os07g30840,2,6,4,0,0,0,0,0,0,8,9,8
Chr7+18324603,LOC_Os07g30940,210,238,247,84,69,74,119,135,121,340,381,461
Chr7+18324430,LOC_Os07g30940,29,82,77,0,0,0,0,0,0,68,63,46
Chr7+19289539,LOC_Os07g32420,148,154,153,147,64,70,191,185,200,113,132,121
Chr7+19289709,LOC_Os07g32420,175,160,114,316,382,301,351,325,372,212,226,193
Chr7+19288958,LOC_Os07g32420,0,0,0,0,0,0,0,0,0,3,3,4
Chr7+20566854,LOC_Os07g34320,5,6,3,1,3,7,0,0,1,0,0,0
Chr7+20566670,LOC_Os07g34320,0,0,0,1,1,1,0,0,0,0,0,0
Chr7+22571398,LOC_Os07g37640,1,4,5,0,1,2,1,2,0,10,12,11
Chr7+22570551,LOC_Os07g37640,0,2,2,1,0,0,1,1,1,0,0,0
Chr7+22571508,LOC_Os07g37640,80,39,90,21,23,26,26,40,22,204,187,191
Chr7-23507113,LOC_Os07g39270,3,2,9,0,0,0,0,1,2,2,1,2
Chr7-23507310,LOC_Os07g39270,24,13,29,5,6,6,4,0,5,11,17,18
Chr7-23506870,LOC_Os07g39270,9,14,5,4,2,3,1,1,2,12,8,15
Chr7-23507029,LOC_Os07g39270,8,6,11,0,0,0,0,0,0,9,13,27
Chr7-23507510,LOC_Os07g39270,36,30,31,56,126,70,102,102,99,36,31,46
Chr7+23543690,LOC_Os07g39310,33,13,36,5,6,7,4,5,4,15,11,8
Chr7+23544043,LOC_Os07g39310,3,16,9,0,0,0,0,0,0,1,1,1
Chr7+23543533,LOC_Os07g39310,138,178,136,94,83,86,115,112,117,179,154,167
Chr7+23540766,LOC_Os07g39310,2,2,4,2,1,1,0,0,1,4,0,0
Chr7-23893991,LOC_Os07g39850,0,0,0,0,0,1,0,0,0,0,0,0
Chr7-23894122,LOC_Os07g39850,1,2,2,0,1,1,3,5,5,10,11,10
Chr7+23931220,LOC_Os07g39900,936,884,855,298,268,246,214,209,210,794,825,782
Chr7+23926466,LOC_Os07g39900,0,0,0,0,0,0,0,0,0,1,0,0
Chr7+23930644,LOC_Os07g39900,0,0,0,0,0,0,0,0,0,7,7,8
Chr7+26850227,LOC_Os07g45000,257,299,242,195,155,139,173,175,187,131,128,133
Chr7+26850359,LOC_Os07g45000,0,1,2,14,7,11,3,17,0,0,0,1
Chr7+27722459,LOC_Os07g46450,1,1,0,0,0,0,0,0,0,3,5,8
Chr7+27722660,LOC_Os07g46450,1,15,30,28,25,16,19,18,16,41,50,47
Chr7-27783663,LOC_Os07g46520,254,246,272,580,581,522,300,295,310,164,162,161
Chr7-27785620,LOC_Os07g46520,0,0,0,1,0,0,0,0,0,0,0,0
Chr7-27783465,LOC_Os07g46520,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-28191080,LOC_Os07g47150,16,20,36,2,1,1,10,9,13,16,19,21
Chr7-28189797,LOC_Os07g47150,0,0,0,0,0,0,1,2,1,4,4,4
Chr7-29248108,LOC_Os07g48880,1,0,1,2,2,0,0,0,0,1,1,0
Chr7-29247577,LOC_Os07g48880,2,1,1,1,0,2,3,0,0,1,4,8
Chr7-29248465,LOC_Os07g48880,0,0,0,11,8,4,9,10,9,0,2,3
Chr7-29247837,LOC_Os07g48880,13,10,18,22,12,12,7,6,5,23,13,16
Chr7-29295224,LOC_Os07g48960,1,1,2,3,3,2,3,4,1,1,1,1
Chr7-29292322,LOC_Os07g48960,75,55,79,18,22,19,23,32,35,89,75,84
Chr7-29292454,LOC_Os07g48960,52,31,38,5,6,8,22,16,5,81,81,82
Chr7+29370450,LOC_Os07g49040,16,14,11,18,17,17,38,32,27,1,19,17
Chr7+29370153,LOC_Os07g49040,3,0,2,0,1,1,1,0,3,5,3,7
Chr7+29400763,LOC_Os07g49110,0,0,0,4,3,4,0,0,1,0,0,0
Chr7+29401829,LOC_Os07g49110,17,17,15,1044,930,912,352,325,330,12,13,15
Chr7+29400050,LOC_Os07g49110,0,0,0,0,0,0,2,0,0,2,1,2
Chr8+191783,LOC_Os08g01290,3,5,1,6,7,5,8,7,8,0,1,0
Chr8+188813,LOC_Os08g01290,0,0,0,0,0,0,0,0,0,3,4,0
Chr8+191880,LOC_Os08g01290,0,0,3,5,12,18,5,0,6,0,0,0
Chr8+190990,LOC_Os08g01290,0,0,1,1,1,1,0,0,0,0,0,0
Chr8+190741,LOC_Os08g01290,100,119,110,56,54,51,59,64,81,88,100,90
Chr8+698542,LOC_Os08g02110,0,0,0,0,3,0,15,15,8,0,0,0
Chr8+698310,LOC_Os08g02110,0,0,0,37,23,30,116,114,113,0,0,0
Chr8+698624,LOC_Os08g02110,0,0,0,21,18,10,54,52,50,0,0,0
Chr8-768390,LOC_Os08g02230,3,2,3,0,3,0,153,160,152,0,0,0
Chr8-768511,LOC_Os08g02230,1,2,1,1,0,4,25,23,27,0,0,0
Chr8-768102,LOC_Os08g02230,0,0,0,0,0,0,7,8,7,0,0,0
Chr8+1621375,LOC_Os08g03450,743,678,509,191,203,204,608,599,617,1484,1203,1394
Chr8+1620274,LOC_Os08g03450,1,2,2,0,0,0,0,0,1,17,20,22
Chr8+1620496,LOC_Os08g03450,4,5,6,0,0,0,0,0,0,23,32,24
Chr8+1620024,LOC_Os08g03450,5,2,11,0,0,0,0,0,0,24,55,41
Chr8-3326360,LOC_Os08g06090,2,0,0,22,24,26,54,55,62,5,3,3
Chr8-3326520,LOC_Os08g06090,1,0,0,0,0,0,0,0,0,0,0,1
Chr8-3326187,LOC_Os08g06090,0,2,2,1,0,1,4,11,2,0,0,0
Chr8+3685466,LOC_Os08g06500,0,0,0,15,12,12,11,13,5,8,2,4
Chr8+3684290,LOC_Os08g06500,1,0,0,0,0,0,0,0,0,0,0,0
Chr8+3685199,LOC_Os08g06500,2,1,1,1,0,2,0,2,0,5,5,12
Chr8-4416522,LOC_Os08g07850,12,15,19,0,0,0,0,0,0,0,0,0
Chr8-4414657,LOC_Os08g07850,0,0,0,3,1,0,1,0,0,0,0,0
Chr8-4416683,LOC_Os08g07850,7,5,4,0,0,0,0,0,0,0,3,0
Chr8-4406637,LOC_Os08g07850,50,27,66,60,64,59,59,58,65,86,100,90
Chr8+4591234,LOC_Os08g08080,66,63,98,44,50,41,34,50,39,40,33,53
Chr8+4588301,LOC_Os08g08080,0,2,0,0,0,0,2,0,1,7,12,3
Chr8+4589022,LOC_Os08g08080,0,4,2,3,3,3,0,1,6,1,0,2
Chr8+4696656,LOC_Os08g08210,147,123,128,189,176,195,138,126,117,77,78,77
Chr8+4696954,LOC_Os08g08210,1,1,6,0,0,0,1,0,0,7,5,1
Chr8-5806505,LOC_Os08g10020,39,21,81,30749,30375,29913,4055,3943,4336,0,0,1
Chr8-5807976,LOC_Os08g10020,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-7991095,LOC_Os08g13430,0,0,0,6,11,11,0,0,1,0,0,0
Chr8-7991393,LOC_Os08g13430,6,1,0,38,49,41,10,14,12,0,3,2
Chr8-7992843,LOC_Os08g13430,2,0,4,32,35,31,13,9,29,1,2,2
Chr8-7991327,LOC_Os08g13430,3,1,0,6,6,3,1,1,1,4,1,2
Chr8-7992674,LOC_Os08g13430,4,1,4,18,75,51,36,39,39,1,4,3
Chr8+12719261,LOC_Os08g21330,0,0,0,1,1,4,1,0,1,0,0,0
Chr8+12718764,LOC_Os08g21330,1,2,3,2,3,1,1,0,2,4,2,8
Chr8+12719218,LOC_Os08g21330,0,0,0,1,1,1,2,0,0,2,1,1
Chr8-12724304,LOC_Os08g21350,93,149,141,163,138,166,123,126,126,137,169,143
Chr8-12724556,LOC_Os08g21350,138,172,120,11,10,0,6,5,3,49,46,54
Chr8+13074572,LOC_Os08g21840,0,1,0,0,0,0,0,1,1,0,0,0
Chr8+13075843,LOC_Os08g21840,2,4,12,0,0,0,0,0,0,8,5,3
Chr8+13076027,LOC_Os08g21840,1,22,31,22,9,25,25,6,14,45,43,43
Chr8-16519397,LOC_Os08g27040,0,0,0,10,6,8,14,2,14,5,7,5
Chr8-16519628,LOC_Os08g27040,16,79,71,115,121,125,82,82,87,135,118,98
Chr8-16522921,LOC_Os08g27040,0,1,0,0,0,0,0,0,0,0,0,0
Chr8-16915204,LOC_Os08g27759,0,0,0,2,1,2,0,0,1,0,0,0
Chr8-16916653,LOC_Os08g27759,7,3,3,9,6,10,18,14,15,19,19,19
Chr8-16946484,LOC_Os08g27824,19,14,17,9,12,7,9,8,8,31,31,30
Chr8-16946671,LOC_Os08g27824,2,5,5,3,0,0,0,0,0,9,8,7
Chr8-18103293,LOC_Os08g29530,257,265,186,74,71,82,100,96,61,201,210,192
Chr8-18108092,LOC_Os08g29530,3,3,2,2,0,2,0,0,0,0,0,0
Chr8+19207763,LOC_Os08g31090,81,88,56,0,1,0,10,10,16,42,35,43
Chr8+19208087,LOC_Os08g31090,9,6,4,0,0,0,0,0,0,11,9,6
Chr8+19548979,LOC_Os08g31580,445,381,388,161,231,280,257,259,263,341,318,324
Chr8+19547661,LOC_Os08g31580,15,33,24,0,0,0,1,2,2,15,8,17
Chr8+19698137,LOC_Os08g31769,42,19,13,8,7,8,10,12,13,62,60,77
Chr8+19693840,LOC_Os08g31769,0,25,4,4,3,3,3,1,4,3,1,3
Chr8+20565942,LOC_Os08g33082,4,4,1,0,1,0,0,0,0,2,1,2
Chr8+20566194,LOC_Os08g33082,23,18,28,41,40,39,29,29,34,101,120,89
Chr8+20560447,LOC_Os08g33082,1,1,0,0,1,0,1,0,0,0,0,0
Chr8-22219629,LOC_Os08g35220,0,5,0,0,0,0,1,1,1,1,0,0
Chr8-22220044,LOC_Os08g35220,24,19,19,62,43,44,18,20,26,27,24,14
Chr8-22219953,LOC_Os08g35220,5,0,2,11,3,4,9,12,6,3,6,6
Chr8-23219154,LOC_Os08g36774,117,133,145,105,105,106,115,114,116,269,276,282
Chr8-23218888,LOC_Os08g36774,0,0,0,0,0,0,0,0,2,0,5,1
Chr8-23229774,LOC_Os08g36774,0,0,0,1,0,0,1,0,0,0,0,1
Chr8-23229595,LOC_Os08g36774,23,5,5,0,0,0,0,0,0,6,1,5
Chr8+23717394,LOC_Os08g37432,80,91,79,96,88,39,53,55,46,24,17,17
Chr8+23717490,LOC_Os08g37432,0,0,0,0,2,3,0,0,1,1,1,0
Chr8+23714230,LOC_Os08g37432,15,22,10,4,2,4,5,5,5,6,9,12
Chr8+24499077,LOC_Os08g38740,36,19,22,0,2,1,2,0,1,12,12,12
Chr8+24498123,LOC_Os08g38740,0,2,2,0,0,0,0,0,0,3,2,3
Chr8+24498068,LOC_Os08g38740,1,1,2,0,0,0,0,0,0,4,3,2
Chr8+24713013,LOC_Os08g39120,0,0,0,1,1,1,1,0,0,0,0,0
Chr8+24715539,LOC_Os08g39120,6,11,11,7,7,7,16,11,8,10,7,25
Chr8+24715695,LOC_Os08g39120,3,5,0,0,0,0,1,2,1,2,2,2
Chr8+24715432,LOC_Os08g39120,3,3,2,0,0,0,0,2,2,0,1,0
Chr8+25940341,LOC_Os08g41010,0,0,0,1,4,1,1,2,4,0,0,0
Chr8+25942290,LOC_Os08g41010,276,253,265,36,47,37,36,46,24,214,237,232
Chr8+25940856,LOC_Os08g41010,0,0,1,2,2,1,3,3,2,0,0,0
Chr8+25940715,LOC_Os08g41010,14,23,21,48,48,30,51,48,55,12,21,15
Chr8+25942446,LOC_Os08g41010,41,20,49,9,11,9,2,8,9,21,27,17
Chr8-26165335,LOC_Os08g41440,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-26165429,LOC_Os08g41440,0,0,0,0,3,0,6,2,4,0,0,0
Chr8-26165225,LOC_Os08g41440,0,0,0,3,5,4,18,21,17,0,0,1
Chr8-26165067,LOC_Os08g41440,16,0,4,23,14,13,64,57,78,6,3,3
Chr8-26842165,LOC_Os08g42470,2,0,2,1,1,1,1,0,0,0,0,0
Chr8-26841065,LOC_Os08g42470,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+28019336,LOC_Os08g44560,4,4,27,0,0,1,0,2,2,0,1,0
Chr8+28019959,LOC_Os08g44560,2,20,27,7,4,3,1,1,0,2,7,2
Chr8+28019221,LOC_Os08g44560,4,2,1,1,1,0,3,1,5,7,6,4
Chr8+28020252,LOC_Os08g44560,31,34,22,23,27,28,13,11,6,21,20,25
Chr8+28345550,LOC_Os08g45140,13,35,21,68,87,109,42,42,45,20,19,17
Chr8+28345480,LOC_Os08g45140,12,16,18,5,4,5,0,2,0,6,4,7
Chr9-3494968,LOC_Os09g07154,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-3494310,LOC_Os09g07154,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-3493970,LOC_Os09g07154,0,0,0,0,0,0,1,0,0,0,0,0
Chr9-4201088,LOC_Os09g08130,1,1,2,4,10,5,3,3,3,0,0,0
Chr9-4201179,LOC_Os09g08130,0,0,0,1,0,1,1,0,0,1,3,0
Chr9-4200791,LOC_Os09g08130,1,7,0,1,2,2,1,1,1,0,0,0
Chr9-4502975,LOC_Os09g08620,29,9,24,17,11,19,8,7,8,4,4,5
Chr9-4504354,LOC_Os09g08620,1,5,3,2,1,2,3,0,3,1,0,0
Chr9-5838299,LOC_Os09g10710,10,30,20,10,14,12,12,15,13,24,20,20
Chr9-5837818,LOC_Os09g10710,102,137,152,126,139,139,96,95,100,169,255,193
Chr9-9970573,LOC_Os09g16330,179,183,164,142,141,164,165,172,170,11,11,11
Chr9-9976956,LOC_Os09g16330,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-9978437,LOC_Os09g16330,1,1,0,0,0,0,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,0,0,0,1,3,1,0,0,0,1,1,1
Chr9+11808918,LOC_Os09g19734,98,116,99,303,296,300,417,392,424,131,127,107
Chr9+11815322,LOC_Os09g19734,0,3,1,31,15,27,22,12,15,1,1,1
Chr9-11913911,LOC_Os09g19910,8,5,7,1,0,1,0,0,1,1,9,18
Chr9-11913665,LOC_Os09g19910,55,60,47,27,22,16,54,51,49,87,89,94
Chr9-11920887,LOC_Os09g19930,2,2,2,0,0,0,0,0,0,0,0,0
Chr9-11920518,LOC_Os09g19930,2,0,2,0,0,0,0,0,0,0,0,0
Chr9-12289976,LOC_Os09g20430,17,12,3,17,17,12,5,4,4,5,7,5
Chr9-12290869,LOC_Os09g20430,8,7,8,0,0,0,0,0,0,1,0,0
Chr9-13141232,LOC_Os09g21689,5,3,2,5,7,3,0,0,2,4,4,3
Chr9-13143923,LOC_Os09g21689,1,0,1,1,0,0,0,0,0,4,2,2
Chr9-13140575,LOC_Os09g21689,28,11,17,36,36,36,35,47,44,29,27,30
Chr9-13144064,LOC_Os09g21689,3,1,1,1,0,4,3,3,2,10,7,8
Chr9-13141141,LOC_Os09g21689,5,3,0,0,1,1,1,0,1,0,0,0
Chr9-13140981,LOC_Os09g21689,6,0,9,0,5,2,0,2,3,0,0,0
Chr9-13146026,LOC_Os09g21689,2,0,2,20,23,20,12,11,12,6,11,8
Chr9-15450591,LOC_Os09g25784,0,0,4,10,11,10,2,1,2,1,0,0
Chr9-15454658,LOC_Os09g25784,1,2,1,0,1,1,0,0,0,0,0,0
Chr9-15451257,LOC_Os09g25784,1,1,2,0,0,0,0,0,0,0,0,0
