chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_20days1,leaf_20days2,leaf_20days3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3
Chr6-20034649,LOC_Os06g34440,2,11,16,2,7,2,3,3,1,0,0,0
Chr6-20223915,LOC_Os06g34790,178,173,174,327,375,363,250,229,236,636,174,296
Chr6-20223699,LOC_Os06g34790,0,0,0,0,0,3,0,1,1,5,27,1
Chr6-20635351,LOC_Os06g35410,90,57,48,33,17,36,14,10,18,4,6,8
Chr6-20635415,LOC_Os06g35410,3,3,3,0,0,0,0,0,0,0,0,0
Chr6-20998099,LOC_Os06g35960,75,50,44,1,1,4,1,6,8,3,8,0
Chr6-20996340,LOC_Os06g35960,703,662,676,2,4,0,28,28,27,6,7,10
Chr6-21069550,LOC_Os06g36050,44,31,27,56,61,53,22,14,15,107,92,127
Chr6-21066261,LOC_Os06g36050,0,2,0,4,3,4,15,16,15,14,23,35
Chr6-21414841,LOC_Os06g36480,1,2,0,1,0,1,0,0,0,0,0,0
Chr6-21421108,LOC_Os06g36480,2,0,1,3,1,2,3,2,3,6,0,14
Chr6-21414776,LOC_Os06g36480,0,0,2,0,3,2,0,0,1,0,0,0
Chr6-21963477,LOC_Os06g37180,42,5,23,3,4,3,48,27,33,0,0,0
Chr6-21963207,LOC_Os06g37180,690,587,673,734,716,697,1127,1149,1133,530,140,954
Chr6-23087555,LOC_Os06g38910,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-23086909,LOC_Os06g38910,2,12,6,3,4,3,6,7,6,16,13,32
Chr6+23846208,LOC_Os06g40060,3,5,4,0,0,0,0,0,0,0,0,0
Chr6+23846628,LOC_Os06g40060,7,5,3,0,0,0,2,2,4,1,0,0
Chr6+23846762,LOC_Os06g40060,0,0,1,0,0,0,0,0,0,0,0,0
Chr6+23847017,LOC_Os06g40060,138,173,104,148,125,139,369,310,318,464,327,499
Chr6+23844369,LOC_Os06g40060,3,5,8,0,0,0,0,0,0,1,0,0
Chr6+23846874,LOC_Os06g40060,1,5,2,0,0,0,1,0,1,0,0,0
Chr6-25073605,LOC_Os06g41810,10,1,10,21,15,45,9,7,10,0,0,0
Chr6-25073255,LOC_Os06g41810,1,3,3,2,1,2,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,27,28,28,55,94,112,23,35,24,2,2,8
Chr6-25899616,LOC_Os06g43090,0,3,5,0,2,0,3,0,4,2,9,6
Chr6-25899526,LOC_Os06g43090,14,9,14,4,3,2,28,29,38,0,0,0
Chr6-25899445,LOC_Os06g43090,9,11,10,1,5,6,103,102,160,19,27,41
Chr6-25899296,LOC_Os06g43090,1,1,1,0,0,0,3,3,0,0,0,0
Chr6+26303034,LOC_Os06g43680,17,11,16,19,18,15,5,2,3,0,0,0
Chr6+26297637,LOC_Os06g43680,13,14,14,0,0,0,0,0,0,0,0,0
Chr6+26302824,LOC_Os06g43680,11,6,11,6,4,3,6,7,1,8,5,3
Chr6+26303103,LOC_Os06g43680,44,58,26,66,65,62,19,12,19,1,9,33
Chr6-26637991,LOC_Os06g44150,1,0,2,9,8,8,1,1,1,9,38,1
Chr6-26635719,LOC_Os06g44150,1,3,2,61,40,42,15,12,3,0,0,0
Chr6-26635628,LOC_Os06g44150,2,5,3,62,60,47,8,11,11,39,17,58
Chr6-26948705,LOC_Os06g44620,5,1,6,0,0,1,0,0,0,0,0,0
Chr6-26945604,LOC_Os06g44620,2,2,1,0,0,0,0,0,0,0,0,0
Chr6-26943172,LOC_Os06g44620,124,109,98,185,151,224,45,103,80,50,3,12
Chr6+27561599,LOC_Os06g45540,2,2,1,0,0,0,39,40,40,0,0,0
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,11,6,13,15,15,8
Chr6+27561347,LOC_Os06g45540,2,0,1,0,0,0,4,7,4,0,0,0
Chr6+28402076,LOC_Os06g46770,1,22,8,0,0,0,0,0,0,0,0,0
Chr6+28404272,LOC_Os06g46770,6,0,0,8,2,8,1,1,2,0,0,0
Chr6-28641300,LOC_Os06g47230,3,4,3,0,0,0,0,2,3,0,0,0
Chr6-28639437,LOC_Os06g47230,4900,5043,4690,2562,2680,2491,1924,1469,1413,4276,3428,3839
Chr6-28640867,LOC_Os06g47230,1,2,1,0,0,0,0,0,0,42,0,3
Chr6+28706369,LOC_Os06g47350,1199,1339,1586,997,932,780,398,346,316,146,1047,88
Chr6+28701964,LOC_Os06g47350,28,27,18,6,6,8,1,0,2,20,56,2
Chr6-29215091,LOC_Os06g48320,5,5,8,0,0,0,1,1,0,0,0,0
Chr6-29217421,LOC_Os06g48320,18,17,32,0,0,0,3,3,3,0,0,0
Chr6-29215435,LOC_Os06g48320,105,226,71,19,19,17,206,217,182,200,89,106
Chr6-29215735,LOC_Os06g48320,3,0,4,5,1,0,1,0,0,1,1,0
Chr6-29215275,LOC_Os06g48320,30,23,15,3,2,0,37,41,30,43,35,42
Chr6-29217696,LOC_Os06g48320,6,12,1,0,1,0,0,1,1,0,0,0
Chr6-29958681,LOC_Os06g49440,0,1,0,1,1,3,0,1,0,0,0,0
Chr6-29955988,LOC_Os06g49440,17,7,10,24,31,16,9,10,19,19,22,40
Chr6-29955619,LOC_Os06g49440,0,3,5,25,16,16,3,5,3,0,0,0
Chr6+31184620,LOC_Os06g51480,7,4,4,5,0,7,3,8,9,0,0,0
Chr6+31184283,LOC_Os06g51480,46,45,44,129,118,123,51,51,46,166,100,249
Chr7+21062,LOC_Os07g01030,9,5,3,26,25,30,2,1,0,0,0,0
Chr7+21337,LOC_Os07g01030,23,24,25,566,512,512,34,22,22,23,54,44
Chr7-451747,LOC_Os07g01770,16,17,16,0,4,1,5272,5552,5062,67794,71474,44021
Chr7-453397,LOC_Os07g01770,0,0,0,0,0,0,0,1,2,9,19,3
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,22,19,8
Chr7-453618,LOC_Os07g01770,0,0,0,0,0,0,2,1,3,2,0,2
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,366,362,619,235,309,277
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,7,25,16,125,110,110
Chr7-607252,LOC_Os07g01990,0,0,0,1,1,0,0,1,0,6,2,0
Chr7-604708,LOC_Os07g01990,99,99,176,188,284,212,113,133,133,230,212,218
Chr7-604833,LOC_Os07g01990,10,7,8,0,1,0,1,0,0,0,0,0
Chr7+798364,LOC_Os07g02340,6,0,5,0,0,0,1,0,1,34,41,28
Chr7+798246,LOC_Os07g02340,2,9,6,0,0,0,2,1,0,0,0,0
Chr7+799174,LOC_Os07g02340,5,0,6,12,12,12,15,11,10,36,28,72
Chr7+798977,LOC_Os07g02340,330,260,318,1089,1151,1099,809,829,932,1076,1621,1268
Chr7+3244556,LOC_Os07g06644,11,18,14,411,450,428,35,32,31,30,30,19
Chr7+3242941,LOC_Os07g06644,0,0,0,30,38,34,4,4,4,12,1,4
Chr7-3847108,LOC_Os07g07680,0,1,0,3,0,1,3,2,0,1,3,2
Chr7-3847055,LOC_Os07g07680,31,30,32,147,118,161,146,124,133,102,66,31
Chr7-4150686,LOC_Os07g08170,3,5,2,15,6,3,1,1,2,0,0,0
Chr7-4151057,LOC_Os07g08170,50,49,51,19,27,22,25,3,22,31,8,28
Chr7-4150765,LOC_Os07g08170,4,5,2,0,0,1,0,0,0,0,0,0
Chr7-4185358,LOC_Os07g08210,31,19,18,27,38,37,30,37,41,71,32,7
Chr7-4185763,LOC_Os07g08210,3,3,3,33,36,35,27,15,21,29,2,57
Chr7-4185233,LOC_Os07g08210,6,22,6,61,45,33,15,16,28,1,118,23
Chr7-5128827,LOC_Os07g09670,6,3,8,0,0,0,0,0,0,0,0,0
Chr7-5128529,LOC_Os07g09670,8,19,20,6,0,7,0,4,0,0,0,0
Chr7-5128678,LOC_Os07g09670,120,70,26,17,14,8,7,2,9,7,3,23
Chr7-6115520,LOC_Os07g11060,1,1,1,3,3,3,0,0,0,8,17,17
Chr7-6108152,LOC_Os07g11060,156,84,176,130,114,137,258,254,264,109,7,47
Chr7-8939846,LOC_Os07g15440,3,21,18,0,0,0,2,2,0,1,0,0
Chr7-8930453,LOC_Os07g15440,16,14,13,0,0,0,1,1,0,18,29,14
Chr7-8938123,LOC_Os07g15440,3,1,4,0,0,0,0,0,0,0,0,0
Chr7-8930109,LOC_Os07g15440,18,66,35,1,1,0,10,9,9,0,0,0
Chr7-10127947,LOC_Os07g17210,5,3,7,0,0,0,0,2,5,1,0,1
Chr7-10133881,LOC_Os07g17210,4,2,3,2,1,3,6,5,5,1,8,15
Chr7-10127706,LOC_Os07g17210,17,15,20,1,0,2,46,39,32,35,25,24
Chr7-10822540,LOC_Os07g18250,2,0,9,1,0,1,1,1,2,1,2,1
Chr7-10817328,LOC_Os07g18250,6,6,9,31,27,27,19,24,25,34,19,4
Chr7-10817417,LOC_Os07g18250,4,5,9,2,4,3,12,13,10,0,0,0
Chr7+11221181,LOC_Os07g18930,26,22,23,7,3,9,6,3,4,4,1,6
Chr7+11221295,LOC_Os07g18930,2,4,2,7,12,3,1,2,2,0,0,0
Chr7+12566795,LOC_Os07g22390,6,3,3,6,11,1,1,3,0,0,0,0
Chr7+12570172,LOC_Os07g22390,68,51,37,14,32,49,63,60,66,15,12,1
Chr7+12566736,LOC_Os07g22390,2,2,3,3,3,5,13,14,14,0,0,0
Chr7-13058176,LOC_Os07g23169,0,0,0,0,0,0,0,0,0,20,13,5
Chr7-13058980,LOC_Os07g23169,0,0,5,2,0,4,2,3,3,0,0,0
Chr7-13057842,LOC_Os07g23169,18,18,21,3,2,2,8,1,9,0,0,0
Chr7-13064601,LOC_Os07g23169,0,0,2,1,2,1,1,1,1,0,0,0
Chr7-13064529,LOC_Os07g23169,0,11,21,4,10,15,3,2,1,0,0,0
Chr7-13064446,LOC_Os07g23169,2,6,5,11,0,14,1,1,3,0,0,0
Chr7-13436763,LOC_Os07g23790,21,39,54,139,183,152,188,182,184,66,5,405
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,19,27,19
Chr7-13439354,LOC_Os07g23790,19,43,70,0,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,3,4,1,0,0,0,0,0,0,1,1,1
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,1,0,0,47,91,15
Chr7-13438691,LOC_Os07g23790,4,3,1,0,0,0,0,0,0,11,21,18
Chr7-13439556,LOC_Os07g23790,1,0,1,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,18,3,11
Chr7-13438573,LOC_Os07g23790,11,13,11,5,2,6,5,6,2,0,0,0
Chr7-13513635,LOC_Os07g23900,3,19,8,0,0,0,5,8,4,0,0,0
Chr7-13513516,LOC_Os07g23900,0,0,0,0,0,0,1,1,0,5,2,0
Chr7+15407379,LOC_Os07g26690,0,0,0,1,2,3,1,1,1,0,0,0
Chr7+15410010,LOC_Os07g26690,2,2,3,67,65,63,8,10,8,19,8,8
Chr7+15409709,LOC_Os07g26690,302,357,340,2641,2585,2955,609,653,621,644,584,647
Chr7-16627446,LOC_Os07g28440,0,0,0,1,3,0,0,0,0,16,25,8
Chr7-16628159,LOC_Os07g28440,0,0,0,0,0,0,0,0,0,11,12,6
Chr7-16627852,LOC_Os07g28440,7,7,7,0,0,0,0,0,1,0,11,5
Chr7-16627620,LOC_Os07g28440,307,286,472,295,336,315,601,761,887,12402,11939,10401
Chr7+16675328,LOC_Os07g28480,4,1,2,216,237,229,0,0,0,4,72,1
Chr7+16675251,LOC_Os07g28480,16,15,16,172,213,162,0,0,0,68,118,49
Chr7-17883269,LOC_Os07g30250,10,5,5,10,7,6,7,7,4,21,121,40
Chr7-17881257,LOC_Os07g30250,6,7,15,0,0,0,0,0,0,0,0,0
Chr7-17881209,LOC_Os07g30250,11,10,5,8,14,18,19,16,13,0,0,0
Chr7-17880997,LOC_Os07g30250,6,7,6,107,134,147,62,42,66,27,51,4
Chr7-18246162,LOC_Os07g30820,4,2,3,0,0,0,2,6,3,0,0,0
Chr7-18241608,LOC_Os07g30820,699,678,733,357,366,321,185,140,182,480,16,401
Chr7-18253476,LOC_Os07g30840,4,0,7,15,18,19,10,1,7,5,2,1
Chr7-18253699,LOC_Os07g30840,215,228,197,101,104,89,144,156,148,125,95,59
Chr7-18253785,LOC_Os07g30840,3,1,1,0,0,0,0,0,0,0,0,0
Chr7-18253842,LOC_Os07g30840,13,13,12,0,0,0,0,0,0,0,0,0
Chr7+18324603,LOC_Os07g30940,181,217,270,97,107,88,67,45,60,92,83,52
Chr7+18324430,LOC_Os07g30940,65,155,84,0,0,0,0,0,0,0,0,0
Chr7+19289539,LOC_Os07g32420,140,94,132,64,61,63,63,66,60,97,92,53
Chr7+19289709,LOC_Os07g32420,156,165,170,260,266,285,85,76,60,323,78,83
Chr7+19288958,LOC_Os07g32420,1,2,0,1,0,0,0,0,1,0,0,0
Chr7+20566854,LOC_Os07g34320,1,4,2,7,5,5,1,0,1,1,2,11
Chr7+20566670,LOC_Os07g34320,0,0,0,0,0,0,0,0,0,0,0,0
Chr7+22571398,LOC_Os07g37640,7,4,19,0,0,0,0,0,0,0,0,0
Chr7+22570551,LOC_Os07g37640,0,0,0,1,0,1,0,0,1,7,8,5
Chr7+22571508,LOC_Os07g37640,106,118,107,21,19,18,43,36,45,84,66,7
Chr7-23507113,LOC_Os07g39270,1,1,1,1,0,0,2,2,1,3,2,2
Chr7-23507310,LOC_Os07g39270,20,13,16,6,6,9,34,33,33,19,15,13
Chr7-23506870,LOC_Os07g39270,14,10,11,5,3,0,24,31,10,3,0,4
Chr7-23507029,LOC_Os07g39270,11,20,12,4,2,2,6,4,1,1,17,1
Chr7-23507510,LOC_Os07g39270,16,17,19,116,133,131,290,293,290,100,54,180
Chr7+23543690,LOC_Os07g39310,34,38,43,2,3,4,5,4,7,0,0,0
Chr7+23544043,LOC_Os07g39310,3,0,2,0,0,1,0,0,0,31,23,23
Chr7+23543533,LOC_Os07g39310,169,161,152,50,46,51,64,72,83,4,58,42
Chr7+23540766,LOC_Os07g39310,2,2,4,3,11,3,3,3,3,12,4,5
Chr7-23893991,LOC_Os07g39850,0,0,0,1,1,1,0,0,0,0,0,0
Chr7-23894122,LOC_Os07g39850,12,14,12,1,1,1,64,63,28,36,18,57
Chr7+23931220,LOC_Os07g39900,875,758,798,354,337,332,166,199,189,898,28,1251
Chr7+23926466,LOC_Os07g39900,0,0,0,0,0,0,1,0,0,11,6,4
Chr7+23930644,LOC_Os07g39900,4,5,2,0,0,0,0,0,0,0,0,0
Chr7+26850227,LOC_Os07g45000,214,264,207,170,187,177,28,44,56,109,117,122
Chr7+26850359,LOC_Os07g45000,1,0,0,20,20,10,4,2,0,0,0,0
Chr7+27722459,LOC_Os07g46450,8,8,20,0,0,0,0,0,1,1,0,5
Chr7+27722660,LOC_Os07g46450,51,32,27,28,19,34,39,39,44,11,2,11
Chr7-27783663,LOC_Os07g46520,181,206,172,1159,1117,1176,1529,1662,1654,59,785,1323
Chr7-27785620,LOC_Os07g46520,5,1,0,9,0,2,6,2,7,0,0,0
Chr7-27783465,LOC_Os07g46520,0,0,0,2,3,0,7,7,4,0,0,0
Chr7-28191080,LOC_Os07g47150,13,10,14,7,4,4,20,22,20,17,2,7
Chr7-28189797,LOC_Os07g47150,3,0,2,0,0,0,2,0,0,0,0,0
Chr7-29248108,LOC_Os07g48880,2,0,1,0,1,0,1,1,0,6,0,0
Chr7-29247577,LOC_Os07g48880,0,2,0,1,8,0,2,1,1,0,0,0
Chr7-29248465,LOC_Os07g48880,5,3,6,12,12,18,3,6,6,4,0,0
Chr7-29247837,LOC_Os07g48880,12,15,16,12,10,8,3,2,6,1,10,4
Chr7-29295224,LOC_Os07g48960,3,2,2,4,5,0,1,1,2,10,28,2
Chr7-29292322,LOC_Os07g48960,108,55,83,4,7,2,22,22,24,5,33,13
Chr7-29292454,LOC_Os07g48960,46,44,41,4,4,3,20,27,22,40,4,91
Chr7+29370450,LOC_Os07g49040,19,10,13,34,43,63,72,63,70,216,290,17
Chr7+29370153,LOC_Os07g49040,10,6,9,0,0,0,8,12,5,0,0,0
Chr7+29400763,LOC_Os07g49110,0,0,0,1,1,1,0,0,0,0,0,0
Chr7+29401829,LOC_Os07g49110,7,6,5,1458,1511,1480,70,56,62,86,53,15
Chr7+29400050,LOC_Os07g49110,0,0,0,1,3,4,3,2,3,0,0,0
Chr8+191783,LOC_Os08g01290,4,3,2,1,4,7,4,3,5,0,0,0
Chr8+188813,LOC_Os08g01290,6,5,6,0,0,0,0,0,0,0,0,0
Chr8+191880,LOC_Os08g01290,0,0,0,0,0,6,2,1,2,0,0,0
Chr8+190990,LOC_Os08g01290,4,0,1,0,2,1,0,0,0,0,0,0
Chr8+190741,LOC_Os08g01290,141,114,131,50,51,56,15,23,16,45,30,45
Chr8+698542,LOC_Os08g02110,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+698310,LOC_Os08g02110,0,0,0,0,0,0,0,0,0,2,1,24
Chr8+698624,LOC_Os08g02110,0,0,0,0,0,0,0,0,0,5,37,107
Chr8-768390,LOC_Os08g02230,0,0,1,405,388,348,0,0,4,24,37,32
Chr8-768511,LOC_Os08g02230,0,0,0,51,39,36,0,0,0,0,0,0
Chr8-768102,LOC_Os08g02230,0,0,0,67,67,68,0,0,0,0,0,0
Chr8+1621375,LOC_Os08g03450,827,813,624,169,175,153,298,311,350,273,208,348
Chr8+1620274,LOC_Os08g03450,11,13,12,0,0,0,0,0,0,0,0,0
Chr8+1620496,LOC_Os08g03450,5,15,1,1,1,1,1,0,1,5,3,3
Chr8+1620024,LOC_Os08g03450,18,14,10,0,0,0,0,0,0,0,0,0
Chr8-3326360,LOC_Os08g06090,7,2,6,52,62,64,178,184,190,532,1329,1606
Chr8-3326520,LOC_Os08g06090,0,0,0,0,0,0,0,1,0,44,47,44
Chr8-3326187,LOC_Os08g06090,1,2,0,11,3,3,19,21,19,1,25,0
Chr8+3685466,LOC_Os08g06500,1,0,3,12,3,3,9,4,12,10,17,24
Chr8+3684290,LOC_Os08g06500,0,0,1,0,0,1,1,1,1,1,0,0
Chr8+3685199,LOC_Os08g06500,3,2,1,0,2,0,2,2,2,0,0,0
Chr8-4416522,LOC_Os08g07850,0,0,1,2,0,1,0,3,0,0,0,0
Chr8-4414657,LOC_Os08g07850,0,0,0,6,5,7,1,1,0,0,5,2
Chr8-4416683,LOC_Os08g07850,1,0,0,1,6,1,4,4,4,0,0,0
Chr8-4406637,LOC_Os08g07850,47,37,71,55,55,28,27,32,31,2,13,17
Chr8+4591234,LOC_Os08g08080,96,21,90,53,52,52,31,36,29,8,35,10
Chr8+4588301,LOC_Os08g08080,0,0,0,0,0,0,1,2,2,0,0,0
Chr8+4589022,LOC_Os08g08080,5,1,3,7,6,6,17,5,6,53,118,43
Chr8+4696656,LOC_Os08g08210,122,127,119,183,179,210,151,128,143,0,38,0
Chr8+4696954,LOC_Os08g08210,4,1,1,0,1,0,0,1,0,0,0,0
Chr8-5806505,LOC_Os08g10020,2,0,2,39167,34513,37539,91,166,170,970,1699,4472
Chr8-5807976,LOC_Os08g10020,1,0,0,0,2,4,0,2,0,0,2,4
Chr8-7991095,LOC_Os08g13430,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-7991393,LOC_Os08g13430,1,3,0,11,15,8,0,0,0,2,7,2
Chr8-7992843,LOC_Os08g13430,4,5,6,51,46,47,3,3,4,7,8,4
Chr8-7991327,LOC_Os08g13430,0,0,0,3,3,5,0,0,0,0,0,0
Chr8-7992674,LOC_Os08g13430,0,3,2,41,32,31,7,5,4,34,9,17
Chr8+12719261,LOC_Os08g21330,0,0,0,0,0,0,0,0,1,0,0,0
Chr8+12718764,LOC_Os08g21330,1,0,3,0,0,0,4,19,8,7,9,9
Chr8+12719218,LOC_Os08g21330,0,0,0,5,5,2,0,2,3,0,0,0
Chr8-12724304,LOC_Os08g21350,227,212,221,170,167,152,87,96,96,424,73,338
Chr8-12724556,LOC_Os08g21350,116,124,137,0,1,0,11,8,8,97,21,70
Chr8+13074572,LOC_Os08g21840,0,1,3,6,1,2,0,0,0,7,4,9
Chr8+13075843,LOC_Os08g21840,1,8,4,0,0,0,5,5,3,0,0,0
Chr8+13076027,LOC_Os08g21840,32,30,36,14,1,3,89,43,67,45,11,59
Chr8-16519397,LOC_Os08g27040,12,3,2,3,2,8,2,4,3,4,26,13
Chr8-16519628,LOC_Os08g27040,94,84,84,57,58,75,59,48,50,138,134,38
Chr8-16522921,LOC_Os08g27040,0,0,0,1,0,1,1,0,0,15,3,12
Chr8-16915204,LOC_Os08g27759,0,0,0,0,2,1,0,0,0,2,0,3
Chr8-16916653,LOC_Os08g27759,21,18,20,0,9,2,3,3,7,82,70,123
Chr8-16946484,LOC_Os08g27824,32,32,36,11,0,0,19,25,31,12,15,10
Chr8-16946671,LOC_Os08g27824,8,10,15,0,2,0,0,0,0,0,0,0
Chr8-18103293,LOC_Os08g29530,173,312,204,127,118,116,175,174,157,41,128,77
Chr8-18108092,LOC_Os08g29530,1,0,1,0,0,0,0,0,0,21,9,4
Chr8+19207763,LOC_Os08g31090,80,76,98,3,1,0,118,125,137,32,9,154
Chr8+19208087,LOC_Os08g31090,8,8,8,0,0,0,6,16,11,0,0,0
Chr8+19548979,LOC_Os08g31580,328,559,567,244,250,233,547,541,581,222,42,125
Chr8+19547661,LOC_Os08g31580,37,31,37,3,3,5,3,5,4,0,0,0
Chr8+19698137,LOC_Os08g31769,96,37,68,9,6,1,69,72,73,36,399,6
Chr8+19693840,LOC_Os08g31769,4,8,3,6,1,5,4,4,2,15,15,27
Chr8+20565942,LOC_Os08g33082,0,1,0,2,2,0,0,2,1,1,0,0
Chr8+20566194,LOC_Os08g33082,58,69,55,55,55,55,39,33,37,12,11,1
Chr8+20560447,LOC_Os08g33082,1,1,1,3,0,2,0,0,0,1,0,4
Chr8-22219629,LOC_Os08g35220,0,0,0,0,0,0,0,1,0,10,6,9
Chr8-22220044,LOC_Os08g35220,61,16,26,36,40,41,23,16,13,84,37,49
Chr8-22219953,LOC_Os08g35220,0,0,0,4,4,3,2,4,0,0,0,0
Chr8-23219154,LOC_Os08g36774,185,174,185,116,84,105,43,41,36,46,18,78
Chr8-23218888,LOC_Os08g36774,1,0,1,0,1,0,0,0,0,0,0,0
Chr8-23229774,LOC_Os08g36774,0,0,0,1,1,2,1,0,0,2,3,0
Chr8-23229595,LOC_Os08g36774,4,4,4,0,0,0,0,0,0,0,0,0
Chr8+23717394,LOC_Os08g37432,54,41,35,209,213,214,8,2,10,14,53,36
Chr8+23717490,LOC_Os08g37432,2,2,0,11,6,8,1,0,0,0,0,0
Chr8+23714230,LOC_Os08g37432,18,20,19,3,3,1,3,0,1,15,22,32
Chr8+24499077,LOC_Os08g38740,16,21,20,0,0,0,187,158,161,179,121,154
Chr8+24498123,LOC_Os08g38740,7,9,13,0,0,0,0,2,1,0,0,0
Chr8+24498068,LOC_Os08g38740,17,2,1,0,0,0,0,0,0,0,0,0
Chr8+24713013,LOC_Os08g39120,0,0,0,2,3,2,0,0,0,7,8,9
Chr8+24715539,LOC_Os08g39120,13,16,12,10,9,8,13,10,24,3,91,1
Chr8+24715695,LOC_Os08g39120,1,4,1,0,0,1,4,1,4,0,0,0
Chr8+24715432,LOC_Os08g39120,4,2,1,0,0,0,2,1,0,0,0,0
Chr8+25940341,LOC_Os08g41010,0,0,0,1,2,2,0,1,1,0,0,0
Chr8+25942290,LOC_Os08g41010,193,273,184,35,31,26,41,37,33,8,4,1
Chr8+25940856,LOC_Os08g41010,0,0,0,0,10,1,3,3,3,0,0,0
Chr8+25940715,LOC_Os08g41010,12,29,22,37,38,38,30,34,32,35,9,27
Chr8+25942446,LOC_Os08g41010,21,17,23,14,1,6,3,0,0,6,27,13
Chr8-26165335,LOC_Os08g41440,0,0,0,0,0,0,1,0,0,19,28,6
Chr8-26165429,LOC_Os08g41440,0,0,0,0,0,0,4,3,0,1,0,1
Chr8-26165225,LOC_Os08g41440,0,0,0,0,0,1,23,10,21,34,3,5
Chr8-26165067,LOC_Os08g41440,5,6,2,3,17,14,72,54,55,65,94,53
Chr8-26842165,LOC_Os08g42470,0,1,0,2,1,2,0,0,0,3,17,34
Chr8-26841065,LOC_Os08g42470,0,0,0,1,1,3,0,0,0,0,0,0
Chr8+28019336,LOC_Os08g44560,5,7,12,1,0,1,1,0,0,0,0,0
Chr8+28019959,LOC_Os08g44560,8,2,2,1,2,2,3,1,0,0,0,0
Chr8+28019221,LOC_Os08g44560,3,6,3,0,0,0,0,0,0,46,33,23
Chr8+28020252,LOC_Os08g44560,31,35,30,30,12,42,5,3,9,7,1,5
Chr8+28345550,LOC_Os08g45140,22,10,4,86,108,102,60,45,48,17,166,181
Chr8+28345480,LOC_Os08g45140,13,11,6,4,4,5,0,2,1,0,0,0
Chr9-3494968,LOC_Os09g07154,0,0,0,0,0,0,2,6,5,0,0,0
Chr9-3494310,LOC_Os09g07154,1,0,0,0,0,0,14,15,12,2,20,4
Chr9-3493970,LOC_Os09g07154,0,1,0,0,0,0,0,0,0,7,6,2
Chr9-4201088,LOC_Os09g08130,7,3,5,0,0,0,7,8,7,0,0,0
Chr9-4201179,LOC_Os09g08130,0,3,2,1,1,2,0,1,3,0,0,0
Chr9-4200791,LOC_Os09g08130,2,1,2,9,9,2,0,1,2,2,1,17
Chr9-4502975,LOC_Os09g08620,6,12,5,14,13,16,13,12,9,12,38,0
Chr9-4504354,LOC_Os09g08620,3,2,1,10,1,0,1,0,0,4,7,8
Chr9-5838299,LOC_Os09g10710,13,25,25,17,22,17,20,46,36,32,36,2
Chr9-5837818,LOC_Os09g10710,90,188,188,124,154,102,83,56,69,109,157,77
Chr9-9970573,LOC_Os09g16330,133,126,133,75,75,78,14,10,10,19,44,18
Chr9-9976956,LOC_Os09g16330,0,0,0,1,2,2,0,0,0,13,18,10
Chr9-9978437,LOC_Os09g16330,1,0,2,0,0,0,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,0,2,1,8,2,2,1,0,0,0,0,0
Chr9+11808918,LOC_Os09g19734,96,65,79,269,252,243,519,437,505,234,293,167
Chr9+11815322,LOC_Os09g19734,1,1,3,51,20,30,5,4,4,2,5,2
Chr9-11913911,LOC_Os09g19910,10,7,5,0,0,0,0,1,1,0,0,0
Chr9-11913665,LOC_Os09g19910,76,76,86,44,33,50,80,76,80,71,82,35
Chr9-11920887,LOC_Os09g19930,0,0,0,1,3,2,22,23,16,0,0,0
Chr9-11920518,LOC_Os09g19930,0,0,0,0,0,0,5,6,5,19,27,4
Chr9-12289976,LOC_Os09g20430,4,15,19,10,14,12,17,1,5,10,1,16
Chr9-12290869,LOC_Os09g20430,2,0,1,0,0,1,1,0,1,0,0,0
Chr9-13141232,LOC_Os09g21689,0,0,2,1,0,1,3,0,2,0,0,0
Chr9-13143923,LOC_Os09g21689,1,0,1,1,1,1,3,4,1,0,0,0
Chr9-13140575,LOC_Os09g21689,11,18,22,35,38,37,22,24,28,25,12,18
Chr9-13144064,LOC_Os09g21689,4,6,3,0,2,1,6,13,0,0,4,0
Chr9-13141141,LOC_Os09g21689,0,0,0,0,1,0,2,3,1,0,1,0
Chr9-13140981,LOC_Os09g21689,0,8,4,1,0,0,0,0,2,0,0,0
Chr9-13146026,LOC_Os09g21689,7,17,5,13,11,5,6,18,19,14,15,11
Chr9-15450591,LOC_Os09g25784,1,0,0,13,7,10,0,6,4,0,0,0
Chr9-15454658,LOC_Os09g25784,2,0,2,0,2,0,0,0,1,10,24,13
Chr9-15451257,LOC_Os09g25784,2,2,0,0,0,0,0,0,0,9,3,1
