chrstrandcoord,gene,shoot1,shoot2,shoot3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,pistil1,pistil2,pistil3
Chr6-20635415,LOC_Os06g35410,1,0,0,0,0,0,0,0,0,0,0,0
Chr6-20998099,LOC_Os06g35960,7,8,6,2,7,5,0,8,1,2,1,2
Chr6-20996340,LOC_Os06g35960,49,63,61,13,12,15,12,11,11,17,21,8
Chr6-21069550,LOC_Os06g36050,23,22,27,20,21,21,14,17,14,6,7,6
Chr6-21066261,LOC_Os06g36050,94,98,96,32,31,42,22,28,25,37,29,37
Chr6-21414841,LOC_Os06g36480,7,1,6,2,1,0,0,0,0,0,0,0
Chr6-21421108,LOC_Os06g36480,1,0,0,1,0,0,0,0,0,1,0,0
Chr6-21414776,LOC_Os06g36480,23,8,3,3,4,3,8,8,6,0,0,0
Chr6-21963477,LOC_Os06g37180,1,1,1,2,2,1,1,4,2,3,1,1
Chr6-21963207,LOC_Os06g37180,876,811,843,858,903,866,781,1001,1031,247,240,304
Chr6-23087555,LOC_Os06g38910,4,4,3,0,1,2,1,0,0,0,0,0
Chr6-23086909,LOC_Os06g38910,2,2,1,0,1,1,2,2,2,1,1,0
Chr6+23846208,LOC_Os06g40060,0,0,0,0,0,0,0,0,0,2,0,0
Chr6+23846628,LOC_Os06g40060,0,0,0,0,0,0,0,2,1,2,0,1
Chr6+23846762,LOC_Os06g40060,0,0,0,0,0,0,0,1,2,0,2,1
Chr6+23847017,LOC_Os06g40060,107,119,112,156,171,169,164,161,129,86,95,91
Chr6+23844369,LOC_Os06g40060,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+23846874,LOC_Os06g40060,0,0,0,1,0,0,1,1,1,0,0,0
Chr6-25073605,LOC_Os06g41810,40,36,35,2,2,2,15,17,6,12,10,13
Chr6-25073255,LOC_Os06g41810,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,52,57,53,14,0,5,42,44,56,43,46,40
Chr6-25899616,LOC_Os06g43090,1,4,3,7,8,4,20,23,12,7,6,4
Chr6-25899526,LOC_Os06g43090,27,23,21,49,52,44,138,127,132,67,69,56
Chr6-25899445,LOC_Os06g43090,72,51,58,84,98,99,196,212,209,248,232,262
Chr6-25899296,LOC_Os06g43090,0,0,0,2,1,5,0,2,1,1,5,3
Chr6+26303034,LOC_Os06g43680,10,6,7,21,21,5,6,6,6,5,8,14
Chr6+26297637,LOC_Os06g43680,0,0,0,1,1,0,0,0,0,0,0,0
Chr6+26302824,LOC_Os06g43680,5,6,7,12,12,11,7,5,3,11,10,10
Chr6+26303103,LOC_Os06g43680,35,29,33,84,83,76,27,36,35,23,26,13
Chr6-26637991,LOC_Os06g44150,1,1,2,0,3,7,2,0,1,2,0,3
Chr6-26635719,LOC_Os06g44150,5,2,2,5,9,5,3,14,12,9,6,8
Chr6-26635628,LOC_Os06g44150,23,16,48,8,8,7,25,29,34,16,13,9
Chr6-26948705,LOC_Os06g44620,0,0,1,0,0,0,0,0,0,0,0,0
Chr6-26945604,LOC_Os06g44620,0,0,0,1,1,0,1,1,2,1,1,1
Chr6-26943172,LOC_Os06g44620,236,244,228,212,235,212,154,126,159,167,163,113
Chr6+27561599,LOC_Os06g45540,1,4,1,2,1,3,33,25,37,161,162,160
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,13,4,8,18,13,16
Chr6+27561347,LOC_Os06g45540,0,1,0,0,0,0,1,0,2,35,26,21
Chr6+28402076,LOC_Os06g46770,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+28404272,LOC_Os06g46770,2,3,1,14,11,12,6,8,6,4,4,4
Chr6-28641300,LOC_Os06g47230,0,1,0,1,2,5,6,9,13,0,0,0
Chr6-28639437,LOC_Os06g47230,1644,1707,1571,3325,3577,3340,3249,3249,3115,2601,2527,2603
Chr6-28640867,LOC_Os06g47230,0,0,0,1,1,0,0,0,0,0,0,0
Chr6+28706369,LOC_Os06g47350,296,295,303,654,593,863,1168,938,899,905,996,936
Chr6+28701964,LOC_Os06g47350,4,5,1,12,8,10,5,1,1,1,3,2
Chr6-29215091,LOC_Os06g48320,1,1,0,2,0,0,0,3,0,0,0,0
Chr6-29217421,LOC_Os06g48320,4,4,3,4,0,0,1,0,0,2,0,3
Chr6-29215435,LOC_Os06g48320,46,47,41,20,24,26,67,69,82,48,43,60
Chr6-29215735,LOC_Os06g48320,5,5,1,2,2,2,1,0,0,1,0,1
Chr6-29215275,LOC_Os06g48320,4,4,6,3,4,6,10,9,13,5,6,3
Chr6-29217696,LOC_Os06g48320,6,2,0,3,1,1,1,2,2,1,0,1
Chr6-29958681,LOC_Os06g49440,1,1,1,1,0,0,0,1,1,1,1,1
Chr6-29955988,LOC_Os06g49440,7,14,8,14,12,11,21,18,30,30,32,30
Chr6-29955619,LOC_Os06g49440,5,7,3,4,5,12,21,9,11,3,12,5
Chr6+31184620,LOC_Os06g51480,4,4,5,7,8,5,7,5,6,5,3,4
Chr6+31184283,LOC_Os06g51480,85,86,100,144,143,130,70,66,62,65,71,61
Chr7+21062,LOC_Os07g01030,21,15,15,0,0,0,4,5,4,1,1,1
Chr7+21337,LOC_Os07g01030,180,211,248,10,11,8,98,88,78,40,37,36
Chr7-451747,LOC_Os07g01770,9,0,9,16,9,7,1004,956,1305,29,37,32
Chr7-453397,LOC_Os07g01770,2,0,3,2,3,1,0,0,0,0,4,4
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-453618,LOC_Os07g01770,4,4,5,12,5,5,2,0,0,4,3,5
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,25,21,39,0,0,0
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,5,5,1,0,0,0
Chr7-607252,LOC_Os07g01990,2,0,1,0,0,0,0,0,1,0,2,0
Chr7-604708,LOC_Os07g01990,168,171,196,94,86,87,92,104,84,123,102,84
Chr7-604833,LOC_Os07g01990,0,0,0,0,0,0,0,0,0,0,0,0
Chr7+798364,LOC_Os07g02340,0,0,1,6,11,9,7,7,5,17,17,1
Chr7+798246,LOC_Os07g02340,2,2,0,9,7,7,0,1,1,1,1,1
Chr7+799174,LOC_Os07g02340,3,5,6,27,21,28,23,26,23,6,5,9
Chr7+798977,LOC_Os07g02340,870,863,897,1424,1487,2129,1094,1084,1089,729,718,732
Chr7+3244556,LOC_Os07g06644,125,130,123,14,11,20,47,54,48,61,68,91
Chr7+3242941,LOC_Os07g06644,16,17,17,1,1,1,1,0,5,12,23,17
Chr7-3847108,LOC_Os07g07680,3,1,1,2,1,1,5,7,2,7,7,10
Chr7-3847055,LOC_Os07g07680,172,145,142,151,152,178,168,127,154,296,340,346
Chr7-4150686,LOC_Os07g08170,1,1,1,1,3,0,2,3,5,2,0,1
Chr7-4151057,LOC_Os07g08170,29,27,25,42,45,43,24,25,25,51,42,42
Chr7-4150765,LOC_Os07g08170,0,0,1,0,0,0,1,0,1,1,1,1
Chr7-4185358,LOC_Os07g08210,12,13,13,0,6,7,24,24,18,9,19,18
Chr7-4185763,LOC_Os07g08210,20,8,21,4,0,4,14,15,11,6,7,11
Chr7-4185233,LOC_Os07g08210,13,13,12,5,7,5,20,33,28,11,16,10
Chr7-5128827,LOC_Os07g09670,0,0,0,15,13,13,0,1,1,0,0,0
Chr7-5128529,LOC_Os07g09670,1,1,1,2,5,0,4,1,6,2,0,3
Chr7-5128678,LOC_Os07g09670,18,25,27,106,171,169,23,29,29,9,10,12
Chr7-6115520,LOC_Os07g11060,0,0,0,0,0,0,0,0,0,0,0,1
Chr7-6108152,LOC_Os07g11060,152,126,134,115,104,108,75,80,70,73,78,63
Chr7-8939846,LOC_Os07g15440,2,1,1,1,0,2,3,2,1,4,4,3
Chr7-8930453,LOC_Os07g15440,0,0,0,0,0,1,2,2,3,1,4,8
Chr7-8938123,LOC_Os07g15440,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-8930109,LOC_Os07g15440,3,2,5,9,9,9,11,21,13,20,17,21
Chr7-10127947,LOC_Os07g17210,0,0,0,0,0,0,0,0,0,0,1,0
Chr7-10133881,LOC_Os07g17210,4,5,2,0,0,0,0,0,0,0,0,0
Chr7-10127706,LOC_Os07g17210,5,3,3,1,2,3,9,1,16,8,12,20
Chr7-10822540,LOC_Os07g18250,5,0,0,3,0,2,0,0,0,0,0,2
Chr7-10817328,LOC_Os07g18250,36,28,13,37,21,23,24,43,44,53,40,29
Chr7-10817417,LOC_Os07g18250,7,5,5,4,3,3,1,1,13,2,6,5
Chr7+11221181,LOC_Os07g18930,4,6,1,0,2,0,5,5,2,8,7,7
Chr7+11221295,LOC_Os07g18930,3,3,5,1,2,1,4,5,6,4,5,1
Chr7+12566795,LOC_Os07g22390,5,5,8,6,11,19,4,4,4,5,9,5
Chr7+12570172,LOC_Os07g22390,66,65,59,33,44,49,85,85,85,73,88,85
Chr7+12566736,LOC_Os07g22390,5,4,8,5,3,7,10,13,15,5,9,1
Chr7-13058176,LOC_Os07g23169,0,0,0,0,0,0,9,1,0,0,0,0
Chr7-13058980,LOC_Os07g23169,0,0,0,0,1,0,7,3,6,1,2,3
Chr7-13057842,LOC_Os07g23169,5,5,3,1,6,8,7,10,6,15,18,21
Chr7-13064601,LOC_Os07g23169,0,0,1,0,0,0,0,1,0,1,0,1
Chr7-13064529,LOC_Os07g23169,2,0,0,3,3,1,0,2,2,0,5,0
Chr7-13064446,LOC_Os07g23169,1,4,2,4,4,2,5,6,4,5,1,9
Chr7-13436763,LOC_Os07g23790,103,106,104,115,182,135,109,108,126,106,110,106
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13439354,LOC_Os07g23790,0,0,0,1,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13438691,LOC_Os07g23790,0,0,1,1,2,3,0,0,0,0,0,0
Chr7-13439556,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,1,3,1,0,0,0,0,0
Chr7-13438573,LOC_Os07g23790,3,1,2,2,2,2,0,0,1,2,2,2
Chr7-13513635,LOC_Os07g23900,0,0,1,3,0,4,3,5,3,9,7,10
Chr7-13513516,LOC_Os07g23900,0,0,0,1,0,2,3,4,0,3,3,3
Chr7+15407379,LOC_Os07g26690,6,8,4,2,2,2,4,7,6,1,0,0
Chr7+15410010,LOC_Os07g26690,97,97,96,24,27,17,61,59,62,9,11,10
Chr7+15409709,LOC_Os07g26690,3574,3263,3546,1713,1736,1749,2794,3017,2765,679,686,687
Chr7-16627446,LOC_Os07g28440,2,3,1,1,2,1,2,4,3,0,0,0
Chr7-16628159,LOC_Os07g28440,0,0,0,0,1,0,0,0,0,0,0,0
Chr7-16627852,LOC_Os07g28440,0,0,0,0,2,3,0,1,0,1,1,1
Chr7-16627620,LOC_Os07g28440,285,265,310,665,429,507,423,437,660,286,319,365
Chr7+16675328,LOC_Os07g28480,68,80,64,5,4,4,29,24,30,1,1,1
Chr7+16675251,LOC_Os07g28480,85,63,83,1,3,3,20,20,20,0,1,1
Chr7-17883269,LOC_Os07g30250,4,5,5,4,4,7,3,4,6,1,1,1
Chr7-17881257,LOC_Os07g30250,0,0,0,0,0,0,0,0,0,0,1,0
Chr7-17881209,LOC_Os07g30250,14,4,19,8,6,13,9,9,15,10,16,16
Chr7-17880997,LOC_Os07g30250,49,50,70,36,42,40,61,58,45,70,57,46
Chr7-18246162,LOC_Os07g30820,1,1,0,0,0,1,0,0,0,0,0,0
Chr7-18241608,LOC_Os07g30820,192,196,206,230,290,224,189,254,199,400,347,352
Chr7-18253476,LOC_Os07g30840,12,5,10,6,15,6,6,7,18,4,5,6
Chr7-18253699,LOC_Os07g30840,106,115,115,94,91,92,102,135,137,154,127,150
Chr7-18253785,LOC_Os07g30840,0,0,0,0,0,0,3,0,5,0,0,0
Chr7-18253842,LOC_Os07g30840,0,0,0,0,0,0,0,0,0,0,0,0
Chr7+18324603,LOC_Os07g30940,179,202,195,175,161,171,191,207,208,86,112,108
Chr7+18324430,LOC_Os07g30940,0,0,0,0,2,4,0,0,0,0,2,0
Chr7+19289539,LOC_Os07g32420,33,36,29,57,50,49,57,41,48,69,58,64
Chr7+19289709,LOC_Os07g32420,73,66,71,124,123,134,108,92,68,90,94,87
Chr7+19288958,LOC_Os07g32420,0,0,0,2,0,0,6,6,6,0,0,0
Chr7+20566854,LOC_Os07g34320,4,2,7,1,1,1,1,1,0,0,0,0
Chr7+20566670,LOC_Os07g34320,18,26,28,0,0,0,0,1,0,0,0,0
Chr7+22571398,LOC_Os07g37640,0,0,0,0,0,0,1,1,1,2,1,3
Chr7+22570551,LOC_Os07g37640,0,0,1,0,0,0,0,0,0,0,0,0
Chr7+22571508,LOC_Os07g37640,22,18,19,33,32,19,39,40,39,162,114,139
Chr7-23507113,LOC_Os07g39270,1,1,1,0,0,0,0,1,2,0,0,0
Chr7-23507310,LOC_Os07g39270,11,12,11,11,9,13,10,11,6,2,3,2
Chr7-23506870,LOC_Os07g39270,4,2,4,2,1,3,2,1,2,5,4,6
Chr7-23507029,LOC_Os07g39270,4,4,3,1,1,5,2,2,4,0,0,0
Chr7-23507510,LOC_Os07g39270,222,219,179,155,144,142,104,102,121,55,55,50
Chr7+23543690,LOC_Os07g39310,13,10,11,10,18,12,10,15,7,10,7,6
Chr7+23544043,LOC_Os07g39310,0,0,0,0,0,0,0,0,2,0,0,1
Chr7+23543533,LOC_Os07g39310,92,109,105,97,103,101,146,123,147,110,115,108
Chr7+23540766,LOC_Os07g39310,6,5,4,1,2,2,4,3,3,1,1,3
Chr7-23893991,LOC_Os07g39850,4,4,4,0,0,0,2,7,5,3,4,3
Chr7-23894122,LOC_Os07g39850,65,59,58,4,3,2,23,18,23,164,153,159
Chr7+23931220,LOC_Os07g39900,136,158,116,394,421,342,188,188,203,245,259,268
Chr7+23926466,LOC_Os07g39900,1,1,2,0,0,1,0,1,1,0,0,0
Chr7+23930644,LOC_Os07g39900,0,0,0,0,0,0,0,0,0,0,0,0
Chr7+26850227,LOC_Os07g45000,31,33,33,20,21,22,63,68,80,55,51,54
Chr7+26850359,LOC_Os07g45000,1,7,8,1,0,3,22,6,31,0,0,1
Chr7+27722459,LOC_Os07g46450,3,0,1,0,1,0,0,0,0,1,2,2
Chr7+27722660,LOC_Os07g46450,139,139,144,62,64,62,26,24,22,81,72,77
Chr7-27783663,LOC_Os07g46520,163,163,165,34,19,27,290,276,268,52,76,43
Chr7-27785620,LOC_Os07g46520,0,0,0,1,0,0,0,0,0,0,1,0
Chr7-27783465,LOC_Os07g46520,0,0,0,0,0,0,1,1,0,0,0,0
Chr7-28191080,LOC_Os07g47150,9,16,16,14,19,16,19,9,17,45,40,54
Chr7-28189797,LOC_Os07g47150,1,0,0,0,0,0,3,0,1,2,1,2
Chr7-29248108,LOC_Os07g48880,0,0,0,1,0,0,0,0,0,0,0,0
Chr7-29247577,LOC_Os07g48880,3,0,0,0,0,0,0,0,0,0,0,0
Chr7-29248465,LOC_Os07g48880,8,6,4,4,3,4,7,7,6,6,6,8
Chr7-29247837,LOC_Os07g48880,8,7,7,5,4,4,0,2,7,18,17,19
Chr7-29295224,LOC_Os07g48960,1,1,1,2,2,2,1,1,1,0,1,1
Chr7-29292322,LOC_Os07g48960,23,22,26,44,48,40,21,26,47,29,54,39
Chr7-29292454,LOC_Os07g48960,16,17,20,24,21,26,21,20,18,42,39,38
Chr7+29370450,LOC_Os07g49040,88,76,89,87,76,74,53,61,68,153,109,131
Chr7+29370153,LOC_Os07g49040,1,2,0,3,7,9,3,3,6,1,2,0
Chr7+29400763,LOC_Os07g49110,0,1,4,0,0,0,0,0,1,0,0,0
Chr7+29401829,LOC_Os07g49110,399,332,339,48,48,41,107,138,104,60,49,56
Chr7+29400050,LOC_Os07g49110,6,4,8,0,0,1,1,1,2,2,4,0
Chr8+191783,LOC_Os08g01290,2,1,11,27,24,24,10,0,14,5,5,6
Chr8+188813,LOC_Os08g01290,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+191880,LOC_Os08g01290,3,3,3,13,17,24,6,9,5,4,7,1
Chr8+190990,LOC_Os08g01290,0,1,2,2,5,2,2,2,2,0,0,0
Chr8+190741,LOC_Os08g01290,69,72,65,81,58,70,72,31,50,42,30,33
Chr8+698542,LOC_Os08g02110,2,0,1,7,2,0,1,1,2,0,0,0
Chr8+698310,LOC_Os08g02110,7,15,5,85,75,80,8,0,9,0,0,1
Chr8+698624,LOC_Os08g02110,10,5,18,26,31,33,11,14,11,2,1,2
Chr8-768390,LOC_Os08g02230,346,332,330,769,649,659,13,7,15,0,0,0
Chr8-768511,LOC_Os08g02230,45,48,50,107,120,106,0,0,1,0,0,0
Chr8-768102,LOC_Os08g02230,16,19,18,67,58,97,0,0,0,0,0,0
Chr8+1621375,LOC_Os08g03450,476,473,461,586,680,541,444,475,443,835,828,725
Chr8+1620274,LOC_Os08g03450,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+1620496,LOC_Os08g03450,0,0,0,0,0,0,0,0,0,1,0,1
Chr8+1620024,LOC_Os08g03450,0,0,0,0,1,0,0,0,0,0,0,0
Chr8-3326360,LOC_Os08g06090,132,131,130,53,21,42,136,122,125,94,89,108
Chr8-3326520,LOC_Os08g06090,0,0,2,0,0,0,0,0,0,0,0,0
Chr8-3326187,LOC_Os08g06090,3,7,7,0,1,1,15,18,13,10,9,13
Chr8+3685466,LOC_Os08g06500,6,5,7,5,4,5,10,11,12,9,8,9
Chr8+3684290,LOC_Os08g06500,0,0,1,0,0,0,0,1,1,0,1,3
Chr8+3685199,LOC_Os08g06500,0,0,0,0,0,0,0,0,0,4,2,1
Chr8-4416522,LOC_Os08g07850,0,0,0,1,1,1,0,0,0,1,0,0
Chr8-4414657,LOC_Os08g07850,0,0,0,0,0,0,0,0,0,0,0,1
Chr8-4416683,LOC_Os08g07850,0,0,0,2,2,1,0,0,0,1,1,1
Chr8-4406637,LOC_Os08g07850,35,40,37,13,20,15,49,41,46,38,32,43
Chr8+4591234,LOC_Os08g08080,17,23,30,22,18,21,15,31,17,43,56,49
Chr8+4588301,LOC_Os08g08080,0,0,0,0,0,0,0,0,0,4,0,0
Chr8+4589022,LOC_Os08g08080,2,2,2,2,1,3,2,1,2,0,1,1
Chr8+4696656,LOC_Os08g08210,101,105,102,84,88,94,139,129,119,96,107,102
Chr8+4696954,LOC_Os08g08210,1,0,0,0,0,0,0,0,0,0,0,0
Chr8-5806505,LOC_Os08g10020,9007,8599,10319,2,3,2,1931,1827,2302,256,236,283
Chr8-5807976,LOC_Os08g10020,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-7991095,LOC_Os08g13430,1,1,0,0,0,0,3,0,0,0,0,0
Chr8-7991393,LOC_Os08g13430,4,2,3,4,1,1,6,4,1,0,0,0
Chr8-7992843,LOC_Os08g13430,30,19,22,3,6,3,2,5,4,9,8,17
Chr8-7991327,LOC_Os08g13430,1,2,0,0,0,0,2,2,3,0,0,0
Chr8-7992674,LOC_Os08g13430,23,14,17,7,12,11,8,8,6,15,11,10
Chr8+12719261,LOC_Os08g21330,4,0,1,2,1,0,3,0,1,3,4,8
Chr8+12718764,LOC_Os08g21330,10,12,11,5,6,5,7,9,2,16,10,4
Chr8+12719218,LOC_Os08g21330,2,2,2,2,2,1,1,0,2,12,14,15
Chr8-12724304,LOC_Os08g21350,90,110,106,152,166,177,128,58,190,145,115,141
Chr8-12724556,LOC_Os08g21350,5,3,1,6,7,3,9,9,9,5,4,3
Chr8+13074572,LOC_Os08g21840,0,1,0,1,1,0,0,0,0,0,0,1
Chr8+13075843,LOC_Os08g21840,3,2,1,1,1,1,0,0,0,3,5,7
Chr8+13076027,LOC_Os08g21840,36,32,32,47,53,44,23,23,23,62,59,62
Chr8-16519397,LOC_Os08g27040,11,11,11,9,8,10,2,6,3,3,20,9
Chr8-16519628,LOC_Os08g27040,126,118,126,71,86,57,114,80,86,96,85,81
Chr8-16522921,LOC_Os08g27040,0,0,1,1,3,0,0,0,0,0,0,0
Chr8-16915204,LOC_Os08g27759,1,1,4,1,0,1,0,1,0,0,0,0
Chr8-16916653,LOC_Os08g27759,9,18,5,2,1,2,27,33,40,8,28,15
Chr8-16946484,LOC_Os08g27824,12,12,23,29,27,18,22,21,19,43,30,44
Chr8-16946671,LOC_Os08g27824,0,0,0,0,0,2,0,0,0,0,0,1
Chr8-18103293,LOC_Os08g29530,86,73,60,145,136,138,128,126,133,133,132,131
Chr8-18108092,LOC_Os08g29530,0,0,0,0,0,0,3,1,0,0,0,0
Chr8+19207763,LOC_Os08g31090,2,2,2,1007,1010,1013,67,46,45,40,30,42
Chr8+19208087,LOC_Os08g31090,0,1,1,19,40,28,5,1,3,0,0,0
Chr8+19548979,LOC_Os08g31580,87,77,102,217,235,272,515,446,521,278,275,247
Chr8+19547661,LOC_Os08g31580,0,2,0,13,9,5,4,3,4,3,1,5
Chr8+19698137,LOC_Os08g31769,8,11,17,7,8,10,22,22,20,21,21,21
Chr8+19693840,LOC_Os08g31769,3,2,3,4,4,3,2,3,3,0,1,1
Chr8+20565942,LOC_Os08g33082,1,0,0,0,0,0,1,3,1,0,0,0
Chr8+20566194,LOC_Os08g33082,22,23,27,11,16,16,44,72,57,53,51,51
Chr8+20560447,LOC_Os08g33082,1,0,1,0,0,0,0,0,0,0,1,0
Chr8-22219629,LOC_Os08g35220,0,0,0,0,0,0,1,0,1,0,0,1
Chr8-22220044,LOC_Os08g35220,14,13,34,23,24,26,12,9,13,33,32,37
Chr8-22219953,LOC_Os08g35220,1,2,2,0,9,2,6,19,17,3,8,2
Chr8-23219154,LOC_Os08g36774,58,59,52,75,73,78,58,55,65,153,153,138
Chr8-23218888,LOC_Os08g36774,3,2,4,6,0,3,0,0,0,1,2,4
Chr8-23229774,LOC_Os08g36774,0,1,0,1,0,0,0,0,0,0,0,1
Chr8-23229595,LOC_Os08g36774,0,0,0,0,0,0,1,1,0,3,1,0
Chr8+23717394,LOC_Os08g37432,30,34,31,84,87,119,12,25,24,0,0,0
Chr8+23717490,LOC_Os08g37432,0,0,0,0,4,1,0,0,0,0,0,0
Chr8+23714230,LOC_Os08g37432,4,4,4,33,27,27,2,1,1,0,0,0
Chr8+24499077,LOC_Os08g38740,0,0,0,0,0,0,22,37,31,2,1,1
Chr8+24498123,LOC_Os08g38740,0,0,0,0,0,0,0,0,0,0,1,0
Chr8+24498068,LOC_Os08g38740,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+24713013,LOC_Os08g39120,0,0,0,0,0,0,0,0,0,0,0,0
Chr8+24715539,LOC_Os08g39120,22,17,23,18,40,28,27,21,25,34,34,34
Chr8+24715695,LOC_Os08g39120,1,0,0,2,1,3,0,1,1,0,2,3
Chr8+24715432,LOC_Os08g39120,0,0,0,1,1,1,0,0,4,3,1,3
Chr8+25940341,LOC_Os08g41010,0,0,0,1,0,1,0,1,0,2,0,0
Chr8+25942290,LOC_Os08g41010,23,16,23,24,28,30,24,39,34,37,33,54
Chr8+25940856,LOC_Os08g41010,13,2,2,1,2,0,0,0,2,0,2,3
Chr8+25940715,LOC_Os08g41010,25,57,42,94,52,51,19,3,27,61,62,66
Chr8+25942446,LOC_Os08g41010,3,0,1,3,5,5,5,7,6,2,1,4
Chr8-26165335,LOC_Os08g41440,1,0,0,8,5,8,2,2,7,2,2,2
Chr8-26165429,LOC_Os08g41440,4,6,7,30,34,28,5,9,12,6,13,5
Chr8-26165225,LOC_Os08g41440,17,20,21,175,100,83,83,92,84,116,123,97
Chr8-26165067,LOC_Os08g41440,62,30,49,202,149,162,241,281,279,268,204,285
Chr8-26842165,LOC_Os08g42470,0,0,0,0,1,0,1,1,1,0,0,0
Chr8-26841065,LOC_Os08g42470,42,33,20,0,0,0,2,1,2,1,1,2
Chr8+28019336,LOC_Os08g44560,2,3,6,0,0,0,0,0,0,1,2,1
Chr8+28019959,LOC_Os08g44560,0,0,2,1,1,2,5,2,4,1,2,2
Chr8+28019221,LOC_Os08g44560,9,9,14,0,0,1,0,3,0,2,3,3
Chr8+28020252,LOC_Os08g44560,14,12,14,7,6,6,2,8,5,9,6,11
Chr8+28345550,LOC_Os08g45140,163,130,175,31,24,26,84,80,91,43,40,36
Chr8+28345480,LOC_Os08g45140,5,4,5,0,0,0,0,0,0,0,3,1
Chr9-3494968,LOC_Os09g07154,6,10,0,6,4,7,0,8,9,16,16,17
Chr9-3494310,LOC_Os09g07154,6,12,11,4,4,5,8,5,8,26,31,25
Chr9-3493970,LOC_Os09g07154,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-4201088,LOC_Os09g08130,3,0,4,22,26,23,2,2,4,3,4,1
Chr9-4201179,LOC_Os09g08130,0,0,0,13,10,9,2,0,1,1,1,1
Chr9-4200791,LOC_Os09g08130,1,1,3,3,3,2,1,6,0,2,0,1
Chr9-4502975,LOC_Os09g08620,3,13,5,0,0,0,6,7,8,28,26,34
Chr9-4504354,LOC_Os09g08620,3,2,2,2,2,2,0,0,3,0,1,0
Chr9-5838299,LOC_Os09g10710,17,14,15,14,2,13,32,24,23,22,23,23
Chr9-5837818,LOC_Os09g10710,52,76,23,99,86,97,79,76,66,113,114,131
Chr9-9970573,LOC_Os09g16330,80,68,80,116,135,116,29,27,25,8,10,10
Chr9-9976956,LOC_Os09g16330,0,0,0,0,0,1,0,0,0,0,0,0
Chr9-9978437,LOC_Os09g16330,0,0,0,0,0,1,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,1,1,1,1,1,0,0,0,2,0,1,1
Chr9+11808918,LOC_Os09g19734,621,626,609,692,673,692,416,467,361,351,385,366
Chr9+11815322,LOC_Os09g19734,25,51,53,16,20,16,4,3,4,15,8,17
Chr9-11913911,LOC_Os09g19910,0,0,0,0,0,0,0,0,0,2,1,1
Chr9-11913665,LOC_Os09g19910,72,84,82,33,33,27,70,70,46,58,44,26
Chr9-11920887,LOC_Os09g19930,98,82,115,0,0,0,16,15,15,84,78,92
Chr9-11920518,LOC_Os09g19930,23,39,26,0,0,0,5,1,6,22,22,21
Chr9-12289976,LOC_Os09g20430,16,16,9,1,0,1,6,5,4,12,14,13
Chr9-12290869,LOC_Os09g20430,0,0,2,1,1,1,0,0,1,1,0,1
Chr9-13141232,LOC_Os09g21689,2,1,1,0,0,0,1,0,0,1,0,2
Chr9-13143923,LOC_Os09g21689,0,0,0,1,1,1,1,2,2,0,0,2
Chr9-13140575,LOC_Os09g21689,23,23,29,38,49,43,35,40,47,24,24,34
Chr9-13144064,LOC_Os09g21689,1,4,6,1,0,0,3,9,6,6,6,5
Chr9-13141141,LOC_Os09g21689,0,0,0,1,1,1,2,2,2,2,2,2
Chr9-13140981,LOC_Os09g21689,1,0,1,0,1,1,5,4,5,4,2,6
Chr9-13146026,LOC_Os09g21689,5,6,8,30,26,18,17,18,8,19,20,20
Chr9-15450591,LOC_Os09g25784,6,6,7,0,0,1,1,0,2,4,2,3
Chr9-15454658,LOC_Os09g25784,1,0,0,0,0,0,0,2,0,0,0,0
Chr9-15451257,LOC_Os09g25784,0,0,0,1,1,1,0,0,0,0,0,0
Chr9-15546421,LOC_Os09g25900,52,51,53,20,16,21,4,4,13,7,7,11
Chr9-15546294,LOC_Os09g25900,7,8,7,2,0,1,2,3,2,0,0,1
Chr9-15628806,LOC_Os09g26004,0,1,1,1,2,2,0,1,1,0,0,2
Chr9-15628473,LOC_Os09g26004,5,1,3,0,3,3,1,0,5,4,2,5
Chr9-15628352,LOC_Os09g26004,7,9,13,5,0,3,16,6,10,9,9,9
