"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","shoot1","shoot2","shoot3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3"
"884","Chr6+3203821","LOC_Os06g06790",5,43,3,12,17,13,1,3,3,69,59,74
"885","Chr6-3256753","LOC_Os06g06870",6,10,9,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",39,38,41,9,14,24,14,47,17,17,9,11
"887","Chr6-3256457","LOC_Os06g06870",7,0,8,0,0,0,0,0,0,0,0,0
"888","Chr6+3338153","LOC_Os06g07030",4227,3316,4674,27,20,23,461,416,442,40,44,42
"889","Chr6+3338864","LOC_Os06g07030",60,42,77,0,0,1,1,1,0,0,3,1
"890","Chr6+3338599","LOC_Os06g07030",63,53,62,0,0,0,0,0,0,0,1,0
"891","Chr6+4540239","LOC_Os06g09020",77,65,79,73,70,69,56,84,55,123,113,105
"892","Chr6+4540523","LOC_Os06g09020",13,5,13,5,2,1,14,10,12,14,15,20
"893","Chr6+4868760","LOC_Os06g09560",2,8,13,7,10,6,6,5,5,4,5,4
"894","Chr6+4869574","LOC_Os06g09560",0,19,8,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",508,449,480,45,41,45,5,3,3,72,68,62
"896","Chr6+4869341","LOC_Os06g09560",18,26,15,4,2,4,0,0,0,1,2,1
"897","Chr6+5427193","LOC_Os06g10520",20,17,9,56,59,63,45,39,39,179,211,171
"898","Chr6+5421314","LOC_Os06g10520",0,2,3,2,0,0,0,0,0,0,1,1
"899","Chr6+5427119","LOC_Os06g10520",3,6,1,4,5,3,10,4,4,15,16,17
"900","Chr6-6036960","LOC_Os06g11440",33,15,26,3,2,3,3,2,2,1,0,0
"901","Chr6-6045572","LOC_Os06g11440",1,0,1,4,1,0,1,2,1,0,1,1
"902","Chr6-6036738","LOC_Os06g11440",21,39,45,18,30,30,25,26,28,33,28,25
"903","Chr6+6734093","LOC_Os06g12400",2,0,4,0,0,0,0,0,0,0,0,1
"904","Chr6+6733997","LOC_Os06g12400",6,5,11,0,0,0,0,0,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",89,57,127,27,33,30,77,93,81,38,47,37
"906","Chr6+7496628","LOC_Os06g13570",88,57,43,14,11,12,28,32,29,10,9,13
"907","Chr6+7488115","LOC_Os06g13570",21,22,6,12,9,5,11,11,9,7,7,14
"908","Chr6+8316861","LOC_Os06g14740",102,141,125,95,95,96,192,204,185,30,80,68
"909","Chr6+8316719","LOC_Os06g14740",4,2,6,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",1,8,9,1,0,0,0,0,0,1,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,5,5,12,19,13,22,8,9,0,0,0
"912","Chr6-8597895","LOC_Os06g15170",1,2,1,80,93,87,33,27,27,0,0,0
"913","Chr6-8758767","LOC_Os06g15420",2,0,9,14,21,17,17,12,5,11,14,13
"914","Chr6-8759043","LOC_Os06g15420",37,38,26,359,329,345,163,163,152,212,248,213
"915","Chr6+10927115","LOC_Os06g19200",4,4,2,42,47,35,63,51,60,2,10,11
"916","Chr6+10927366","LOC_Os06g19200",0,0,0,14,14,13,49,54,44,4,8,1
"917","Chr6-13302551","LOC_Os06g22820",49,61,61,72,73,71,189,190,190,72,69,88
"918","Chr6-13302263","LOC_Os06g22820",0,3,5,0,0,0,0,1,1,1,0,1
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,2,2,4,37,33,39,0,1,0
"920","Chr6+13390409","LOC_Os06g22919",7,3,2,1,3,4,109,97,100,442,419,343
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,0,2,1,3,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",3,6,6,0,0,0,0,0,1,3,2,4
"923","Chr6+13651306","LOC_Os06g23390",0,0,0,18,14,13,2,2,2,0,1,0
"924","Chr6-14897115","LOC_Os06g25500",3,1,4,5,9,6,4,2,3,1,3,0
"925","Chr6-14897441","LOC_Os06g25500",0,1,0,0,0,1,1,0,1,0,0,0
"926","Chr6-14897283","LOC_Os06g25500",0,0,0,6,7,5,6,7,3,5,8,1
"927","Chr6+16510334","LOC_Os06g28970",1,3,3,0,0,0,0,0,0,0,0,0
"928","Chr6+16512798","LOC_Os06g28970",22,16,23,210,208,209,121,130,105,71,85,76
"929","Chr6-16991756","LOC_Os06g29630",4,22,6,13,4,9,11,14,15,9,6,9
"930","Chr6-16993466","LOC_Os06g29630",15,7,0,0,0,0,2,0,0,3,1,2
"931","Chr6-18159030","LOC_Os06g31220",1,2,1,0,1,3,0,6,9,2,2,3
"932","Chr6-18158753","LOC_Os06g31220",1,2,2,4,5,5,11,18,10,4,5,1
"933","Chr6-18159497","LOC_Os06g31220",10,10,10,6,4,9,4,2,0,2,4,3
"934","Chr6-18158673","LOC_Os06g31220",0,0,0,2,2,0,0,2,0,2,2,1
"935","Chr6-18160069","LOC_Os06g31220",7,5,6,0,0,0,3,1,7,2,1,1
"936","Chr6+19418434","LOC_Os06g33330",0,0,2,0,0,0,3,2,2,1,0,0
"937","Chr6+19418158","LOC_Os06g33330",7,12,17,0,0,0,3,5,3,0,0,2
"938","Chr6+19418311","LOC_Os06g33330",101,62,102,10,9,7,46,38,39,7,12,16
"939","Chr6+19418486","LOC_Os06g33330",2,0,2,1,0,1,4,0,3,1,2,3
"940","Chr6+19417156","LOC_Os06g33330",28,6,40,1,1,1,5,6,3,4,2,3
"941","Chr6-20034728","LOC_Os06g34440",6,0,2,0,0,0,0,0,0,0,0,0
"942","Chr6-20035117","LOC_Os06g34440",27,30,62,82,74,49,96,100,88,51,63,42
"943","Chr6-20034649","LOC_Os06g34440",2,2,1,1,1,5,1,0,0,3,0,2
"944","Chr6-20223915","LOC_Os06g34790",279,231,245,2070,1716,1706,346,367,342,645,588,568
"945","Chr6-20223699","LOC_Os06g34790",5,12,17,0,0,0,0,0,1,0,1,0
"946","Chr6-20635351","LOC_Os06g35410",111,108,106,124,167,306,20,27,18,316,302,332
"947","Chr6-20635415","LOC_Os06g35410",2,15,1,1,0,0,0,0,0,4,1,4
"948","Chr6-20998099","LOC_Os06g35960",54,37,44,7,8,6,0,0,0,1,1,8
"949","Chr6-20996340","LOC_Os06g35960",919,903,857,49,63,61,0,0,0,34,40,37
"950","Chr6-21069550","LOC_Os06g36050",33,27,19,23,22,27,29,32,21,22,22,20
"951","Chr6-21066261","LOC_Os06g36050",1,3,6,94,98,96,4,2,2,50,64,51
"952","Chr6-21414841","LOC_Os06g36480",2,2,2,7,1,6,3,0,0,7,5,5
"953","Chr6-21421108","LOC_Os06g36480",0,0,1,1,0,0,0,1,2,0,3,1
"954","Chr6-21414776","LOC_Os06g36480",12,15,9,23,8,3,2,4,0,10,11,12
"955","Chr6-21963477","LOC_Os06g37180",23,34,18,1,1,1,6,2,4,7,7,5
"956","Chr6-21963207","LOC_Os06g37180",685,535,535,876,811,843,590,604,591,1189,1277,1325
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,4,4,3,0,0,1,1,0,4
"958","Chr6-23086909","LOC_Os06g38910",3,2,1,2,2,1,4,2,3,1,2,3
"959","Chr6+23846208","LOC_Os06g40060",4,11,0,0,0,0,0,0,0,0,0,0
"960","Chr6+23846628","LOC_Os06g40060",8,2,6,0,0,0,0,0,0,0,0,0
"961","Chr6+23846762","LOC_Os06g40060",7,3,6,0,0,0,0,0,0,0,1,0
"962","Chr6+23847017","LOC_Os06g40060",271,202,316,107,119,112,144,144,144,93,95,107
"963","Chr6+23844369","LOC_Os06g40060",7,4,3,0,0,0,0,0,0,0,0,0
"964","Chr6+23846874","LOC_Os06g40060",14,9,4,0,0,0,0,0,0,1,1,1
"965","Chr6-25073605","LOC_Os06g41810",9,0,2,40,36,35,19,20,19,9,11,7
"966","Chr6-25073255","LOC_Os06g41810",4,0,3,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",41,44,43,52,57,53,58,63,64,20,16,8
"968","Chr6-25899616","LOC_Os06g43090",0,3,1,1,4,3,1,0,0,0,6,1
"969","Chr6-25899526","LOC_Os06g43090",2,4,3,27,23,21,1,1,1,27,23,16
"970","Chr6-25899445","LOC_Os06g43090",3,2,0,72,51,58,13,12,10,38,47,53
"971","Chr6-25899296","LOC_Os06g43090",0,0,0,0,0,0,0,0,0,0,1,0
"972","Chr6+26303034","LOC_Os06g43680",8,16,5,10,6,7,13,24,11,4,9,7
"973","Chr6+26297637","LOC_Os06g43680",9,9,1,0,0,0,0,0,0,0,0,1
"974","Chr6+26302824","LOC_Os06g43680",0,26,60,5,6,7,7,4,11,0,8,5
"975","Chr6+26303103","LOC_Os06g43680",25,25,19,35,29,33,66,68,65,26,28,23
"976","Chr6-26637991","LOC_Os06g44150",2,3,1,1,1,2,4,1,4,2,2,2
"977","Chr6-26635719","LOC_Os06g44150",3,1,2,5,2,2,39,37,44,10,5,2
"978","Chr6-26635628","LOC_Os06g44150",0,0,0,23,16,48,36,35,30,23,23,20
"979","Chr6-26948705","LOC_Os06g44620",8,6,14,0,0,1,0,0,0,2,1,0
"980","Chr6-26945604","LOC_Os06g44620",0,2,3,0,0,0,1,2,1,1,1,1
"981","Chr6-26943172","LOC_Os06g44620",111,126,141,236,244,228,262,280,272,263,262,236
"982","Chr6+27561599","LOC_Os06g45540",0,0,0,1,4,1,2,2,2,1,1,1
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,0,0,0,0,0,0,0,0
"984","Chr6+27561347","LOC_Os06g45540",0,0,0,0,1,0,0,0,3,0,0,0
"985","Chr6+28402076","LOC_Os06g46770",5,5,8,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",4,7,7,2,3,1,2,0,2,0,5,2
"987","Chr6-28641300","LOC_Os06g47230",2,1,4,0,1,0,0,0,0,4,2,9
"988","Chr6-28639437","LOC_Os06g47230",3809,4013,4068,1644,1707,1571,2750,2685,2841,2862,2618,2755
"989","Chr6-28640867","LOC_Os06g47230",0,0,0,0,0,0,0,0,0,0,1,0
"990","Chr6+28706369","LOC_Os06g47350",1253,1208,1314,296,295,303,1052,1141,1023,264,281,258
"991","Chr6+28701964","LOC_Os06g47350",26,51,32,4,5,1,24,21,19,4,7,5
"992","Chr6-29215091","LOC_Os06g48320",14,22,27,1,1,0,0,0,0,0,1,1
"993","Chr6-29217421","LOC_Os06g48320",15,34,64,4,4,3,0,0,0,1,0,1
"994","Chr6-29215435","LOC_Os06g48320",140,148,154,46,47,41,32,19,32,37,33,42
"995","Chr6-29215735","LOC_Os06g48320",0,1,0,5,5,1,1,0,1,0,2,2
"996","Chr6-29215275","LOC_Os06g48320",43,39,19,4,4,6,1,1,1,9,12,9
"997","Chr6-29217696","LOC_Os06g48320",13,33,42,6,2,0,0,1,0,4,3,3
"998","Chr6-29958681","LOC_Os06g49440",0,0,0,1,1,1,4,3,5,1,2,2
"999","Chr6-29955988","LOC_Os06g49440",4,20,31,7,14,8,20,17,21,12,21,10
"1000","Chr6-29955619","LOC_Os06g49440",3,2,9,5,7,3,21,20,17,4,10,7
"1001","Chr6+31184620","LOC_Os06g51480",3,1,1,4,4,5,11,13,13,8,5,9
"1002","Chr6+31184283","LOC_Os06g51480",47,61,37,85,86,100,141,139,142,115,142,133
"1003","Chr7+21062","LOC_Os07g01030",0,0,0,21,15,15,17,14,12,0,0,1
"1004","Chr7+21337","LOC_Os07g01030",37,15,23,180,211,248,483,492,477,12,23,23
"1005","Chr7-451747","LOC_Os07g01770",20,10,10,9,0,9,3,5,7,5,4,6
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,2,0,3,0,0,0,0,2,1
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,4,4,5,0,1,6,7,9,6
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0
"1011","Chr7-607252","LOC_Os07g01990",1,0,1,2,0,1,1,2,0,0,0,0
"1012","Chr7-604708","LOC_Os07g01990",204,152,181,168,171,196,243,194,227,136,138,129
"1013","Chr7-604833","LOC_Os07g01990",1,2,1,0,0,0,0,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",0,0,0,0,0,1,2,2,0,0,0,0
"1015","Chr7+798246","LOC_Os07g02340",1,1,7,2,2,0,0,1,0,0,0,0
"1016","Chr7+799174","LOC_Os07g02340",0,5,14,3,5,6,2,6,2,8,7,8
"1017","Chr7+798977","LOC_Os07g02340",431,475,503,870,863,897,834,833,793,764,758,750
"1018","Chr7+3244556","LOC_Os07g06644",7,14,10,125,130,123,137,150,136,37,40,33
"1019","Chr7+3242941","LOC_Os07g06644",0,0,0,16,17,17,14,17,16,9,9,10
"1020","Chr7-3847108","LOC_Os07g07680",2,0,3,3,1,1,3,2,2,3,2,0
"1021","Chr7-3847055","LOC_Os07g07680",19,16,9,172,145,142,295,328,279,105,84,108
"1022","Chr7-4150686","LOC_Os07g08170",10,10,10,1,1,1,0,1,0,0,1,1
"1023","Chr7-4151057","LOC_Os07g08170",44,75,137,29,27,25,44,40,36,50,50,49
"1024","Chr7-4150765","LOC_Os07g08170",1,0,3,0,0,1,0,0,0,4,4,4
"1025","Chr7-4185358","LOC_Os07g08210",38,31,37,12,13,13,44,49,44,8,7,8
"1026","Chr7-4185763","LOC_Os07g08210",6,13,7,20,8,21,57,60,37,7,4,13
"1027","Chr7-4185233","LOC_Os07g08210",6,5,19,13,13,12,68,68,69,12,10,9
"1028","Chr7-5128827","LOC_Os07g09670",8,6,4,0,0,0,0,0,0,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",0,0,0,1,1,1,0,1,1,4,1,2
"1030","Chr7-5128678","LOC_Os07g09670",78,48,54,18,25,27,11,8,6,43,41,72
"1031","Chr7-6115520","LOC_Os07g11060",2,3,1,0,0,0,0,2,0,1,1,0
"1032","Chr7-6108152","LOC_Os07g11060",115,110,110,152,126,134,104,100,128,175,165,133
"1033","Chr7-8939846","LOC_Os07g15440",0,0,0,2,1,1,0,0,0,2,1,2
"1034","Chr7-8930453","LOC_Os07g15440",30,30,1,0,0,0,0,0,0,0,0,0
"1035","Chr7-8938123","LOC_Os07g15440",4,4,1,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",35,7,17,3,2,5,5,4,1,1,1,0
"1037","Chr7-10127947","LOC_Os07g17210",4,2,1,0,0,0,0,0,0,0,0,0
"1038","Chr7-10133881","LOC_Os07g17210",0,0,0,4,5,2,0,0,0,1,2,2
"1039","Chr7-10127706","LOC_Os07g17210",13,32,20,5,3,3,0,0,0,2,2,2
"1040","Chr7-10822540","LOC_Os07g18250",4,2,2,5,0,0,2,2,2,2,1,0
"1041","Chr7-10817328","LOC_Os07g18250",1,27,2,36,28,13,34,36,33,33,25,31
"1042","Chr7-10817417","LOC_Os07g18250",11,3,20,7,5,5,1,1,3,6,6,6
"1043","Chr7+11221181","LOC_Os07g18930",29,32,44,4,6,1,6,8,9,3,4,5
"1044","Chr7+11221295","LOC_Os07g18930",4,2,0,3,3,5,5,5,1,5,4,4
"1045","Chr7+12566795","LOC_Os07g22390",16,2,4,5,5,8,5,4,6,6,5,5
"1046","Chr7+12570172","LOC_Os07g22390",37,42,121,66,65,59,67,74,70,40,40,46
"1047","Chr7+12566736","LOC_Os07g22390",0,0,0,5,4,8,6,9,6,5,6,6
"1048","Chr7-13058176","LOC_Os07g23169",0,1,0,0,0,0,0,0,0,0,0,0
"1049","Chr7-13058980","LOC_Os07g23169",2,0,1,0,0,0,0,0,1,0,2,0
"1050","Chr7-13057842","LOC_Os07g23169",8,3,16,5,5,3,0,13,5,3,4,2
"1051","Chr7-13064601","LOC_Os07g23169",7,2,10,0,0,1,0,0,0,2,1,1
"1052","Chr7-13064529","LOC_Os07g23169",9,14,8,2,0,0,8,6,9,3,4,3
"1053","Chr7-13064446","LOC_Os07g23169",2,1,3,1,4,2,4,5,3,5,5,3
"1054","Chr7-13436763","LOC_Os07g23790",45,25,22,103,106,104,157,91,165,112,110,136
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0
"1056","Chr7-13439354","LOC_Os07g23790",13,8,21,0,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",0,1,2,0,0,0,0,0,3,0,0,0
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,3,0,0
"1059","Chr7-13438691","LOC_Os07g23790",0,0,0,0,0,1,0,0,0,1,0,0
"1060","Chr7-13439556","LOC_Os07g23790",8,10,8,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0
"1062","Chr7-13438573","LOC_Os07g23790",18,21,33,3,1,2,0,0,0,3,1,4
"1063","Chr7-13513635","LOC_Os07g23900",5,7,7,0,0,1,3,2,3,4,1,2
"1064","Chr7-13513516","LOC_Os07g23900",1,0,2,0,0,0,1,0,0,1,1,3
"1065","Chr7+15407379","LOC_Os07g26690",0,0,0,6,8,4,1,0,1,0,2,3
"1066","Chr7+15410010","LOC_Os07g26690",0,0,0,97,97,96,16,16,22,101,131,126
"1067","Chr7+15409709","LOC_Os07g26690",122,144,133,3574,3263,3546,745,765,764,4603,4315,4538
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,2,3,1,1,0,0,2,0,0
"1069","Chr7-16628159","LOC_Os07g28440",4,9,2,0,0,0,1,1,0,0,0,0
"1070","Chr7-16627852","LOC_Os07g28440",3,0,3,0,0,0,1,2,3,0,1,0
"1071","Chr7-16627620","LOC_Os07g28440",374,381,375,285,265,310,476,425,447,290,342,267
"1072","Chr7+16675328","LOC_Os07g28480",5,10,5,68,80,64,474,419,338,6,3,4
"1073","Chr7+16675251","LOC_Os07g28480",31,14,27,85,63,83,482,431,470,7,0,6
"1074","Chr7-17883269","LOC_Os07g30250",7,4,3,4,5,5,4,8,2,9,9,9
"1075","Chr7-17881257","LOC_Os07g30250",1,4,0,0,0,0,0,0,0,0,0,0
"1076","Chr7-17881209","LOC_Os07g30250",11,4,4,14,4,19,11,13,18,8,8,9
"1077","Chr7-17880997","LOC_Os07g30250",3,3,4,49,50,70,102,70,70,61,66,64
"1078","Chr7-18246162","LOC_Os07g30820",6,0,2,1,1,0,0,1,0,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",674,625,626,192,196,206,368,423,391,206,219,204
"1080","Chr7-18253476","LOC_Os07g30840",13,12,13,12,5,10,10,9,9,8,9,8
"1081","Chr7-18253699","LOC_Os07g30840",162,171,174,106,115,115,81,101,87,124,129,178
"1082","Chr7-18253785","LOC_Os07g30840",2,13,3,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",2,6,4,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",210,238,247,179,202,195,84,69,74,170,180,167
"1085","Chr7+18324430","LOC_Os07g30940",29,82,77,0,0,0,0,0,0,2,1,1
"1086","Chr7+19289539","LOC_Os07g32420",148,154,153,33,36,29,147,64,70,23,32,25
"1087","Chr7+19289709","LOC_Os07g32420",175,160,114,73,66,71,316,382,301,68,60,40
"1088","Chr7+19288958","LOC_Os07g32420",0,0,0,0,0,0,0,0,0,0,0,1
"1089","Chr7+20566854","LOC_Os07g34320",5,6,3,4,2,7,1,3,7,1,2,1
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,18,26,28,1,1,1,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",1,4,5,0,0,0,0,1,2,0,0,1
"1092","Chr7+22570551","LOC_Os07g37640",0,2,2,0,0,1,1,0,0,0,0,0
"1093","Chr7+22571508","LOC_Os07g37640",80,39,90,22,18,19,21,23,26,47,62,47
"1094","Chr7-23507113","LOC_Os07g39270",3,2,9,1,1,1,0,0,0,0,0,0
"1095","Chr7-23507310","LOC_Os07g39270",24,13,29,11,12,11,5,6,6,2,2,2
"1096","Chr7-23506870","LOC_Os07g39270",9,14,5,4,2,4,4,2,3,0,0,2
"1097","Chr7-23507029","LOC_Os07g39270",8,6,11,4,4,3,0,0,0,2,1,0
"1098","Chr7-23507510","LOC_Os07g39270",36,30,31,222,219,179,56,126,70,34,34,35
"1099","Chr7+23543690","LOC_Os07g39310",33,13,36,13,10,11,5,6,7,9,9,7
"1100","Chr7+23544043","LOC_Os07g39310",3,16,9,0,0,0,0,0,0,0,1,1
"1101","Chr7+23543533","LOC_Os07g39310",138,178,136,92,109,105,94,83,86,32,20,27
"1102","Chr7+23540766","LOC_Os07g39310",2,2,4,6,5,4,2,1,1,5,7,3
"1103","Chr7-23893991","LOC_Os07g39850",0,0,0,4,4,4,0,0,1,0,0,0
"1104","Chr7-23894122","LOC_Os07g39850",1,2,2,65,59,58,0,1,1,15,6,5
"1105","Chr7+23931220","LOC_Os07g39900",936,884,855,136,158,116,298,268,246,147,148,124
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,1,1,2,0,0,0,0,1,0
"1107","Chr7+23930644","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,4,0
"1108","Chr7+26850227","LOC_Os07g45000",257,299,242,31,33,33,195,155,139,34,31,36
"1109","Chr7+26850359","LOC_Os07g45000",0,1,2,1,7,8,14,7,11,6,5,5
"1110","Chr7+27722459","LOC_Os07g46450",1,1,0,3,0,1,0,0,0,0,0,0
"1111","Chr7+27722660","LOC_Os07g46450",1,15,30,139,139,144,28,25,16,29,47,33
"1112","Chr7-27783663","LOC_Os07g46520",254,246,272,163,163,165,580,581,522,65,70,68
"1113","Chr7-27785620","LOC_Os07g46520",0,0,0,0,0,0,1,0,0,0,1,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,0,0,0,0,1,0
"1115","Chr7-28191080","LOC_Os07g47150",16,20,36,9,16,16,2,1,1,21,29,31
"1116","Chr7-28189797","LOC_Os07g47150",0,0,0,1,0,0,0,0,0,1,0,0
"1117","Chr7-29248108","LOC_Os07g48880",1,0,1,0,0,0,2,2,0,0,0,0
"1118","Chr7-29247577","LOC_Os07g48880",2,1,1,3,0,0,1,0,2,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",0,0,0,8,6,4,11,8,4,3,3,2
"1120","Chr7-29247837","LOC_Os07g48880",13,10,18,8,7,7,22,12,12,5,3,4
"1121","Chr7-29295224","LOC_Os07g48960",1,1,2,1,1,1,3,3,2,2,5,0
"1122","Chr7-29292322","LOC_Os07g48960",75,55,79,23,22,26,18,22,19,76,77,72
"1123","Chr7-29292454","LOC_Os07g48960",52,31,38,16,17,20,5,6,8,43,50,43
"1124","Chr7+29370450","LOC_Os07g49040",16,14,11,88,76,89,18,17,17,95,100,86
"1125","Chr7+29370153","LOC_Os07g49040",3,0,2,1,2,0,0,1,1,1,4,0
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,1,4,4,3,4,0,1,0
"1127","Chr7+29401829","LOC_Os07g49110",17,17,15,399,332,339,1044,930,912,86,87,78
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,6,4,8,0,0,0,0,0,1
"1129","Chr8+191783","LOC_Os08g01290",3,5,1,2,1,11,6,7,5,11,11,9
"1130","Chr8+188813","LOC_Os08g01290",0,0,0,0,0,0,0,0,0,1,0,1
"1131","Chr8+191880","LOC_Os08g01290",0,0,3,3,3,3,5,12,18,4,5,0
"1132","Chr8+190990","LOC_Os08g01290",0,0,1,0,1,2,1,1,1,1,1,0
"1133","Chr8+190741","LOC_Os08g01290",100,119,110,69,72,65,56,54,51,63,64,66
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,2,0,1,0,3,0,6,4,3
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,7,15,5,37,23,30,87,85,85
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,10,5,18,21,18,10,67,65,63
"1137","Chr8-768390","LOC_Os08g02230",3,2,3,346,332,330,0,3,0,176,160,144
"1138","Chr8-768511","LOC_Os08g02230",1,2,1,45,48,50,1,0,4,20,14,5
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,16,19,18,0,0,0,7,13,11
"1140","Chr8+1621375","LOC_Os08g03450",743,678,509,476,473,461,191,203,204,893,765,788
"1141","Chr8+1620274","LOC_Os08g03450",1,2,2,0,0,0,0,0,0,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",4,5,6,0,0,0,0,0,0,0,0,0
"1143","Chr8+1620024","LOC_Os08g03450",5,2,11,0,0,0,0,0,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",2,0,0,132,131,130,22,24,26,95,145,150
"1145","Chr8-3326520","LOC_Os08g06090",1,0,0,0,0,2,0,0,0,1,1,1
"1146","Chr8-3326187","LOC_Os08g06090",0,2,2,3,7,7,1,0,1,9,8,10
"1147","Chr8+3685466","LOC_Os08g06500",0,0,0,6,5,7,15,12,12,10,12,5
"1148","Chr8+3684290","LOC_Os08g06500",1,0,0,0,0,1,0,0,0,1,2,1
"1149","Chr8+3685199","LOC_Os08g06500",2,1,1,0,0,0,1,0,2,1,0,1
"1150","Chr8-4416522","LOC_Os08g07850",12,15,19,0,0,0,0,0,0,1,1,1
"1151","Chr8-4414657","LOC_Os08g07850",0,0,0,0,0,0,3,1,0,0,0,0
"1152","Chr8-4416683","LOC_Os08g07850",7,5,4,0,0,0,0,0,0,0,0,0
"1153","Chr8-4406637","LOC_Os08g07850",50,27,66,35,40,37,60,64,59,29,30,31
"1154","Chr8+4591234","LOC_Os08g08080",66,63,98,17,23,30,44,50,41,32,32,31
"1155","Chr8+4588301","LOC_Os08g08080",0,2,0,0,0,0,0,0,0,0,1,1
"1156","Chr8+4589022","LOC_Os08g08080",0,4,2,2,2,2,3,3,3,4,4,4
"1157","Chr8+4696656","LOC_Os08g08210",147,123,128,101,105,102,189,176,195,63,123,77
"1158","Chr8+4696954","LOC_Os08g08210",1,1,6,1,0,0,0,0,0,0,0,0
"1159","Chr8-5806505","LOC_Os08g10020",39,21,81,9007,8599,10319,30749,30375,29913,169,163,162
"1160","Chr8-5807976","LOC_Os08g10020",0,0,0,0,0,0,0,0,0,1,0,1
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,1,1,0,6,11,11,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",6,1,0,4,2,3,38,49,41,0,0,0
"1163","Chr8-7992843","LOC_Os08g13430",2,0,4,30,19,22,32,35,31,2,3,1
"1164","Chr8-7991327","LOC_Os08g13430",3,1,0,1,2,0,6,6,3,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",4,1,4,23,14,17,18,75,51,0,0,0
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,4,0,1,1,1,4,1,1,1
"1167","Chr8+12718764","LOC_Os08g21330",1,2,3,10,12,11,2,3,1,21,19,14
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,2,2,2,1,1,1,1,2,4
"1169","Chr8-12724304","LOC_Os08g21350",93,149,141,90,110,106,163,138,166,147,148,146
"1170","Chr8-12724556","LOC_Os08g21350",138,172,120,5,3,1,11,10,0,6,6,6
"1171","Chr8+13074572","LOC_Os08g21840",0,1,0,0,1,0,0,0,0,1,0,1
"1172","Chr8+13075843","LOC_Os08g21840",2,4,12,3,2,1,0,0,0,2,3,3
"1173","Chr8+13076027","LOC_Os08g21840",1,22,31,36,32,32,22,9,25,102,75,77
"1174","Chr8-16519397","LOC_Os08g27040",0,0,0,11,11,11,10,6,8,3,4,0
