chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,stem_60days1,stem_60days2,stem_60days3,husk1,husk2,husk3,embryo1,embryo2,embryo3
Chr6-20223915,LOC_Os06g34790,178,173,174,555,610,544,408,484,357,153,157,157
Chr6-20223699,LOC_Os06g34790,0,0,0,0,3,1,2,1,3,1,1,0
Chr6-20635351,LOC_Os06g35410,90,57,48,39,46,53,34,34,34,15,16,14
Chr6-20635415,LOC_Os06g35410,3,3,3,0,0,0,0,0,0,0,1,1
Chr6-20998099,LOC_Os06g35960,75,50,44,0,0,0,0,8,1,37,49,24
Chr6-20996340,LOC_Os06g35960,703,662,676,0,0,0,12,11,11,728,779,769
Chr6-21069550,LOC_Os06g36050,44,31,27,13,16,11,14,17,14,10,5,8
Chr6-21066261,LOC_Os06g36050,0,2,0,7,6,6,22,28,25,0,1,1
Chr6-21414841,LOC_Os06g36480,1,2,0,1,1,0,0,0,0,0,0,0
Chr6-21421108,LOC_Os06g36480,2,0,1,0,2,0,0,0,0,0,1,0
Chr6-21414776,LOC_Os06g36480,0,0,2,5,6,4,8,8,6,0,0,0
Chr6-21963477,LOC_Os06g37180,42,5,23,7,9,9,1,4,2,20,14,49
Chr6-21963207,LOC_Os06g37180,690,587,673,1359,1426,1366,781,1001,1031,840,917,848
Chr6-23087555,LOC_Os06g38910,0,0,0,0,1,1,1,0,0,0,0,0
Chr6-23086909,LOC_Os06g38910,2,12,6,4,1,1,2,2,2,1,0,0
Chr6+23846208,LOC_Os06g40060,3,5,4,0,0,0,0,0,0,1,2,0
Chr6+23846628,LOC_Os06g40060,7,5,3,0,0,0,0,2,1,2,1,1
Chr6+23846762,LOC_Os06g40060,0,0,1,0,0,0,0,1,2,1,0,2
Chr6+23847017,LOC_Os06g40060,138,173,104,196,186,192,164,161,129,68,71,64
Chr6+23844369,LOC_Os06g40060,3,5,8,3,1,5,0,0,0,0,0,0
Chr6+23846874,LOC_Os06g40060,1,5,2,0,1,0,1,1,1,0,0,0
Chr6-25073605,LOC_Os06g41810,10,1,10,12,13,12,15,17,6,0,1,0
Chr6-25073255,LOC_Os06g41810,1,3,3,0,0,0,0,0,0,0,0,0
Chr6-25073672,LOC_Os06g41810,27,28,28,69,57,64,42,44,56,57,52,58
Chr6-25899616,LOC_Os06g43090,0,3,5,0,0,0,20,23,12,5,7,5
Chr6-25899526,LOC_Os06g43090,14,9,14,1,1,1,138,127,132,20,15,18
Chr6-25899445,LOC_Os06g43090,9,11,10,4,4,4,196,212,209,18,15,22
Chr6-25899296,LOC_Os06g43090,1,1,1,0,0,0,0,2,1,2,1,3
Chr6+26303034,LOC_Os06g43680,17,11,16,5,4,5,6,6,6,21,9,14
Chr6+26297637,LOC_Os06g43680,13,14,14,0,0,0,0,0,0,5,5,5
Chr6+26302824,LOC_Os06g43680,11,6,11,3,3,4,7,5,3,7,6,13
Chr6+26303103,LOC_Os06g43680,44,58,26,44,44,45,27,36,35,33,34,22
Chr6-26637991,LOC_Os06g44150,1,0,2,2,6,9,2,0,1,1,2,1
Chr6-26635719,LOC_Os06g44150,1,3,2,14,11,13,3,14,12,5,2,4
Chr6-26635628,LOC_Os06g44150,2,5,3,13,6,11,25,29,34,6,8,6
Chr6-26948705,LOC_Os06g44620,5,1,6,0,2,0,0,0,0,0,0,0
Chr6-26945604,LOC_Os06g44620,2,2,1,0,1,0,1,1,2,0,0,0
Chr6-26943172,LOC_Os06g44620,124,109,98,166,179,166,154,126,159,27,27,28
Chr6+27561599,LOC_Os06g45540,2,2,1,1,0,0,33,25,37,14,4,5
Chr6+27561475,LOC_Os06g45540,0,0,0,0,0,0,13,4,8,1,2,2
Chr6+27561347,LOC_Os06g45540,2,0,1,0,0,0,1,0,2,0,1,0
Chr6+28402076,LOC_Os06g46770,1,22,8,0,0,0,0,0,0,5,2,4
Chr6+28404272,LOC_Os06g46770,6,0,0,1,1,3,6,8,6,4,1,1
Chr6-28641300,LOC_Os06g47230,3,4,3,0,0,0,6,9,13,2,0,0
Chr6-28639437,LOC_Os06g47230,4900,5043,4690,4964,5060,5018,3249,3249,3115,6209,6330,6504
Chr6-28640867,LOC_Os06g47230,1,2,1,0,0,0,0,0,0,6,3,6
Chr6+28706369,LOC_Os06g47350,1199,1339,1586,1637,1653,1683,1168,938,899,2565,3020,2445
Chr6+28701964,LOC_Os06g47350,28,27,18,0,23,25,5,1,1,20,31,38
Chr6-29215091,LOC_Os06g48320,5,5,8,0,0,1,0,3,0,0,0,0
Chr6-29217421,LOC_Os06g48320,18,17,32,0,1,0,1,0,0,6,4,2
Chr6-29215435,LOC_Os06g48320,105,226,71,51,39,45,67,69,82,66,66,57
Chr6-29215735,LOC_Os06g48320,3,0,4,1,0,0,1,0,0,1,0,0
Chr6-29215275,LOC_Os06g48320,30,23,15,3,0,3,10,9,13,5,6,5
Chr6-29217696,LOC_Os06g48320,6,12,1,1,0,0,1,2,2,3,3,4
Chr6-29958681,LOC_Os06g49440,0,1,0,1,5,0,0,1,1,1,0,0
Chr6-29955988,LOC_Os06g49440,17,7,10,22,19,22,21,18,30,22,30,38
Chr6-29955619,LOC_Os06g49440,0,3,5,11,15,9,21,9,11,1,6,6
Chr6+31184620,LOC_Os06g51480,7,4,4,18,1,2,7,5,6,5,2,1
Chr6+31184283,LOC_Os06g51480,46,45,44,119,143,88,70,66,62,32,61,47
Chr7+21062,LOC_Os07g01030,9,5,3,3,9,3,4,5,4,6,2,0
Chr7+21337,LOC_Os07g01030,23,24,25,183,235,222,98,88,78,32,29,27
Chr7-451747,LOC_Os07g01770,16,17,16,5,5,3,1004,956,1305,21,18,21
Chr7-453397,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,4,2,6
Chr7-452595,LOC_Os07g01770,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-453618,LOC_Os07g01770,0,0,0,1,3,3,2,0,0,0,1,0
Chr7-457751,LOC_Os07g01770,0,0,0,0,0,0,25,21,39,0,0,0
Chr7-452404,LOC_Os07g01770,0,0,0,0,0,0,5,5,1,0,0,0
Chr7-607252,LOC_Os07g01990,0,0,0,0,0,0,0,0,1,1,0,0
Chr7-604708,LOC_Os07g01990,99,99,176,113,121,122,92,104,84,150,150,151
Chr7-604833,LOC_Os07g01990,10,7,8,0,0,0,0,0,0,3,2,6
Chr7+798364,LOC_Os07g02340,6,0,5,1,1,1,7,7,5,1,0,2
Chr7+798246,LOC_Os07g02340,2,9,6,0,1,0,0,1,1,0,0,0
Chr7+799174,LOC_Os07g02340,5,0,6,5,6,0,23,26,23,1,1,2
Chr7+798977,LOC_Os07g02340,330,260,318,738,727,727,1094,1084,1089,379,372,382
Chr7+3244556,LOC_Os07g06644,11,18,14,96,100,94,47,54,48,28,30,28
Chr7+3242941,LOC_Os07g06644,0,0,0,6,9,14,1,0,5,0,0,0
Chr7-3847108,LOC_Os07g07680,0,1,0,3,5,2,5,7,2,10,10,8
Chr7-3847055,LOC_Os07g07680,31,30,32,217,207,214,168,127,154,62,72,59
Chr7-4150686,LOC_Os07g08170,3,5,2,0,0,0,2,3,5,0,12,12
Chr7-4151057,LOC_Os07g08170,50,49,51,37,37,38,24,25,25,74,75,79
Chr7-4150765,LOC_Os07g08170,4,5,2,0,0,0,1,0,1,14,15,15
Chr7-4185358,LOC_Os07g08210,31,19,18,35,29,34,24,24,18,33,31,30
Chr7-4185763,LOC_Os07g08210,3,3,3,35,27,38,14,15,11,5,0,14
Chr7-4185233,LOC_Os07g08210,6,22,6,54,55,49,20,33,28,14,14,12
Chr7-5128827,LOC_Os07g09670,6,3,8,0,0,0,0,1,1,6,6,6
Chr7-5128529,LOC_Os07g09670,8,19,20,0,0,0,4,1,6,7,9,8
Chr7-5128678,LOC_Os07g09670,120,70,26,5,6,5,23,29,29,25,24,23
Chr7-6115520,LOC_Os07g11060,1,1,1,0,0,0,0,0,0,0,0,0
Chr7-6108152,LOC_Os07g11060,156,84,176,94,90,90,75,80,70,86,67,84
Chr7-8939846,LOC_Os07g15440,3,21,18,0,0,0,3,2,1,6,6,5
Chr7-8930453,LOC_Os07g15440,16,14,13,0,0,1,2,2,3,14,11,10
Chr7-8938123,LOC_Os07g15440,3,1,4,0,0,0,0,0,0,2,2,3
Chr7-8930109,LOC_Os07g15440,18,66,35,5,9,3,11,21,13,51,56,47
Chr7-10127947,LOC_Os07g17210,5,3,7,0,0,0,0,0,0,2,1,1
Chr7-10133881,LOC_Os07g17210,4,2,3,1,0,0,0,0,0,17,4,4
Chr7-10127706,LOC_Os07g17210,17,15,20,0,0,0,9,1,16,12,14,12
Chr7-10822540,LOC_Os07g18250,2,0,9,1,0,1,0,0,0,0,0,1
Chr7-10817328,LOC_Os07g18250,6,6,9,29,31,29,24,43,44,23,15,16
Chr7-10817417,LOC_Os07g18250,4,5,9,9,8,10,1,1,13,13,19,2
Chr7+11221181,LOC_Os07g18930,26,22,23,1,8,7,5,5,2,16,15,15
Chr7+11221295,LOC_Os07g18930,2,4,2,5,9,6,4,5,6,3,1,3
Chr7+12566795,LOC_Os07g22390,6,3,3,5,4,4,4,4,4,1,1,1
Chr7+12570172,LOC_Os07g22390,68,51,37,79,80,78,85,85,85,58,58,56
Chr7+12566736,LOC_Os07g22390,2,2,3,13,7,8,10,13,15,3,1,1
Chr7-13058176,LOC_Os07g23169,0,0,0,0,0,0,9,1,0,1,1,1
Chr7-13058980,LOC_Os07g23169,0,0,5,1,9,1,7,3,6,1,1,0
Chr7-13057842,LOC_Os07g23169,18,18,21,9,3,6,7,10,6,20,4,16
Chr7-13064601,LOC_Os07g23169,0,0,2,2,0,0,0,1,0,0,1,2
Chr7-13064529,LOC_Os07g23169,0,11,21,4,6,2,0,2,2,13,8,3
Chr7-13064446,LOC_Os07g23169,2,6,5,4,1,1,5,6,4,6,6,9
Chr7-13436763,LOC_Os07g23790,21,39,54,112,119,92,109,108,126,46,34,31
Chr7-13439141,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-13439354,LOC_Os07g23790,19,43,70,0,0,0,0,0,0,0,0,0
Chr7-13438764,LOC_Os07g23790,3,4,1,0,0,0,0,0,0,0,0,0
Chr7-13438287,LOC_Os07g23790,0,0,0,0,0,0,0,0,0,5,0,0
Chr7-13438691,LOC_Os07g23790,4,3,1,1,0,0,0,0,0,0,0,0
Chr7-13439556,LOC_Os07g23790,1,0,1,0,0,0,0,0,0,0,0,0
Chr7-13437936,LOC_Os07g23790,0,0,0,0,0,0,1,0,0,0,0,0
Chr7-13438573,LOC_Os07g23790,11,13,11,1,2,0,0,0,1,10,21,12
Chr7-13513635,LOC_Os07g23900,3,19,8,5,4,6,3,5,3,8,12,8
Chr7-13513516,LOC_Os07g23900,0,0,0,0,0,0,3,4,0,0,0,0
Chr7+15407379,LOC_Os07g26690,0,0,0,0,1,0,4,7,6,1,1,1
Chr7+15410010,LOC_Os07g26690,2,2,3,18,27,18,61,59,62,0,0,3
Chr7+15409709,LOC_Os07g26690,302,357,340,1042,1040,1125,2794,3017,2765,392,408,390
Chr7-16627446,LOC_Os07g28440,0,0,0,0,0,0,2,4,3,0,0,0
Chr7-16628159,LOC_Os07g28440,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-16627852,LOC_Os07g28440,7,7,7,0,0,0,0,1,0,1,1,1
Chr7-16627620,LOC_Os07g28440,307,286,472,322,333,340,423,437,660,296,301,290
Chr7+16675328,LOC_Os07g28480,4,1,2,68,83,78,29,24,30,10,8,4
Chr7+16675251,LOC_Os07g28480,16,15,16,105,92,94,20,20,20,14,14,22
Chr7-17883269,LOC_Os07g30250,10,5,5,1,4,0,3,4,6,5,5,0
Chr7-17881257,LOC_Os07g30250,6,7,15,0,0,0,0,0,0,3,3,5
Chr7-17881209,LOC_Os07g30250,11,10,5,8,7,5,9,9,15,12,17,16
Chr7-17880997,LOC_Os07g30250,6,7,6,46,41,49,61,58,45,2,10,8
Chr7-18246162,LOC_Os07g30820,4,2,3,0,0,0,0,0,0,1,1,1
Chr7-18241608,LOC_Os07g30820,699,678,733,695,726,717,189,254,199,968,969,1055
Chr7-18253476,LOC_Os07g30840,4,0,7,3,8,6,6,7,18,6,8,7
Chr7-18253699,LOC_Os07g30840,215,228,197,91,91,89,102,135,137,207,198,209
Chr7-18253785,LOC_Os07g30840,3,1,1,0,0,0,3,0,5,1,0,3
Chr7-18253842,LOC_Os07g30840,13,13,12,0,0,0,0,0,0,8,9,8
Chr7+18324603,LOC_Os07g30940,181,217,270,119,135,121,191,207,208,340,381,461
Chr7+18324430,LOC_Os07g30940,65,155,84,0,0,0,0,0,0,68,63,46
Chr7+19289539,LOC_Os07g32420,140,94,132,191,185,200,57,41,48,113,132,121
Chr7+19289709,LOC_Os07g32420,156,165,170,351,325,372,108,92,68,212,226,193
Chr7+19288958,LOC_Os07g32420,1,2,0,0,0,0,6,6,6,3,3,4
Chr7+20566854,LOC_Os07g34320,1,4,2,0,0,1,1,1,0,0,0,0
Chr7+20566670,LOC_Os07g34320,0,0,0,0,0,0,0,1,0,0,0,0
Chr7+22571398,LOC_Os07g37640,7,4,19,1,2,0,1,1,1,10,12,11
Chr7+22570551,LOC_Os07g37640,0,0,0,1,1,1,0,0,0,0,0,0
Chr7+22571508,LOC_Os07g37640,106,118,107,26,40,22,39,40,39,204,187,191
Chr7-23507113,LOC_Os07g39270,1,1,1,0,1,2,0,1,2,2,1,2
Chr7-23507310,LOC_Os07g39270,20,13,16,4,0,5,10,11,6,11,17,18
Chr7-23506870,LOC_Os07g39270,14,10,11,1,1,2,2,1,2,12,8,15
Chr7-23507029,LOC_Os07g39270,11,20,12,0,0,0,2,2,4,9,13,27
Chr7-23507510,LOC_Os07g39270,16,17,19,102,102,99,104,102,121,36,31,46
Chr7+23543690,LOC_Os07g39310,34,38,43,4,5,4,10,15,7,15,11,8
Chr7+23544043,LOC_Os07g39310,3,0,2,0,0,0,0,0,2,1,1,1
Chr7+23543533,LOC_Os07g39310,169,161,152,115,112,117,146,123,147,179,154,167
Chr7+23540766,LOC_Os07g39310,2,2,4,0,0,1,4,3,3,4,0,0
Chr7-23893991,LOC_Os07g39850,0,0,0,0,0,0,2,7,5,0,0,0
Chr7-23894122,LOC_Os07g39850,12,14,12,3,5,5,23,18,23,10,11,10
Chr7+23931220,LOC_Os07g39900,875,758,798,214,209,210,188,188,203,794,825,782
Chr7+23926466,LOC_Os07g39900,0,0,0,0,0,0,0,1,1,1,0,0
Chr7+23930644,LOC_Os07g39900,4,5,2,0,0,0,0,0,0,7,7,8
Chr7+26850227,LOC_Os07g45000,214,264,207,173,175,187,63,68,80,131,128,133
Chr7+26850359,LOC_Os07g45000,1,0,0,3,17,0,22,6,31,0,0,1
Chr7+27722459,LOC_Os07g46450,8,8,20,0,0,0,0,0,0,3,5,8
Chr7+27722660,LOC_Os07g46450,51,32,27,19,18,16,26,24,22,41,50,47
Chr7-27783663,LOC_Os07g46520,181,206,172,300,295,310,290,276,268,164,162,161
Chr7-27785620,LOC_Os07g46520,5,1,0,0,0,0,0,0,0,0,0,0
Chr7-27783465,LOC_Os07g46520,0,0,0,0,0,0,1,1,0,0,0,0
Chr7-28191080,LOC_Os07g47150,13,10,14,10,9,13,19,9,17,16,19,21
Chr7-28189797,LOC_Os07g47150,3,0,2,1,2,1,3,0,1,4,4,4
Chr7-29248108,LOC_Os07g48880,2,0,1,0,0,0,0,0,0,1,1,0
Chr7-29247577,LOC_Os07g48880,0,2,0,3,0,0,0,0,0,1,4,8
Chr7-29248465,LOC_Os07g48880,5,3,6,9,10,9,7,7,6,0,2,3
Chr7-29247837,LOC_Os07g48880,12,15,16,7,6,5,0,2,7,23,13,16
Chr7-29295224,LOC_Os07g48960,3,2,2,3,4,1,1,1,1,1,1,1
Chr7-29292322,LOC_Os07g48960,108,55,83,23,32,35,21,26,47,89,75,84
Chr7-29292454,LOC_Os07g48960,46,44,41,22,16,5,21,20,18,81,81,82
Chr7+29370450,LOC_Os07g49040,19,10,13,38,32,27,53,61,68,1,19,17
Chr7+29370153,LOC_Os07g49040,10,6,9,1,0,3,3,3,6,5,3,7
Chr7+29400763,LOC_Os07g49110,0,0,0,0,0,1,0,0,1,0,0,0
Chr7+29401829,LOC_Os07g49110,7,6,5,352,325,330,107,138,104,12,13,15
Chr7+29400050,LOC_Os07g49110,0,0,0,2,0,0,1,1,2,2,1,2
Chr8+191783,LOC_Os08g01290,4,3,2,8,7,8,10,0,14,0,1,0
Chr8+188813,LOC_Os08g01290,6,5,6,0,0,0,0,0,0,3,4,0
Chr8+191880,LOC_Os08g01290,0,0,0,5,0,6,6,9,5,0,0,0
Chr8+190990,LOC_Os08g01290,4,0,1,0,0,0,2,2,2,0,0,0
Chr8+190741,LOC_Os08g01290,141,114,131,59,64,81,72,31,50,88,100,90
Chr8+698542,LOC_Os08g02110,0,0,0,15,15,8,1,1,2,0,0,0
Chr8+698310,LOC_Os08g02110,0,0,0,116,114,113,8,0,9,0,0,0
Chr8+698624,LOC_Os08g02110,0,0,0,54,52,50,11,14,11,0,0,0
Chr8-768390,LOC_Os08g02230,0,0,1,153,160,152,13,7,15,0,0,0
Chr8-768511,LOC_Os08g02230,0,0,0,25,23,27,0,0,1,0,0,0
Chr8-768102,LOC_Os08g02230,0,0,0,7,8,7,0,0,0,0,0,0
Chr8+1621375,LOC_Os08g03450,827,813,624,608,599,617,444,475,443,1484,1203,1394
Chr8+1620274,LOC_Os08g03450,11,13,12,0,0,1,0,0,0,17,20,22
Chr8+1620496,LOC_Os08g03450,5,15,1,0,0,0,0,0,0,23,32,24
Chr8+1620024,LOC_Os08g03450,18,14,10,0,0,0,0,0,0,24,55,41
Chr8-3326360,LOC_Os08g06090,7,2,6,54,55,62,136,122,125,5,3,3
Chr8-3326520,LOC_Os08g06090,0,0,0,0,0,0,0,0,0,0,0,1
Chr8-3326187,LOC_Os08g06090,1,2,0,4,11,2,15,18,13,0,0,0
Chr8+3685466,LOC_Os08g06500,1,0,3,11,13,5,10,11,12,8,2,4
Chr8+3684290,LOC_Os08g06500,0,0,1,0,0,0,0,1,1,0,0,0
Chr8+3685199,LOC_Os08g06500,3,2,1,0,2,0,0,0,0,5,5,12
Chr8-4416522,LOC_Os08g07850,0,0,1,0,0,0,0,0,0,0,0,0
Chr8-4414657,LOC_Os08g07850,0,0,0,1,0,0,0,0,0,0,0,0
Chr8-4416683,LOC_Os08g07850,1,0,0,0,0,0,0,0,0,0,3,0
Chr8-4406637,LOC_Os08g07850,47,37,71,59,58,65,49,41,46,86,100,90
Chr8+4591234,LOC_Os08g08080,96,21,90,34,50,39,15,31,17,40,33,53
Chr8+4588301,LOC_Os08g08080,0,0,0,2,0,1,0,0,0,7,12,3
Chr8+4589022,LOC_Os08g08080,5,1,3,0,1,6,2,1,2,1,0,2
Chr8+4696656,LOC_Os08g08210,122,127,119,138,126,117,139,129,119,77,78,77
Chr8+4696954,LOC_Os08g08210,4,1,1,1,0,0,0,0,0,7,5,1
Chr8-5806505,LOC_Os08g10020,2,0,2,4055,3943,4336,1931,1827,2302,0,0,1
Chr8-5807976,LOC_Os08g10020,1,0,0,0,0,0,0,0,0,0,0,0
Chr8-7991095,LOC_Os08g13430,0,0,0,0,0,1,3,0,0,0,0,0
Chr8-7991393,LOC_Os08g13430,1,3,0,10,14,12,6,4,1,0,3,2
Chr8-7992843,LOC_Os08g13430,4,5,6,13,9,29,2,5,4,1,2,2
Chr8-7991327,LOC_Os08g13430,0,0,0,1,1,1,2,2,3,4,1,2
Chr8-7992674,LOC_Os08g13430,0,3,2,36,39,39,8,8,6,1,4,3
Chr8+12719261,LOC_Os08g21330,0,0,0,1,0,1,3,0,1,0,0,0
Chr8+12718764,LOC_Os08g21330,1,0,3,1,0,2,7,9,2,4,2,8
Chr8+12719218,LOC_Os08g21330,0,0,0,2,0,0,1,0,2,2,1,1
Chr8-12724304,LOC_Os08g21350,227,212,221,123,126,126,128,58,190,137,169,143
Chr8-12724556,LOC_Os08g21350,116,124,137,6,5,3,9,9,9,49,46,54
Chr8+13074572,LOC_Os08g21840,0,1,3,0,1,1,0,0,0,0,0,0
Chr8+13075843,LOC_Os08g21840,1,8,4,0,0,0,0,0,0,8,5,3
Chr8+13076027,LOC_Os08g21840,32,30,36,25,6,14,23,23,23,45,43,43
Chr8-16519397,LOC_Os08g27040,12,3,2,14,2,14,2,6,3,5,7,5
Chr8-16519628,LOC_Os08g27040,94,84,84,82,82,87,114,80,86,135,118,98
Chr8-16522921,LOC_Os08g27040,0,0,0,0,0,0,0,0,0,0,0,0
Chr8-16915204,LOC_Os08g27759,0,0,0,0,0,1,0,1,0,0,0,0
Chr8-16916653,LOC_Os08g27759,21,18,20,18,14,15,27,33,40,19,19,19
Chr8-16946484,LOC_Os08g27824,32,32,36,9,8,8,22,21,19,31,31,30
Chr8-16946671,LOC_Os08g27824,8,10,15,0,0,0,0,0,0,9,8,7
Chr8-18103293,LOC_Os08g29530,173,312,204,100,96,61,128,126,133,201,210,192
Chr8-18108092,LOC_Os08g29530,1,0,1,0,0,0,3,1,0,0,0,0
Chr8+19207763,LOC_Os08g31090,80,76,98,10,10,16,67,46,45,42,35,43
Chr8+19208087,LOC_Os08g31090,8,8,8,0,0,0,5,1,3,11,9,6
Chr8+19548979,LOC_Os08g31580,328,559,567,257,259,263,515,446,521,341,318,324
Chr8+19547661,LOC_Os08g31580,37,31,37,1,2,2,4,3,4,15,8,17
Chr8+19698137,LOC_Os08g31769,96,37,68,10,12,13,22,22,20,62,60,77
Chr8+19693840,LOC_Os08g31769,4,8,3,3,1,4,2,3,3,3,1,3
Chr8+20565942,LOC_Os08g33082,0,1,0,0,0,0,1,3,1,2,1,2
Chr8+20566194,LOC_Os08g33082,58,69,55,29,29,34,44,72,57,101,120,89
Chr8+20560447,LOC_Os08g33082,1,1,1,1,0,0,0,0,0,0,0,0
Chr8-22219629,LOC_Os08g35220,0,0,0,1,1,1,1,0,1,1,0,0
Chr8-22220044,LOC_Os08g35220,61,16,26,18,20,26,12,9,13,27,24,14
Chr8-22219953,LOC_Os08g35220,0,0,0,9,12,6,6,19,17,3,6,6
Chr8-23219154,LOC_Os08g36774,185,174,185,115,114,116,58,55,65,269,276,282
Chr8-23218888,LOC_Os08g36774,1,0,1,0,0,2,0,0,0,0,5,1
Chr8-23229774,LOC_Os08g36774,0,0,0,1,0,0,0,0,0,0,0,1
Chr8-23229595,LOC_Os08g36774,4,4,4,0,0,0,1,1,0,6,1,5
Chr8+23717394,LOC_Os08g37432,54,41,35,53,55,46,12,25,24,24,17,17
Chr8+23717490,LOC_Os08g37432,2,2,0,0,0,1,0,0,0,1,1,0
Chr8+23714230,LOC_Os08g37432,18,20,19,5,5,5,2,1,1,6,9,12
Chr8+24499077,LOC_Os08g38740,16,21,20,2,0,1,22,37,31,12,12,12
Chr8+24498123,LOC_Os08g38740,7,9,13,0,0,0,0,0,0,3,2,3
Chr8+24498068,LOC_Os08g38740,17,2,1,0,0,0,0,0,0,4,3,2
Chr8+24713013,LOC_Os08g39120,0,0,0,1,0,0,0,0,0,0,0,0
Chr8+24715539,LOC_Os08g39120,13,16,12,16,11,8,27,21,25,10,7,25
Chr8+24715695,LOC_Os08g39120,1,4,1,1,2,1,0,1,1,2,2,2
Chr8+24715432,LOC_Os08g39120,4,2,1,0,2,2,0,0,4,0,1,0
Chr8+25940341,LOC_Os08g41010,0,0,0,1,2,4,0,1,0,0,0,0
Chr8+25942290,LOC_Os08g41010,193,273,184,36,46,24,24,39,34,214,237,232
Chr8+25940856,LOC_Os08g41010,0,0,0,3,3,2,0,0,2,0,0,0
Chr8+25940715,LOC_Os08g41010,12,29,22,51,48,55,19,3,27,12,21,15
Chr8+25942446,LOC_Os08g41010,21,17,23,2,8,9,5,7,6,21,27,17
Chr8-26165335,LOC_Os08g41440,0,0,0,0,0,0,2,2,7,0,0,0
Chr8-26165429,LOC_Os08g41440,0,0,0,6,2,4,5,9,12,0,0,0
Chr8-26165225,LOC_Os08g41440,0,0,0,18,21,17,83,92,84,0,0,1
Chr8-26165067,LOC_Os08g41440,5,6,2,64,57,78,241,281,279,6,3,3
Chr8-26842165,LOC_Os08g42470,0,1,0,1,0,0,1,1,1,0,0,0
Chr8-26841065,LOC_Os08g42470,0,0,0,0,0,0,2,1,2,0,0,0
Chr8+28019336,LOC_Os08g44560,5,7,12,0,2,2,0,0,0,0,1,0
Chr8+28019959,LOC_Os08g44560,8,2,2,1,1,0,5,2,4,2,7,2
Chr8+28019221,LOC_Os08g44560,3,6,3,3,1,5,0,3,0,7,6,4
Chr8+28020252,LOC_Os08g44560,31,35,30,13,11,6,2,8,5,21,20,25
Chr8+28345550,LOC_Os08g45140,22,10,4,42,42,45,84,80,91,20,19,17
Chr8+28345480,LOC_Os08g45140,13,11,6,0,2,0,0,0,0,6,4,7
Chr9-3494968,LOC_Os09g07154,0,0,0,0,0,0,0,8,9,0,0,0
Chr9-3494310,LOC_Os09g07154,1,0,0,0,0,0,8,5,8,0,0,0
Chr9-3493970,LOC_Os09g07154,0,1,0,1,0,0,0,0,0,0,0,0
Chr9-4201088,LOC_Os09g08130,7,3,5,3,3,3,2,2,4,0,0,0
Chr9-4201179,LOC_Os09g08130,0,3,2,1,0,0,2,0,1,1,3,0
Chr9-4200791,LOC_Os09g08130,2,1,2,1,1,1,1,6,0,0,0,0
Chr9-4502975,LOC_Os09g08620,6,12,5,8,7,8,6,7,8,4,4,5
Chr9-4504354,LOC_Os09g08620,3,2,1,3,0,3,0,0,3,1,0,0
Chr9-5838299,LOC_Os09g10710,13,25,25,12,15,13,32,24,23,24,20,20
Chr9-5837818,LOC_Os09g10710,90,188,188,96,95,100,79,76,66,169,255,193
Chr9-9970573,LOC_Os09g16330,133,126,133,165,172,170,29,27,25,11,11,11
Chr9-9976956,LOC_Os09g16330,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-9978437,LOC_Os09g16330,1,0,2,0,0,0,0,0,0,0,0,0
Chr9+11815225,LOC_Os09g19734,0,2,1,0,0,0,0,0,2,1,1,1
Chr9+11808918,LOC_Os09g19734,96,65,79,417,392,424,416,467,361,131,127,107
Chr9+11815322,LOC_Os09g19734,1,1,3,22,12,15,4,3,4,1,1,1
Chr9-11913911,LOC_Os09g19910,10,7,5,0,0,1,0,0,0,1,9,18
Chr9-11913665,LOC_Os09g19910,76,76,86,54,51,49,70,70,46,87,89,94
Chr9-11920887,LOC_Os09g19930,0,0,0,0,0,0,16,15,15,0,0,0
Chr9-11920518,LOC_Os09g19930,0,0,0,0,0,0,5,1,6,0,0,0
Chr9-12289976,LOC_Os09g20430,4,15,19,5,4,4,6,5,4,5,7,5
Chr9-12290869,LOC_Os09g20430,2,0,1,0,0,0,0,0,1,1,0,0
Chr9-13141232,LOC_Os09g21689,0,0,2,0,0,2,1,0,0,4,4,3
Chr9-13143923,LOC_Os09g21689,1,0,1,0,0,0,1,2,2,4,2,2
Chr9-13140575,LOC_Os09g21689,11,18,22,35,47,44,35,40,47,29,27,30
Chr9-13144064,LOC_Os09g21689,4,6,3,3,3,2,3,9,6,10,7,8
Chr9-13141141,LOC_Os09g21689,0,0,0,1,0,1,2,2,2,0,0,0
Chr9-13140981,LOC_Os09g21689,0,8,4,0,2,3,5,4,5,0,0,0
Chr9-13146026,LOC_Os09g21689,7,17,5,12,11,12,17,18,8,6,11,8
Chr9-15450591,LOC_Os09g25784,1,0,0,2,1,2,1,0,2,1,0,0
Chr9-15454658,LOC_Os09g25784,2,0,2,0,0,0,0,2,0,0,0,0
Chr9-15451257,LOC_Os09g25784,2,2,0,0,0,0,0,0,0,0,0,0
Chr9-15546421,LOC_Os09g25900,67,48,11,10,8,6,4,4,13,11,8,11
