"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","endosperm1","endosperm2","endosperm3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"580","Chr3-33187380","LOC_Os03g58250",37,35,35,58,48,63,52,52,76,109,85,84,31,29,33,148,132,142,40,88,25,41,30,44
"581","Chr3-33539234","LOC_Os03g58910",10,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Chr3-33530087","LOC_Os03g58910",65,56,74,44,63,44,20,21,23,36,35,19,35,33,40,35,35,33,5,49,30,21,21,25
"583","Chr3-33530530","LOC_Os03g58910",17,8,14,24,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Chr3-33530257","LOC_Os03g58910",8,9,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Chr3-33530461","LOC_Os03g58910",3,0,0,13,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Chr3+33713385","LOC_Os03g59200",0,0,0,0,0,1,8,5,4,3,0,0,0,5,1,0,1,3,7,18,19,35,31,35
"587","Chr3+33713543","LOC_Os03g59200",0,1,1,0,0,0,3,1,4,1,0,0,0,0,1,2,1,2,0,0,0,17,19,17
"588","Chr3+33713681","LOC_Os03g59200",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1
"589","Chr3+33734975","LOC_Os03g59240",0,8,6,1,0,0,0,4,4,4,4,6,7,4,7,27,32,24,8,21,14,61,68,76
"590","Chr3+33735183","LOC_Os03g59240",0,2,0,5,1,0,0,3,0,0,1,0,1,0,1,0,1,2,0,0,0,10,12,11
"591","Chr3+33734791","LOC_Os03g59240",0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0
"592","Chr3-34820693","LOC_Os03g61340",72,86,102,160,84,118,136,110,136,125,93,117,193,225,209,62,98,86,7,49,17,79,77,68
"593","Chr3-34820824","LOC_Os03g61340",27,28,37,75,84,92,9,15,11,34,35,31,22,17,22,7,11,9,2,3,3,8,5,13
"594","Chr3-35447854","LOC_Os03g62640",6,5,2,1,2,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,1,1,1
"595","Chr3-35446445","LOC_Os03g62640",153,226,272,171,166,122,136,145,97,131,169,141,101,126,116,15,152,63,12,109,89,123,122,106
"596","Chr3-35447557","LOC_Os03g62640",3,6,3,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","Chr3-35447302","LOC_Os03g62640",7,12,9,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,1,3,4
"598","Chr3-35664360","LOC_Os03g63074",1444,1651,1239,1667,1190,1705,6,3,6,0,2,1,7,9,10,6,10,7,7,7,21,65,65,51
"599","Chr3-35659856","LOC_Os03g63074",2,0,2,0,0,0,11,16,20,40,27,25,5,7,7,0,0,0,1,2,1,12,1,7
"600","Chr3-35660476","LOC_Os03g63074",1,1,0,3,1,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,2,2
"601","Chr3-35665518","LOC_Os03g63074",8,6,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Chr3+36175491","LOC_Os03g64010",7,7,4,5,0,6,11,19,14,16,15,16,8,9,9,3,5,3,15,28,33,4,8,4
"603","Chr3+36175371","LOC_Os03g64010",53,36,34,42,40,54,182,185,178,194,180,173,163,170,136,8,1,15,66,64,59,44,38,39
"604","Chr3+36175655","LOC_Os03g64010",0,8,8,3,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Chr3-36265888","LOC_Os03g64190",12,15,20,14,5,26,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,4,5,6
"606","Chr3-36265551","LOC_Os03g64190",109,98,98,120,159,119,76,94,53,54,65,70,56,68,64,46,54,66,58,66,29,62,84,88
"607","Chr3-36265422","LOC_Os03g64190",7,13,17,7,8,3,1,4,1,4,0,2,0,0,1,1,1,1,0,0,0,1,0,2
"608","Chr4-227055","LOC_Os04g01300",25,18,33,30,17,43,7,2,7,14,7,10,18,29,17,20,32,24,2,5,4,12,16,18
"609","Chr4-226904","LOC_Os04g01300",109,126,55,170,59,118,174,156,166,191,196,220,285,272,262,508,506,506,243,133,82,267,251,227
"610","Chr4-4446093","LOC_Os04g08330",7,9,7,4,10,6,0,6,5,1,5,1,1,4,2,5,13,14,43,57,8,1,1,1
"611","Chr4-4446276","LOC_Os04g08330",8,7,5,23,15,13,43,40,30,30,24,23,21,16,17,25,24,21,17,28,3,20,23,17
"612","Chr4-4446462","LOC_Os04g08330",16,7,20,12,15,18,20,21,17,10,13,12,19,17,22,22,20,21,2,2,0,16,24,20
"613","Chr4+4455326","LOC_Os04g08340",1,0,6,16,9,13,3,1,4,2,3,3,4,4,3,5,6,6,0,5,9,19,20,10
"614","Chr4+4455129","LOC_Os04g08340",1,3,14,7,0,0,4,3,0,1,0,1,3,4,0,1,1,1,0,0,0,15,17,9
"615","Chr4+4455602","LOC_Os04g08340",0,0,0,0,0,0,1,1,1,2,1,0,3,0,2,3,1,0,0,0,0,2,2,2
"616","Chr4+4455445","LOC_Os04g08340",0,0,0,3,1,0,3,3,2,0,0,3,7,8,8,4,5,4,0,0,0,7,9,7
"617","Chr4-8310605","LOC_Os04g14790",1,1,1,1,2,1,0,2,2,2,2,2,0,0,0,2,2,3,0,0,0,0,1,1
"618","Chr4-8307366","LOC_Os04g14790",104,234,176,216,203,180,98,87,114,121,124,122,95,85,88,84,70,105,97,0,44,102,75,59
"619","Chr4-13821867","LOC_Os04g24170",1,13,9,10,10,5,4,4,0,0,1,0,0,0,2,1,0,0,10,0,10,0,1,1
"620","Chr4-13821597","LOC_Os04g24170",15,17,12,7,4,4,7,4,4,5,5,5,5,9,10,1,0,2,0,1,0,4,3,4
"621","Chr4-13822060","LOC_Os04g24170",12,19,29,7,19,15,2,0,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0
"622","Chr4-13821797","LOC_Os04g24170",138,130,122,116,177,135,126,109,124,160,110,146,157,163,168,48,46,52,126,64,190,63,62,58
"623","Chr4-16645532","LOC_Os04g28180",20,13,9,25,26,25,8,3,5,4,6,4,5,7,7,17,1,20,0,0,0,1,7,11
"624","Chr4-16645840","LOC_Os04g28180",2303,2332,2277,1678,1617,1655,518,554,545,754,744,764,2364,2316,2309,1704,1720,1652,1012,1215,1304,1847,1922,1847
"625","Chr4-16645602","LOC_Os04g28180",10,10,6,7,2,7,0,0,0,1,1,0,2,1,2,3,2,1,0,0,0,1,1,1
"626","Chr4+19411544","LOC_Os04g32370",6,21,15,14,25,17,39,38,38,24,18,16,14,13,23,24,17,16,117,41,141,8,4,6
"627","Chr4+19418448","LOC_Os04g32370",46,46,48,52,58,56,34,35,16,25,41,32,19,20,23,22,21,2,1,0,0,10,16,7
"628","Chr4+19418720","LOC_Os04g32370",17,15,12,22,18,21,17,29,24,67,65,69,45,35,42,47,50,49,59,47,56,28,24,24
"629","Chr4+19677678","LOC_Os04g32650",0,0,0,5,0,9,0,0,2,0,0,0,0,0,0,1,0,1,2,5,2,0,0,0
"630","Chr4+19682169","LOC_Os04g32650",3,2,9,2,2,1,61,60,76,56,49,48,36,36,27,23,24,26,3,2,8,4,5,1
"631","Chr4+19682000","LOC_Os04g32650",71,66,65,74,72,80,140,84,191,228,214,215,153,154,159,141,127,139,80,21,84,30,32,33
"632","Chr4+19693301","LOC_Os04g32670",89,98,96,161,179,143,113,80,120,107,124,114,170,197,160,118,141,97,29,68,132,126,105,112
"633","Chr4+19694653","LOC_Os04g32670",6,9,13,9,1,5,2,2,2,1,0,1,0,1,1,1,0,3,1,2,2,2,4,0
"634","Chr4-20046676","LOC_Os04g33110",11,14,12,1,1,3,6,6,5,2,1,2,1,0,0,3,2,3,0,0,0,1,3,1
"635","Chr4-20045934","LOC_Os04g33110",421,461,416,598,605,493,5601,5797,5649,2343,2464,2168,4122,4254,3997,1127,1016,1040,3884,1157,205,1258,1410,1371
"636","Chr4-20124695","LOC_Os04g33280",10,45,4,22,20,16,68,68,71,88,99,92,56,48,55,13,9,29,2,39,24,11,11,11
"637","Chr4-20124949","LOC_Os04g33280",1,7,7,9,8,9,1,3,7,3,4,2,5,0,6,2,0,0,0,0,0,2,1,0
"638","Chr4-20125077","LOC_Os04g33280",84,87,89,86,57,111,139,142,152,121,124,106,84,94,98,54,52,47,35,3,23,58,51,57
"639","Chr4+20872624","LOC_Os04g34450",5,3,13,13,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","Chr4+20872284","LOC_Os04g34450",229,227,248,238,228,147,111,108,114,100,89,97,89,91,71,110,137,137,158,185,144,107,110,93
"641","Chr4+20865574","LOC_Os04g34450",4,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Chr4+21268294","LOC_Os04g34984",1,12,3,3,6,9,1,1,4,1,2,1,1,0,1,0,0,1,0,0,0,1,0,7
"643","Chr4+21268742","LOC_Os04g34984",12,13,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Chr4+21265387","LOC_Os04g34984",5,0,5,4,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,1
"645","Chr4+21267966","LOC_Os04g34984",6,2,15,24,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"646","Chr4+21268220","LOC_Os04g34984",52,52,53,31,28,87,11,39,32,43,48,40,60,54,54,39,21,47,11,5,1,42,41,32
"647","Chr4-21461913","LOC_Os04g35290",3,2,4,1,2,0,5,2,5,1,1,3,3,2,3,2,2,0,0,0,0,1,1,1
"648","Chr4-21462280","LOC_Os04g35290",8,9,9,9,9,1,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,3,4
"649","Chr4-21462068","LOC_Os04g35290",38,49,68,29,102,85,62,114,65,73,86,87,137,98,119,63,67,75,61,93,0,47,57,51
"650","Chr4+21847904","LOC_Os04g35840",28,13,37,18,1,16,9,11,9,4,3,2,13,11,12,3,0,1,3,14,5,4,3,2
"651","Chr4+21848067","LOC_Os04g35840",106,94,93,147,119,107,280,294,285,91,98,95,203,208,195,51,39,55,74,54,7,46,18,36
"652","Chr4-22837568","LOC_Os04g38410",0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
"653","Chr4-22835915","LOC_Os04g38410",4,3,12,88,227,180,29764,30436,30313,16116,15671,16019,1677,1798,2019,9,8,3,1251,1363,794,1263,1481,1341
"654","Chr4-23182531","LOC_Os04g39030",3,3,1,2,3,0,7,7,7,1,0,0,1,0,1,2,3,2,8,0,0,0,1,0
"655","Chr4-23178432","LOC_Os04g39030",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,111,12,29,0,0,1
"656","Chr4+24375527","LOC_Os04g41100",16,7,4,6,3,3,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0
"657","Chr4+24377215","LOC_Os04g41100",3,2,6,1,0,0,1,2,1,3,10,1,0,0,1,0,0,0,0,0,0,1,1,1
"658","Chr4+24375624","LOC_Os04g41100",0,0,3,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"659","Chr4+24376982","LOC_Os04g41100",6,2,1,0,0,0,12,17,19,9,10,9,9,5,11,6,1,6,1,2,1,4,5,7
"660","Chr4+24375892","LOC_Os04g41100",0,3,2,9,4,3,3,0,2,3,6,1,1,1,0,0,0,0,0,0,0,6,9,2
"661","Chr4+24378221","LOC_Os04g41100",4,0,0,1,4,4,27,21,34,11,15,14,19,9,9,16,16,18,18,15,2,5,1,1
"662","Chr4+24378067","LOC_Os04g41100",0,0,2,0,0,0,7,4,4,1,6,0,0,2,3,2,1,2,0,0,0,1,1,1
"663","Chr4+24376899","LOC_Os04g41100",2,3,2,7,6,1,5,3,19,30,31,26,22,17,24,2,6,3,11,11,23,8,7,6
"664","Chr4+24375297","LOC_Os04g41100",157,168,166,203,196,198,117,123,70,143,161,156,130,137,120,55,63,72,113,181,107,69,72,70
"665","Chr4+24376800","LOC_Os04g41100",4,2,4,2,0,1,3,3,3,7,3,5,0,6,0,0,1,0,15,3,7,3,2,2
"666","Chr4+24377050","LOC_Os04g41100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236,88,92,0,0,0
"667","Chr4+24378165","LOC_Os04g41100",1,0,1,0,0,0,16,10,6,3,4,3,1,4,5,2,0,2,1,3,3,1,0,1
"668","Chr4+24375988","LOC_Os04g41100",3,2,6,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"669","Chr4+24377632","LOC_Os04g41100",31,29,26,50,47,12,9,7,17,14,14,13,13,14,3,12,5,7,2,0,6,9,8,8
"670","Chr4+24468762","LOC_Os04g41229",0,0,0,0,2,1,59,60,61,60,69,67,7,8,19,220,224,185,0,0,0,0,0,0
"671","Chr4+24462034","LOC_Os04g41229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0
"672","Chr4+24505398","LOC_Os04g41280",0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,7,3,11,2,12,19,85,75,86
"673","Chr4+24503052","LOC_Os04g41280",215,192,177,196,156,278,9,8,18,10,3,7,10,17,11,19,18,9,34,11,50,5,6,3
"674","Chr4+24515245","LOC_Os04g41310",0,3,0,2,1,0,22,6,18,58,56,59,74,66,62,62,68,53,8,14,17,3,0,2
"675","Chr4+24515684","LOC_Os04g41310",0,0,0,0,0,0,2,0,0,4,11,13,10,10,7,4,4,3,0,0,0,0,0,0
"676","Chr4+24515551","LOC_Os04g41310",0,3,2,0,0,0,0,0,0,8,6,16,10,11,7,4,5,2,1,0,0,0,0,0
"677","Chr4+24515494","LOC_Os04g41310",0,0,0,0,0,0,26,47,17,166,148,181,150,142,149,77,72,80,55,52,8,2,3,2
"678","Chr4+24515364","LOC_Os04g41310",0,1,2,2,1,0,23,15,18,80,82,85,71,92,79,50,48,56,11,14,2,2,3,0
"679","Chr4+25548760","LOC_Os04g43150",249,228,189,136,152,132,15,14,13,16,8,10,17,19,18,21,28,30,59,74,267,90,92,79
"680","Chr4+25548907","LOC_Os04g43150",116,119,130,104,86,71,29,28,26,35,43,33,35,35,48,31,36,37,20,5,11,53,53,55
"681","Chr4+25548632","LOC_Os04g43150",9,15,12,8,16,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,3,3
"682","Chr4-26023984","LOC_Os04g43916",16,26,22,35,48,25,42,48,48,22,19,26,39,37,46,76,71,75,0,21,59,15,20,34
"683","Chr4-26024059","LOC_Os04g43916",5,16,21,12,21,13,8,6,6,4,4,4,3,0,3,13,17,7,0,0,0,1,0,2
"684","Chr4+26494070","LOC_Os04g44710",16,3,8,10,0,2,6,10,13,9,9,5,4,4,5,6,10,11,4,1,3,23,9,18
"685","Chr4+26494603","LOC_Os04g44710",2,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,1,3,0,1,1,1
"686","Chr4+26494227","LOC_Os04g44710",0,22,9,2,13,25,9,5,1,4,3,12,1,1,1,7,6,5,0,0,0,8,10,7
"687","Chr4-27260359","LOC_Os04g46020",7,16,5,13,0,12,36,44,33,33,36,39,82,74,64,80,107,74,11,32,44,150,161,148
"688","Chr4-27260424","LOC_Os04g46020",3,3,3,0,0,1,0,0,8,2,2,3,2,2,4,5,5,5,0,0,0,10,5,6
"689","Chr4-27260178","LOC_Os04g46020",0,0,0,0,4,5,7,6,6,8,4,5,8,7,11,27,26,38,0,0,0,15,11,6
"690","Chr4+28081226","LOC_Os04g47290",0,0,1,3,1,1,71,71,80,53,59,61,7,17,18,2,3,1,12,5,6,5,10,20
"691","Chr4+28080026","LOC_Os04g47290",0,0,0,0,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"692","Chr4+28079833","LOC_Os04g47290",0,0,0,0,0,0,3,5,4,3,3,0,0,0,2,0,1,1,0,0,0,0,1,0
"693","Chr4+28079988","LOC_Os04g47290",0,0,0,0,0,0,1,5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"694","Chr4+28081326","LOC_Os04g47290",0,0,0,0,0,0,9,5,9,5,5,5,2,1,0,1,0,0,0,0,0,2,2,2
"695","Chr4+30018691","LOC_Os04g50740",0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,0,10,16,14,0,0,0
"696","Chr4+30021075","LOC_Os04g50740",10,7,8,11,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
"697","Chr4+30018590","LOC_Os04g50740",2,6,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Chr4+30020951","LOC_Os04g50740",23,25,11,7,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"699","Chr4+30017597","LOC_Os04g50740",13,10,5,10,17,16,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0
"700","Chr4+30017765","LOC_Os04g50740",9,6,14,12,20,12,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,3,2,2
"701","Chr4-30198541","LOC_Os04g51009",3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,6,18,21,1,1,5
"702","Chr4-30195970","LOC_Os04g51009",0,0,0,1,0,3,4,3,0,10,4,7,5,5,5,1,1,1,1,1,1,3,2,3
"703","Chr4+30431433","LOC_Os04g51380",0,6,2,3,5,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"704","Chr4+30431682","LOC_Os04g51380",27,12,8,31,1,27,42,37,40,31,38,30,30,25,29,15,13,16,10,1,32,20,22,23
"705","Chr4-30510410","LOC_Os04g51500",10,14,10,3,1,0,4,7,5,5,4,3,7,4,14,4,9,9,3,4,4,16,11,11
"706","Chr4-30511131","LOC_Os04g51500",8,4,7,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,0,0,0,2,2,2
"707","Chr4-30510977","LOC_Os04g51500",32,32,35,20,16,11,21,54,53,39,38,41,25,22,23,30,23,24,15,18,40,34,32,25
"708","Chr4-30511643","LOC_Os04g51500",2,6,3,0,5,0,1,0,2,1,0,3,0,0,0,0,0,0,4,4,8,0,0,0
"709","Chr4-30888315","LOC_Os04g52020",3,6,5,6,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"710","Chr4-30888160","LOC_Os04g52020",26,16,27,32,37,30,19,25,23,30,30,33,22,19,22,25,43,33,2,21,35,26,31,33
"711","Chr4-30901964","LOC_Os04g52020",15,3,7,8,2,35,1,2,1,4,2,6,2,2,2,6,6,5,0,0,0,3,5,2
"712","Chr4-32339713","LOC_Os04g54330",216,279,216,218,239,222,112,127,140,166,167,181,201,194,213,144,142,129,120,111,166,96,106,104
"713","Chr4-32341122","LOC_Os04g54330",442,391,570,11,144,126,6,11,14,4,3,3,6,8,6,11,2,13,9,3,11,73,100,88
"714","Chr4-32341286","LOC_Os04g54330",20,25,8,12,9,7,0,0,0,0,1,1,2,3,2,4,4,4,1,1,1,4,4,3
"715","Chr4-32340906","LOC_Os04g54330",55,55,64,15,17,18,0,0,0,1,0,1,1,0,1,2,9,5,0,0,0,3,3,5
"716","Chr4-32340699","LOC_Os04g54330",196,183,181,154,146,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
"717","Chr4+32365038","LOC_Os04g54390",1,1,1,0,0,0,5,1,3,0,0,1,4,0,7,11,10,10,7,13,29,4,6,5
"718","Chr4+32364856","LOC_Os04g54390",3,6,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",4,4,0,1,2,0,57,42,43,11,9,21,19,19,19,0,1,0,71,65,25,10,11,13
"720","Chr4+32482344","LOC_Os04g54630",8,29,27,11,15,13,695,649,706,736,620,688,313,244,301,14,11,7,163,129,72,39,33,28
"721","Chr4-32955890","LOC_Os04g55410",2,1,0,2,2,0,45,35,22,85,83,80,62,65,64,148,135,150,60,47,27,27,22,22
"722","Chr4-32955709","LOC_Os04g55410",0,3,1,0,2,1,12,11,15,42,39,39,38,37,35,64,74,73,11,38,62,16,14,15
"723","Chr4-32955999","LOC_Os04g55410",6,0,6,30,0,7,26,38,27,71,94,90,72,64,74,186,192,195,32,34,38,23,26,20
"724","Chr4-32959349","LOC_Os04g55410",2,3,4,1,1,2,3,3,2,0,0,1,1,1,0,11,6,16,0,0,0,0,1,1
"725","Chr4-33604477","LOC_Os04g56370",0,1,0,0,1,0,2,3,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",0,0,0,10,2,1,34,37,22,4,14,5,6,5,6,0,0,0,0,0,0,13,16,16
"727","Chr4-34088194","LOC_Os04g57220",2942,3782,3200,2495,2782,2340,3160,3312,2986,3839,3963,3539,6866,6425,6868,2039,2832,2394,5815,6012,6585,2617,2948,2643
"728","Chr4-34087823","LOC_Os04g57220",449,196,388,332,343,359,523,525,541,535,479,512,704,678,713,336,441,225,669,540,479,201,217,199
"729","Chr4+34094547","LOC_Os04g57230",3,5,3,0,0,0,7,6,16,0,6,1,2,1,0,3,4,4,7,6,5,1,0,0
"730","Chr4+34095241","LOC_Os04g57230",3,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,45,25,66,0,0,0
"731","Chr4+34095364","LOC_Os04g57230",8,11,14,6,2,0,1,0,6,8,5,7,18,14,6,10,9,8,7,0,10,20,19,17
"732","Chr4-35104853","LOC_Os04g59010",2,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"733","Chr4-35105039","LOC_Os04g59010",3,9,11,7,10,4,0,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,1,0
"734","Chr4-35105259","LOC_Os04g59010",22,25,45,34,58,52,74,77,15,70,76,60,46,48,45,117,83,78,127,13,118,88,52,78
"735","Chr4+35380940","LOC_Os04g59494",2,3,6,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,3,4,4,3
"736","Chr4+35382163","LOC_Os04g59494",1,4,3,16,19,19,243,261,305,251,270,262,110,99,81,27,15,25,3,24,6,71,73,72
"737","Chr4+35381104","LOC_Os04g59494",5,2,6,1,2,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0
"738","Chr4+35381191","LOC_Os04g59494",31,132,155,89,104,131,87,89,81,67,71,79,57,57,53,39,64,67,67,92,55,112,90,98
"739","Chr5-152021","LOC_Os05g01210",0,11,3,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",8,26,13,7,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",152,218,228,258,263,220,76,67,60,69,71,73,54,60,42,23,21,20,78,69,119,67,59,77
"743","Chr5-149814","LOC_Os05g01210",10,5,10,5,6,4,5,0,1,1,0,2,1,0,0,0,0,0,0,0,0,6,0,0
"744","Chr5+256928","LOC_Os05g01444",0,1,2,3,5,0,1,2,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"745","Chr5+258397","LOC_Os05g01444",8,27,9,6,5,0,0,1,1,5,5,3,0,0,1,16,20,17,1,0,0,0,0,0
"746","Chr5+256962","LOC_Os05g01444",0,0,0,0,1,1,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,2,2,1
"747","Chr5+297254","LOC_Os05g01500",0,0,0,0,0,0,3,4,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0
"748","Chr5+297106","LOC_Os05g01500",58,36,44,51,47,47,21,14,10,14,16,19,13,13,12,22,22,22,9,4,9,18,18,19
"749","Chr5-2378523","LOC_Os05g04940",33,50,19,18,47,25,3,5,8,12,14,20,28,31,20,21,17,14,1,1,0,28,30,17
"750","Chr5-2378752","LOC_Os05g04940",41,33,26,14,28,30,2,0,0,2,7,8,0,5,2,0,3,5,1,0,0,10,11,10
"751","Chr5-2705818","LOC_Os05g05440",19,18,22,11,10,11,11,3,9,0,1,1,6,6,2,5,2,3,88,53,53,37,44,37
"752","Chr5-2704029","LOC_Os05g05440",28,15,4,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,2
"753","Chr5-2703872","LOC_Os05g05440",8,5,6,3,1,2,1,1,3,0,0,0,0,0,0,1,0,0,40,21,13,3,4,4
"754","Chr5-2703669","LOC_Os05g05440",33,25,33,51,45,23,109,121,105,114,124,115,105,87,87,37,28,31,577,585,670,78,91,75
"755","Chr5-2703988","LOC_Os05g05440",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,1,1,1,1
"756","Chr5-2716805","LOC_Os05g05460",8,2,3,2,6,13,1,4,9,2,1,9,2,2,1,4,7,10,0,0,0,0,2,0
"757","Chr5-2716915","LOC_Os05g05460",0,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,5
"759","Chr5-3010904","LOC_Os05g06014",1,4,4,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1
"761","Chr5-3010793","LOC_Os05g06014",85,54,62,3,17,7,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1
"762","Chr5-3011730","LOC_Os05g06014",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",37,54,62,6,2,1,15,15,4,8,9,15,42,28,26,40,45,44,122,112,108,98,96,99
"765","Chr5-3009030","LOC_Os05g06014",0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,49,98,2,4,3
"766","Chr5-3011386","LOC_Os05g06014",2,4,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",12,4,10,14,1,9,6,10,8,11,5,13,6,8,5,6,7,4,1,0,0,2,0,0
"768","Chr5-3245447","LOC_Os05g06340",64,42,59,34,106,8,134,137,114,96,83,121,136,122,133,124,96,57,62,37,10,34,31,34
"769","Chr5+4105902","LOC_Os05g07640",5,5,7,2,7,4,16,20,14,4,18,12,12,10,13,18,10,20,37,73,62,15,14,6
"770","Chr5+4105739","LOC_Os05g07640",115,81,72,46,49,48,77,91,64,69,56,53,54,56,46,74,73,75,45,40,76,65,63,53
"771","Chr5+4408160","LOC_Os05g08090",0,0,0,0,0,0,17,13,14,13,14,13,18,16,11,4,3,5,0,0,0,0,2,6
"772","Chr5+4407066","LOC_Os05g08090",32,33,34,66,39,42,27,28,25,15,36,57,31,33,32,14,16,14,44,75,73,40,43,42
