"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"580","Chr3-33187380","LOC_Os03g58250",58,48,63,24,26,25,22,15,39,52,52,76,29,27,28,148,132,142,40,88,25,41,30,44
"581","Chr3-33539234","LOC_Os03g58910",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Chr3-33530087","LOC_Os03g58910",44,63,44,49,71,93,20,15,25,20,21,23,19,19,19,35,35,33,5,49,30,21,21,25
"583","Chr3-33530530","LOC_Os03g58910",24,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Chr3-33530257","LOC_Os03g58910",3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Chr3-33530461","LOC_Os03g58910",13,3,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Chr3+33713385","LOC_Os03g59200",0,0,1,3,12,7,32,34,29,8,5,4,25,22,26,0,1,3,7,18,19,35,31,35
"587","Chr3+33713543","LOC_Os03g59200",0,0,0,3,3,3,17,21,15,3,1,4,11,10,13,2,1,2,0,0,0,17,19,17
"588","Chr3+33713681","LOC_Os03g59200",0,0,0,0,0,0,6,4,4,1,0,1,6,6,5,0,1,0,0,0,0,3,2,1
"589","Chr3+33734975","LOC_Os03g59240",1,0,0,17,12,14,110,126,111,0,4,4,44,38,40,27,32,24,8,21,14,61,68,76
"590","Chr3+33735183","LOC_Os03g59240",5,1,0,0,0,1,15,15,17,0,3,0,4,4,8,0,1,2,0,0,0,10,12,11
"591","Chr3+33734791","LOC_Os03g59240",0,0,0,2,1,1,2,3,4,3,1,0,1,0,1,1,1,2,0,0,0,1,1,0
"592","Chr3-34820693","LOC_Os03g61340",160,84,118,50,17,41,104,110,105,136,110,136,163,175,146,62,98,86,7,49,17,79,77,68
"593","Chr3-34820824","LOC_Os03g61340",75,84,92,12,8,14,5,7,9,9,15,11,6,8,12,7,11,9,2,3,3,8,5,13
"594","Chr3-35447854","LOC_Os03g62640",1,2,0,8,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"595","Chr3-35446445","LOC_Os03g62640",171,166,122,154,166,47,50,57,98,136,145,97,45,33,56,15,152,63,12,109,89,123,122,106
"596","Chr3-35447557","LOC_Os03g62640",1,1,7,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","Chr3-35447302","LOC_Os03g62640",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,4
"598","Chr3-35664360","LOC_Os03g63074",1667,1190,1705,966,767,750,8,7,5,6,3,6,9,7,6,6,10,7,7,7,21,65,65,51
"599","Chr3-35659856","LOC_Os03g63074",0,0,0,10,2,8,19,19,18,11,16,20,2,0,1,0,0,0,1,2,1,12,1,7
"600","Chr3-35660476","LOC_Os03g63074",3,1,2,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"601","Chr3-35665518","LOC_Os03g63074",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Chr3+36175491","LOC_Os03g64010",5,0,6,8,4,2,8,7,14,11,19,14,6,3,5,3,5,3,15,28,33,4,8,4
"603","Chr3+36175371","LOC_Os03g64010",42,40,54,32,5,96,74,58,51,182,185,178,33,13,23,8,1,15,66,64,59,44,38,39
"604","Chr3+36175655","LOC_Os03g64010",3,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Chr3-36265888","LOC_Os03g64190",14,5,26,4,11,5,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,4,5,6
"606","Chr3-36265551","LOC_Os03g64190",120,159,119,84,91,90,73,70,64,76,94,53,87,84,75,46,54,66,58,66,29,62,84,88
"607","Chr3-36265422","LOC_Os03g64190",7,8,3,7,17,7,1,0,1,1,4,1,1,2,0,1,1,1,0,0,0,1,0,2
"608","Chr4-227055","LOC_Os04g01300",30,17,43,36,28,41,34,51,51,7,2,7,45,44,46,20,32,24,2,5,4,12,16,18
"609","Chr4-226904","LOC_Os04g01300",170,59,118,107,360,228,858,857,835,174,156,166,745,751,767,508,506,506,243,133,82,267,251,227
"610","Chr4-4446093","LOC_Os04g08330",4,10,6,12,5,13,7,2,1,0,6,5,5,0,9,5,13,14,43,57,8,1,1,1
"611","Chr4-4446276","LOC_Os04g08330",23,15,13,47,55,35,15,13,30,43,40,30,34,27,37,25,24,21,17,28,3,20,23,17
"612","Chr4-4446462","LOC_Os04g08330",12,15,18,14,24,26,19,14,11,20,21,17,23,24,23,22,20,21,2,2,0,16,24,20
"613","Chr4+4455326","LOC_Os04g08340",16,9,13,21,14,11,5,1,0,3,1,4,12,1,0,5,6,6,0,5,9,19,20,10
"614","Chr4+4455129","LOC_Os04g08340",7,0,0,4,0,5,0,2,1,4,3,0,0,0,0,1,1,1,0,0,0,15,17,9
"615","Chr4+4455602","LOC_Os04g08340",0,0,0,2,2,3,0,3,0,1,1,1,0,3,3,3,1,0,0,0,0,2,2,2
"616","Chr4+4455445","LOC_Os04g08340",3,1,0,4,3,5,1,1,1,3,3,2,10,4,8,4,5,4,0,0,0,7,9,7
"617","Chr4-8310605","LOC_Os04g14790",1,2,1,3,0,2,2,0,2,0,2,2,0,2,0,2,2,3,0,0,0,0,1,1
"618","Chr4-8307366","LOC_Os04g14790",216,203,180,45,37,15,38,23,50,98,87,114,61,48,84,84,70,105,97,0,44,102,75,59
"619","Chr4-13821867","LOC_Os04g24170",10,10,5,3,3,3,2,3,0,4,4,0,0,0,0,1,0,0,10,0,10,0,1,1
"620","Chr4-13821597","LOC_Os04g24170",7,4,4,10,4,9,3,3,5,7,4,4,0,1,1,1,0,2,0,1,0,4,3,4
"621","Chr4-13822060","LOC_Os04g24170",7,19,15,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"622","Chr4-13821797","LOC_Os04g24170",116,177,135,108,106,114,35,49,61,126,109,124,29,30,29,48,46,52,126,64,190,63,62,58
"623","Chr4-16645532","LOC_Os04g28180",25,26,25,2,10,2,8,9,10,8,3,5,24,26,26,17,1,20,0,0,0,1,7,11
"624","Chr4-16645840","LOC_Os04g28180",1678,1617,1655,2397,2483,1987,1453,1498,1430,518,554,545,2518,2476,2548,1704,1720,1652,1012,1215,1304,1847,1922,1847
"625","Chr4-16645602","LOC_Os04g28180",7,2,7,6,1,7,1,2,1,0,0,0,6,3,10,3,2,1,0,0,0,1,1,1
"626","Chr4+19411544","LOC_Os04g32370",14,25,17,6,0,17,18,19,18,39,38,38,24,19,21,24,17,16,117,41,141,8,4,6
"627","Chr4+19418448","LOC_Os04g32370",52,58,56,0,0,15,4,13,4,34,35,16,9,5,7,22,21,2,1,0,0,10,16,7
"628","Chr4+19418720","LOC_Os04g32370",22,18,21,16,19,18,27,21,24,17,29,24,31,35,31,47,50,49,59,47,56,28,24,24
"629","Chr4+19677678","LOC_Os04g32650",5,0,9,0,0,0,1,1,1,0,0,2,0,0,2,1,0,1,2,5,2,0,0,0
"630","Chr4+19682169","LOC_Os04g32650",2,2,1,11,11,12,28,36,37,61,60,76,32,24,34,23,24,26,3,2,8,4,5,1
"631","Chr4+19682000","LOC_Os04g32650",74,72,80,156,103,153,159,160,160,140,84,191,88,91,83,141,127,139,80,21,84,30,32,33
"632","Chr4+19693301","LOC_Os04g32670",161,179,143,184,177,180,69,79,61,113,80,120,97,91,92,118,141,97,29,68,132,126,105,112
"633","Chr4+19694653","LOC_Os04g32670",9,1,5,1,1,1,1,1,1,2,2,2,4,6,3,1,0,3,1,2,2,2,4,0
"634","Chr4-20046676","LOC_Os04g33110",1,1,3,5,12,8,0,0,0,6,6,5,0,0,0,3,2,3,0,0,0,1,3,1
"635","Chr4-20045934","LOC_Os04g33110",598,605,493,5545,5504,5534,1558,1321,1568,5601,5797,5649,983,1146,981,1127,1016,1040,3884,1157,205,1258,1410,1371
"636","Chr4-20124695","LOC_Os04g33280",22,20,16,32,29,28,29,16,20,68,68,71,11,2,27,13,9,29,2,39,24,11,11,11
"637","Chr4-20124949","LOC_Os04g33280",9,8,9,4,3,4,0,0,1,1,3,7,0,0,0,2,0,0,0,0,0,2,1,0
"638","Chr4-20125077","LOC_Os04g33280",86,57,111,51,65,31,80,70,83,139,142,152,19,21,22,54,52,47,35,3,23,58,51,57
"639","Chr4+20872624","LOC_Os04g34450",13,5,4,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
"640","Chr4+20872284","LOC_Os04g34450",238,228,147,79,91,94,138,124,138,111,108,114,128,112,128,110,137,137,158,185,144,107,110,93
"641","Chr4+20865574","LOC_Os04g34450",3,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Chr4+21268294","LOC_Os04g34984",3,6,9,4,5,1,0,4,3,1,1,4,2,2,0,0,0,1,0,0,0,1,0,7
"643","Chr4+21268742","LOC_Os04g34984",5,0,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Chr4+21265387","LOC_Os04g34984",4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
"645","Chr4+21267966","LOC_Os04g34984",24,0,17,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2
"646","Chr4+21268220","LOC_Os04g34984",31,28,87,66,54,62,31,49,45,11,39,32,34,31,37,39,21,47,11,5,1,42,41,32
"647","Chr4-21461913","LOC_Os04g35290",1,2,0,5,1,0,4,1,1,5,2,5,2,1,1,2,2,0,0,0,0,1,1,1
"648","Chr4-21462280","LOC_Os04g35290",9,9,1,1,6,15,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,3,4
"649","Chr4-21462068","LOC_Os04g35290",29,102,85,76,63,93,75,74,84,62,114,65,123,111,129,63,67,75,61,93,0,47,57,51
"650","Chr4+21847904","LOC_Os04g35840",18,1,16,6,11,9,26,23,11,9,11,9,13,8,11,3,0,1,3,14,5,4,3,2
"651","Chr4+21848067","LOC_Os04g35840",147,119,107,54,35,37,175,172,183,280,294,285,92,75,88,51,39,55,74,54,7,46,18,36
"652","Chr4-22837568","LOC_Os04g38410",0,0,0,0,1,0,0,0,0,4,1,2,0,3,0,0,0,1,0,0,0,1,1,1
"653","Chr4-22835915","LOC_Os04g38410",88,227,180,51,32,44,33448,33726,33788,29764,30436,30313,419,404,393,9,8,3,1251,1363,794,1263,1481,1341
"654","Chr4-23182531","LOC_Os04g39030",2,3,0,1,0,0,13,3,2,7,7,7,1,1,1,2,3,2,8,0,0,0,1,0
"655","Chr4-23178432","LOC_Os04g39030",0,0,0,4,2,4,0,0,0,0,0,0,1,2,1,1,1,1,111,12,29,0,0,1
"656","Chr4+24375527","LOC_Os04g41100",6,3,3,2,3,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
"657","Chr4+24377215","LOC_Os04g41100",1,0,0,7,1,4,3,2,1,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1
"658","Chr4+24375624","LOC_Os04g41100",9,7,4,7,5,4,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0
"659","Chr4+24376982","LOC_Os04g41100",0,0,0,4,4,5,0,11,7,12,17,19,0,2,2,6,1,6,1,2,1,4,5,7
"660","Chr4+24375892","LOC_Os04g41100",9,4,3,4,5,2,3,0,1,3,0,2,1,0,0,0,0,0,0,0,0,6,9,2
"661","Chr4+24378221","LOC_Os04g41100",1,4,4,0,5,4,12,12,11,27,21,34,6,8,10,16,16,18,18,15,2,5,1,1
"662","Chr4+24378067","LOC_Os04g41100",0,0,0,5,6,6,5,2,5,7,4,4,0,0,0,2,1,2,0,0,0,1,1,1
"663","Chr4+24376899","LOC_Os04g41100",7,6,1,7,8,7,21,16,10,5,3,19,5,5,5,2,6,3,11,11,23,8,7,6
"664","Chr4+24375297","LOC_Os04g41100",203,196,198,255,307,246,69,46,45,117,123,70,36,35,43,55,63,72,113,181,107,69,72,70
"665","Chr4+24376800","LOC_Os04g41100",2,0,1,3,2,2,0,0,2,3,3,3,3,1,0,0,1,0,15,3,7,3,2,2
"666","Chr4+24377050","LOC_Os04g41100",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,236,88,92,0,0,0
"667","Chr4+24378165","LOC_Os04g41100",0,0,0,2,1,3,3,3,4,16,10,6,0,0,0,2,0,2,1,3,3,1,0,1
"668","Chr4+24375988","LOC_Os04g41100",9,6,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"669","Chr4+24377632","LOC_Os04g41100",50,47,12,8,11,14,7,9,5,9,7,17,5,9,7,12,5,7,2,0,6,9,8,8
"670","Chr4+24468762","LOC_Os04g41229",0,2,1,0,1,2,52,72,64,59,60,61,58,59,59,220,224,185,0,0,0,0,0,0
"671","Chr4+24462034","LOC_Os04g41229",0,0,0,1,7,3,1,2,1,0,0,0,8,1,2,3,3,3,0,0,0,0,0,0
"672","Chr4+24505398","LOC_Os04g41280",0,0,0,3,1,4,3,3,3,0,1,2,8,4,10,7,3,11,2,12,19,85,75,86
"673","Chr4+24503052","LOC_Os04g41280",196,156,278,189,216,190,8,4,3,9,8,18,4,3,3,19,18,9,34,11,50,5,6,3
"674","Chr4+24515245","LOC_Os04g41310",2,1,0,0,0,0,20,12,12,22,6,18,7,12,6,62,68,53,8,14,17,3,0,2
"675","Chr4+24515684","LOC_Os04g41310",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,4,3,0,0,0,0,0,0
"676","Chr4+24515551","LOC_Os04g41310",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,1,0,0,0,0,0
"677","Chr4+24515494","LOC_Os04g41310",0,0,0,0,1,0,42,2,15,26,47,17,6,3,10,77,72,80,55,52,8,2,3,2
"678","Chr4+24515364","LOC_Os04g41310",2,1,0,0,0,0,10,9,12,23,15,18,7,8,0,50,48,56,11,14,2,2,3,0
"679","Chr4+25548760","LOC_Os04g43150",136,152,132,77,81,58,27,29,18,15,14,13,26,29,34,21,28,30,59,74,267,90,92,79
"680","Chr4+25548907","LOC_Os04g43150",104,86,71,51,49,22,45,42,39,29,28,26,38,40,39,31,36,37,20,5,11,53,53,55
"681","Chr4+25548632","LOC_Os04g43150",8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,3,3
"682","Chr4-26023984","LOC_Os04g43916",35,48,25,18,9,3,129,86,11,42,48,48,74,89,91,76,71,75,0,21,59,15,20,34
"683","Chr4-26024059","LOC_Os04g43916",12,21,13,9,11,11,5,4,7,8,6,6,6,9,8,13,17,7,0,0,0,1,0,2
"684","Chr4+26494070","LOC_Os04g44710",10,0,2,4,3,0,2,15,11,6,10,13,13,9,13,6,10,11,4,1,3,23,9,18
"685","Chr4+26494603","LOC_Os04g44710",0,0,0,1,0,1,0,2,2,0,0,0,1,0,0,1,1,2,1,3,0,1,1,1
"686","Chr4+26494227","LOC_Os04g44710",2,13,25,1,1,1,7,10,8,9,5,1,6,3,6,7,6,5,0,0,0,8,10,7
"687","Chr4-27260359","LOC_Os04g46020",13,0,12,6,9,3,84,99,76,36,44,33,76,76,76,80,107,74,11,32,44,150,161,148
"688","Chr4-27260424","LOC_Os04g46020",0,0,1,0,0,0,6,9,9,0,0,8,0,8,2,5,5,5,0,0,0,10,5,6
"689","Chr4-27260178","LOC_Os04g46020",0,4,5,0,0,0,14,8,10,7,6,6,5,15,23,27,26,38,0,0,0,15,11,6
"690","Chr4+28081226","LOC_Os04g47290",3,1,1,6,11,8,10,10,10,71,71,80,3,6,1,2,3,1,12,5,6,5,10,20
"691","Chr4+28080026","LOC_Os04g47290",0,0,0,0,0,0,0,4,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"692","Chr4+28079833","LOC_Os04g47290",0,0,0,0,0,0,1,1,0,3,5,4,1,1,1,0,1,1,0,0,0,0,1,0
"693","Chr4+28079988","LOC_Os04g47290",0,0,0,0,0,0,5,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0
"694","Chr4+28081326","LOC_Os04g47290",0,0,0,3,4,3,1,2,1,9,5,9,0,0,1,1,0,0,0,0,0,2,2,2
"695","Chr4+30018691","LOC_Os04g50740",0,0,0,0,0,0,2,2,2,7,7,5,0,1,1,0,0,0,10,16,14,0,0,0
"696","Chr4+30021075","LOC_Os04g50740",11,12,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
"697","Chr4+30018590","LOC_Os04g50740",0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Chr4+30020951","LOC_Os04g50740",7,2,11,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"699","Chr4+30017597","LOC_Os04g50740",10,17,16,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0
"700","Chr4+30017765","LOC_Os04g50740",12,20,12,8,7,2,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,3,2,2
"701","Chr4-30198541","LOC_Os04g51009",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,6,18,21,1,1,5
"702","Chr4-30195970","LOC_Os04g51009",1,0,3,14,6,17,3,3,3,4,3,0,1,4,0,1,1,1,1,1,1,3,2,3
"703","Chr4+30431433","LOC_Os04g51380",3,5,2,2,1,3,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0
"704","Chr4+30431682","LOC_Os04g51380",31,1,27,42,45,47,13,27,25,42,37,40,34,42,31,15,13,16,10,1,32,20,22,23
"705","Chr4-30510410","LOC_Os04g51500",3,1,0,4,6,4,12,6,7,4,7,5,5,4,6,4,9,9,3,4,4,16,11,11
"706","Chr4-30511131","LOC_Os04g51500",0,0,0,0,0,0,3,4,0,1,0,1,0,0,0,1,0,2,0,0,0,2,2,2
"707","Chr4-30510977","LOC_Os04g51500",20,16,11,31,27,16,24,26,31,21,54,53,20,20,24,30,23,24,15,18,40,34,32,25
"708","Chr4-30511643","LOC_Os04g51500",0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,4,8,0,0,0
"709","Chr4-30888315","LOC_Os04g52020",6,15,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"710","Chr4-30888160","LOC_Os04g52020",32,37,30,3,40,1,21,21,23,19,25,23,12,11,16,25,43,33,2,21,35,26,31,33
"711","Chr4-30901964","LOC_Os04g52020",8,2,35,1,2,4,0,0,0,1,2,1,4,1,4,6,6,5,0,0,0,3,5,2
"712","Chr4-32339713","LOC_Os04g54330",218,239,222,307,204,222,125,131,108,112,127,140,176,174,186,144,142,129,120,111,166,96,106,104
"713","Chr4-32341122","LOC_Os04g54330",11,144,126,178,161,139,15,14,12,6,11,14,31,25,27,11,2,13,9,3,11,73,100,88
"714","Chr4-32341286","LOC_Os04g54330",12,9,7,10,10,9,4,0,0,0,0,0,8,16,3,4,4,4,1,1,1,4,4,3
"715","Chr4-32340906","LOC_Os04g54330",15,17,18,17,18,26,4,2,2,0,0,0,0,11,10,2,9,5,0,0,0,3,3,5
"716","Chr4-32340699","LOC_Os04g54330",154,146,140,33,56,17,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,8,1
"717","Chr4+32365038","LOC_Os04g54390",0,0,0,3,9,6,32,37,36,5,1,3,30,30,33,11,10,10,7,13,29,4,6,5
"718","Chr4+32364856","LOC_Os04g54390",1,1,2,0,0,0,2,0,4,0,0,0,6,7,4,0,0,2,0,0,0,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",1,2,0,2,2,1,10,10,14,57,42,43,2,2,5,0,1,0,71,65,25,10,11,13
"720","Chr4+32482344","LOC_Os04g54630",11,15,13,10,8,10,88,76,85,695,649,706,4,7,5,14,11,7,163,129,72,39,33,28
"721","Chr4-32955890","LOC_Os04g55410",2,2,0,7,7,0,31,62,62,45,35,22,76,90,74,148,135,150,60,47,27,27,22,22
"722","Chr4-32955709","LOC_Os04g55410",0,2,1,1,0,0,26,16,23,12,11,15,27,24,33,64,74,73,11,38,62,16,14,15
"723","Chr4-32955999","LOC_Os04g55410",30,0,7,6,7,8,56,60,57,26,38,27,110,115,117,186,192,195,32,34,38,23,26,20
"724","Chr4-32959349","LOC_Os04g55410",1,1,2,0,0,0,0,0,0,3,3,2,1,1,1,11,6,16,0,0,0,0,1,1
"725","Chr4-33604477","LOC_Os04g56370",0,1,0,0,0,0,0,0,0,2,3,2,1,1,1,1,2,1,0,0,0,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",10,2,1,1,1,2,31,32,33,34,37,22,2,1,3,0,0,0,0,0,0,13,16,16
"727","Chr4-34088194","LOC_Os04g57220",2495,2782,2340,1763,1977,2532,890,937,910,3160,3312,2986,832,833,854,2039,2832,2394,5815,6012,6585,2617,2948,2643
"728","Chr4-34087823","LOC_Os04g57220",332,343,359,347,208,390,176,240,267,523,525,541,154,177,163,336,441,225,669,540,479,201,217,199
"729","Chr4+34094547","LOC_Os04g57230",0,0,0,2,3,3,4,1,0,7,6,16,0,4,0,3,4,4,7,6,5,1,0,0
"730","Chr4+34095241","LOC_Os04g57230",0,0,0,2,2,0,5,0,1,0,0,0,1,1,1,0,0,1,45,25,66,0,0,0
"731","Chr4+34095364","LOC_Os04g57230",6,2,0,23,34,24,10,12,11,1,0,6,7,9,8,10,9,8,7,0,10,20,19,17
"732","Chr4-35104853","LOC_Os04g59010",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"733","Chr4-35105039","LOC_Os04g59010",7,10,4,0,0,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0
"734","Chr4-35105259","LOC_Os04g59010",34,58,52,46,56,24,76,68,53,74,77,15,99,102,88,117,83,78,127,13,118,88,52,78
"735","Chr4+35380940","LOC_Os04g59494",3,4,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,3,4,4,3
"736","Chr4+35382163","LOC_Os04g59494",16,19,19,4,7,5,1491,1464,1505,243,261,305,69,73,70,27,15,25,3,24,6,71,73,72
"737","Chr4+35381104","LOC_Os04g59494",1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"738","Chr4+35381191","LOC_Os04g59494",89,104,131,90,56,83,79,56,67,87,89,81,162,91,132,39,64,67,67,92,55,112,90,98
"739","Chr5-152021","LOC_Os05g01210",6,8,6,12,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",7,17,5,11,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",0,0,0,6,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",258,263,220,245,282,240,38,37,41,76,67,60,23,25,23,23,21,20,78,69,119,67,59,77
"743","Chr5-149814","LOC_Os05g01210",5,6,4,4,6,3,3,0,0,5,0,1,0,2,1,0,0,0,0,0,0,6,0,0
"744","Chr5+256928","LOC_Os05g01444",3,5,0,0,0,0,1,2,4,1,2,3,0,0,0,0,0,0,1,1,1,1,0,0
"745","Chr5+258397","LOC_Os05g01444",6,5,0,311,211,231,2,4,2,0,1,1,1,1,2,16,20,17,1,0,0,0,0,0
"746","Chr5+256962","LOC_Os05g01444",0,1,1,0,1,4,2,2,3,2,2,0,3,0,1,1,0,0,0,0,0,2,2,1
"747","Chr5+297254","LOC_Os05g01500",0,0,0,0,1,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0
"748","Chr5+297106","LOC_Os05g01500",51,47,47,20,29,24,36,38,37,21,14,10,33,32,33,22,22,22,9,4,9,18,18,19
"749","Chr5-2378523","LOC_Os05g04940",18,47,25,22,32,30,8,9,2,3,5,8,14,18,12,21,17,14,1,1,0,28,30,17
"750","Chr5-2378752","LOC_Os05g04940",14,28,30,4,8,5,0,1,0,2,0,0,6,4,5,0,3,5,1,0,0,10,11,10
"751","Chr5-2705818","LOC_Os05g05440",11,10,11,8,7,5,8,14,19,11,3,9,12,10,10,5,2,3,88,53,53,37,44,37
"752","Chr5-2704029","LOC_Os05g05440",0,0,0,2,3,5,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,0,4,2
"753","Chr5-2703872","LOC_Os05g05440",3,1,2,1,1,1,0,0,0,1,1,3,0,0,0,1,0,0,40,21,13,3,4,4
"754","Chr5-2703669","LOC_Os05g05440",51,45,23,125,132,105,41,40,43,109,121,105,28,42,24,37,28,31,577,585,670,78,91,75
"755","Chr5-2703988","LOC_Os05g05440",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,22,1,1,1,1
"756","Chr5-2716805","LOC_Os05g05460",2,6,13,0,0,0,10,10,10,1,4,9,7,2,8,4,7,10,0,0,0,0,2,0
"757","Chr5-2716915","LOC_Os05g05460",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,5
"759","Chr5-3010904","LOC_Os05g06014",8,1,2,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",0,0,0,5,1,3,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,1,5,1
"761","Chr5-3010793","LOC_Os05g06014",3,17,7,1,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"762","Chr5-3011730","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",6,2,1,62,66,48,24,27,23,15,15,4,78,81,53,40,45,44,122,112,108,98,96,99
"765","Chr5-3009030","LOC_Os05g06014",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,45,49,98,2,4,3
"766","Chr5-3011386","LOC_Os05g06014",3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",14,1,9,2,3,2,12,11,13,6,10,8,6,8,4,6,7,4,1,0,0,2,0,0
"768","Chr5-3245447","LOC_Os05g06340",34,106,8,28,48,41,105,121,120,134,137,114,98,56,100,124,96,57,62,37,10,34,31,34
"769","Chr5+4105902","LOC_Os05g07640",2,7,4,9,8,9,24,20,37,16,20,14,27,29,28,18,10,20,37,73,62,15,14,6
"770","Chr5+4105739","LOC_Os05g07640",46,49,48,47,70,75,62,49,56,77,91,64,129,98,123,74,73,75,45,40,76,65,63,53
"771","Chr5+4408160","LOC_Os05g08090",0,0,0,0,3,1,0,2,2,17,13,14,2,0,1,4,3,5,0,0,0,0,2,6
"772","Chr5+4407066","LOC_Os05g08090",66,39,42,43,52,36,15,28,16,27,28,25,21,28,15,14,16,14,44,75,73,40,43,42
