"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","stem_60days1","stem_60days2","stem_60days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"699","Chr4+30017597","LOC_Os04g50740",13,10,5,1,3,4,0,0,0,0,0,0,0,0,0,4,16,3
"700","Chr4+30017765","LOC_Os04g50740",9,6,14,8,7,2,0,0,0,0,0,0,1,0,1,3,1,2
"701","Chr4-30198541","LOC_Os04g51009",3,0,2,0,0,2,0,0,0,0,0,0,1,1,2,6,18,21
"702","Chr4-30195970","LOC_Os04g51009",0,0,0,14,6,17,5,5,5,1,4,0,1,1,1,1,1,1
"703","Chr4+30431433","LOC_Os04g51380",0,6,2,2,1,3,0,1,1,0,0,2,0,1,0,0,0,0
"704","Chr4+30431682","LOC_Os04g51380",27,12,8,42,45,47,30,25,29,34,42,31,15,13,16,10,1,32
"705","Chr4-30510410","LOC_Os04g51500",10,14,10,4,6,4,7,4,14,5,4,6,4,9,9,3,4,4
"706","Chr4-30511131","LOC_Os04g51500",8,4,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"707","Chr4-30510977","LOC_Os04g51500",32,32,35,31,27,16,25,22,23,20,20,24,30,23,24,15,18,40
"708","Chr4-30511643","LOC_Os04g51500",2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
"709","Chr4-30888315","LOC_Os04g52020",3,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"710","Chr4-30888160","LOC_Os04g52020",26,16,27,3,40,1,22,19,22,12,11,16,25,43,33,2,21,35
"711","Chr4-30901964","LOC_Os04g52020",15,3,7,1,2,4,2,2,2,4,1,4,6,6,5,0,0,0
"712","Chr4-32339713","LOC_Os04g54330",216,279,216,307,204,222,201,194,213,176,174,186,144,142,129,120,111,166
"713","Chr4-32341122","LOC_Os04g54330",442,391,570,178,161,139,6,8,6,31,25,27,11,2,13,9,3,11
"714","Chr4-32341286","LOC_Os04g54330",20,25,8,10,10,9,2,3,2,8,16,3,4,4,4,1,1,1
"715","Chr4-32340906","LOC_Os04g54330",55,55,64,17,18,26,1,0,1,0,11,10,2,9,5,0,0,0
"716","Chr4-32340699","LOC_Os04g54330",196,183,181,33,56,17,0,0,0,2,1,1,0,0,0,0,0,0
"717","Chr4+32365038","LOC_Os04g54390",1,1,1,3,9,6,4,0,7,30,30,33,11,10,10,7,13,29
"718","Chr4+32364856","LOC_Os04g54390",3,6,1,0,0,0,0,0,0,6,7,4,0,0,2,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",4,4,0,2,2,1,19,19,19,2,2,5,0,1,0,71,65,25
"720","Chr4+32482344","LOC_Os04g54630",8,29,27,10,8,10,313,244,301,4,7,5,14,11,7,163,129,72
"721","Chr4-32955890","LOC_Os04g55410",2,1,0,7,7,0,62,65,64,76,90,74,148,135,150,60,47,27
"722","Chr4-32955709","LOC_Os04g55410",0,3,1,1,0,0,38,37,35,27,24,33,64,74,73,11,38,62
"723","Chr4-32955999","LOC_Os04g55410",6,0,6,6,7,8,72,64,74,110,115,117,186,192,195,32,34,38
"724","Chr4-32959349","LOC_Os04g55410",2,3,4,0,0,0,1,1,0,1,1,1,11,6,16,0,0,0
"725","Chr4-33604477","LOC_Os04g56370",0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",0,0,0,1,1,2,6,5,6,2,1,3,0,0,0,0,0,0
"727","Chr4-34088194","LOC_Os04g57220",2942,3782,3200,1763,1977,2532,6866,6425,6868,832,833,854,2039,2832,2394,5815,6012,6585
"728","Chr4-34087823","LOC_Os04g57220",449,196,388,347,208,390,704,678,713,154,177,163,336,441,225,669,540,479
"729","Chr4+34094547","LOC_Os04g57230",3,5,3,2,3,3,2,1,0,0,4,0,3,4,4,7,6,5
"730","Chr4+34095241","LOC_Os04g57230",3,4,4,2,2,0,0,1,0,1,1,1,0,0,1,45,25,66
"731","Chr4+34095364","LOC_Os04g57230",8,11,14,23,34,24,18,14,6,7,9,8,10,9,8,7,0,10
"732","Chr4-35104853","LOC_Os04g59010",2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"733","Chr4-35105039","LOC_Os04g59010",3,9,11,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0
"734","Chr4-35105259","LOC_Os04g59010",22,25,45,46,56,24,46,48,45,99,102,88,117,83,78,127,13,118
"735","Chr4+35380940","LOC_Os04g59494",2,3,6,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3
"736","Chr4+35382163","LOC_Os04g59494",1,4,3,4,7,5,110,99,81,69,73,70,27,15,25,3,24,6
"737","Chr4+35381104","LOC_Os04g59494",5,2,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"738","Chr4+35381191","LOC_Os04g59494",31,132,155,90,56,83,57,57,53,162,91,132,39,64,67,67,92,55
"739","Chr5-152021","LOC_Os05g01210",0,11,3,12,14,15,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",8,26,13,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",3,3,3,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",152,218,228,245,282,240,54,60,42,23,25,23,23,21,20,78,69,119
"743","Chr5-149814","LOC_Os05g01210",10,5,10,4,6,3,1,0,0,0,2,1,0,0,0,0,0,0
"744","Chr5+256928","LOC_Os05g01444",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"745","Chr5+258397","LOC_Os05g01444",8,27,9,311,211,231,0,0,1,1,1,2,16,20,17,1,0,0
"746","Chr5+256962","LOC_Os05g01444",0,0,0,0,1,4,1,1,1,3,0,1,1,0,0,0,0,0
"747","Chr5+297254","LOC_Os05g01500",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","Chr5+297106","LOC_Os05g01500",58,36,44,20,29,24,13,13,12,33,32,33,22,22,22,9,4,9
"749","Chr5-2378523","LOC_Os05g04940",33,50,19,22,32,30,28,31,20,14,18,12,21,17,14,1,1,0
"750","Chr5-2378752","LOC_Os05g04940",41,33,26,4,8,5,0,5,2,6,4,5,0,3,5,1,0,0
"751","Chr5-2705818","LOC_Os05g05440",19,18,22,8,7,5,6,6,2,12,10,10,5,2,3,88,53,53
"752","Chr5-2704029","LOC_Os05g05440",28,15,4,2,3,5,0,1,1,1,0,1,0,0,0,0,1,0
"753","Chr5-2703872","LOC_Os05g05440",8,5,6,1,1,1,0,0,0,0,0,0,1,0,0,40,21,13
"754","Chr5-2703669","LOC_Os05g05440",33,25,33,125,132,105,105,87,87,28,42,24,37,28,31,577,585,670
"755","Chr5-2703988","LOC_Os05g05440",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,22,1
"756","Chr5-2716805","LOC_Os05g05460",8,2,3,0,0,0,2,2,1,7,2,8,4,7,10,0,0,0
"757","Chr5-2716915","LOC_Os05g05460",0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",8,8,7,5,7,8,0,0,0,0,0,0,0,1,1,0,0,0
"759","Chr5-3010904","LOC_Os05g06014",1,4,4,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",2,0,1,5,1,3,0,0,0,1,3,2,0,1,0,0,0,0
"761","Chr5-3010793","LOC_Os05g06014",85,54,62,1,10,9,2,1,1,0,0,0,0,0,0,0,0,0
"762","Chr5-3011730","LOC_Os05g06014",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",37,54,62,62,66,48,42,28,26,78,81,53,40,45,44,122,112,108
"765","Chr5-3009030","LOC_Os05g06014",0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,45,49,98
"766","Chr5-3011386","LOC_Os05g06014",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",12,4,10,2,3,2,6,8,5,6,8,4,6,7,4,1,0,0
"768","Chr5-3245447","LOC_Os05g06340",64,42,59,28,48,41,136,122,133,98,56,100,124,96,57,62,37,10
"769","Chr5+4105902","LOC_Os05g07640",5,5,7,9,8,9,12,10,13,27,29,28,18,10,20,37,73,62
"770","Chr5+4105739","LOC_Os05g07640",115,81,72,47,70,75,54,56,46,129,98,123,74,73,75,45,40,76
"771","Chr5+4408160","LOC_Os05g08090",0,0,0,0,3,1,18,16,11,2,0,1,4,3,5,0,0,0
"772","Chr5+4407066","LOC_Os05g08090",32,33,34,43,52,36,31,33,32,21,28,15,14,16,14,44,75,73
"773","Chr5+4560816","LOC_Os05g08360",32,14,25,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",414,374,421,476,236,490,70,61,76,454,520,484,285,299,333,313,288,326
"775","Chr5+5444923","LOC_Os05g09630",59,44,51,52,61,66,58,54,64,35,30,27,42,26,43,71,9,13
"776","Chr5+5445216","LOC_Os05g09630",2,0,4,3,3,3,7,5,2,1,2,6,0,3,1,0,0,0
"777","Chr5+5444789","LOC_Os05g09630",4,9,4,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
"778","Chr5+5750897","LOC_Os05g10570",3,0,3,3,3,1,2,2,2,0,0,1,0,0,0,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",6,5,3,4,3,3,4,1,1,1,1,2,2,0,1,0,0,0
"780","Chr5+5751232","LOC_Os05g10570",0,0,0,13,2,1,3,4,3,0,0,0,0,0,0,0,0,1
"781","Chr5+8039679","LOC_Os05g14300",3,4,5,3,6,3,0,2,0,1,1,1,4,5,9,0,0,0
"782","Chr5+8039388","LOC_Os05g14300",86,70,103,97,93,115,63,63,63,32,31,28,81,99,115,88,222,90
"783","Chr5+8445893","LOC_Os05g14860",0,0,0,6,4,1,0,0,0,0,0,0,2,0,2,2,4,16
"784","Chr5+8441324","LOC_Os05g14860",6,10,8,10,7,4,0,0,0,1,2,0,4,2,0,1,0,1
"785","Chr5+8445685","LOC_Os05g14860",138,127,111,103,115,98,246,237,228,123,132,114,179,167,195,365,403,444
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,2
"787","Chr5+11319833","LOC_Os05g19470",9,12,13,26,19,19,6,8,8,4,4,4,3,4,4,0,0,0
"788","Chr5+11319749","LOC_Os05g19470",2,1,1,1,4,3,2,0,2,0,0,2,0,0,0,0,0,0
"789","Chr5+11316107","LOC_Os05g19470",20,20,14,14,12,11,3,6,9,4,1,4,3,4,4,6,7,5
"790","Chr5+11318339","LOC_Os05g19470",0,7,3,1,3,2,5,4,6,0,0,1,0,1,1,0,0,0
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,0,0,0,2,1,2,0,3,4,0,0,0,0,1,3
"792","Chr5+11318948","LOC_Os05g19470",0,2,0,1,1,2,0,1,0,1,3,0,2,2,2,0,1,1
"793","Chr5-13610694","LOC_Os05g23720",862,676,666,310,310,309,515,454,406,720,753,753,336,504,395,480,361,421
"794","Chr5-13610558","LOC_Os05g23720",8,7,4,0,2,3,7,6,15,13,14,13,6,7,7,0,0,0
"795","Chr5-13613559","LOC_Os05g23720",9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,0,0,0,7,9,7,2,0,1,0,0,0,0,0,0
"797","Chr5+14772808","LOC_Os05g25400",0,4,0,0,0,1,2,1,11,1,2,1,0,3,4,4,19,4
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,1,2,0,5,5,8,1,1,0,1,3,3,0,0,0
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0
"800","Chr5-16421717","LOC_Os05g28090",1,5,1,2,0,0,11,11,2,0,0,0,0,0,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,0,0,0,5,5,7,0,1,1,0,0,0,0,1,8
"802","Chr5-16503182","LOC_Os05g28190",194,276,392,316,322,344,191,150,185,130,106,103,102,59,74,130,95,98
"803","Chr5-16502944","LOC_Os05g28190",288,437,414,417,320,407,119,134,135,196,189,194,92,90,95,312,647,413
"804","Chr5+16691067","LOC_Os05g28500",107,48,24,10,8,9,182,231,142,75,56,70,20,24,23,487,370,198
"805","Chr5+16691249","LOC_Os05g28500",1,4,1,4,1,1,4,3,5,1,0,0,1,1,1,0,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,0,0,0,0,0,0,2,2,2,1,0,2,0,0,0
"807","Chr5-16702087","LOC_Os05g28520",11,9,6,10,8,15,5,3,4,19,22,22,1,3,6,36,18,7
"808","Chr5+17548974","LOC_Os05g30280",0,0,3,3,6,0,1,0,0,0,1,1,1,1,0,5,12,0
"809","Chr5+17552298","LOC_Os05g30280",0,0,0,0,0,0,8,2,11,8,6,6,39,24,30,0,0,0
"810","Chr5+17551303","LOC_Os05g30280",0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,7,18,25
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,795,534,974
"812","Chr5+18468220","LOC_Os05g31720",0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,29,20,14
"813","Chr5-19327433","LOC_Os05g32970",131,73,95,513,437,398,297,250,302,174,169,171,63,94,116,122,48,52
"814","Chr5-19327896","LOC_Os05g32970",5,2,4,2,3,3,4,6,6,6,7,4,1,1,0,2,0,0
"815","Chr5-20263846","LOC_Os05g34230",16,23,23,22,14,52,63,49,64,12,16,11,93,110,79,146,4,6
"816","Chr5-20263897","LOC_Os05g34230",2,1,2,1,4,4,0,0,0,0,0,1,5,4,5,0,0,0
"817","Chr5-20264338","LOC_Os05g34230",6,6,5,1,2,0,1,0,1,1,0,0,2,1,3,0,0,0
"818","Chr5-21214833","LOC_Os05g35740",1824,1360,1473,1811,1940,1718,749,753,749,204,192,148,487,489,440,260,623,256
"819","Chr5-21216004","LOC_Os05g35740",3,5,5,10,9,12,0,0,0,1,1,1,2,0,2,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,0,0,0,0,2,0,19,17,7,30,32,30,0,1,0
"821","Chr5-23081204","LOC_Os05g39350",0,0,0,0,0,2,6,4,4,29,34,25,45,39,46,9,4,16
"822","Chr5-23080918","LOC_Os05g39350",3,4,1,0,0,0,11,7,19,69,64,53,190,145,130,0,0,1
"823","Chr5+23646570","LOC_Os05g40260",0,1,0,3,3,1,2,1,3,1,1,0,1,1,0,0,0,0
"824","Chr5+23646793","LOC_Os05g40260",0,0,0,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,0,2,1,2,0,0,1,0,0,4,1,0,0,1,3,7
"826","Chr5+23646682","LOC_Os05g40260",0,4,4,6,9,4,26,38,41,20,16,16,8,7,9,4,2,5
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,4,16,30,0,0,0,0,0,0,0,0,1,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0,22,8,12,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",2,4,0,3,0,6,14,13,13,39,31,46,501,733,974,13,0,17
"830","Chr5+23997619","LOC_Os05g40910",4,7,2,0,1,1,10,12,11,3,0,1,2,1,1,162,142,336
"831","Chr5+23997165","LOC_Os05g40910",8,5,9,4,4,3,29,15,23,3,3,1,2,1,2,0,0,0
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,0,0,8,7,7,0,0,1,1,0,0,0,0,0
"833","Chr5-24153894","LOC_Os05g41240",3,5,7,3,1,3,3,7,7,2,2,2,0,2,1,0,0,0
"834","Chr5-24158021","LOC_Os05g41240",1,1,2,0,0,0,1,0,0,1,1,0,0,1,0,33,30,59
"835","Chr5-24154145","LOC_Os05g41240",34,54,44,47,37,42,128,95,85,49,49,48,32,49,26,43,53,42
"836","Chr5+25003740","LOC_Os05g43060",11,19,19,9,8,5,5,7,7,2,2,4,6,3,4,0,3,1
"837","Chr5+25015240","LOC_Os05g43060",5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Chr5+25014809","LOC_Os05g43060",161,143,231,62,94,97,207,302,284,111,103,122,123,140,90,64,79,44
"839","Chr5+25003943","LOC_Os05g43060",5,5,6,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",2,1,4,7,4,10,1,1,0,1,3,2,0,1,2,13,36,26
"841","Chr5+25955711","LOC_Os05g44610",6,3,9,1,4,15,1,1,1,7,7,7,2,5,4,0,0,0
"842","Chr5+25955830","LOC_Os05g44610",1,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0
"843","Chr5-26237578","LOC_Os05g45210",225,219,231,28,57,50,30,33,27,179,150,176,329,363,288,49,55,57
"844","Chr5-26238026","LOC_Os05g45210",0,4,6,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0
"845","Chr5+26560015","LOC_Os05g45840",5,9,10,39,27,33,29,61,55,64,68,70,182,202,229,40,4,36
"846","Chr5+26559970","LOC_Os05g45840",31,17,13,11,2,9,4,2,2,5,4,5,20,2,11,0,0,0
"847","Chr5+26559853","LOC_Os05g45840",10,15,12,4,5,3,0,1,1,2,2,3,12,14,5,0,0,0
"848","Chr5+26938254","LOC_Os05g46500",40,16,37,29,22,20,66,60,58,40,49,52,57,64,65,20,68,19
"849","Chr5+26938658","LOC_Os05g46500",1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"850","Chr5-27701827","LOC_Os05g48330",0,2,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",25,17,32,195,121,229,47,31,37,104,99,117,256,205,300,15,41,40
"852","Chr5-27701941","LOC_Os05g48330",1,3,0,11,10,8,3,0,1,15,13,14,19,16,22,7,3,64
"853","Chr5-27703689","LOC_Os05g48330",2,1,1,0,0,0,0,0,0,1,0,0,8,6,5,32,30,10
"854","Chr5+27807427","LOC_Os05g48510",10,98,188,127,206,144,162,164,164,337,335,324,243,255,260,75,1,54
"855","Chr5+27807002","LOC_Os05g48510",4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",4,6,1,19,10,12,3,0,1,2,1,1,2,1,0,1,0,0
"857","Chr5-28473688","LOC_Os05g49630",7,5,2,1,3,2,2,4,4,3,3,3,2,2,2,6,10,5
"858","Chr5-28473600","LOC_Os05g49630",3,1,1,1,0,2,0,0,0,2,0,1,0,1,1,6,6,0
"859","Chr5-28871886","LOC_Os05g50380",96,106,73,11,6,6,0,0,0,0,0,0,0,0,1,1,5,0
"860","Chr5-28871811","LOC_Os05g50380",506,532,455,175,131,120,69,53,56,12,8,1,7,0,14,595,536,659
"861","Chr5+28940830","LOC_Os05g50480",0,0,0,1,1,1,0,0,0,0,1,1,1,2,1,0,0,0
"862","Chr5+28942987","LOC_Os05g50480",3,2,5,0,1,0,0,0,0,2,1,1,2,2,1,9,7,5
"863","Chr5+28948384","LOC_Os05g50480",187,166,164,440,162,266,127,117,126,167,170,153,156,163,146,23,82,63
"864","Chr5+28948519","LOC_Os05g50480",11,11,1,7,7,0,2,1,4,5,5,5,5,0,4,2,1,1
"865","Chr5+28948271","LOC_Os05g50480",0,1,3,12,10,13,0,1,3,0,1,3,2,2,2,0,0,0
"866","Chr5+29616053","LOC_Os05g51630",2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",186,205,196,68,19,38,73,72,73,38,26,33,83,192,37,47,44,44
"868","Chr5+29616434","LOC_Os05g51630",11,6,8,6,8,2,16,10,7,1,0,1,12,14,17,5,1,7
"869","Chr6+409962","LOC_Os06g01680",51,50,49,16,29,13,14,32,15,17,13,20,15,12,9,24,6,56
"870","Chr6+410144","LOC_Os06g01680",60,42,64,44,45,50,54,39,53,48,52,45,31,35,33,24,127,31
"871","Chr6+925182","LOC_Os06g02600",460,139,182,183,149,237,90,88,92,169,133,183,135,147,145,53,59,46
"872","Chr6+924568","LOC_Os06g02600",6,9,15,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",17,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",67,70,63,25,21,13,32,42,34,2,2,2,7,6,7,85,87,62
"875","Chr6+1923233","LOC_Os06g04480",22,45,33,4,12,13,25,13,25,0,0,0,2,1,1,0,5,6
"876","Chr6-2498984","LOC_Os06g05520",41,36,36,86,115,70,81,84,76,52,45,44,49,53,47,6,5,25
"877","Chr6-2500522","LOC_Os06g05520",0,0,0,1,1,2,0,0,0,1,1,2,1,1,1,1,0,2
"878","Chr6-2500900","LOC_Os06g05520",3,8,9,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"879","Chr6+2576703","LOC_Os06g05690",0,3,2,0,1,1,0,0,0,104,111,112,26,43,29,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,0,0,0,0,0,0,0,1,10,29,23,4,5,6,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",9,1,2,12,5,4,7,8,7,4,4,4,18,3,10,43,9,31
"882","Chr6+2705022","LOC_Os06g05900",29,29,30,21,21,17,8,16,34,13,4,19,10,15,10,0,0,0
"883","Chr6+3203919","LOC_Os06g06790",2,1,1,3,23,8,0,0,0,48,47,44,33,33,33,1,7,3
"884","Chr6+3203821","LOC_Os06g06790",22,49,6,18,26,23,0,0,0,69,59,74,63,43,58,0,0,0
"885","Chr6-3256753","LOC_Os06g06870",5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",66,60,54,22,14,27,26,28,29,17,9,11,19,2,17,28,71,28
"887","Chr6-3256457","LOC_Os06g06870",1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,2,5
"888","Chr6+3338153","LOC_Os06g07030",2504,2841,2563,370,601,423,535,539,543,40,44,42,359,619,521,202,71,64
"889","Chr6+3338864","LOC_Os06g07030",23,49,38,4,1,3,0,0,0,0,3,1,9,5,1,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",43,43,43,4,4,3,0,0,0,0,1,0,1,0,1,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",69,40,55,93,98,97,117,116,127,123,113,105,85,74,92,166,169,33
"892","Chr6+4540523","LOC_Os06g09020",5,28,18,22,14,15,18,16,20,14,15,20,21,16,8,3,0,1
"893","Chr6+4868760","LOC_Os06g09560",0,4,0,6,4,4,1,2,2,4,5,4,9,0,5,25,3,9
"894","Chr6+4869574","LOC_Os06g09560",9,10,8,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",468,395,615,469,412,437,0,1,0,72,68,62,61,62,64,98,183,182
"896","Chr6+4869341","LOC_Os06g09560",7,31,15,26,36,24,0,0,0,1,2,1,4,3,0,0,0,0
"897","Chr6+5427193","LOC_Os06g10520",16,10,13,12,18,12,286,305,293,179,211,171,212,226,174,397,428,421
"898","Chr6+5421314","LOC_Os06g10520",1,0,0,2,0,1,1,1,1,0,1,1,0,0,0,9,1,9
"899","Chr6+5427119","LOC_Os06g10520",6,19,16,3,0,0,29,28,28,15,16,17,24,18,21,37,26,30
"900","Chr6-6036960","LOC_Os06g11440",62,84,51,0,11,16,2,0,2,1,0,0,0,2,1,14,2,6
"901","Chr6-6045572","LOC_Os06g11440",1,2,1,0,0,1,0,0,0,0,1,1,1,0,2,48,25,5
"902","Chr6-6036738","LOC_Os06g11440",33,31,53,41,39,42,34,33,22,33,28,25,20,20,21,38,20,21
"903","Chr6+6734093","LOC_Os06g12400",16,9,11,6,1,3,0,1,0,0,0,1,0,0,0,19,75,60
"904","Chr6+6733997","LOC_Os06g12400",3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",76,97,77,101,98,101,54,65,49,38,47,37,24,27,24,55,50,44
"906","Chr6+7496628","LOC_Os06g13570",103,120,71,57,48,64,37,39,39,10,9,13,9,9,8,41,49,57
"907","Chr6+7488115","LOC_Os06g13570",23,16,20,6,7,18,6,16,14,7,7,14,22,20,20,48,0,43
"908","Chr6+8316861","LOC_Os06g14740",77,127,91,62,74,74,131,124,162,30,80,68,109,115,111,8,4,123
"909","Chr6+8316719","LOC_Os06g14740",6,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,1,4,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0
"912","Chr6-8597895","LOC_Os06g15170",1,4,2,0,0,0,0,1,3,0,0,0,0,0,0,20,4,11
"913","Chr6-8758767","LOC_Os06g15420",0,0,0,5,2,2,7,7,7,11,14,13,18,18,20,0,0,0
"914","Chr6-8759043","LOC_Os06g15420",54,46,40,83,115,100,75,74,73,212,248,213,116,126,148,159,68,99
"915","Chr6+10927115","LOC_Os06g19200",9,6,5,17,18,29,58,75,74,2,10,11,25,16,11,77,120,22
"916","Chr6+10927366","LOC_Os06g19200",3,0,0,4,0,2,17,19,13,4,8,1,10,11,11,3,5,3
"917","Chr6-13302551","LOC_Os06g22820",35,36,40,61,40,72,329,329,336,72,69,88,69,62,73,155,208,197
"918","Chr6-13302263","LOC_Os06g22820",5,0,3,0,0,0,2,0,1,1,0,1,2,1,2,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,2,2,3,46,61,74,0,1,0,22,15,18,9,6,9
"920","Chr6+13390409","LOC_Os06g22919",3,4,4,4,2,3,210,200,234,442,419,343,23,25,24,43,130,110
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,1,0,6,6,0,0,0,3,0,0,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,0,0,0,1,1,1,3,2,4,1,0,0,1,2,4
"923","Chr6+13651306","LOC_Os06g23390",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,14,0
"924","Chr6-14897115","LOC_Os06g25500",4,6,5,9,6,11,8,9,7,1,3,0,0,3,0,19,6,54
"925","Chr6-14897441","LOC_Os06g25500",1,0,0,1,3,1,2,1,4,0,0,0,2,0,0,0,0,0
"926","Chr6-14897283","LOC_Os06g25500",4,0,9,7,4,5,22,6,15,5,8,1,1,1,4,0,0,0
"927","Chr6+16510334","LOC_Os06g28970",3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","Chr6+16512798","LOC_Os06g28970",37,22,29,9,10,7,58,46,58,71,85,76,39,34,33,22,14,27
"929","Chr6-16991756","LOC_Os06g29630",18,20,13,28,21,32,17,19,19,9,6,9,4,4,4,3,4,0
"930","Chr6-16993466","LOC_Os06g29630",5,5,6,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
"931","Chr6-18159030","LOC_Os06g31220",14,8,9,10,1,1,7,10,7,2,2,3,1,3,1,8,30,104
"932","Chr6-18158753","LOC_Os06g31220",0,3,0,7,4,6,5,6,11,4,5,1,1,1,1,0,0,0
