"","chrstrandcoord","gene","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","pistil1","pistil2","pistil3"
"701","Chr4-30198541","LOC_Os04g51009",0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,5
"702","Chr4-30195970","LOC_Os04g51009",4,3,0,10,4,7,5,5,5,1,1,1,3,3,2,3,2,3
"703","Chr4+30431433","LOC_Os04g51380",0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
"704","Chr4+30431682","LOC_Os04g51380",42,37,40,31,38,30,30,25,29,15,13,16,14,22,14,20,22,23
"705","Chr4-30510410","LOC_Os04g51500",4,7,5,5,4,3,7,4,14,4,9,9,9,8,11,16,11,11
"706","Chr4-30511131","LOC_Os04g51500",1,0,1,0,1,1,0,0,0,1,0,2,0,3,1,2,2,2
"707","Chr4-30510977","LOC_Os04g51500",21,54,53,39,38,41,25,22,23,30,23,24,11,14,12,34,32,25
"708","Chr4-30511643","LOC_Os04g51500",1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"709","Chr4-30888315","LOC_Os04g52020",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Chr4-30888160","LOC_Os04g52020",19,25,23,30,30,33,22,19,22,25,43,33,18,40,51,26,31,33
"711","Chr4-30901964","LOC_Os04g52020",1,2,1,4,2,6,2,2,2,6,6,5,1,4,4,3,5,2
"712","Chr4-32339713","LOC_Os04g54330",112,127,140,166,167,181,201,194,213,144,142,129,126,101,115,96,106,104
"713","Chr4-32341122","LOC_Os04g54330",6,11,14,4,3,3,6,8,6,11,2,13,35,28,32,73,100,88
"714","Chr4-32341286","LOC_Os04g54330",0,0,0,0,1,1,2,3,2,4,4,4,9,7,4,4,4,3
"715","Chr4-32340906","LOC_Os04g54330",0,0,0,1,0,1,1,0,1,2,9,5,2,3,1,3,3,5
"716","Chr4-32340699","LOC_Os04g54330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1
"717","Chr4+32365038","LOC_Os04g54390",5,1,3,0,0,1,4,0,7,11,10,10,3,0,0,4,6,5
"718","Chr4+32364856","LOC_Os04g54390",0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",57,42,43,11,9,21,19,19,19,0,1,0,8,9,9,10,11,13
"720","Chr4+32482344","LOC_Os04g54630",695,649,706,736,620,688,313,244,301,14,11,7,81,59,49,39,33,28
"721","Chr4-32955890","LOC_Os04g55410",45,35,22,85,83,80,62,65,64,148,135,150,33,36,37,27,22,22
"722","Chr4-32955709","LOC_Os04g55410",12,11,15,42,39,39,38,37,35,64,74,73,17,16,18,16,14,15
"723","Chr4-32955999","LOC_Os04g55410",26,38,27,71,94,90,72,64,74,186,192,195,20,48,32,23,26,20
"724","Chr4-32959349","LOC_Os04g55410",3,3,2,0,0,1,1,1,0,11,6,16,1,3,0,0,1,1
"725","Chr4-33604477","LOC_Os04g56370",2,3,2,0,0,0,0,0,0,1,2,1,0,6,0,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",34,37,22,4,14,5,6,5,6,0,0,0,0,1,3,13,16,16
"727","Chr4-34088194","LOC_Os04g57220",3160,3312,2986,3839,3963,3539,6866,6425,6868,2039,2832,2394,1545,1659,1486,2617,2948,2643
"728","Chr4-34087823","LOC_Os04g57220",523,525,541,535,479,512,704,678,713,336,441,225,309,296,288,201,217,199
"729","Chr4+34094547","LOC_Os04g57230",7,6,16,0,6,1,2,1,0,3,4,4,0,0,1,1,0,0
"730","Chr4+34095241","LOC_Os04g57230",0,0,0,0,1,0,0,1,0,0,0,1,7,7,4,0,0,0
"731","Chr4+34095364","LOC_Os04g57230",1,0,6,8,5,7,18,14,6,10,9,8,12,11,11,20,19,17
"732","Chr4-35104853","LOC_Os04g59010",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"733","Chr4-35105039","LOC_Os04g59010",0,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,1,0
"734","Chr4-35105259","LOC_Os04g59010",74,77,15,70,76,60,46,48,45,117,83,78,50,61,49,88,52,78
"735","Chr4+35380940","LOC_Os04g59494",0,0,0,2,3,0,0,0,0,0,0,0,1,2,1,4,4,3
"736","Chr4+35382163","LOC_Os04g59494",243,261,305,251,270,262,110,99,81,27,15,25,27,22,20,71,73,72
"737","Chr4+35381104","LOC_Os04g59494",0,0,0,0,0,0,1,1,1,0,0,0,2,0,3,2,1,0
"738","Chr4+35381191","LOC_Os04g59494",87,89,81,67,71,79,57,57,53,39,64,67,45,72,25,112,90,98
"739","Chr5-152021","LOC_Os05g01210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",76,67,60,69,71,73,54,60,42,23,21,20,69,70,77,67,59,77
"743","Chr5-149814","LOC_Os05g01210",5,0,1,1,0,2,1,0,0,0,0,0,6,2,6,6,0,0
"744","Chr5+256928","LOC_Os05g01444",1,2,3,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0
"745","Chr5+258397","LOC_Os05g01444",0,1,1,5,5,3,0,0,1,16,20,17,1,0,1,0,0,0
"746","Chr5+256962","LOC_Os05g01444",2,2,0,1,1,1,1,1,1,1,0,0,1,2,1,2,2,1
"747","Chr5+297254","LOC_Os05g01500",3,4,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0
"748","Chr5+297106","LOC_Os05g01500",21,14,10,14,16,19,13,13,12,22,22,22,16,18,19,18,18,19
"749","Chr5-2378523","LOC_Os05g04940",3,5,8,12,14,20,28,31,20,21,17,14,4,6,11,28,30,17
"750","Chr5-2378752","LOC_Os05g04940",2,0,0,2,7,8,0,5,2,0,3,5,6,9,9,10,11,10
"751","Chr5-2705818","LOC_Os05g05440",11,3,9,0,1,1,6,6,2,5,2,3,57,59,43,37,44,37
"752","Chr5-2704029","LOC_Os05g05440",4,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,2
"753","Chr5-2703872","LOC_Os05g05440",1,1,3,0,0,0,0,0,0,1,0,0,7,12,7,3,4,4
"754","Chr5-2703669","LOC_Os05g05440",109,121,105,114,124,115,105,87,87,37,28,31,337,335,299,78,91,75
"755","Chr5-2703988","LOC_Os05g05440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"756","Chr5-2716805","LOC_Os05g05460",1,4,9,2,1,9,2,2,1,4,7,10,0,0,0,0,2,0
"757","Chr5-2716915","LOC_Os05g05460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,5
"759","Chr5-3010904","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1
"761","Chr5-3010793","LOC_Os05g06014",0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1
"762","Chr5-3011730","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",15,15,4,8,9,15,42,28,26,40,45,44,89,94,103,98,96,99
"765","Chr5-3009030","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,4,3
"766","Chr5-3011386","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",6,10,8,11,5,13,6,8,5,6,7,4,2,2,2,2,0,0
"768","Chr5-3245447","LOC_Os05g06340",134,137,114,96,83,121,136,122,133,124,96,57,22,23,20,34,31,34
"769","Chr5+4105902","LOC_Os05g07640",16,20,14,4,18,12,12,10,13,18,10,20,22,13,13,15,14,6
"770","Chr5+4105739","LOC_Os05g07640",77,91,64,69,56,53,54,56,46,74,73,75,92,97,91,65,63,53
"771","Chr5+4408160","LOC_Os05g08090",17,13,14,13,14,13,18,16,11,4,3,5,10,5,8,0,2,6
"772","Chr5+4407066","LOC_Os05g08090",27,28,25,15,36,57,31,33,32,14,16,14,34,19,27,40,43,42
"773","Chr5+4560816","LOC_Os05g08360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",22,9,20,27,49,57,70,61,76,285,299,333,106,128,121,432,392,416
"775","Chr5+5444923","LOC_Os05g09630",30,30,31,48,55,53,58,54,64,42,26,43,86,91,64,71,73,67
"776","Chr5+5445216","LOC_Os05g09630",3,2,3,7,7,4,7,5,2,0,3,1,5,4,3,5,4,4
"777","Chr5+5444789","LOC_Os05g09630",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"778","Chr5+5750897","LOC_Os05g10570",8,5,7,3,2,2,2,2,2,0,0,0,0,0,1,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",10,18,17,0,5,9,4,1,1,2,0,1,1,2,0,1,1,1
"780","Chr5+5751232","LOC_Os05g10570",0,3,3,10,12,10,3,4,3,0,0,0,3,1,5,2,3,2
"781","Chr5+8039679","LOC_Os05g14300",4,0,0,4,6,5,0,2,0,4,5,9,4,6,10,3,8,2
"782","Chr5+8039388","LOC_Os05g14300",51,17,46,65,68,68,63,63,63,81,99,115,164,149,130,78,85,97
"783","Chr5+8445893","LOC_Os05g14860",0,1,1,3,2,2,0,0,0,2,0,2,0,0,0,0,0,0
"784","Chr5+8441324","LOC_Os05g14860",0,0,0,1,0,0,0,0,0,4,2,0,2,1,1,0,0,0
"785","Chr5+8445685","LOC_Os05g14860",207,228,213,272,273,267,246,237,228,179,167,195,184,171,134,71,68,41
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Chr5+11319833","LOC_Os05g19470",10,18,9,4,0,16,6,8,8,3,4,4,28,36,35,15,13,8
"788","Chr5+11319749","LOC_Os05g19470",0,0,0,2,0,0,2,0,2,0,0,0,1,2,0,4,4,4
"789","Chr5+11316107","LOC_Os05g19470",1,0,0,0,1,4,3,6,9,3,4,4,14,2,11,4,5,5
"790","Chr5+11318339","LOC_Os05g19470",4,3,4,8,0,8,5,4,6,0,1,1,3,4,5,2,0,3
"791","Chr5+11319113","LOC_Os05g19470",2,0,2,4,0,8,2,1,2,0,0,0,0,4,0,1,0,2
"792","Chr5+11318948","LOC_Os05g19470",2,1,2,1,0,1,0,1,0,2,2,2,11,11,12,4,5,5
"793","Chr5-13610694","LOC_Os05g23720",288,281,279,224,233,230,515,454,406,336,504,395,589,581,550,765,782,786
"794","Chr5-13610558","LOC_Os05g23720",4,7,7,1,4,4,7,6,15,6,7,7,5,5,5,14,10,16
"795","Chr5-13613559","LOC_Os05g23720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Chr5+14773095","LOC_Os05g25400",7,7,8,12,6,9,7,9,7,0,0,0,2,2,1,0,1,0
"797","Chr5+14772808","LOC_Os05g25400",6,7,11,13,27,37,2,1,11,0,3,4,3,6,0,7,4,6
"798","Chr5+14772943","LOC_Os05g25400",9,15,20,18,20,19,5,5,8,1,3,3,3,0,3,5,5,6
"799","Chr5-16421620","LOC_Os05g28090",12,15,20,8,7,7,2,3,2,0,0,0,0,1,0,1,0,1
"800","Chr5-16421717","LOC_Os05g28090",45,29,37,15,25,26,11,11,2,0,0,0,1,1,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",45,38,42,30,33,25,5,5,7,0,0,0,0,0,0,1,1,1
"802","Chr5-16503182","LOC_Os05g28190",92,85,82,155,155,150,191,150,185,102,59,74,89,98,87,217,202,207
"803","Chr5-16502944","LOC_Os05g28190",131,148,122,153,162,167,119,134,135,92,90,95,141,150,129,216,220,206
"804","Chr5+16691067","LOC_Os05g28500",954,645,583,509,521,613,182,231,142,20,24,23,86,102,110,49,51,63
"805","Chr5+16691249","LOC_Os05g28500",2,8,12,14,9,9,4,3,5,1,1,1,2,3,2,1,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
"807","Chr5-16702087","LOC_Os05g28520",9,1,5,8,8,8,5,3,4,1,3,6,13,28,22,18,24,23
"808","Chr5+17548974","LOC_Os05g30280",3,5,5,2,3,1,1,0,0,1,1,0,1,1,1,0,1,0
"809","Chr5+17552298","LOC_Os05g30280",0,5,0,3,3,7,8,2,11,39,24,30,0,1,0,0,1,1
"810","Chr5+17551303","LOC_Os05g30280",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,1,1,0,1,0,1,0,1,0,170,154,167,3,4,6
"812","Chr5+18468220","LOC_Os05g31720",2,2,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"813","Chr5-19327433","LOC_Os05g32970",897,894,869,744,1084,1328,297,250,302,63,94,116,178,213,199,397,541,456
"814","Chr5-19327896","LOC_Os05g32970",4,5,5,13,9,13,4,6,6,1,1,0,4,4,4,15,21,10
"815","Chr5-20263846","LOC_Os05g34230",96,101,103,157,126,121,63,49,64,93,110,79,44,39,38,55,47,54
"816","Chr5-20263897","LOC_Os05g34230",1,2,2,1,2,2,0,0,0,5,4,5,1,0,1,2,2,0
"817","Chr5-20264338","LOC_Os05g34230",0,0,0,0,2,1,1,0,1,2,1,3,0,1,2,4,3,3
"818","Chr5-21214833","LOC_Os05g35740",390,422,440,669,513,615,749,753,749,487,489,440,186,215,236,196,205,193
"819","Chr5-21216004","LOC_Os05g35740",0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,0,6,1,0,2,0,30,32,30,0,0,1,4,1,0
"821","Chr5-23081204","LOC_Os05g39350",0,2,1,1,2,1,6,4,4,45,39,46,1,0,1,0,0,0
"822","Chr5-23080918","LOC_Os05g39350",6,2,2,4,3,6,11,7,19,190,145,130,4,4,2,1,0,0
"823","Chr5+23646570","LOC_Os05g40260",5,6,4,2,3,15,2,1,3,1,1,0,1,1,0,2,1,2
"824","Chr5+23646793","LOC_Os05g40260",9,21,17,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
"826","Chr5+23646682","LOC_Os05g40260",116,130,121,106,109,105,26,38,41,8,7,9,4,8,10,33,16,31
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,22,8,12,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",4,0,8,21,20,20,14,13,13,501,733,974,22,21,26,29,29,29
"830","Chr5+23997619","LOC_Os05g40910",10,10,10,6,10,8,10,12,11,2,1,1,5,4,5,9,6,0
"831","Chr5+23997165","LOC_Os05g40910",42,39,45,36,35,40,29,15,23,2,1,2,8,8,8,23,16,16
"832","Chr5-24154004","LOC_Os05g41240",9,10,9,0,5,3,8,7,7,1,0,0,2,2,0,1,1,1
"833","Chr5-24153894","LOC_Os05g41240",5,0,5,10,2,7,3,7,7,0,2,1,5,3,16,2,5,3
"834","Chr5-24158021","LOC_Os05g41240",0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,0,0,0
"835","Chr5-24154145","LOC_Os05g41240",117,116,120,135,154,126,128,95,85,32,49,26,38,33,31,51,44,47
"836","Chr5+25003740","LOC_Os05g43060",6,5,4,2,1,2,5,7,7,6,3,4,34,28,25,10,9,9
"837","Chr5+25015240","LOC_Os05g43060",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2
"838","Chr5+25014809","LOC_Os05g43060",133,150,151,210,207,198,207,302,284,123,140,90,184,177,165,263,127,193
"839","Chr5+25003943","LOC_Os05g43060",4,5,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",0,0,5,1,1,1,1,1,0,0,1,2,18,11,23,11,15,17
"841","Chr5+25955711","LOC_Os05g44610",0,0,0,0,0,0,1,1,1,2,5,4,18,11,14,28,17,30
"842","Chr5+25955830","LOC_Os05g44610",0,0,2,0,0,0,0,0,1,1,0,0,0,5,7,5,8,0
"843","Chr5-26237578","LOC_Os05g45210",24,26,24,54,42,38,30,33,27,329,363,288,74,71,75,158,196,180
"844","Chr5-26238026","LOC_Os05g45210",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"845","Chr5+26560015","LOC_Os05g45840",20,17,25,18,16,23,29,61,55,182,202,229,14,15,12,8,21,24
"846","Chr5+26559970","LOC_Os05g45840",5,6,3,1,1,1,4,2,2,20,2,11,0,0,0,0,1,0
"847","Chr5+26559853","LOC_Os05g45840",0,0,0,0,0,0,0,1,1,12,14,5,0,0,0,2,2,2
"848","Chr5+26938254","LOC_Os05g46500",43,45,49,85,77,79,66,60,58,57,64,65,43,44,41,30,29,26
"849","Chr5+26938658","LOC_Os05g46500",0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1
"850","Chr5-27701827","LOC_Os05g48330",2,1,2,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",10,7,9,1,0,0,47,31,37,256,205,300,43,30,43,50,46,46
"852","Chr5-27701941","LOC_Os05g48330",4,0,8,0,0,0,3,0,1,19,16,22,10,8,0,6,4,8
"853","Chr5-27703689","LOC_Os05g48330",0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,3,2,1
"854","Chr5+27807427","LOC_Os05g48510",83,118,117,215,239,176,162,164,164,243,255,260,81,90,71,164,157,169
"855","Chr5+27807002","LOC_Os05g48510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",0,0,0,0,0,1,3,0,1,2,1,0,3,3,3,21,16,14
"857","Chr5-28473688","LOC_Os05g49630",8,3,11,5,3,6,2,4,4,2,2,2,13,21,18,0,1,0
"858","Chr5-28473600","LOC_Os05g49630",2,12,3,1,6,3,0,0,0,0,1,1,8,12,14,2,2,2
"859","Chr5-28871886","LOC_Os05g50380",0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,14,13,14
"860","Chr5-28871811","LOC_Os05g50380",7,14,14,15,22,20,69,53,56,7,0,14,477,437,490,376,392,381
"861","Chr5+28940830","LOC_Os05g50480",0,0,0,2,5,0,0,0,0,1,2,1,0,0,0,1,1,1
"862","Chr5+28942987","LOC_Os05g50480",5,6,4,3,2,0,0,0,0,2,2,1,2,1,1,1,1,1
"863","Chr5+28948384","LOC_Os05g50480",177,179,179,135,177,111,127,117,126,156,163,146,154,143,150,193,226,251
"864","Chr5+28948519","LOC_Os05g50480",6,2,4,2,0,2,2,1,4,5,0,4,6,4,7,0,0,0
"865","Chr5+28948271","LOC_Os05g50480",0,1,2,0,1,3,0,1,3,2,2,2,4,6,6,3,9,2
"866","Chr5+29616053","LOC_Os05g51630",0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",173,169,191,138,138,148,73,72,73,83,192,37,91,109,114,55,62,62
"868","Chr5+29616434","LOC_Os05g51630",7,32,16,36,20,21,16,10,7,12,14,17,12,12,19,4,4,3
"869","Chr6+409962","LOC_Os06g01680",0,9,11,21,18,22,14,32,15,15,12,9,44,36,44,51,44,36
"870","Chr6+410144","LOC_Os06g01680",59,63,60,49,52,63,54,39,53,31,35,33,47,52,41,60,53,54
"871","Chr6+925182","LOC_Os06g02600",28,56,38,71,72,62,90,88,92,135,147,145,99,88,99,149,145,141
"872","Chr6+924568","LOC_Os06g02600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",63,69,54,56,54,64,32,42,34,7,6,7,0,0,3,7,4,5
"875","Chr6+1923233","LOC_Os06g04480",37,49,45,50,28,47,25,13,25,2,1,1,0,1,0,1,2,2
"876","Chr6-2498984","LOC_Os06g05520",47,58,62,111,153,186,81,84,76,49,53,47,50,20,72,84,83,69
"877","Chr6-2500522","LOC_Os06g05520",0,0,0,0,1,1,0,0,0,1,1,1,4,3,5,1,1,1
"878","Chr6-2500900","LOC_Os06g05520",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2
"879","Chr6+2576703","LOC_Os06g05690",0,0,0,0,0,0,0,0,0,26,43,29,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",2,0,1,0,0,0,0,0,1,4,5,6,0,0,0,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",17,19,19,3,1,2,7,8,7,18,3,10,11,3,11,0,1,1
"882","Chr6+2705022","LOC_Os06g05900",14,18,16,17,11,24,8,16,34,10,15,10,18,15,15,23,23,22
"883","Chr6+3203919","LOC_Os06g06790",1,0,0,0,0,0,0,0,0,33,33,33,2,10,10,15,20,11
"884","Chr6+3203821","LOC_Os06g06790",4,5,5,1,3,3,0,0,0,63,43,58,14,17,18,20,24,27
"885","Chr6-3256753","LOC_Os06g06870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",21,20,24,14,47,17,26,28,29,19,2,17,59,56,52,51,46,45
"887","Chr6-3256457","LOC_Os06g06870",0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0
"888","Chr6+3338153","LOC_Os06g07030",115,95,101,461,416,442,535,539,543,359,619,521,203,271,229,117,142,98
"889","Chr6+3338864","LOC_Os06g07030",0,0,0,1,1,0,0,0,0,9,5,1,3,12,0,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",35,41,49,56,84,55,117,116,127,85,74,92,84,92,90,204,124,175
"892","Chr6+4540523","LOC_Os06g09020",13,8,13,14,10,12,18,16,20,21,16,8,8,8,7,25,22,19
"893","Chr6+4868760","LOC_Os06g09560",7,10,5,6,5,5,1,2,2,9,0,5,3,8,3,2,2,2
"894","Chr6+4869574","LOC_Os06g09560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",0,15,37,5,3,3,0,1,0,61,62,64,27,30,25,12,15,7
"896","Chr6+4869341","LOC_Os06g09560",0,0,0,0,0,0,0,0,0,4,3,0,3,3,1,1,0,0
"897","Chr6+5427193","LOC_Os06g10520",69,73,67,45,39,39,286,305,293,212,226,174,48,35,29,62,56,70
"898","Chr6+5421314","LOC_Os06g10520",5,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"899","Chr6+5427119","LOC_Os06g10520",9,12,9,10,4,4,29,28,28,24,18,21,7,3,2,10,9,9
"900","Chr6-6036960","LOC_Os06g11440",4,1,2,3,2,2,2,0,2,0,2,1,7,5,2,8,13,11
"901","Chr6-6045572","LOC_Os06g11440",0,0,0,1,2,1,0,0,0,1,0,2,4,3,0,1,0,2
"902","Chr6-6036738","LOC_Os06g11440",19,20,41,25,26,28,34,33,22,20,20,21,16,21,22,38,34,43
"903","Chr6+6734093","LOC_Os06g12400",0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,1,1,1
"904","Chr6+6733997","LOC_Os06g12400",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",69,39,65,77,93,81,54,65,49,24,27,24,52,39,47,79,83,83
"906","Chr6+7496628","LOC_Os06g13570",11,8,13,28,32,29,37,39,39,9,9,8,22,11,10,45,37,36
"907","Chr6+7488115","LOC_Os06g13570",12,10,12,11,11,9,6,16,14,22,20,20,7,9,2,2,2,2
"908","Chr6+8316861","LOC_Os06g14740",169,164,99,192,204,185,131,124,162,109,115,111,60,60,52,71,93,80
"909","Chr6+8316719","LOC_Os06g14740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",40,4,44,22,8,9,0,7,1,1,1,0,0,2,1,3,2,5
"912","Chr6-8597895","LOC_Os06g15170",62,49,65,33,27,27,0,1,3,0,0,0,11,11,11,11,12,11
"913","Chr6-8758767","LOC_Os06g15420",18,21,21,17,12,5,7,7,7,18,18,20,6,6,5,9,10,9
"914","Chr6-8759043","LOC_Os06g15420",158,135,139,163,163,152,75,74,73,116,126,148,134,143,155,197,231,177
"915","Chr6+10927115","LOC_Os06g19200",49,72,53,63,51,60,58,75,74,25,16,11,60,55,53,63,70,71
"916","Chr6+10927366","LOC_Os06g19200",56,38,28,49,54,44,17,19,13,10,11,11,10,12,7,18,18,18
"917","Chr6-13302551","LOC_Os06g22820",115,108,123,189,190,190,329,329,336,69,62,73,67,77,45,53,45,44
"918","Chr6-13302263","LOC_Os06g22820",2,2,1,0,1,1,2,0,1,2,1,2,0,0,1,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",11,41,18,37,33,39,46,61,74,22,15,18,14,12,12,13,9,12
"920","Chr6+13390409","LOC_Os06g22919",26,31,18,109,97,100,210,200,234,23,25,24,56,56,53,28,27,28
"921","Chr6+13379165","LOC_Os06g22919",4,1,3,2,1,3,0,6,6,3,0,0,0,1,1,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"923","Chr6+13651306","LOC_Os06g23390",0,2,2,2,2,2,0,0,0,0,0,1,10,18,16,0,0,0
"924","Chr6-14897115","LOC_Os06g25500",0,0,1,4,2,3,8,9,7,0,3,0,2,4,3,10,10,5
"925","Chr6-14897441","LOC_Os06g25500",0,1,0,1,0,1,2,1,4,2,0,0,0,1,1,2,2,2
"926","Chr6-14897283","LOC_Os06g25500",3,7,2,6,7,3,22,6,15,1,1,4,4,3,3,5,19,13
"927","Chr6+16510334","LOC_Os06g28970",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1
"928","Chr6+16512798","LOC_Os06g28970",131,146,181,121,130,105,58,46,58,39,34,33,66,67,65,69,54,57
"929","Chr6-16991756","LOC_Os06g29630",10,10,9,11,14,15,17,19,19,4,4,4,5,8,4,20,19,21
"930","Chr6-16993466","LOC_Os06g29630",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"931","Chr6-18159030","LOC_Os06g31220",2,4,6,0,6,9,7,10,7,1,3,1,3,4,2,9,8,9
"932","Chr6-18158753","LOC_Os06g31220",5,5,4,11,18,10,5,6,11,1,1,1,6,4,4,9,8,6
"933","Chr6-18159497","LOC_Os06g31220",6,4,6,4,2,0,2,2,1,3,4,7,2,3,2,0,1,1
"934","Chr6-18158673","LOC_Os06g31220",0,0,1,0,2,0,6,5,2,1,1,0,0,0,0,2,1,1
"935","Chr6-18160069","LOC_Os06g31220",2,1,0,3,1,7,1,1,1,0,0,0,0,0,0,2,3,4
