"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","leaf_60days1","leaf_60days2","leaf_60days3","husk1","husk2","husk3","anther1","anther2","anther3","embryo1","embryo2","embryo3"
"701","Chr4-30198541","LOC_Os04g51009",3,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"702","Chr4-30195970","LOC_Os04g51009",0,0,0,14,6,17,10,4,7,5,1,5,3,3,2,6,0,0
"703","Chr4+30431433","LOC_Os04g51380",0,6,2,2,1,3,0,0,0,0,0,0,1,0,0,8,12,8
"704","Chr4+30431682","LOC_Os04g51380",27,12,8,42,45,47,31,38,30,37,36,29,14,22,14,22,26,21
"705","Chr4-30510410","LOC_Os04g51500",10,14,10,4,6,4,5,4,3,6,7,3,9,8,11,13,13,12
"706","Chr4-30511131","LOC_Os04g51500",8,4,7,0,0,0,0,1,1,1,2,1,0,3,1,7,5,4
"707","Chr4-30510977","LOC_Os04g51500",32,32,35,31,27,16,39,38,41,20,26,19,11,14,12,20,28,31
"708","Chr4-30511643","LOC_Os04g51500",2,6,3,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0
"709","Chr4-30888315","LOC_Os04g52020",3,6,5,1,0,1,1,0,0,0,0,0,0,0,0,0,18,15
"710","Chr4-30888160","LOC_Os04g52020",26,16,27,3,40,1,30,30,33,29,26,24,18,40,51,17,18,22
"711","Chr4-30901964","LOC_Os04g52020",15,3,7,1,2,4,4,2,6,6,2,5,1,4,4,0,1,0
"712","Chr4-32339713","LOC_Os04g54330",216,279,216,307,204,222,166,167,181,151,143,137,126,101,115,290,171,243
"713","Chr4-32341122","LOC_Os04g54330",442,391,570,178,161,139,4,3,3,11,10,14,35,28,32,4160,4109,2839
"714","Chr4-32341286","LOC_Os04g54330",20,25,8,10,10,9,0,1,1,8,3,2,9,7,4,18,22,14
"715","Chr4-32340906","LOC_Os04g54330",55,55,64,17,18,26,1,0,1,0,0,1,2,3,1,146,78,144
"716","Chr4-32340699","LOC_Os04g54330",196,183,181,33,56,17,0,0,0,4,0,2,0,0,1,545,884,575
"717","Chr4+32365038","LOC_Os04g54390",1,1,1,3,9,6,0,0,1,3,5,9,3,0,0,0,1,0
"718","Chr4+32364856","LOC_Os04g54390",3,6,1,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",4,4,0,2,2,1,11,9,21,43,52,54,8,9,9,8,9,8
"720","Chr4+32482344","LOC_Os04g54630",8,29,27,10,8,10,736,620,688,315,363,365,81,59,49,45,51,48
"721","Chr4-32955890","LOC_Os04g55410",2,1,0,7,7,0,85,83,80,22,40,15,33,36,37,0,2,3
"722","Chr4-32955709","LOC_Os04g55410",0,3,1,1,0,0,42,39,39,19,17,21,17,16,18,1,1,1
"723","Chr4-32955999","LOC_Os04g55410",6,0,6,6,7,8,71,94,90,28,26,28,20,48,32,1,1,2
"724","Chr4-32959349","LOC_Os04g55410",2,3,4,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0
"725","Chr4-33604477","LOC_Os04g56370",0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",0,0,0,1,1,2,4,14,5,2,2,2,0,1,3,0,0,0
"727","Chr4-34088194","LOC_Os04g57220",2942,3782,3200,1763,1977,2532,3839,3963,3539,2473,2180,2555,1545,1659,1486,3246,1808,3928
"728","Chr4-34087823","LOC_Os04g57220",449,196,388,347,208,390,535,479,512,393,637,662,309,296,288,565,724,425
"729","Chr4+34094547","LOC_Os04g57230",3,5,3,2,3,3,0,6,1,0,0,0,0,0,1,1,0,0
"730","Chr4+34095241","LOC_Os04g57230",3,4,4,2,2,0,0,1,0,0,0,1,7,7,4,13,15,12
"731","Chr4+34095364","LOC_Os04g57230",8,11,14,23,34,24,8,5,7,30,14,22,12,11,11,11,25,11
"732","Chr4-35104853","LOC_Os04g59010",2,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"733","Chr4-35105039","LOC_Os04g59010",3,9,11,0,0,0,0,2,0,0,0,0,0,0,0,4,4,3
"734","Chr4-35105259","LOC_Os04g59010",22,25,45,46,56,24,70,76,60,38,42,48,50,61,49,15,27,27
"735","Chr4+35380940","LOC_Os04g59494",2,3,6,0,0,0,2,3,0,0,0,0,1,2,1,11,9,6
"736","Chr4+35382163","LOC_Os04g59494",1,4,3,4,7,5,251,270,262,112,126,84,27,22,20,3,3,3
"737","Chr4+35381104","LOC_Os04g59494",5,2,6,0,0,0,0,0,0,0,0,0,2,0,3,4,3,2
"738","Chr4+35381191","LOC_Os04g59494",31,132,155,90,56,83,67,71,79,79,77,76,45,72,25,53,65,49
"739","Chr5-152021","LOC_Os05g01210",0,11,3,12,14,15,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",8,26,13,11,9,6,0,0,0,0,0,0,0,0,0,2,0,1
"741","Chr5-150331","LOC_Os05g01210",3,3,3,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",152,218,228,245,282,240,69,71,73,42,42,42,69,70,77,37,36,40
"743","Chr5-149814","LOC_Os05g01210",10,5,10,4,6,3,1,0,2,2,2,2,6,2,6,0,0,0
"744","Chr5+256928","LOC_Os05g01444",0,1,2,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0
"745","Chr5+258397","LOC_Os05g01444",8,27,9,311,211,231,5,5,3,1,4,1,1,0,1,1,2,3
"746","Chr5+256962","LOC_Os05g01444",0,0,0,0,1,4,1,1,1,2,1,5,1,2,1,2,3,2
"747","Chr5+297254","LOC_Os05g01500",0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0
"748","Chr5+297106","LOC_Os05g01500",58,36,44,20,29,24,14,16,19,18,16,18,16,18,19,70,53,60
"749","Chr5-2378523","LOC_Os05g04940",33,50,19,22,32,30,12,14,20,18,18,17,4,6,11,20,21,17
"750","Chr5-2378752","LOC_Os05g04940",41,33,26,4,8,5,2,7,8,0,2,1,6,9,9,17,25,28
"751","Chr5-2705818","LOC_Os05g05440",19,18,22,8,7,5,0,1,1,14,7,3,57,59,43,14,11,12
"752","Chr5-2704029","LOC_Os05g05440",28,15,4,2,3,5,0,0,0,2,2,2,0,0,2,2,1,2
"753","Chr5-2703872","LOC_Os05g05440",8,5,6,1,1,1,0,0,0,0,4,2,7,12,7,0,1,0
"754","Chr5-2703669","LOC_Os05g05440",33,25,33,125,132,105,114,124,115,69,51,59,337,335,299,46,44,15
"755","Chr5-2703988","LOC_Os05g05440",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","Chr5-2716805","LOC_Os05g05460",8,2,3,0,0,0,2,1,9,2,2,1,0,0,0,4,5,4
"757","Chr5-2716915","LOC_Os05g05460",0,4,3,0,0,0,0,0,0,1,2,0,0,0,0,8,14,11
"758","Chr5-3011181","LOC_Os05g06014",8,8,7,5,7,8,0,0,0,0,0,0,0,0,0,6,5,3
"759","Chr5-3010904","LOC_Os05g06014",1,4,4,5,9,4,0,0,0,0,0,0,0,0,0,13,11,12
"760","Chr5-3009851","LOC_Os05g06014",2,0,1,5,1,3,0,0,0,0,1,1,0,0,0,3,2,2
"761","Chr5-3010793","LOC_Os05g06014",85,54,62,1,10,9,1,0,1,0,0,0,0,0,0,109,109,110
"762","Chr5-3011730","LOC_Os05g06014",1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,9,9,12
"763","Chr5-3011594","LOC_Os05g06014",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,15,18
"764","Chr5-3008702","LOC_Os05g06014",37,54,62,62,66,48,8,9,15,52,50,56,89,94,103,85,74,56
"765","Chr5-3009030","LOC_Os05g06014",0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"766","Chr5-3011386","LOC_Os05g06014",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,19,30
"767","Chr5-3245605","LOC_Os05g06340",12,4,10,2,3,2,11,5,13,2,0,1,2,2,2,0,3,0
"768","Chr5-3245447","LOC_Os05g06340",64,42,59,28,48,41,96,83,121,50,45,56,22,23,20,10,4,12
"769","Chr5+4105902","LOC_Os05g07640",5,5,7,9,8,9,4,18,12,11,1,13,22,13,13,3,4,3
"770","Chr5+4105739","LOC_Os05g07640",115,81,72,47,70,75,69,56,53,128,96,102,92,97,91,102,97,91
"771","Chr5+4408160","LOC_Os05g08090",0,0,0,0,3,1,13,14,13,4,3,4,10,5,8,0,0,0
"772","Chr5+4407066","LOC_Os05g08090",32,33,34,43,52,36,15,36,57,34,37,27,34,19,27,21,17,22
"773","Chr5+4560816","LOC_Os05g08360",32,14,25,0,7,3,0,0,0,0,0,0,0,0,0,75,63,65
"774","Chr5+4562425","LOC_Os05g08360",414,374,421,476,236,490,27,49,57,131,141,214,106,128,121,797,815,773
"775","Chr5+5444923","LOC_Os05g09630",59,44,51,52,61,66,48,55,53,48,56,59,86,91,64,80,76,79
"776","Chr5+5445216","LOC_Os05g09630",2,0,4,3,3,3,7,7,4,11,5,13,5,4,3,7,0,6
"777","Chr5+5444789","LOC_Os05g09630",4,9,4,2,0,2,0,0,0,0,0,0,0,1,1,3,2,3
"778","Chr5+5750897","LOC_Os05g10570",3,0,3,3,3,1,3,2,2,0,0,0,0,0,1,6,2,3
"779","Chr5+5750938","LOC_Os05g10570",6,5,3,4,3,3,0,5,9,6,8,3,1,2,0,7,6,9
"780","Chr5+5751232","LOC_Os05g10570",0,0,0,13,2,1,10,12,10,4,4,1,3,1,5,0,1,1
"781","Chr5+8039679","LOC_Os05g14300",3,4,5,3,6,3,4,6,5,0,4,2,4,6,10,7,0,5
"782","Chr5+8039388","LOC_Os05g14300",86,70,103,97,93,115,65,68,68,102,69,82,164,149,130,88,91,89
"783","Chr5+8445893","LOC_Os05g14860",0,0,0,6,4,1,3,2,2,0,0,0,0,0,0,0,0,0
"784","Chr5+8441324","LOC_Os05g14860",6,10,8,10,7,4,1,0,0,1,1,0,2,1,1,1,0,1
"785","Chr5+8445685","LOC_Os05g14860",138,127,111,103,115,98,272,273,267,122,96,134,184,171,134,162,158,175
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0
"787","Chr5+11319833","LOC_Os05g19470",9,12,13,26,19,19,4,0,16,13,14,18,28,36,35,11,10,5
"788","Chr5+11319749","LOC_Os05g19470",2,1,1,1,4,3,2,0,0,4,2,5,1,2,0,0,0,1
"789","Chr5+11316107","LOC_Os05g19470",20,20,14,14,12,11,0,1,4,0,3,0,14,2,11,17,9,17
"790","Chr5+11318339","LOC_Os05g19470",0,7,3,1,3,2,8,0,8,0,0,0,3,4,5,1,1,1
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,0,1
"792","Chr5+11318948","LOC_Os05g19470",0,2,0,1,1,2,1,0,1,4,2,1,11,11,12,0,0,0
"793","Chr5-13610694","LOC_Os05g23720",862,676,666,310,310,309,224,233,230,501,667,602,589,581,550,1422,1458,1401
"794","Chr5-13610558","LOC_Os05g23720",8,7,4,0,2,3,1,4,4,18,3,6,5,5,5,10,8,9
"795","Chr5-13613559","LOC_Os05g23720",9,11,10,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,0,0,0,12,6,9,5,6,2,2,2,1,0,0,0
"797","Chr5+14772808","LOC_Os05g25400",0,4,0,0,0,1,13,27,37,10,21,10,3,6,0,0,0,3
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,1,2,0,18,20,19,8,8,7,3,0,3,0,0,0
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,0,0,0,8,7,7,1,2,0,0,1,0,0,1,0
"800","Chr5-16421717","LOC_Os05g28090",1,5,1,2,0,0,15,25,26,1,3,5,1,1,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,0,0,0,30,33,25,9,7,9,0,0,0,0,0,0
"802","Chr5-16503182","LOC_Os05g28190",194,276,392,316,322,344,155,155,150,110,177,133,89,98,87,690,674,484
"803","Chr5-16502944","LOC_Os05g28190",288,437,414,417,320,407,153,162,167,118,84,121,141,150,129,490,528,489
"804","Chr5+16691067","LOC_Os05g28500",107,48,24,10,8,9,509,521,613,108,156,99,86,102,110,70,67,65
"805","Chr5+16691249","LOC_Os05g28500",1,4,1,4,1,1,14,9,9,3,4,4,2,3,2,4,3,4
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"807","Chr5-16702087","LOC_Os05g28520",11,9,6,10,8,15,8,8,8,38,31,23,13,28,22,15,18,10
"808","Chr5+17548974","LOC_Os05g30280",0,0,3,3,6,0,2,3,1,1,0,1,1,1,1,0,3,0
"809","Chr5+17552298","LOC_Os05g30280",0,0,0,0,0,0,3,3,7,4,0,5,0,1,0,2,0,2
"810","Chr5+17551303","LOC_Os05g30280",0,3,3,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,0,0,0,1,1,0,19,12,17,170,154,167,0,0,0
"812","Chr5+18468220","LOC_Os05g31720",0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0
"813","Chr5-19327433","LOC_Os05g32970",131,73,95,513,437,398,744,1084,1328,250,279,303,178,213,199,80,69,90
"814","Chr5-19327896","LOC_Os05g32970",5,2,4,2,3,3,13,9,13,10,9,11,4,4,4,1,3,9
"815","Chr5-20263846","LOC_Os05g34230",16,23,23,22,14,52,157,126,121,28,30,29,44,39,38,20,23,18
"816","Chr5-20263897","LOC_Os05g34230",2,1,2,1,4,4,1,2,2,1,0,0,1,0,1,0,0,0
"817","Chr5-20264338","LOC_Os05g34230",6,6,5,1,2,0,0,2,1,1,1,1,0,1,2,5,4,3
"818","Chr5-21214833","LOC_Os05g35740",1824,1360,1473,1811,1940,1718,669,513,615,330,343,318,186,215,236,748,676,688
"819","Chr5-21216004","LOC_Os05g35740",3,5,5,10,9,12,0,1,0,0,0,0,0,1,0,1,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,0,0,0,0,6,1,2,1,0,0,0,1,0,0,0
"821","Chr5-23081204","LOC_Os05g39350",0,0,0,0,0,2,1,2,1,7,7,8,1,0,1,1,0,0
"822","Chr5-23080918","LOC_Os05g39350",3,4,1,0,0,0,4,3,6,3,2,10,4,4,2,0,0,0
"823","Chr5+23646570","LOC_Os05g40260",0,1,0,3,3,1,2,3,15,2,0,1,1,1,0,1,2,0
"824","Chr5+23646793","LOC_Os05g40260",0,0,0,2,1,2,0,2,1,6,4,4,0,0,0,0,0,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
"826","Chr5+23646682","LOC_Os05g40260",0,4,4,6,9,4,106,109,105,12,32,10,4,8,10,7,6,5
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,4,16,30,0,0,0,0,0,0,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",2,4,0,3,0,6,21,20,20,5,5,8,22,21,26,0,0,0
"830","Chr5+23997619","LOC_Os05g40910",4,7,2,0,1,1,6,10,8,11,2,0,5,4,5,5,2,0
"831","Chr5+23997165","LOC_Os05g40910",8,5,9,4,4,3,36,35,40,26,13,14,8,8,8,4,7,6
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,0,0,0,5,3,1,5,1,2,2,0,0,0,0
"833","Chr5-24153894","LOC_Os05g41240",3,5,7,3,1,3,10,2,7,6,6,7,5,3,16,4,4,3
"834","Chr5-24158021","LOC_Os05g41240",1,1,2,0,0,0,0,1,0,1,1,1,2,1,1,0,0,1
"835","Chr5-24154145","LOC_Os05g41240",34,54,44,47,37,42,135,154,126,88,89,52,38,33,31,60,58,53
"836","Chr5+25003740","LOC_Os05g43060",11,19,19,9,8,5,2,1,2,11,6,5,34,28,25,21,20,21
"837","Chr5+25015240","LOC_Os05g43060",5,1,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
"838","Chr5+25014809","LOC_Os05g43060",161,143,231,62,94,97,210,207,198,73,109,117,184,177,165,269,268,279
"839","Chr5+25003943","LOC_Os05g43060",5,5,6,8,8,0,0,0,0,0,0,0,0,1,1,1,0,1
"840","Chr5+25955576","LOC_Os05g44610",2,1,4,7,4,10,1,1,1,4,4,1,18,11,23,8,14,9
"841","Chr5+25955711","LOC_Os05g44610",6,3,9,1,4,15,0,0,0,2,1,1,18,11,14,11,3,7
"842","Chr5+25955830","LOC_Os05g44610",1,0,0,1,0,0,0,0,0,0,3,4,0,5,7,0,1,0
"843","Chr5-26237578","LOC_Os05g45210",225,219,231,28,57,50,54,42,38,135,100,96,74,71,75,224,228,154
"844","Chr5-26238026","LOC_Os05g45210",0,4,6,0,1,1,0,0,0,0,0,0,0,0,0,3,3,2
"845","Chr5+26560015","LOC_Os05g45840",5,9,10,39,27,33,18,16,23,24,44,22,14,15,12,4,6,11
"846","Chr5+26559970","LOC_Os05g45840",31,17,13,11,2,9,1,1,1,5,4,7,0,0,0,11,14,13
"847","Chr5+26559853","LOC_Os05g45840",10,15,12,4,5,3,0,0,0,0,1,4,0,0,0,26,11,40
"848","Chr5+26938254","LOC_Os05g46500",40,16,37,29,22,20,85,77,79,58,55,35,43,44,41,13,4,12
"849","Chr5+26938658","LOC_Os05g46500",1,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"850","Chr5-27701827","LOC_Os05g48330",0,2,0,0,0,0,0,0,0,2,3,1,1,1,1,2,2,0
"851","Chr5-27702121","LOC_Os05g48330",25,17,32,195,121,229,1,0,0,79,59,77,43,30,43,19,15,21
"852","Chr5-27701941","LOC_Os05g48330",1,3,0,11,10,8,0,0,0,9,8,8,10,8,0,1,1,2
"853","Chr5-27703689","LOC_Os05g48330",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","Chr5+27807427","LOC_Os05g48510",10,98,188,127,206,144,215,239,176,160,131,158,81,90,71,211,221,210
"855","Chr5+27807002","LOC_Os05g48510",4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
"856","Chr5-28476339","LOC_Os05g49630",4,6,1,19,10,12,0,0,1,2,2,1,3,3,3,15,10,19
"857","Chr5-28473688","LOC_Os05g49630",7,5,2,1,3,2,5,3,6,1,1,0,13,21,18,1,2,2
"858","Chr5-28473600","LOC_Os05g49630",3,1,1,1,0,2,1,6,3,3,1,3,8,12,14,0,1,3
"859","Chr5-28871886","LOC_Os05g50380",96,106,73,11,6,6,0,0,0,15,33,12,8,8,8,156,149,143
"860","Chr5-28871811","LOC_Os05g50380",506,532,455,175,131,120,15,22,20,426,419,436,477,437,490,561,587,536
"861","Chr5+28940830","LOC_Os05g50480",0,0,0,1,1,1,2,5,0,1,1,1,0,0,0,0,0,0
"862","Chr5+28942987","LOC_Os05g50480",3,2,5,0,1,0,3,2,0,3,0,0,2,1,1,0,0,0
"863","Chr5+28948384","LOC_Os05g50480",187,166,164,440,162,266,135,177,111,137,129,120,154,143,150,299,298,293
"864","Chr5+28948519","LOC_Os05g50480",11,11,1,7,7,0,2,0,2,1,2,3,6,4,7,4,4,6
"865","Chr5+28948271","LOC_Os05g50480",0,1,3,12,10,13,0,1,3,1,3,1,4,6,6,7,10,8
"866","Chr5+29616053","LOC_Os05g51630",2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13,3,6
"867","Chr5+29616221","LOC_Os05g51630",186,205,196,68,19,38,138,138,148,90,92,96,91,109,114,172,160,184
"868","Chr5+29616434","LOC_Os05g51630",11,6,8,6,8,2,36,20,21,22,10,9,12,12,19,10,10,9
"869","Chr6+409962","LOC_Os06g01680",51,50,49,16,29,13,21,18,22,24,56,9,44,36,44,67,70,60
"870","Chr6+410144","LOC_Os06g01680",60,42,64,44,45,50,49,52,63,87,65,87,47,52,41,32,33,62
"871","Chr6+925182","LOC_Os06g02600",460,139,182,183,149,237,71,72,62,107,134,105,99,88,99,423,422,389
"872","Chr6+924568","LOC_Os06g02600",6,9,15,1,5,5,0,0,0,0,0,0,0,0,0,29,15,30
"873","Chr6+923649","LOC_Os06g02600",17,0,3,0,4,1,0,0,0,0,0,0,0,0,0,4,12,9
"874","Chr6+1923594","LOC_Os06g04480",67,70,63,25,21,13,56,54,64,21,4,23,0,0,3,7,11,8
"875","Chr6+1923233","LOC_Os06g04480",22,45,33,4,12,13,50,28,47,8,8,9,0,1,0,8,9,10
"876","Chr6-2498984","LOC_Os06g05520",41,36,36,86,115,70,111,153,186,66,65,61,50,20,72,47,45,45
"877","Chr6-2500522","LOC_Os06g05520",0,0,0,1,1,2,0,1,1,0,0,1,4,3,5,1,3,0
"878","Chr6-2500900","LOC_Os06g05520",3,8,9,3,2,1,0,0,0,0,0,0,0,0,0,4,4,4
"879","Chr6+2576703","LOC_Os06g05690",0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",9,1,2,12,5,4,3,1,2,1,2,4,11,3,11,4,8,6
"882","Chr6+2705022","LOC_Os06g05900",29,29,30,21,21,17,17,11,24,13,14,14,18,15,15,50,40,42
"883","Chr6+3203919","LOC_Os06g06790",2,1,1,3,23,8,0,0,0,5,8,9,2,10,10,6,6,6
"884","Chr6+3203821","LOC_Os06g06790",22,49,6,18,26,23,1,3,3,23,8,12,14,17,18,49,49,49
"885","Chr6-3256753","LOC_Os06g06870",5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"886","Chr6-3250547","LOC_Os06g06870",66,60,54,22,14,27,14,47,17,19,26,20,59,56,52,59,78,36
"887","Chr6-3256457","LOC_Os06g06870",1,2,6,2,0,1,0,0,0,1,0,0,5,4,3,0,0,0
"888","Chr6+3338153","LOC_Os06g07030",2504,2841,2563,370,601,423,461,416,442,249,233,272,203,271,229,2300,3457,3198
"889","Chr6+3338864","LOC_Os06g07030",23,49,38,4,1,3,1,1,0,0,0,0,3,12,0,1,10,8
"890","Chr6+3338599","LOC_Os06g07030",43,43,43,4,4,3,0,0,0,0,0,0,0,1,0,7,12,8
"891","Chr6+4540239","LOC_Os06g09020",69,40,55,93,98,97,56,84,55,92,90,76,84,92,90,84,84,69
"892","Chr6+4540523","LOC_Os06g09020",5,28,18,22,14,15,14,10,12,7,8,6,8,8,7,15,15,20
"893","Chr6+4868760","LOC_Os06g09560",0,4,0,6,4,4,6,5,5,1,3,0,3,8,3,1,0,0
"894","Chr6+4869574","LOC_Os06g09560",9,10,8,9,7,5,0,0,0,0,0,0,0,0,0,0,2,0
"895","Chr6+4870069","LOC_Os06g09560",468,395,615,469,412,437,5,3,3,19,11,13,27,30,25,363,348,360
"896","Chr6+4869341","LOC_Os06g09560",7,31,15,26,36,24,0,0,0,1,2,1,3,3,1,25,24,26
"897","Chr6+5427193","LOC_Os06g10520",16,10,13,12,18,12,45,39,39,76,39,45,48,35,29,4,3,3
"898","Chr6+5421314","LOC_Os06g10520",1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"899","Chr6+5427119","LOC_Os06g10520",6,19,16,3,0,0,10,4,4,11,13,3,7,3,2,9,2,5
"900","Chr6-6036960","LOC_Os06g11440",62,84,51,0,11,16,3,2,2,4,3,4,7,5,2,78,66,61
"901","Chr6-6045572","LOC_Os06g11440",1,2,1,0,0,1,1,2,1,0,0,0,4,3,0,0,0,0
"902","Chr6-6036738","LOC_Os06g11440",33,31,53,41,39,42,25,26,28,25,33,36,16,21,22,65,63,64
"903","Chr6+6734093","LOC_Os06g12400",16,9,11,6,1,3,0,0,0,3,2,0,3,3,3,10,11,1
"904","Chr6+6733997","LOC_Os06g12400",3,7,2,0,0,0,0,0,0,3,1,2,0,2,0,0,3,1
"905","Chr6+6734446","LOC_Os06g12400",76,97,77,101,98,101,77,93,81,23,22,25,52,39,47,70,107,78
"906","Chr6+7496628","LOC_Os06g13570",103,120,71,57,48,64,28,32,29,21,21,15,22,11,10,104,103,104
"907","Chr6+7488115","LOC_Os06g13570",23,16,20,6,7,18,11,11,9,17,3,17,7,9,2,5,5,5
"908","Chr6+8316861","LOC_Os06g14740",77,127,91,62,74,74,192,204,185,145,121,113,60,60,52,136,130,137
"909","Chr6+8316719","LOC_Os06g14740",6,1,1,2,1,2,0,0,0,0,0,0,0,0,0,2,3,1
"910","Chr6+8314693","LOC_Os06g14740",0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"911","Chr6-8598272","LOC_Os06g15170",0,1,4,0,0,0,22,8,9,1,2,0,0,2,1,0,0,0
"912","Chr6-8597895","LOC_Os06g15170",1,4,2,0,0,0,33,27,27,9,10,14,11,11,11,0,0,0
"913","Chr6-8758767","LOC_Os06g15420",0,0,0,5,2,2,17,12,5,6,8,11,6,6,5,1,1,3
"914","Chr6-8759043","LOC_Os06g15420",54,46,40,83,115,100,163,163,152,138,148,113,134,143,155,65,56,72
"915","Chr6+10927115","LOC_Os06g19200",9,6,5,17,18,29,63,51,60,46,33,57,60,55,53,3,5,5
"916","Chr6+10927366","LOC_Os06g19200",3,0,0,4,0,2,49,54,44,9,9,7,10,12,7,0,0,0
"917","Chr6-13302551","LOC_Os06g22820",35,36,40,61,40,72,189,190,190,63,60,72,67,77,45,45,67,45
"918","Chr6-13302263","LOC_Os06g22820",5,0,3,0,0,0,0,1,1,0,0,0,0,0,1,2,2,3
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,2,2,3,37,33,39,29,31,24,14,12,12,0,0,0
"920","Chr6+13390409","LOC_Os06g22919",3,4,4,4,2,3,109,97,100,40,8,25,56,56,53,3,3,2
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,1,2,1,3,0,3,3,0,1,1,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"923","Chr6+13651306","LOC_Os06g23390",0,1,0,0,0,0,2,2,2,2,2,2,10,18,16,0,0,0
"924","Chr6-14897115","LOC_Os06g25500",4,6,5,9,6,11,4,2,3,9,6,8,2,4,3,9,10,7
"925","Chr6-14897441","LOC_Os06g25500",1,0,0,1,3,1,1,0,1,2,0,1,0,1,1,4,4,4
"926","Chr6-14897283","LOC_Os06g25500",4,0,9,7,4,5,6,7,3,1,17,10,4,3,3,11,11,11
"927","Chr6+16510334","LOC_Os06g28970",3,6,1,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0
"928","Chr6+16512798","LOC_Os06g28970",37,22,29,9,10,7,121,130,105,90,93,107,66,67,65,21,29,31
"929","Chr6-16991756","LOC_Os06g29630",18,20,13,28,21,32,11,14,15,9,9,5,5,8,4,45,41,28
"930","Chr6-16993466","LOC_Os06g29630",5,5,6,0,0,0,2,0,0,0,0,0,0,0,0,13,13,12
"931","Chr6-18159030","LOC_Os06g31220",14,8,9,10,1,1,0,6,9,8,7,7,3,4,2,16,5,6
"932","Chr6-18158753","LOC_Os06g31220",0,3,0,7,4,6,11,18,10,4,5,3,6,4,4,2,4,3
"933","Chr6-18159497","LOC_Os06g31220",0,24,7,0,10,6,4,2,0,4,4,6,2,3,2,0,4,12
"934","Chr6-18158673","LOC_Os06g31220",2,3,6,1,5,4,0,2,0,1,1,0,0,0,0,0,0,0
