"","chrstrandcoord","gene","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"699","Chr4+30017597","LOC_Os04g50740",1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3
"700","Chr4+30017765","LOC_Os04g50740",8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
"701","Chr4-30198541","LOC_Os04g51009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,18,21
"702","Chr4-30195970","LOC_Os04g51009",14,6,17,3,3,3,4,3,0,10,4,7,5,5,5,1,1,1
"703","Chr4+30431433","LOC_Os04g51380",2,1,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"704","Chr4+30431682","LOC_Os04g51380",42,45,47,13,27,25,42,37,40,31,38,30,30,25,29,10,1,32
"705","Chr4-30510410","LOC_Os04g51500",4,6,4,12,6,7,4,7,5,5,4,3,7,4,14,3,4,4
"706","Chr4-30511131","LOC_Os04g51500",0,0,0,3,4,0,1,0,1,0,1,1,0,0,0,0,0,0
"707","Chr4-30510977","LOC_Os04g51500",31,27,16,24,26,31,21,54,53,39,38,41,25,22,23,15,18,40
"708","Chr4-30511643","LOC_Os04g51500",0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,4,4,8
"709","Chr4-30888315","LOC_Os04g52020",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"710","Chr4-30888160","LOC_Os04g52020",3,40,1,21,21,23,19,25,23,30,30,33,22,19,22,2,21,35
"711","Chr4-30901964","LOC_Os04g52020",1,2,4,0,0,0,1,2,1,4,2,6,2,2,2,0,0,0
"712","Chr4-32339713","LOC_Os04g54330",307,204,222,125,131,108,112,127,140,166,167,181,201,194,213,120,111,166
"713","Chr4-32341122","LOC_Os04g54330",178,161,139,15,14,12,6,11,14,4,3,3,6,8,6,9,3,11
"714","Chr4-32341286","LOC_Os04g54330",10,10,9,4,0,0,0,0,0,0,1,1,2,3,2,1,1,1
"715","Chr4-32340906","LOC_Os04g54330",17,18,26,4,2,2,0,0,0,1,0,1,1,0,1,0,0,0
"716","Chr4-32340699","LOC_Os04g54330",33,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","Chr4+32365038","LOC_Os04g54390",3,9,6,32,37,36,5,1,3,0,0,1,4,0,7,7,13,29
"718","Chr4+32364856","LOC_Os04g54390",0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0
"719","Chr4+32481960","LOC_Os04g54630",2,2,1,10,10,14,57,42,43,11,9,21,19,19,19,71,65,25
"720","Chr4+32482344","LOC_Os04g54630",10,8,10,88,76,85,695,649,706,736,620,688,313,244,301,163,129,72
"721","Chr4-32955890","LOC_Os04g55410",7,7,0,31,62,62,45,35,22,85,83,80,62,65,64,60,47,27
"722","Chr4-32955709","LOC_Os04g55410",1,0,0,26,16,23,12,11,15,42,39,39,38,37,35,11,38,62
"723","Chr4-32955999","LOC_Os04g55410",6,7,8,56,60,57,26,38,27,71,94,90,72,64,74,32,34,38
"724","Chr4-32959349","LOC_Os04g55410",0,0,0,0,0,0,3,3,2,0,0,1,1,1,0,0,0,0
"725","Chr4-33604477","LOC_Os04g56370",0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0
"726","Chr4-33604414","LOC_Os04g56370",1,1,2,31,32,33,34,37,22,4,14,5,6,5,6,0,0,0
"727","Chr4-34088194","LOC_Os04g57220",1763,1977,2532,890,937,910,3160,3312,2986,3839,3963,3539,6866,6425,6868,5815,6012,6585
"728","Chr4-34087823","LOC_Os04g57220",347,208,390,176,240,267,523,525,541,535,479,512,704,678,713,669,540,479
"729","Chr4+34094547","LOC_Os04g57230",2,3,3,4,1,0,7,6,16,0,6,1,2,1,0,7,6,5
"730","Chr4+34095241","LOC_Os04g57230",2,2,0,5,0,1,0,0,0,0,1,0,0,1,0,45,25,66
"731","Chr4+34095364","LOC_Os04g57230",23,34,24,10,12,11,1,0,6,8,5,7,18,14,6,7,0,10
"732","Chr4-35104853","LOC_Os04g59010",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Chr4-35105039","LOC_Os04g59010",0,0,0,0,1,0,0,1,2,0,2,0,0,2,1,0,0,0
"734","Chr4-35105259","LOC_Os04g59010",46,56,24,76,68,53,74,77,15,70,76,60,46,48,45,127,13,118
"735","Chr4+35380940","LOC_Os04g59494",0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,1,0,3
"736","Chr4+35382163","LOC_Os04g59494",4,7,5,1491,1464,1505,243,261,305,251,270,262,110,99,81,3,24,6
"737","Chr4+35381104","LOC_Os04g59494",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"738","Chr4+35381191","LOC_Os04g59494",90,56,83,79,56,67,87,89,81,67,71,79,57,57,53,67,92,55
"739","Chr5-152021","LOC_Os05g01210",12,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",11,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",6,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",245,282,240,38,37,41,76,67,60,69,71,73,54,60,42,78,69,119
"743","Chr5-149814","LOC_Os05g01210",4,6,3,3,0,0,5,0,1,1,0,2,1,0,0,0,0,0
"744","Chr5+256928","LOC_Os05g01444",0,0,0,1,2,4,1,2,3,1,0,0,0,0,0,1,1,1
"745","Chr5+258397","LOC_Os05g01444",311,211,231,2,4,2,0,1,1,5,5,3,0,0,1,1,0,0
"746","Chr5+256962","LOC_Os05g01444",0,1,4,2,2,3,2,2,0,1,1,1,1,1,1,0,0,0
"747","Chr5+297254","LOC_Os05g01500",0,1,0,0,0,0,3,4,2,2,3,2,0,0,0,0,0,0
"748","Chr5+297106","LOC_Os05g01500",20,29,24,36,38,37,21,14,10,14,16,19,13,13,12,9,4,9
"749","Chr5-2378523","LOC_Os05g04940",22,32,30,8,9,2,3,5,8,12,14,20,28,31,20,1,1,0
"750","Chr5-2378752","LOC_Os05g04940",4,8,5,0,1,0,2,0,0,2,7,8,0,5,2,1,0,0
"751","Chr5-2705818","LOC_Os05g05440",8,7,5,8,14,19,11,3,9,0,1,1,6,6,2,88,53,53
"752","Chr5-2704029","LOC_Os05g05440",2,3,5,0,0,0,4,1,0,0,0,0,0,1,1,0,1,0
"753","Chr5-2703872","LOC_Os05g05440",1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,40,21,13
"754","Chr5-2703669","LOC_Os05g05440",125,132,105,41,40,43,109,121,105,114,124,115,105,87,87,577,585,670
"755","Chr5-2703988","LOC_Os05g05440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,1
"756","Chr5-2716805","LOC_Os05g05460",0,0,0,10,10,10,1,4,9,2,1,9,2,2,1,0,0,0
"757","Chr5-2716915","LOC_Os05g05460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","Chr5-3010904","LOC_Os05g06014",5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Chr5-3010793","LOC_Os05g06014",1,10,9,0,1,0,0,0,0,1,0,1,2,1,1,0,0,0
"762","Chr5-3011730","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",62,66,48,24,27,23,15,15,4,8,9,15,42,28,26,122,112,108
"765","Chr5-3009030","LOC_Os05g06014",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,49,98
"766","Chr5-3011386","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",2,3,2,12,11,13,6,10,8,11,5,13,6,8,5,1,0,0
"768","Chr5-3245447","LOC_Os05g06340",28,48,41,105,121,120,134,137,114,96,83,121,136,122,133,62,37,10
"769","Chr5+4105902","LOC_Os05g07640",9,8,9,24,20,37,16,20,14,4,18,12,12,10,13,37,73,62
"770","Chr5+4105739","LOC_Os05g07640",47,70,75,62,49,56,77,91,64,69,56,53,54,56,46,45,40,76
"771","Chr5+4408160","LOC_Os05g08090",0,3,1,0,2,2,17,13,14,13,14,13,18,16,11,0,0,0
"772","Chr5+4407066","LOC_Os05g08090",43,52,36,15,28,16,27,28,25,15,36,57,31,33,32,44,75,73
"773","Chr5+4560816","LOC_Os05g08360",0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",476,236,490,100,102,70,22,9,20,27,49,57,70,61,76,313,288,326
"775","Chr5+5444923","LOC_Os05g09630",52,61,66,41,42,39,30,30,31,48,55,53,58,54,64,71,9,13
"776","Chr5+5445216","LOC_Os05g09630",3,3,3,3,3,6,3,2,3,7,7,4,7,5,2,0,0,0
"777","Chr5+5444789","LOC_Os05g09630",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"778","Chr5+5750897","LOC_Os05g10570",3,3,1,0,0,0,8,5,7,3,2,2,2,2,2,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",4,3,3,4,4,4,10,18,17,0,5,9,4,1,1,0,0,0
"780","Chr5+5751232","LOC_Os05g10570",13,2,1,2,0,2,0,3,3,10,12,10,3,4,3,0,0,1
"781","Chr5+8039679","LOC_Os05g14300",3,6,3,2,3,2,4,0,0,4,6,5,0,2,0,0,0,0
"782","Chr5+8039388","LOC_Os05g14300",97,93,115,30,28,38,51,17,46,65,68,68,63,63,63,88,222,90
"783","Chr5+8445893","LOC_Os05g14860",6,4,1,0,1,0,0,1,1,3,2,2,0,0,0,2,4,16
"784","Chr5+8441324","LOC_Os05g14860",10,7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"785","Chr5+8445685","LOC_Os05g14860",103,115,98,186,172,165,207,228,213,272,273,267,246,237,228,365,403,444
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,2
"787","Chr5+11319833","LOC_Os05g19470",26,19,19,3,5,3,10,18,9,4,0,16,6,8,8,0,0,0
"788","Chr5+11319749","LOC_Os05g19470",1,4,3,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0
"789","Chr5+11316107","LOC_Os05g19470",14,12,11,2,3,0,1,0,0,0,1,4,3,6,9,6,7,5
"790","Chr5+11318339","LOC_Os05g19470",1,3,2,1,0,0,4,3,4,8,0,8,5,4,6,0,0,0
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,3,0,3,2,0,2,4,0,8,2,1,2,0,1,3
"792","Chr5+11318948","LOC_Os05g19470",1,1,2,4,0,0,2,1,2,1,0,1,0,1,0,0,1,1
"793","Chr5-13610694","LOC_Os05g23720",310,310,309,832,740,810,288,281,279,224,233,230,515,454,406,480,361,421
"794","Chr5-13610558","LOC_Os05g23720",0,2,3,13,7,15,4,7,7,1,4,4,7,6,15,0,0,0
"795","Chr5-13613559","LOC_Os05g23720",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,13,14,15,7,7,8,12,6,9,7,9,7,0,0,0
"797","Chr5+14772808","LOC_Os05g25400",0,0,1,29,45,32,6,7,11,13,27,37,2,1,11,4,19,4
"798","Chr5+14772943","LOC_Os05g25400",1,2,0,14,22,15,9,15,20,18,20,19,5,5,8,0,0,0
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,21,17,23,12,15,20,8,7,7,2,3,2,0,0,0
"800","Chr5-16421717","LOC_Os05g28090",2,0,0,17,14,8,45,29,37,15,25,26,11,11,2,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,24,35,15,45,38,42,30,33,25,5,5,7,0,1,8
"802","Chr5-16503182","LOC_Os05g28190",316,322,344,95,122,95,92,85,82,155,155,150,191,150,185,130,95,98
"803","Chr5-16502944","LOC_Os05g28190",417,320,407,150,165,178,131,148,122,153,162,167,119,134,135,312,647,413
"804","Chr5+16691067","LOC_Os05g28500",10,8,9,217,205,209,954,645,583,509,521,613,182,231,142,487,370,198
"805","Chr5+16691249","LOC_Os05g28500",4,1,1,3,4,5,2,8,12,14,9,9,4,3,5,0,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,38,25,27,0,0,0,0,0,0,0,0,0,0,0,0
"807","Chr5-16702087","LOC_Os05g28520",10,8,15,106,119,108,9,1,5,8,8,8,5,3,4,36,18,7
"808","Chr5+17548974","LOC_Os05g30280",3,6,0,0,1,1,3,5,5,2,3,1,1,0,0,5,12,0
"809","Chr5+17552298","LOC_Os05g30280",0,0,0,1,2,0,0,5,0,3,3,7,8,2,11,0,0,0
"810","Chr5+17551303","LOC_Os05g30280",0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,7,18,25
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,16,3,2,0,0,0,1,1,0,1,0,1,795,534,974
"812","Chr5+18468220","LOC_Os05g31720",1,1,0,1,0,0,2,2,3,0,0,0,1,1,1,29,20,14
"813","Chr5-19327433","LOC_Os05g32970",513,437,398,162,156,165,897,894,869,744,1084,1328,297,250,302,122,48,52
"814","Chr5-19327896","LOC_Os05g32970",2,3,3,3,6,12,4,5,5,13,9,13,4,6,6,2,0,0
"815","Chr5-20263846","LOC_Os05g34230",22,14,52,40,33,35,96,101,103,157,126,121,63,49,64,146,4,6
"816","Chr5-20263897","LOC_Os05g34230",1,4,4,0,0,2,1,2,2,1,2,2,0,0,0,0,0,0
"817","Chr5-20264338","LOC_Os05g34230",1,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0
"818","Chr5-21214833","LOC_Os05g35740",1811,1940,1718,178,175,194,390,422,440,669,513,615,749,753,749,260,623,256
"819","Chr5-21216004","LOC_Os05g35740",10,9,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,1,13,5,0,0,0,0,6,1,0,2,0,0,1,0
"821","Chr5-23081204","LOC_Os05g39350",0,0,2,25,35,37,0,2,1,1,2,1,6,4,4,9,4,16
"822","Chr5-23080918","LOC_Os05g39350",0,0,0,75,73,70,6,2,2,4,3,6,11,7,19,0,0,1
"823","Chr5+23646570","LOC_Os05g40260",3,3,1,4,9,2,5,6,4,2,3,15,2,1,3,0,0,0
"824","Chr5+23646793","LOC_Os05g40260",2,1,2,5,4,8,9,21,17,0,2,1,1,1,0,0,0,0
"825","Chr5+23646947","LOC_Os05g40260",2,1,2,3,1,4,0,1,2,0,0,1,0,0,1,1,3,7
"826","Chr5+23646682","LOC_Os05g40260",6,9,4,185,129,139,116,130,121,106,109,105,26,38,41,4,2,5
"827","Chr5-23903677","LOC_Os05g40770",4,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",3,0,6,28,0,11,4,0,8,21,20,20,14,13,13,13,0,17
"830","Chr5+23997619","LOC_Os05g40910",0,1,1,1,2,3,10,10,10,6,10,8,10,12,11,162,142,336
"831","Chr5+23997165","LOC_Os05g40910",4,4,3,19,7,12,42,39,45,36,35,40,29,15,23,0,0,0
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,1,0,9,10,9,0,5,3,8,7,7,0,0,0
"833","Chr5-24153894","LOC_Os05g41240",3,1,3,4,1,10,5,0,5,10,2,7,3,7,7,0,0,0
"834","Chr5-24158021","LOC_Os05g41240",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33,30,59
"835","Chr5-24154145","LOC_Os05g41240",47,37,42,47,46,60,117,116,120,135,154,126,128,95,85,43,53,42
"836","Chr5+25003740","LOC_Os05g43060",9,8,5,5,6,8,6,5,4,2,1,2,5,7,7,0,3,1
"837","Chr5+25015240","LOC_Os05g43060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Chr5+25014809","LOC_Os05g43060",62,94,97,129,106,107,133,150,151,210,207,198,207,302,284,64,79,44
"839","Chr5+25003943","LOC_Os05g43060",8,8,0,2,3,0,4,5,2,0,0,0,0,0,0,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",7,4,10,2,12,7,0,0,5,1,1,1,1,1,0,13,36,26
"841","Chr5+25955711","LOC_Os05g44610",1,4,15,8,5,14,0,0,0,0,0,0,1,1,1,0,0,0
"842","Chr5+25955830","LOC_Os05g44610",1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0
"843","Chr5-26237578","LOC_Os05g45210",28,57,50,177,154,127,24,26,24,54,42,38,30,33,27,49,55,57
"844","Chr5-26238026","LOC_Os05g45210",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","Chr5+26560015","LOC_Os05g45840",39,27,33,24,27,25,20,17,25,18,16,23,29,61,55,40,4,36
"846","Chr5+26559970","LOC_Os05g45840",11,2,9,4,0,0,5,6,3,1,1,1,4,2,2,0,0,0
"847","Chr5+26559853","LOC_Os05g45840",4,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"848","Chr5+26938254","LOC_Os05g46500",29,22,20,41,39,35,43,45,49,85,77,79,66,60,58,20,68,19
"849","Chr5+26938658","LOC_Os05g46500",1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"850","Chr5-27701827","LOC_Os05g48330",0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",195,121,229,48,52,33,10,7,9,1,0,0,47,31,37,15,41,40
"852","Chr5-27701941","LOC_Os05g48330",11,10,8,3,4,3,4,0,8,0,0,0,3,0,1,7,3,64
"853","Chr5-27703689","LOC_Os05g48330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,10
"854","Chr5+27807427","LOC_Os05g48510",127,206,144,230,235,238,83,118,117,215,239,176,162,164,164,75,1,54
"855","Chr5+27807002","LOC_Os05g48510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",19,10,12,1,1,2,0,0,0,0,0,1,3,0,1,1,0,0
"857","Chr5-28473688","LOC_Os05g49630",1,3,2,0,0,0,8,3,11,5,3,6,2,4,4,6,10,5
"858","Chr5-28473600","LOC_Os05g49630",1,0,2,1,0,0,2,12,3,1,6,3,0,0,0,6,6,0
"859","Chr5-28871886","LOC_Os05g50380",11,6,6,1,3,0,0,0,0,0,0,0,0,0,0,1,5,0
"860","Chr5-28871811","LOC_Os05g50380",175,131,120,68,68,63,7,14,14,15,22,20,69,53,56,595,536,659
"861","Chr5+28940830","LOC_Os05g50480",1,1,1,2,1,2,0,0,0,2,5,0,0,0,0,0,0,0
"862","Chr5+28942987","LOC_Os05g50480",0,1,0,1,2,1,5,6,4,3,2,0,0,0,0,9,7,5
"863","Chr5+28948384","LOC_Os05g50480",440,162,266,101,99,112,177,179,179,135,177,111,127,117,126,23,82,63
"864","Chr5+28948519","LOC_Os05g50480",7,7,0,0,3,3,6,2,4,2,0,2,2,1,4,2,1,1
"865","Chr5+28948271","LOC_Os05g50480",12,10,13,2,2,2,0,1,2,0,1,3,0,1,3,0,0,0
"866","Chr5+29616053","LOC_Os05g51630",0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",68,19,38,55,46,43,173,169,191,138,138,148,73,72,73,47,44,44
"868","Chr5+29616434","LOC_Os05g51630",6,8,2,8,6,3,7,32,16,36,20,21,16,10,7,5,1,7
"869","Chr6+409962","LOC_Os06g01680",16,29,13,5,19,7,0,9,11,21,18,22,14,32,15,24,6,56
"870","Chr6+410144","LOC_Os06g01680",44,45,50,54,80,55,59,63,60,49,52,63,54,39,53,24,127,31
"871","Chr6+925182","LOC_Os06g02600",183,149,237,74,50,73,28,56,38,71,72,62,90,88,92,53,59,46
"872","Chr6+924568","LOC_Os06g02600",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",25,21,13,9,23,18,63,69,54,56,54,64,32,42,34,85,87,62
"875","Chr6+1923233","LOC_Os06g04480",4,12,13,11,9,8,37,49,45,50,28,47,25,13,25,0,5,6
"876","Chr6-2498984","LOC_Os06g05520",86,115,70,53,55,50,47,58,62,111,153,186,81,84,76,6,5,25
"877","Chr6-2500522","LOC_Os06g05520",1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2
"878","Chr6-2500900","LOC_Os06g05520",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Chr6+2576703","LOC_Os06g05690",0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",12,5,4,7,7,3,17,19,19,3,1,2,7,8,7,43,9,31
"882","Chr6+2705022","LOC_Os06g05900",21,21,17,6,17,9,14,18,16,17,11,24,8,16,34,0,0,0
"883","Chr6+3203919","LOC_Os06g06790",3,23,8,9,10,10,1,0,0,0,0,0,0,0,0,1,7,3
"884","Chr6+3203821","LOC_Os06g06790",18,26,23,12,17,13,4,5,5,1,3,3,0,0,0,0,0,0
"885","Chr6-3256753","LOC_Os06g06870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",22,14,27,9,14,24,21,20,24,14,47,17,26,28,29,28,71,28
"887","Chr6-3256457","LOC_Os06g06870",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
"888","Chr6+3338153","LOC_Os06g07030",370,601,423,27,20,23,115,95,101,461,416,442,535,539,543,202,71,64
"889","Chr6+3338864","LOC_Os06g07030",4,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",93,98,97,73,70,69,35,41,49,56,84,55,117,116,127,166,169,33
"892","Chr6+4540523","LOC_Os06g09020",22,14,15,5,2,1,13,8,13,14,10,12,18,16,20,3,0,1
"893","Chr6+4868760","LOC_Os06g09560",6,4,4,7,10,6,7,10,5,6,5,5,1,2,2,25,3,9
"894","Chr6+4869574","LOC_Os06g09560",9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",469,412,437,45,41,45,0,15,37,5,3,3,0,1,0,98,183,182
"896","Chr6+4869341","LOC_Os06g09560",26,36,24,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"897","Chr6+5427193","LOC_Os06g10520",12,18,12,56,59,63,69,73,67,45,39,39,286,305,293,397,428,421
"898","Chr6+5421314","LOC_Os06g10520",2,0,1,2,0,0,5,3,2,0,0,0,1,1,1,9,1,9
"899","Chr6+5427119","LOC_Os06g10520",3,0,0,4,5,3,9,12,9,10,4,4,29,28,28,37,26,30
"900","Chr6-6036960","LOC_Os06g11440",0,11,16,3,2,3,4,1,2,3,2,2,2,0,2,14,2,6
"901","Chr6-6045572","LOC_Os06g11440",0,0,1,4,1,0,0,0,0,1,2,1,0,0,0,48,25,5
"902","Chr6-6036738","LOC_Os06g11440",41,39,42,18,30,30,19,20,41,25,26,28,34,33,22,38,20,21
"903","Chr6+6734093","LOC_Os06g12400",6,1,3,0,0,0,0,0,0,0,0,0,0,1,0,19,75,60
"904","Chr6+6733997","LOC_Os06g12400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",101,98,101,27,33,30,69,39,65,77,93,81,54,65,49,55,50,44
"906","Chr6+7496628","LOC_Os06g13570",57,48,64,14,11,12,11,8,13,28,32,29,37,39,39,41,49,57
"907","Chr6+7488115","LOC_Os06g13570",6,7,18,12,9,5,12,10,12,11,11,9,6,16,14,48,0,43
"908","Chr6+8316861","LOC_Os06g14740",62,74,74,95,95,96,169,164,99,192,204,185,131,124,162,8,4,123
"909","Chr6+8316719","LOC_Os06g14740",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,0,0,12,19,13,40,4,44,22,8,9,0,7,1,0,0,0
"912","Chr6-8597895","LOC_Os06g15170",0,0,0,80,93,87,62,49,65,33,27,27,0,1,3,20,4,11
"913","Chr6-8758767","LOC_Os06g15420",5,2,2,14,21,17,18,21,21,17,12,5,7,7,7,0,0,0
"914","Chr6-8759043","LOC_Os06g15420",83,115,100,359,329,345,158,135,139,163,163,152,75,74,73,159,68,99
"915","Chr6+10927115","LOC_Os06g19200",17,18,29,42,47,35,49,72,53,63,51,60,58,75,74,77,120,22
"916","Chr6+10927366","LOC_Os06g19200",4,0,2,14,14,13,56,38,28,49,54,44,17,19,13,3,5,3
"917","Chr6-13302551","LOC_Os06g22820",61,40,72,72,73,71,115,108,123,189,190,190,329,329,336,155,208,197
"918","Chr6-13302263","LOC_Os06g22820",0,0,0,0,0,0,2,2,1,0,1,1,2,0,1,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",2,2,3,2,2,4,11,41,18,37,33,39,46,61,74,9,6,9
"920","Chr6+13390409","LOC_Os06g22919",4,2,3,1,3,4,26,31,18,109,97,100,210,200,234,43,130,110
"921","Chr6+13379165","LOC_Os06g22919",0,0,1,0,0,0,4,1,3,2,1,3,0,6,6,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4
"923","Chr6+13651306","LOC_Os06g23390",0,0,0,18,14,13,0,2,2,2,2,2,0,0,0,8,14,0
"924","Chr6-14897115","LOC_Os06g25500",9,6,11,5,9,6,0,0,1,4,2,3,8,9,7,19,6,54
"925","Chr6-14897441","LOC_Os06g25500",1,3,1,0,0,1,0,1,0,1,0,1,2,1,4,0,0,0
"926","Chr6-14897283","LOC_Os06g25500",7,4,5,6,7,5,3,7,2,6,7,3,22,6,15,0,0,0
"927","Chr6+16510334","LOC_Os06g28970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","Chr6+16512798","LOC_Os06g28970",9,10,7,210,208,209,131,146,181,121,130,105,58,46,58,22,14,27
"929","Chr6-16991756","LOC_Os06g29630",28,21,32,13,4,9,10,10,9,11,14,15,17,19,19,3,4,0
"930","Chr6-16993466","LOC_Os06g29630",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"931","Chr6-18159030","LOC_Os06g31220",10,1,1,0,1,3,2,4,6,0,6,9,7,10,7,8,30,104
"932","Chr6-18158753","LOC_Os06g31220",7,4,6,4,5,5,5,5,4,11,18,10,5,6,11,0,0,0
